Date,Season,Dhaulpur,Bari,Baseri,Rajakhera,Dhaulpur_Trend,Dhaulpur_SMA,Dhaulpur_EWMA,Dhaulpur_DES,Dhaulpur_TES,Dhaulpur_ARIMA,Bari_Trend,Bari_SMA,Bari_EWMA,Bari_DES,Bari_TES,Bari_ARIMA,Baseri_Trend,Baseri_SMA,Baseri_EWMA,Baseri_DES,Baseri_TES,Baseri_ARIMA,Rajakhera_Trend,Rajakhera_SMA,Rajakhera_EWMA,Rajakhera_DES,Rajakhera_TES,Rajakhera_ARIMA
1999-02-28,POMRB,16.208904761904765,3.09,8.000833333333334,24.95615384615385,15.520872023809524,15.520872023809524,15.672473375481466,15.483707489079098,15.992463646594915,15.330992319192747,2.97125,3.052500000000001,2.94117430382592,2.9751416297752695,3.3612657562514134,3.1569273113723786,7.97012748015873,7.970127480158732,7.892708588448086,7.792204104298389,7.945669359356688,7.896197851837952,24.749651331307575,24.74965133130758,24.99964996215061,24.989520459318367,25.364487068941806,25.186220360927088
1999-05-31,PREMON,15.773287698412695,3.99,8.706124999999998,24.08089393939393,15.520872023809524,15.520872023809526,15.712799104653957,15.528422390469915,15.746967306288996,15.675778959194341,2.9187499999999997,3.022500000000001,3.3607045822955524,3.3213392778103397,4.480236452618626,3.5978063557469326,7.970127480158729,7.970127480158732,8.21807515306885,7.998397440603334,8.60959340098196,8.089024863948614,24.74965133130758,24.74965133130758,24.63214755304794,24.594890566186976,24.57584218011128,24.6167577081729
1999-08-31,MONSOON,14.899819444444445,2.18,7.547777777777778,23.89631944444444,15.520872023809524,15.520872023809524,15.387607240570153,15.289129453196715,15.05664423927313,15.553443901033692,2.88125,2.920000000000001,2.888422749377331,2.9445043016827164,1.899233364712026,2.714215237805134,7.970127480158729,7.970127480158731,7.949956202952421,7.846786244125965,7.569192743657747,8.14552300133653,24.74965133130758,24.74965133130758,24.337816309606538,24.270055767754133,23.75676674619984,24.561475477029674
1999-11-30,POMKH,15.201476190476189,2.41,7.625773809523808,26.06523809523809,15.520872023809524,15.520872023809524,15.313154820532567,15.21777673285603,15.289751717072582,15.393271290113198,2.7925000000000004,2.917500000000001,2.697053649626399,2.7706336458322403,2.711441474819301,2.5947355446604794,7.97012748015873,7.970127480158732,7.820283245580976,7.755874935768851,7.757867382006838,7.761226972836577,24.749651331307575,24.74965133130758,25.028785023859157,25.02021394937304,25.338871310910037,24.713484394073124
2000-02-29,POMRB,16.208904761904765,2.8,8.000833333333334,24.95615384615385,15.520872023809524,15.520872023809524,15.671454797081447,15.480161729565749,15.99172204214789,15.319295746560798,2.635,2.8450000000000006,2.738232189775839,2.7856880415921847,3.2155357084061853,2.99733110787149,7.97012748015873,7.970127480158732,7.892503280681919,7.787235161339817,7.945138827858037,7.894431549166435,24.749651331307575,24.74965133130758,24.999732552777033,25.000860953260183,25.362263038838883,25.172034761629646
2000-05-31,PREMON,15.773287698412695,3.57,8.706124999999998,24.08089393939393,15.520872023809524,15.520872023809526,15.712187957613946,15.525983150619274,15.746460854002136,15.68683051694931,2.5749999999999997,2.7400000000000007,3.0709393138655035,3.054152212401389,4.268822597273397,3.4532449977179827,7.970127480158729,7.970127480158732,8.217951968409151,7.994749227278582,8.60921811999877,8.087474806278221,24.74965133130758,24.74965133130758,24.632197107423792,24.60529167696202,24.573653706819314,24.60694238168475
2000-08-31,MONSOON,14.899819444444445,1.34,7.547777777777778,23.89631944444444,15.520872023809524,15.520872023809524,15.387240552346146,15.287451423136709,15.056298375760718,15.539567568967016,2.625,2.5300000000000007,2.378563588319302,2.4845633953977577,1.5928535669382708,2.313093101105558,7.970127480158729,7.970127480158731,7.949882292156602,7.84410771459285,7.568927281914744,8.14387593930002,24.74965133130758,24.74965133130758,24.33784604223205,24.27960311953402,23.754661268968434,24.559416593860984
2000-11-30,POMKH,15.201476190476189,2.77,7.625773809523808,26.06523809523809,15.520872023809524,15.520872023809524,15.312934807598163,15.216622363029895,15.289515521931756,15.40116468140545,2.65625,2.6200000000000006,2.535138152991581,2.5850256381500274,2.1621129128566885,2.0156206883332226,7.97012748015873,7.970127480158732,7.820238899103484,7.753908351081741,7.7576796028755854,7.760108956391397,24.749651331307575,24.74965133130758,25.028802863434464,25.029114677567247,25.336870941598153,24.719426847704458
2001-02-28,POMRB,16.208904761904765,2.84,8.000833333333334,24.95615384615385,15.520872023809524,15.520872023809524,15.671322789320804,15.479367602137849,15.991560741107024,15.30907934925256,2.6762499999999996,2.630000000000001,2.6570828917949485,2.675452358158694,3.0802099308047532,2.821521764769558,7.97012748015873,7.970127480158732,7.892476672795424,7.785791288765794,7.945005998917299,7.893545566424252,24.749651331307575,24.74965133130758,24.99974325652222,25.009157808695356,25.360376123696486,25.16342405282434
2001-05-31,PREMON,15.773287698412695,3.78,8.706124999999998,24.08089393939393,15.520872023809524,15.520872023809526,15.71210875295756,15.525436845304059,15.746350699213625,15.69904594441796,2.5349999999999997,2.6825000000000006,3.106249735076969,3.051190043721978,4.213319848232292,3.4103829332777136,7.970127480158729,7.970127480158732,8.217936003677254,7.993689131558486,8.609124161062116,8.086722928680867,24.74965133130758,24.74965133130758,24.632203529670903,24.612984545838973,24.571881218754402,24.60079564596473
2001-08-31,MONSOON,14.899819444444445,1.29,7.547777777777778,23.89631944444444,15.520872023809524,15.520872023809524,15.387193029552314,15.287075602472482,15.056223149479683,15.527106748033034,2.415,2.670000000000001,2.3797498410461815,2.4658084155975604,1.658229983590374,2.2294159894609127,7.970127480158729,7.970127480158731,7.949872713317463,7.843329389028679,7.568860818373521,8.143175292096963,24.74965133130758,24.74965133130758,24.33784989558032,24.28671700941778,23.753000334692175,24.55801059677474
2001-11-30,POMKH,15.201476190476189,1.69,7.625773809523808,26.06523809523809,15.520872023809524,15.520872023809524,15.312906293921865,15.216363824136488,15.28946414882819,15.410370756628012,2.4262499999999996,2.400000000000001,2.103849904627709,2.210051017435739,2.174960289089738,2.141174729723008,7.97012748015873,7.970127480158732,7.820233151800001,7.753336902039585,7.757632588696103,7.759582534050363,24.749651331307575,24.74965133130758,25.028805175443427,25.03578119140902,25.33531678128382,24.723134939056816
2002-02-28,POMRB,16.208904761904765,2.96,8.000833333333334,24.95615384615385,15.520872023809524,15.520872023809524,15.671305681115024,15.479189745075246,15.991525657679615,15.29901337696273,2.5475,2.4300000000000006,2.446309942776625,2.465901984834385,2.5955013335075527,2.343479411668728,7.97012748015873,7.970127480158732,7.892473224413334,7.785371729107453,7.944972742593144,7.8931187748758855,24.749651331307575,24.74965133130758,24.999744643727595,25.015393645527812,25.358923111487396,25.157692859024216
2002-05-31,PREMON,15.773287698412695,3.75,8.706124999999998,24.08089393939393,15.520872023809524,15.520872023809526,15.712098488034092,15.525314491818664,15.746326740239116,15.711354441520752,2.7962499999999997,2.4225000000000008,2.967785965665975,2.9015088033432512,4.0039254259471395,3.2519806055233986,7.970127480158729,7.970127480158732,8.217933934648,7.9933810895566255,8.609100636603989,8.086366003746917,24.74965133130758,24.74965133130758,24.63220436199413,24.61877979212525,24.570523456801013,24.596612928757686
2002-08-31,MONSOON,14.899819444444445,2.29,7.547777777777778,23.89631944444444,15.060800595238096,15.520872023809524,15.387186870598233,15.286991431649188,15.056206787553212,15.515103975117327,3.0175,2.672500000000001,2.696671579399585,2.7017125474310926,1.5305109793055682,1.9798853922680517,8.338460813492063,7.970127480158731,7.949871471899911,7.84310322363593,7.568844177925592,8.142863193503112,24.485132100538348,24.74965133130758,24.337850394974254,24.292084395495543,23.751731958381956,24.556969188402604
2002-11-30,POMKH,15.201476190476189,2.68,7.625773809523808,26.06523809523809,14.283353918650795,15.520872023809524,15.312902598549416,15.216305920371253,15.289452975034516,15.420140567095277,3.11625,2.9200000000000013,2.6900029476397513,2.6994940816264674,2.560673752863033,2.461557042871916,8.779778521825396,7.970127480158732,7.8202324069494695,7.753170850707078,7.757620817776412,7.759336055758531,24.121001127344872,24.74965133130758,25.028805475079785,25.040816397767006,25.334132116290483,24.725581637583566
2003-02-28,POMRB,12.528333333333334,3.74,10.947500000000002,22.84,13.948084573412697,14.600729166666667,14.199074892462981,14.341212689044514,15.991518026936056,15.288811666631016,3.0912499999999996,3.115000000000001,3.1100017685838512,3.0537826232698007,3.256336816057138,3.080171755774525,9.300540674603175,8.706794146825398,9.071139444169681,8.556035107422733,7.944964416221722,7.892916911968976,23.78393278769841,24.220612869769116,24.15328328504787,24.09469557789638,25.35781674946601,25.15364020342329
2003-05-31,PREMON,13.234285714285715,3.76,9.29,23.284,13.811255952380952,13.965978670634923,13.813159221192073,13.957470608691835,14.579264986298444,14.207972677944142,3.08875,3.1175000000000015,3.370001061150311,3.2965389918444385,4.719014611110208,4.025737521584539,10.090096726190476,8.852762896825398,9.158683666501808,8.71193380600242,9.471383828766267,9.378488474609155,22.94082142857143,24.021389384920635,23.80556997102872,23.7033908765217,23.486504295205556,23.30635690373868
2003-08-31,MONSOON,14.756666666666668,2.08,11.13,21.996666666666666,13.832113095238096,13.930190476190479,14.190562199381912,14.164163027442854,13.454122414694226,14.256207589728842,3.075,3.0650000000000013,2.854000636690187,2.894418291907426,1.924584310546536,2.4148915083252596,10.4515625,9.748318452380953,9.947210199901086,9.307699957853439,8.349656212500397,8.480289314172476,22.265791666666665,23.54647619047619,23.0820086492839,22.902614301811152,22.75174225657757,23.785342143672576
2003-11-30,POMKH,14.25,2.87,10.36,21.22,14.049386904761906,13.692321428571432,14.214337319629148,14.149705072340524,14.149974938328647,14.242112261210682,3.045,3.1125000000000016,2.860400382014112,2.891653250314376,2.6797221344654325,2.6121555698526495,10.5534375,10.431875000000002,10.11232611994065,9.543697699436262,9.358215234363959,9.674595838861457,21.89845833333333,22.33516666666667,22.33720518957034,22.07457049722271,23.819281859168974,22.784340058242236
2004-02-29,POMRB,13.646666666666668,3.44,11.105,22.285,14.061702380952383,13.971904761904767,13.987269058444156,13.953223970902187,14.911652685962446,14.320864945333248,3.045,3.0375000000000014,3.0922402292084676,3.0811194973176934,3.407688337834332,3.307350554379548,10.51375,10.471250000000001,10.509395671964391,9.911844119032308,9.87729581303739,9.945963177022167,21.470916666666668,22.196416666666668,22.316323113742204,22.033909800620492,22.057580594347836,21.120728365292653
2004-05-31,PREMON,13.85414285714286,3.82,9.9475,20.900333333333336,13.963535714285717,14.126869047619053,13.934018577923636,13.882204678295873,14.19641699575438,13.956748215906488,2.99375,3.0525000000000015,3.3833441375250803,3.334889842347152,4.6648729851436865,3.9468750391844023,10.322083333333333,10.635625000000001,10.284637403178635,9.879360993693444,10.884342690860665,10.030061907128717,21.30154166666667,21.600500000000004,21.749927201578657,21.414062896369966,21.4119225696359,21.8474222797818
2004-08-31,MONSOON,14.235333333333335,2.02,10.155,20.96,13.790744047619048,13.996535714285718,14.054544480087515,13.951202474244868,13.38921787644809,14.096843260711626,3.2683333333333335,3.0375000000000014,2.8380064825150484,2.8998317118537957,1.9224095469799214,2.3799919754089442,10.232604166666667,10.391875,10.232782441907181,9.909789366680885,9.541543605633727,10.045140858220858,21.331125,21.34133333333334,21.433956320947196,21.066109267312576,20.420720424850913,20.406177018653025
2004-11-30,POMKH,13.985999999999999,2.52,9.801666666666666,20.901666666666664,13.57347023809524,13.930535714285718,14.027126688052508,13.921580835533586,13.940343359196213,13.998945020851997,4.135,2.950000000000001,2.710803889509029,2.7777898268567354,2.6512204634564265,2.6121800276088756,10.130729166666665,10.252291666666668,10.060336131810974,9.839705491540409,9.916001946211543,9.983891666197891,21.69845833333333,21.261750000000006,21.221040459234985,20.835443772064547,22.043292132380262,20.87666423235594
2005-02-28,POMRB,12.528333333333334,5.986666666666667,10.947500000000002,22.84,13.56115476190476,13.650952380952385,13.42760934616484,13.450530449972064,14.684781658410687,14.08135835866725,5.466458333333334,3.5866666666666682,4.021149000372084,3.8599931193579846,3.2328136073811566,3.147191366656394,10.170416666666666,10.212916666666668,10.415201679086586,10.087975309334578,10.10847003764079,10.003299240961324,22.125999999999998,21.400500000000008,21.86862427554099,21.547044865507484,20.958395159181034,20.839577248070007
2005-05-31,PREMON,13.234285714285715,8.206666666666665,9.29,23.284,13.65932142857143,13.495988095238097,13.350279893413191,13.34474219221987,13.686876025012737,13.344574211803533,6.9227083333333335,4.6833333333333345,5.695356066889916,5.326104225644938,5.729072625464449,4.99187597399269,10.362083333333334,10.048541666666669,9.965121007451952,9.83668905152109,11.00177838368833,10.265589055692908,22.295375,21.996416666666672,22.434774565324595,22.18941478922385,21.133138032223673,21.608969474074804
2005-08-31,MONSOON,14.756666666666668,8.285,11.13,21.996666666666666,13.971904761904762,13.626321428571428,13.912834602714582,13.742647815976174,12.844697225799198,13.658965749417293,7.729166666666667,6.249583333333335,6.73121364013395,6.329187748402282,4.499275410886889,4.901196072168812,10.47125,10.292291666666669,10.431072604471172,10.13349874604567,9.43220828472468,9.665718460051945,22.196416666666664,22.25558333333334,22.259531405861424,22.03052174073294,21.527156658896217,22.396417838675745
2005-11-30,POMKH,14.25,7.905,10.36,21.22,14.406452380952382,13.69232142857143,14.04770076162875,13.859731458058299,13.733789757906129,13.811034839452127,8.374166666666667,7.595833333333334,7.20072818408037,6.869950491630256,6.907234949944745,6.823608706830495,10.674999999999999,10.431875000000002,10.402643562682703,10.150001729843591,10.123977883811104,10.462626465678444,21.461750000000002,22.335166666666673,21.843718843516854,21.59812332681241,23.215253007949336,22.2370658127774
2006-02-28,POMRB,14.765,7.053333333333334,11.2625,21.73,14.431083333333333,14.251488095238095,14.33462045697725,14.099501632225657,14.62743387197252,14.023371838111307,8.800208333333334,7.8625,7.141770243781555,6.944388310171718,8.002837187721738,8.173901203170356,10.595625000000002,10.510625000000001,10.746586137609622,10.39819306613797,10.418971775177162,10.287269914615436,20.606666666666666,22.057666666666673,21.79823130611011,21.558433135594218,21.792665903971372,22.407716747399988
2006-05-31,PREMON,14.474,12.3,10.605,18.516666666666666,14.23475,14.561416666666666,14.39037227418635,14.174477448351823,14.35692740164556,14.203435387535613,8.594791666666667,8.885833333333334,9.205062146268933,8.75491504428323,8.813016895659917,8.373013037470876,10.212291666666667,10.839375000000002,10.689951682565773,10.408427906551722,11.313596456961172,10.462994919706988,20.267916666666665,20.86583333333334,20.485605450332734,20.14270025743253,21.046366683764973,21.996930620344948
2006-08-31,MONSOON,13.714000000000002,7.6,9.18,19.92333333333333,14.204125000000001,14.300749999999999,14.119823364511811,13.991083390249841,13.6953805608491,14.263241438477637,8.910208333333333,8.714583333333334,8.56303728776136,8.383718000524054,8.042778417261857,8.745001581023978,10.170520833333333,10.351875000000001,10.085971009539463,10.043192682700786,10.037589533113394,10.616733233486151,19.94458333333333,20.347500000000007,20.26069660353297,19.88924071736211,19.061609087958693,19.39374724553312
2006-11-30,POMKH,13.722,6.946666666666666,9.243333333333334,20.58333333333333,14.32075,14.16875,13.960694018707088,13.867394223445102,13.984118895195149,14.007308034267588,9.499166666666666,8.475,7.916489039323482,7.91713144488818,8.525568006285694,8.565555787494292,10.544895833333333,10.072708333333335,9.748915939057012,9.791602501298712,9.981572700964861,9.828131476551246,19.789687499999996,20.18833333333334,20.389751295453117,20.029472223601953,20.82889450745039,19.79191741224813
2007-02-28,POMRB,15.048000000000002,10.535,12.045,19.78,14.468791666666668,14.2395,14.395616411224253,14.192269350111204,14.630965975227806,13.999984856914692,9.518333333333333,9.345416666666667,8.96389342359409,8.810617618183953,8.448055148995442,8.562236992097048,11.015520833333333,10.268333333333334,10.667349563434207,10.339740589519167,9.991466465466052,10.035094585091818,20.221041666666665,19.70083333333334,20.14585077727187,19.775656394494874,20.19178916134145,19.624834079860978
2007-05-31,PREMON,15.124,13.53,12.8175,19.2275,14.510583333333335,14.401999999999997,14.686969846734552,14.439258429495448,14.449074776666993,14.380306863745128,9.490416666666667,9.652916666666666,10.790336054156453,10.411108813795542,10.64068150722434,10.527441395239686,11.610729166666667,10.821458333333336,11.527409738060525,10.944254834093352,11.240177471114189,10.9355213489055,20.625625,19.878541666666674,19.778510466363123,19.3879191309805,19.208496567140596,18.860169645732405
2007-08-31,MONSOON,14.248333333333333,6.5233333333333325,10.7325,22.66333333333333,14.841083333333334,14.535583333333332,14.511515241374065,14.33843658955275,13.964415022164875,14.515492565988236,9.520624999999999,9.38375,9.083534965827205,9.125792258297356,9.598335862958592,10.21502715262103,12.24375,11.209583333333336,11.209445842836315,10.842699436216282,10.633103686551081,11.085670287508384,20.897708333333334,20.563541666666673,20.932439613151207,20.656236042240167,18.459465602673976,19.609050025242915
2007-11-30,POMKH,13.522,7.8,12.4525,21.08,15.262083333333333,14.485583333333333,14.11570914482444,14.0445146369116,14.337275833250011,14.387895164164018,8.267916666666666,9.597083333333332,8.570120979496323,8.697939721891169,8.882715813309092,8.812099192891719,12.175890625,12.011875000000003,11.70666750570179,11.218052545946774,10.857131576283626,10.529932780152103,21.283671875,20.68770833333334,20.991463767890725,20.757003976952443,21.943755227796554,21.362493585401207
2008-02-29,POMRB,17.892,9.923333333333334,13.9,21.46,15.307291666666666,15.196583333333333,15.626225486894663,15.193407106080873,14.808724762132417,14.07215262669289,6.980833333333334,9.444166666666664,9.111405921031128,9.125536056026073,9.031108313486813,9.313063460916501,11.443343749999999,12.475625000000003,12.584000503421073,11.872273159372517,11.54991375260297,11.914098025426512,21.16578125,21.107708333333342,21.178878260734436,20.990045254903922,21.095502781267626,20.59664635244591
2008-05-31,PREMON,15.648,4.12,10.419625,20.635208333333328,15.56125,15.327583333333331,15.634935292136797,15.289979890244693,15.47226050686183,15.787685367946054,6.687500000000001,7.091666666666663,7.114843552618677,7.4626548336360825,10.679797797158905,10.808328930624043,10.89959375,11.876156250000003,11.718250302052645,11.44221192575978,12.885405584042747,12.492710070668355,20.98755208333333,21.45963541666667,20.961410289773994,20.777969215369776,20.596473301265483,21.551479886723367
2008-08-31,MONSOON,14.086000000000002,5.636666666666668,7.27,20.3125,15.552000000000001,15.286999999999999,15.015361175282079,14.873485469506889,14.829316099067796,14.850587565234449,6.124583333333335,6.869999999999997,6.523572798237873,6.863801775434377,5.3354202728924776,5.737278539989447,9.90271875,11.010531250000003,9.938950181231586,10.30258476009701,11.095190282030442,10.804318799684502,21.04755208333333,20.87192708333334,20.701846173864396,20.50954462785641,19.967432696326757,21.611140517127932
2008-11-30,POMKH,15.716,6.3400000000000025,11.565,22.005,15.309750000000001,15.835499999999998,15.295616705169248,15.090919538046446,14.876455575107006,15.289245373870099,6.19875,6.504999999999998,6.450143678942725,6.700876493076032,6.156952487105886,6.023367119313837,8.801828125,10.788656250000003,10.589370108738951,10.589347562658634,10.17075838471896,9.99216998282073,21.025026041666667,21.10317708333334,21.223107704318636,21.087299503612837,21.587375118927042,20.52105330138852
2009-02-28,POMRB,15.624,6.88,6.8125,21.015,15.515,15.2685,15.42697002310155,15.212055280835502,15.872624332663333,14.951098026067587,6.703750000000001,5.744166666666665,6.622086207365635,6.773567543160285,6.881626834781571,7.1945466106158555,8.575,9.016781250000003,9.078622065243371,9.556736836472304,10.804684412486852,11.694063619176504,21.155312499999997,20.991927083333337,21.139864622591183,21.015871309892514,21.39148838426978,21.518587309694535
2009-05-31,PREMON,15.978,7.756666666666668,8.700000000000001,20.9,15.748000000000001,15.350999999999999,15.64738201386093,15.40483599881761,15.479662392403753,15.571525665744016,6.82625,6.6533333333333315,7.075918391086049,7.116232391881365,8.123359821949327,7.770573240130642,8.03625,8.586875000000003,8.927173239146022,9.292320673259315,10.284224633637212,8.633271149065358,21.623749999999998,21.058125000000008,21.043918773554708,20.92374595455553,20.54765310802973,20.512148505574217
2009-08-31,MONSOON,15.398,6.04,7.175,21.09,16.044625,15.678999999999998,15.547629208316557,15.358134981182923,14.939009231357334,15.298084328024053,7.168958333333334,6.7541666666666655,6.661551034651629,6.76836905767542,5.598604029545793,5.95509379757423,7.6753125,8.563125000000003,8.226303943487613,8.699277959122064,8.751980848917173,9.208057798558736,22.35395833333333,21.25250000000001,21.062351264132822,20.952244334985885,20.09165084410986,21.031354612787844
2009-11-30,POMKH,16.267999999999994,6.916666666666668,7.35,24.975,16.401999999999997,15.816999999999995,15.83577752498993,15.594989312252503,15.367383013982554,15.61841676650533,7.652500000000001,6.898333333333332,6.763597287457645,6.830840674882686,6.483944109585501,6.350717283610658,7.94825,7.509375000000004,7.875782366092567,8.309640435797133,8.48544706742721,9.012900347436563,23.087500000000002,21.99500000000001,22.627410758479694,22.678537489771397,22.06772023063603,21.330632064481776
2010-02-28,POMRB,17.445,9.045,8.14,23.88666666666667,16.6854375,16.272249999999996,16.47946651499396,16.121826752179192,16.38291700691938,15.613068849007407,7.892916666666667,7.439583333333332,7.676158372474587,7.586792306656592,7.322291520727132,7.598608800571083,8.0993125,7.841250000000004,7.98146941965554,8.230214546703701,8.379105131836019,7.941200982378743,23.65791666666667,22.71291666666668,23.131113121754485,23.274824935512026,23.187042604713874,23.17349312094644
2010-05-31,PREMON,17.016,9.46,9.556000000000001,23.896666666666665,16.878958333333333,16.53175,16.694079908996375,16.35161917774724,16.40556160762519,16.471930857918082,7.824583333333333,7.8654166666666665,8.389695023484752,8.229729031196802,9.349086861655685,8.977702665902216,8.0105625,8.055250000000004,8.611281651793325,8.542295279633718,8.95691660432062,8.704316443592367,23.599375,23.462083333333347,23.437334539719355,23.646195053808317,23.00848191072043,23.193646607169267
2010-08-31,MONSOON,16.627499999999998,6.259999999999999,7.5275000000000025,22.656666666666666,16.843166666666665,16.839125,16.667447945397825,16.38958651464977,15.90045400163017,16.23489279770873,7.416458333333334,7.920416666666666,7.537817014090851,7.584071558188679,7.041777594986779,7.392713140514436,7.838375,8.143375000000006,8.177768991075997,8.240813488570618,8.063578705169506,8.78191320743993,23.48625,23.853750000000012,23.12506739049828,23.326231369589927,22.973015939423842,24.257918223963696
