Date,Season,Sitalkuchi,Mathabhanga-ii,Tufanganj-ii,Tufanganj-i,Sitai,Mathabhanga-i,Mekhliganj,Dinhata-i And Ii,Kochbihar-i,Haldibari,Sitalkuchi_Trend,Sitalkuchi_SMA,Sitalkuchi_EWMA,Sitalkuchi_DES,Sitalkuchi_TES,Sitalkuchi_ARIMA,Mathabhanga-ii_Trend,Mathabhanga-ii_SMA,Mathabhanga-ii_EWMA,Mathabhanga-ii_DES,Mathabhanga-ii_TES,Mathabhanga-ii_ARIMA,Tufanganj-ii_Trend,Tufanganj-ii_SMA,Tufanganj-ii_EWMA,Tufanganj-ii_DES,Tufanganj-ii_TES,Tufanganj-ii_ARIMA,Tufanganj-i_Trend,Tufanganj-i_SMA,Tufanganj-i_EWMA,Tufanganj-i_DES,Tufanganj-i_TES,Tufanganj-i_ARIMA,Sitai_Trend,Sitai_SMA,Sitai_EWMA,Sitai_DES,Sitai_TES,Sitai_ARIMA,Mathabhanga-i_Trend,Mathabhanga-i_SMA,Mathabhanga-i_EWMA,Mathabhanga-i_DES,Mathabhanga-i_TES,Mathabhanga-i_ARIMA,Mekhliganj_Trend,Mekhliganj_SMA,Mekhliganj_EWMA,Mekhliganj_DES,Mekhliganj_TES,Mekhliganj_ARIMA,Dinhata-i And Ii_Trend,Dinhata-i And Ii_SMA,Dinhata-i And Ii_EWMA,Dinhata-i And Ii_DES,Dinhata-i And Ii_TES,Dinhata-i And Ii_ARIMA,Kochbihar-i_Trend,Kochbihar-i_SMA,Kochbihar-i_EWMA,Kochbihar-i_DES,Kochbihar-i_TES,Kochbihar-i_ARIMA,Haldibari_Trend,Haldibari_SMA,Haldibari_EWMA,Haldibari_DES,Haldibari_TES,Haldibari_ARIMA
1998-08-31,MONSOON,1.58,1.5642307692307689,1.195,1.6216666666666666,1.6933333333333334,1.4575,1.212,1.453125,1.1425,1.1375000000000002,1.9862499999999998,2.105,2.036244773888,1.820624473289845,1.438332071873836,1.7409356372871831,2.8551053113553113,2.8551053113553113,2.615346711808,2.964720149176661,1.5642307692307706,1.5642306474854355,2.2014583333333335,2.201458333333333,1.9522603579977145,2.240743716096703,1.195,1.2801628072880842,3.3041666666666667,3.5070833333333336,3.0057363913386665,3.169275046355105,1.8208588961716519,1.7599453828240714,1.7633333333333332,1.703333333333334,1.9352097150293335,2.3905294750830945,1.3555848525484087,1.245895437367937,2.92,2.943125,2.5792376826880004,2.4513757787005424,1.7103816262311138,1.5930568452693228,2.5309999999999997,2.611,2.3146131406848003,2.8947342983095252,1.455336415807844,1.3294628118026208,2.7939062499999996,3.02828125,2.6406258474240003,2.9135205146491594,1.9160160987646353,1.6274994693605926,2.1010416666666667,2.1947916666666667,1.921600873984,2.5622351400574552,1.0836629894207157,1.2592773051957609,2.240625,2.291875,2.074130129408,2.3977943580639414,1.4913203159749977,1.3061058361684716
1998-11-30,POMKH,1.58,2.4658333333333333,2.1983333333333333,3.305,1.39,3.025,2.296,2.3575,2.08,1.92,2.05625,1.9875,1.8537468643328,1.7492775071304982,1.879153234748691,1.9309737134564473,2.8551053113553113,2.8551053113553113,2.5555413604181334,2.776209641074406,2.465833333333335,2.4658331414155503,2.2014583333333335,2.201458333333333,2.0506895481319622,2.208961120195272,2.1983333333333333,2.1579578555326497,3.299166666666667,3.3241666666666676,3.1254418348032,3.120944096346268,3.7377719194781562,3.9276911618750407,1.6408333333333331,1.7583333333333342,1.7171258290176001,2.305558884795462,1.6466514597499244,1.2935090650745071,2.968125,2.8931250000000004,2.7575426096128,2.478699072891548,3.0856518039912038,3.2156475098560042,2.5362499999999994,2.5244999999999997,2.3071678844108803,2.7110298854195998,2.209174318475162,2.612535826477071,2.79828125,2.80640625,2.5273755084544005,2.639235707942323,3.057270752341985,3.02625225844043,2.178125,2.0947916666666666,1.9849605243904,2.512106632634708,2.09390757217862,2.3883352183714517,2.208125,2.229375,2.0124780776448,2.212059460781649,2.20592683053187,2.030734488853239
1999-02-28,POMRB,2.28,3.5325,2.813571428571429,4.12,1.52,3.685,2.9819999999999998,3.435,2.776666666666667,2.47,2.1175,1.985,2.02424811859968,1.791703470212991,2.4148476636333234,2.4085403701038794,2.8551053113553113,2.8551053113553113,2.94632481625088,2.8841435404203284,3.532500000000002,3.532499831513751,2.2014583333333335,2.201458333333333,2.355842300307749,2.2263344158337515,2.813571428571429,2.7440101644624195,3.2514583333333333,3.2841666666666676,3.52326510088192,3.173847911526833,4.293259377002414,4.273141036024784,1.5066666666666666,1.768333333333334,1.6382754974105602,2.240349301001665,2.2167713903309,1.733699465386013,2.9259375000000003,2.9468750000000004,3.1285255657676805,2.6342057065864974,3.68586149774666,3.5989099793535377,2.4684999999999997,2.5374999999999996,2.577100730646528,2.7224409301493098,3.032661180939692,2.927747053610076,2.723515625,2.7814062500000003,2.8904253050726405,2.7736476979923745,3.41731977800536,3.3683366829336543,2.193645833333333,2.107291666666667,2.3016429813009065,2.5435599800679376,2.7794179648493165,2.7338040177485716,2.1071875,2.251875,2.19548684658688,2.2376557976728435,2.5899483130494083,2.3557658723885093
1999-05-31,PREMON,3.07,3.857857142857143,2.5989285714285715,4.21,1.45,3.79,3.65,4.0150000000000015,2.9966666666666666,3.13,2.085,2.1275,2.442548871159808,1.958478917777009,2.9580613162133136,2.816338767672506,2.855105311355311,2.8551053113553113,3.3109377468933854,3.08058138694751,3.857857142857145,3.857856958852647,2.2014583333333335,2.201458333333333,2.453076808756078,2.228497152365213,2.5989285714285715,2.551528344746971,3.114375,3.314166666666668,3.797959060529152,3.241414152468776,4.22175036050508,4.139019094078745,1.4749999999999999,1.5133333333333336,1.562965298446336,2.1744638410585853,2.4300745333919824,2.0218392459785024,2.761875,2.989375,3.393115339460608,2.8101778875725194,3.678197165246499,3.5630397325076046,2.3185,2.5349999999999997,3.0062604383879163,2.9129472807763586,3.4489138963734787,3.5128287185029157,2.58625,2.815156250000001,3.3402551830435847,3.1122547890447114,3.9143425139978727,3.7900016122016744,2.09125,2.2489583333333334,2.579652455447211,2.600055128424648,2.7105909030328914,2.6674324774736706,1.995,2.1643749999999997,2.569292107952128,2.4936451419246115,3.207825658240411,3.007743884306966
1999-08-31,MONSOON,1.5,1.5642307692307689,1.195,1.12,1.64,0.95,0.68,0.72,0.7000000000000001,0.68,2.0549999999999997,2.1075,2.065529322695885,1.8819244081099538,1.4383883626215979,1.6845825832829582,2.8551053113553113,2.8551053113553113,2.6122549558283388,2.693627479665944,1.5642307692307706,1.5642306946231606,2.2014583333333335,2.201458333333333,1.9498460852536468,2.1259235159921532,1.195,1.2447449984036347,3.0175,3.1887500000000015,2.726775436317491,2.9584174971160584,1.756785675057682,1.6784798602000404,1.4249999999999998,1.5000000000000002,1.5937791790678015,2.1322242032770573,0.9552160640914147,0.8744385184600614,2.6225,2.8625,2.4158692036763645,2.469632236488872,1.6774574370499904,1.5386283725508743,2.22325,2.4019999999999997,2.0757562630327495,2.3559999650627415,1.4549135995541354,1.2880121030787695,2.5246875000000006,2.6318750000000013,2.2921531098261507,2.359605598587928,1.8458964790262749,1.5693724693253965,2.035,2.138333333333333,1.8277914732683265,2.3886999665099795,1.083663077544079,1.3289541249085726,1.91375,2.05,1.8135752647712768,1.9311993814228925,1.447653862708837,1.2351460000730974
1999-11-30,POMKH,1.4,2.4658333333333333,2.1983333333333333,2.71,1.19,2.22,1.6279999999999997,1.9925,1.7033333333333331,1.48,2.04,2.0625,1.799317593617531,1.7943144963780933,1.8790997050582825,1.8086440230818241,2.8551053113553113,2.8551053113553113,2.5536863068303366,2.5711124566179833,2.465833333333335,2.465833215722856,2.2014583333333335,2.201458333333333,2.0492409844855213,2.10390452418457,2.1983333333333333,2.1688291031139446,3.0012499999999998,3.040000000000002,2.7200652617904946,2.871564156224479,3.5902958082712004,3.5357484151896625,1.32125,1.4500000000000004,1.432267507440681,2.0517875591024324,1.272808606165738,0.9754032238290423,2.573125,2.66125,2.3375215222058188,2.3787970043011946,3.053042694695084,3.139099160206664,2.1944999999999997,2.235,1.8966537578196494,2.0953263541266884,2.1718197717412573,2.5008355007091847,2.4953125,2.5406250000000012,2.1722918658956902,2.1276122994944604,2.8859759637354867,2.8033264901645767,2.04,2.0441666666666665,1.7780082172943292,2.29827166841134,2.0939075442279185,2.176870820135743,1.8599999999999999,1.94,1.680145158862766,1.7078182895968286,2.1238467956624874,2.019073267911698
2000-02-29,POMRB,2.22,3.5325,2.813571428571429,3.94,1.32,3.375,2.888,3.3075,2.703333333333333,2.26,1.9975,2.0475000000000003,1.9675905561705187,1.837274758429601,2.4148140192739747,2.3726779393029207,2.8551053113553113,2.8551053113553113,2.945211784098202,2.7400176992476863,3.532500000000002,3.53249988720263,2.2014583333333335,2.201458333333333,2.3549731621198844,2.130680089819466,2.813571428571429,2.7607939235783907,3.09875,2.995000000000002,3.208039157074297,2.934269618697952,4.202378230219559,4.18806257040432,1.15625,1.4000000000000004,1.3873605044644086,1.990704765283655,1.8377223052755136,1.3604492857066106,2.6550000000000002,2.5837499999999998,2.7525129133234914,2.5081515351020878,3.606226854050402,3.6290983505829,2.2805,2.2115,2.2931922546917898,2.1879755837670833,2.951492060067957,2.9429485237799162,2.6215625,2.5087500000000014,2.626375119537414,2.3802786725616194,3.2423314479594794,3.3850038239565268,2.119583333333333,2.025833333333333,2.1481382637099307,2.3269684765621577,2.779417868344156,2.6967594072000485,1.905,1.8874999999999997,1.9120870953176594,1.78523464991126,2.4933294076664563,2.3728892666313293
2000-05-31,PREMON,3.01,3.857857142857143,2.5989285714285715,4.26,0.82,3.705,3.514,3.9075,3.11,2.91,2.02,2.0325,2.384554333702311,2.0035779596505683,2.958078636241366,2.884809652160836,2.855105311355311,2.8551053113553113,3.3102699276017784,2.992572500245151,3.857857142857145,3.857857019670691,2.2014583333333335,2.201458333333333,2.4525553258433592,2.1418777179622297,2.5989285714285715,2.56249324214503,3.235,3.007500000000002,3.6288234942445783,3.037681809639169,4.173407663912971,4.190725267300799,1.1175,1.2425000000000004,1.1604163026786452,1.8884515352144162,2.0677472673828303,1.583464631950862,2.8156250000000003,2.5625,3.133507747994095,2.699076730134417,3.5962355412292784,3.642625737458313,2.4774999999999996,2.1774999999999998,2.781515352815074,2.4502799838602747,3.366853340305987,3.5512635922303257,2.85875,2.4818750000000014,3.1388250717224486,2.836876245432789,3.7281822696556186,3.846255636519448,2.259583333333333,2.0541666666666663,2.5328829582259584,2.4039738077043475,2.710590911841111,2.744646297186481,2.03875,1.8324999999999998,2.3112522571905956,2.092453842948176,3.0922726407582264,3.092749889975593
2000-08-31,MONSOON,1.22,1.5642307692307689,1.195,1.85,0.95,1.69,1.504,1.8375,1.2233333333333334,1.26,2.0875,1.9625000000000004,1.9187326002213867,1.890647982704541,1.4383880362949255,1.6336235660817966,2.8551053113553113,2.8551053113553113,2.6118542642533744,2.650174084328296,1.5642307692307706,1.5642307192828233,2.2014583333333335,2.201458333333333,1.9495331955060156,2.047886393045884,1.195,1.2291637789831067,3.25125,3.190000000000002,2.917294096546747,2.866006698387443,1.5342966860870724,1.3901195214501825,1.1775,1.0700000000000005,1.0762497816071872,1.8075113223361712,0.7291483326230561,0.711654433123676,2.875,2.7475,2.556104648796457,2.5182008477918068,1.435286295167339,1.332219642557944,2.5709999999999997,2.3834999999999997,2.270509211689044,2.197413824280691,1.3691055593808994,1.1176494138079378,2.9646875,2.7612500000000013,2.618295043033469,2.560457299513269,1.5837944599138232,1.357012638609162,2.3254166666666665,2.1849999999999996,2.0090631082689083,2.26219083450748,1.0836628311317893,1.1954248283495361,2.11625,1.9775,1.8907513543143573,1.8316019442525098,1.1499366853543933,1.0376745707222481
2000-11-30,POMKH,1.86,2.4658333333333333,2.1983333333333333,3.0700000000000003,1.57,2.765,2.38,2.7725,2.3,1.97,2.1425,2.0775,1.8952395601328322,1.8792592519968652,1.8789464322904297,1.6964104233155965,2.8551053113553113,2.8551053113553113,2.553445891885358,2.5629916588188864,2.465833333333335,2.465833254596032,2.2014583333333335,2.201458333333333,2.0490532506369425,2.0340450345465353,2.1983333333333333,2.1742750225273393,3.2050000000000005,3.280000000000002,2.9783764579280483,2.843437249164526,3.3352738110432654,3.148676087863381,1.5924999999999998,1.1650000000000005,1.2737498689643125,1.7916928415391224,0.8083365200617947,0.5535382348876835,2.850625,2.88375,2.639662789277874,2.5415000332370865,2.8540054078146113,2.81680737265028,2.59375,2.5714999999999995,2.3143055270134267,2.190603981846431,2.149221339339013,2.256270298077675,2.9996875,2.9562500000000016,2.6799770258200812,2.617537941628212,2.7769479888106816,2.6006039127206133,2.2925,2.3341666666666665,2.125437864961345,2.249186025642254,2.0939073966193638,2.159981909624838,2.1824999999999997,2.1,1.9224508125886144,1.835913948988032,1.9316234344290533,1.8043849774911673
2001-02-28,POMRB,2.3,3.5325,2.813571428571429,3.71,1.42,3.305,2.8840000000000003,3.375,2.6333333333333333,2.39,2.23,2.0974999999999997,2.0571437360796994,1.9368022764093185,2.414772540686055,2.3364907353029754,2.8551053113553113,2.8551053113553113,2.9450675351312148,2.7613724569402462,3.532500000000002,3.5324999215076387,2.2014583333333335,2.201458333333333,2.3548605218107372,2.0686460645802316,2.813571428571429,2.7704792621876595,3.194375,3.2225000000000024,3.2710258747568286,2.8996328146435717,4.147032465209578,4.076668848204239,2.1425,1.1900000000000004,1.3322499213785874,1.7632981546778985,1.5691986819176094,1.1569127863379134,2.81,2.86625,2.905797673566725,2.665459963481904,3.566332320028071,3.5456309350442385,2.58775,2.5704999999999996,2.5421833162080563,2.3214112798100057,2.9827094448204425,2.9297358022589295,3.0406250000000004,2.9731250000000014,2.957986215492049,2.8747262187940255,3.28281118544888,3.369500967201117,2.2275,2.3166666666666664,2.3285960523101403,2.276762622907702,2.779417966828529,2.7962814900118897,2.18875,2.1325000000000003,2.1094704875531685,1.9883703650376474,2.4577862922481244,2.339360370987191
2001-05-31,PREMON,3.37,3.857857142857143,2.5989285714285715,4.12,4.04,3.58,3.7,4.12,2.9166666666666665,3.31,2.4,2.1874999999999996,2.58228624164782,2.160623307863019,2.958102155554101,2.9130141502234275,2.7806261446886444,2.8551053113553113,3.310183378221586,3.038570510083514,3.857857142857145,3.857857057135326,2.1529166666666666,2.201458333333333,2.4524877416578708,2.0873076892370843,2.5989285714285715,2.5688516386534297,3.181875,3.187500000000002,3.610615524854097,3.0058956388768467,4.210665810044492,4.221761848965139,2.4175,1.995,2.4153499528271527,1.9819296251714378,1.8145545425687157,1.291191739634681,2.78125,2.835,3.175478604140035,2.8374706089762793,3.616187709922003,3.663114727168563,2.52825,2.617,3.005309989724834,2.662977366731175,3.395623970408619,3.5423033248174485,3.0231250000000003,3.0262500000000014,3.4227917292952297,3.3662466937417492,3.78328433608646,3.858506162308315,2.1599999999999997,2.268333333333333,2.563824298052751,2.3382140011561607,2.7105911935566516,2.7840966910836866,2.17625,2.2325000000000004,2.589682292531901,2.4518957070962215,3.0835656027576777,2.9615129329124437
2001-08-31,MONSOON,1.56,1.5642307692307689,1.195,1.905,2.13,1.49,1.27,1.9525,0.8966666666666666,0.91,2.56375,2.2724999999999995,2.173371744988692,2.097264716527311,1.438385247245981,1.5370446536519335,2.692084478021978,2.8551053113553113,2.611802334625259,2.7108729241533833,1.5642307692307706,1.5642307344734674,2.0295535714285715,2.201458333333333,1.9494926449947223,2.000285670666516,1.195,1.2205710548173054,3.2112499999999997,3.201250000000002,2.9283693149124583,2.857238841679646,1.6299345957565143,1.702728634696318,2.87125,2.29,2.3012099716962915,2.002702550620928,1.7050164317459326,1.8575387968413772,2.826875,2.785,2.501287162484021,2.6194507978667962,1.4715228955483735,1.4497450090063344,2.5435000000000003,2.5585,2.3111859938349006,2.3602807801876495,1.4087998199640415,1.2105498659706126,3.0390625,3.0550000000000015,2.8346750375771377,3.055834452392514,1.6668941384767493,1.4531230800837034,2.1666666666666665,2.1866666666666665,1.8969612454983171,2.1660638868402606,1.0836629677714402,1.1690373845446655,2.19375,2.1450000000000005,1.9178093755191408,2.0539713050398687,1.2500541660717737,1.0762820003378073
