Date,Season,Sitalkuchi,Mathabhanga-ii,Tufanganj-ii,Tufanganj-i,Sitai,Mathabhanga-i,Mekhliganj,Dinhata-i And Ii,Kochbihar-i,Haldibari,Sitalkuchi_Trend,Sitalkuchi_SMA,Sitalkuchi_EWMA,Sitalkuchi_DES,Sitalkuchi_TES,Sitalkuchi_ARIMA,Mathabhanga-ii_Trend,Mathabhanga-ii_SMA,Mathabhanga-ii_EWMA,Mathabhanga-ii_DES,Mathabhanga-ii_TES,Mathabhanga-ii_ARIMA,Tufanganj-ii_Trend,Tufanganj-ii_SMA,Tufanganj-ii_EWMA,Tufanganj-ii_DES,Tufanganj-ii_TES,Tufanganj-ii_ARIMA,Tufanganj-i_Trend,Tufanganj-i_SMA,Tufanganj-i_EWMA,Tufanganj-i_DES,Tufanganj-i_TES,Tufanganj-i_ARIMA,Sitai_Trend,Sitai_SMA,Sitai_EWMA,Sitai_DES,Sitai_TES,Sitai_ARIMA,Mathabhanga-i_Trend,Mathabhanga-i_SMA,Mathabhanga-i_EWMA,Mathabhanga-i_DES,Mathabhanga-i_TES,Mathabhanga-i_ARIMA,Mekhliganj_Trend,Mekhliganj_SMA,Mekhliganj_EWMA,Mekhliganj_DES,Mekhliganj_TES,Mekhliganj_ARIMA,Dinhata-i And Ii_Trend,Dinhata-i And Ii_SMA,Dinhata-i And Ii_EWMA,Dinhata-i And Ii_DES,Dinhata-i And Ii_TES,Dinhata-i And Ii_ARIMA,Kochbihar-i_Trend,Kochbihar-i_SMA,Kochbihar-i_EWMA,Kochbihar-i_DES,Kochbihar-i_TES,Kochbihar-i_ARIMA,Haldibari_Trend,Haldibari_SMA,Haldibari_EWMA,Haldibari_DES,Haldibari_TES,Haldibari_ARIMA
1996-02-29,POMRB,2.23,3.5325,2.813571428571429,4.1466666666666665,3.06,3.72,2.8400000000000003,3.235,2.623333333333333,2.09,,,2.23,1.91474651428983,2.4146823257646757,0.0,,,3.5325,4.122907133677987,3.5325,0.0,,,2.813571428571429,2.7687612579180807,2.813571428571429,0.0,,,4.1466666666666665,4.024170682582632,4.152700485452177,0.0,,,3.06,2.4094391329045144,3.066559881952885,0.0,,,3.72,3.4711576033726126,3.702953107296565,0.0,,,2.8400000000000003,3.4486730295756156,2.9933485362082837,0.0,,,3.235,4.117096924515969,3.2654687499999997,0.0,,,2.623333333333333,2.7375669662140516,2.7794177459190914,0.0,,,2.09,2.751930784894084,2.322106792426556,0.0
1996-05-31,PREMON,2.85,3.857857142857143,2.5989285714285715,3.91,3.45,3.24,3.172,3.7325,2.6833333333333336,2.46,,,2.4779999999999998,1.9387988521033264,2.9579787096858547,1.082225776593233e-08,,,3.662642857142857,4.412492673530425,3.8578571428571435,0.0,,,2.7277142857142858,2.7374397435046283,2.5989285714285715,1.8896692474078796,,,4.052,3.9483337030885917,4.126719098877869,-8.110922972859451e-23,,,3.216,2.5149922196589656,3.4164302769759907,3.0599982089108857,,,3.5280000000000005,3.303920135771305,3.71320648581265,0.0,,,2.9728000000000003,3.755802857343592,3.4024669692381,0.0,,,3.434,4.561009886268492,3.7898926592797784,0.0,,,2.647333333333333,2.793034746234117,2.7105907302829646,1.3213662798949723e-07,,,2.2379999999999995,3.093003133949962,2.8682200629990016,1.652546145130915e-22
1996-08-31,MONSOON,1.8,1.5642307692307689,1.195,1.7533333333333332,2.29,1.625,1.474,1.665,1.36,1.34,2.2487500000000002,,2.2068,1.8209760662001084,1.4380228522369376,1.2166818629183634e-08,2.8551053113553113,,2.823278021978022,4.01830576903465,1.5642307692307698,0.0,2.2014583333333335,,2.1146285714285713,2.601579900800423,1.195,2.1612901719397315,3.4141666666666666,,3.132533333333333,3.635672463317935,1.7310373773012597,2.549503538648254e-22,2.95125,,2.8456,2.5028250580568607,2.228968097399157,3.2713880587058184,2.939375,,2.7668,2.8863598069632768,1.6886422273040946,0.0,2.5382499999999997,,2.3732800000000003,3.5307044261924028,1.3784841933252399,0.0,2.8725,,2.7264,4.124852407633826,1.745846543103184,0.0,2.31,,2.1323999999999996,2.686000223466341,1.0836625569413239,1.3515880596381077e-07,1.9949999999999999,,1.8787999999999998,2.923371126461584,1.1308944130941818,-5.372513680662378e-23
1996-11-30,POMKH,1.85,2.4658333333333333,2.1983333333333333,3.715,2.72,3.205,2.582,2.8075,2.376666666666667,1.9,2.35625,2.1825,2.06408,1.731311922753073,1.8789819801949115,1.4265193309042996e-08,2.8551053113553113,2.8551053113553113,2.6803001465201466,3.82375884257025,2.4658333333333347,0.0,2.2014583333333335,2.2014583333333335,2.1481104761904763,2.546916541823004,2.1983333333333333,1.8619393471998489,3.530833333333333,3.38125,3.3655199999999996,3.564836127990332,3.4472686142511715,-5.016764090560942e-22,3.0312500000000004,2.8800000000000003,2.79536,2.531874495719629,2.5213169981035706,2.858742184395038,2.998125,2.9475000000000002,2.94208,2.79676041419668,2.960192545797619,0.0,2.6235,2.5170000000000003,2.4567680000000003,3.5478270662716263,2.1558641126497196,0.0,2.888125,2.8600000000000003,2.75884,4.011621419133452,2.908435790478661,0.0,2.381666666666667,2.2608333333333333,2.2301066666666665,2.6939944620848157,2.093907103503918,2.4345731606096704e-09,2.0925000000000002,1.9474999999999998,1.8872799999999998,2.876754478691015,1.901907745831947,-3.7318810184137757e-22
1997-02-28,POMRB,2.76,3.5325,2.813571428571429,4.41,3.63,3.655,3.01,3.335,3.016666666666667,2.47,2.3874999999999997,2.315,2.342448,1.7941818608258628,2.4146853823907413,2.1843050211720825,2.8551053113553113,2.8551053113553113,3.0211800879120885,3.8841167805140384,3.532500000000002,3.5324994208379525,2.2014583333333335,2.2014583333333335,2.4142948571428575,2.541872510845174,2.813571428571429,2.5382674688235407,3.6158333333333332,3.447083333333334,3.783312,3.5837712055262894,4.17777605733134,4.1466662033830755,2.98375,3.0225000000000004,3.129216,2.643228756208585,3.184210782641549,2.869371561944423,3.0575,2.93125,3.227248,2.8138348560664803,3.723288532353122,3.7199995575332134,2.652,2.5595000000000003,2.6780608,3.6336174104002485,3.0029248105360433,2.8399996018432203,2.881875,2.8850000000000007,2.989304,4.022881438750406,3.3511883597040466,3.2349995674787047,2.395,2.359166666666667,2.544730666666667,2.7733303457343883,2.779417754303772,2.6233330422156045,2.13375,2.0425,2.120368,2.972713121911696,2.3517012095303897,2.08999985964782
1997-05-31,PREMON,3.18,3.857857142857143,2.5989285714285715,4.579999999999999,3.52,3.775,3.684,3.7575,2.8633333333333333,2.86,2.4025000000000003,2.3975,2.6774688,1.9278863127420285,2.9580526438308548,2.7916005875192087,2.855105311355311,2.8551053113553113,3.35585090989011,4.002820381639425,3.857857142857145,3.857856510351992,2.2014583333333335,2.2014583333333335,2.4881483428571434,2.52210411133609,2.5989285714285715,2.4155345868035827,3.6572916666666666,3.614583333333334,4.1019872,3.6290762670382786,4.101016966439625,3.909999563157836,2.7337499999999997,3.04,3.2855296000000003,2.7343189424003427,3.674519870825595,3.4357324451679667,3.0525,3.065,3.4463488,2.8699987045751407,3.637152810654815,3.2399996146257015,2.624,2.6875,3.0804364800000004,3.8577572878197244,3.4231888043331264,3.1719995552981315,2.9271875,2.8912500000000008,3.2965824,4.12931199710597,3.872868909273764,3.7324995009626787,2.39875,2.404166666666667,2.6721717333333332,2.830104196302978,2.710590868405637,2.759041075041539,2.1587499999999995,2.1425,2.4162207999999996,3.15046132437122,2.8926089615625292,2.459999834800784
1997-08-31,MONSOON,1.72,1.5642307692307689,1.195,1.7633333333333334,1.84,1.565,1.19,1.59,1.2866666666666668,1.27,2.36875,2.3775,2.2944812800000003,1.8441456209749605,1.4382384034052138,1.763116160685155,2.8551053113553113,2.8551053113553113,2.6392028536263736,3.503963066856296,1.5642307692307706,1.5642305127712937,2.2014583333333335,2.2014583333333335,1.970889005714286,2.3980483575067497,1.195,1.436921873834983,3.6812499999999995,3.6170833333333334,3.1665256533333332,3.3580831564901117,1.800255958589208,1.7533331374433263,2.2712499999999998,2.9275,2.70731776,2.660465666567559,2.4343976048729794,2.772215593755507,3.031875,3.05,2.69380928,2.5491553097441164,1.7288504113816454,1.6249998067181373,2.6215,2.6165,2.324261888,3.382316014251353,1.4333379538341722,1.4739997933510232,3.006875,2.8725000000000005,2.61394944,3.461435478770643,1.818013708048264,1.6649997773885763,2.3754166666666667,2.3858333333333337,2.1179697066666665,2.696585382818943,1.0836628557038834,1.3808460055170968,2.18125,2.125,1.9577324799999998,2.7252482246212217,1.3330862034632223,1.339999910013435
1997-11-30,POMKH,2.05,2.4658333333333333,2.1983333333333333,4.036666666666666,1.17,3.225,2.6420000000000003,3.245,2.48,2.17,2.2249999999999996,2.4274999999999998,2.196688768,1.8210255175313141,1.8790992192167,1.8120916094920352,2.8551053113553113,2.8551053113553113,2.5698550455091573,3.2557688017767115,2.465833333333335,2.4658329290539043,2.2014583333333335,2.201458333333333,2.061866736761905,2.355171133053996,2.1983333333333333,2.1124701776080324,3.6037500000000002,3.6975,3.514582058666666,3.36243722973557,3.584074179314402,3.7149995849440822,1.87125,2.54,2.092390656,2.5307258018648056,2.5486938838924367,2.693034912725559,2.9893750000000003,3.0549999999999997,2.906285568,2.557955438800476,3.0504540101815985,3.2049996187886958,2.6085000000000003,2.6315,2.4513571328,3.2787118640799244,2.187175749624999,2.5819996380138006,3.0471875,2.9818750000000005,2.8663696639999996,3.39009278882269,2.9589517780329766,2.807499624635692,2.285,2.411666666666667,2.262781824,2.700396581780627,2.0939073906788908,2.322328336667343,2.2475,2.1925,2.042639488,2.6094250618381176,2.0302154618354438,1.8999998724071094
1998-02-28,POMRB,2.29,3.5325,2.813571428571429,4.28,1.48,3.47,2.93,3.535,2.7266666666666666,2.38,2.1224999999999996,2.31,2.2340132608,1.841905542518141,2.4149091076267046,2.472646722490432,2.8551053113553113,2.8551053113553113,2.9549130273054947,3.296501104121493,3.532500000000002,3.5324997250626966,2.2014583333333335,2.201458333333333,2.3625486134857145,2.3617583905441,2.813571428571429,2.7066453146139526,3.5247916666666668,3.665,3.8207492351999996,3.4016149779929568,4.311613729631404,4.320786817549103,1.7216666666666667,2.0025000000000004,1.8474343936,2.4415633806184065,2.7721465158860075,2.5722050075851834,2.9565625,3.00875,3.1317713408000003,2.625418337036805,3.7523194147239063,3.6853948067174773,2.60825,2.6115,2.6428142796800005,3.2418539847643806,3.036229593453952,2.9265184831483113,3.045390625,3.0318750000000003,3.1338217983999996,3.423845057021956,3.4460852409908203,3.285000342855024,2.2128125,2.339166666666667,2.4483357610666667,2.7303581341410146,2.779418042713574,2.843875724273536,2.3084374999999997,2.1699999999999995,2.1775836928,2.5632886508956045,2.5224917355524443,2.2739966998373697
1998-05-31,PREMON,2.5,3.857857142857143,2.5989285714285715,4.09,2.47,3.62,3.66,3.88,2.43,3.48,2.0462499999999997,2.14,2.34040795648,1.8997587056043963,2.9582007233901426,2.9857332660176796,2.855105311355311,2.8551053113553113,3.316090673526154,3.4222578006458364,3.857857142857145,3.857856842597032,2.2014583333333335,2.201458333333333,2.4571005966628574,2.3534510474147656,2.5989285714285715,2.5269115371404673,3.415625,3.5425000000000004,3.92844954112,3.4240814805984234,4.294914299655355,4.353015011065974,1.7308333333333334,1.7400000000000007,2.0964606361600002,2.452786334041699,2.664931171308126,2.208169706729704,2.918125,2.97,3.3270628044800006,2.7291189840245926,3.6887962164696164,3.5248254769054572,2.56775,2.6055,3.0496885678080004,3.3871138546731085,3.448621651028238,3.4325736844390646,2.9173437500000006,3.0625,3.43229307904,3.5720122445532447,3.973959168743071,3.7449998902624424,2.1447916666666664,2.2308333333333334,2.44100145664,2.722570670069911,2.7105910654977414,2.7500956580705753,2.260625,2.3249999999999997,2.69855021568,2.8900410118342994,3.0028632627088943,2.653680731408497
