Date,Season,Sangat,Maur,Nathana,Rampura,Phul (west),Talwandi Sabo,Bathinda,Sangat_Trend,Sangat_SMA,Sangat_EWMA,Sangat_DES,Sangat_TES,Sangat_ARIMA,Maur_Trend,Maur_SMA,Maur_EWMA,Maur_DES,Maur_TES,Maur_ARIMA,Nathana_Trend,Nathana_SMA,Nathana_EWMA,Nathana_DES,Nathana_TES,Nathana_ARIMA,Rampura_Trend,Rampura_SMA,Rampura_EWMA,Rampura_DES,Rampura_TES,Rampura_ARIMA,Phul (west)_Trend,Phul (west)_SMA,Phul (west)_EWMA,Phul (west)_DES,Phul (west)_TES,Phul (west)_ARIMA,Talwandi Sabo_Trend,Talwandi Sabo_SMA,Talwandi Sabo_EWMA,Talwandi Sabo_DES,Talwandi Sabo_TES,Talwandi Sabo_ARIMA,Bathinda_Trend,Bathinda_SMA,Bathinda_EWMA,Bathinda_DES,Bathinda_TES,Bathinda_ARIMA
1998-08-31,MONSOON,8.9775,5.619999999999999,7.463333333333334,10.593333333333332,7.7175,8.013333333333334,6.274285714285715,8.842083333333333,8.873208333333334,8.9817354696192,8.519542720554496,10.204092470250366,8.809999999999997,5.626875,5.5875,5.625957105663999,5.768326087645827,5.644649598211142,5.5459585174439106,7.716875000000001,7.581250000000002,7.651510919509333,8.256076309504317,8.729052796220468,7.987862681044308,10.125499999999999,9.451583333333335,9.644465365333332,9.741303515291435,8.96896615129601,8.654872534754142,7.5853125,7.412499999999999,7.536657927167999,7.780164992211779,7.749070727486899,7.317152203529177,8.183229166666667,8.126249999999999,8.177686114133333,8.212129029917973,9.719224157788295,8.312830278403515,6.260275297619048,6.216026785714285,6.351099113088,6.69462315352625,7.0691785437398105,6.543733334357321
1998-11-30,POMKH,8.89,5.74,7.79,10.666666666666666,7.7650000000000015,8.426666666666668,6.2683333333333335,8.589958333333332,8.925208333333334,8.945041281771521,8.477303003388744,7.878014015234212,8.681999999999999,5.504375,5.676250000000001,5.6715742633984,5.813862352314335,5.701493388864467,5.519897101260953,7.81125,7.640000000000002,7.7069065517056,8.28085193938617,8.344439222782329,7.478250361922836,10.242875,9.574250000000001,10.053345885866666,9.980547728450826,10.102313133007174,8.963249738130862,7.6970833333333335,7.60625,7.6279947563008,7.881591176096733,7.791176830898058,7.474565145347989,7.912083333333333,8.321666666666665,8.277278335146667,8.268911181146178,7.112516588579682,8.223978176889576,6.098720238095238,6.276681547619047,6.317992801186133,6.674812495361673,6.510080130481262,6.3312232965366375
1999-02-28,POMRB,8.088333333333333,5.085,8.115,10.542,6.93,7.1625,5.549999999999999,8.278520833333333,8.758958333333334,8.602358102396245,8.261176061020846,7.997920150184228,8.753333333333332,5.3950000000000005,5.5775000000000015,5.436944558039039,5.668714161289743,5.885367648050332,5.660320611516179,7.979583333333334,7.793750000000003,7.87014393102336,8.362142119277742,7.283225546384942,7.478738531937155,9.851291666666667,10.676750000000002,10.248807531519999,10.161640521916715,10.383342834652186,9.31242784322101,7.966354166666666,7.564375000000001,7.34879685378048,7.704952703268008,8.124012746009647,7.752063201140917,7.6502083333333335,8.044791666666665,7.831367001088,7.944508499949297,7.806213825291746,8.284077799443365,5.972410714285714,6.243869047619047,6.010795680711679,6.531644105476775,6.426664978380094,6.332312928160089
1999-05-31,PREMON,7.7280000000000015,5.28,7.946666666666667,7.434,8.906666666666666,7.5150000000000015,5.721666666666668,8.023083333333334,8.420958333333335,8.252614861437747,7.995693799775142,8.140398112579954,9.080000000000002,5.351249999999999,5.431250000000002,5.374166734823424,5.615017464917551,6.033987802856155,5.598640122233494,8.226666666666667,7.828750000000002,7.900753025280682,8.397824983286162,7.588857716956634,8.008057583648805,9.9495,9.809000000000001,9.122884518911999,9.799658222377344,10.40831035117409,9.627281836737959,8.231666666666666,7.829791666666669,7.9719447789349545,8.168492525210066,8.52935738717451,7.888978354189983,7.339791666666667,7.779374999999998,7.704820200652801,7.81562307398638,7.480351896969286,7.951604429159644,5.9731250000000005,5.953571428571427,5.8951440750936746,6.442816969173461,6.342820840960668,5.976391161435871
1999-08-31,MONSOON,7.837999999999999,5.33,8.67,10.931666666666667,8.809999999999997,6.98,6.425,7.884041666666666,8.136083333333335,8.086768916862647,7.805936881247512,8.844292696460936,8.9775,5.4775,5.358750000000002,5.356500040894055,5.589113200800168,5.5271273267407075,5.387201455956454,8.393958333333334,8.130416666666669,8.20845181516841,8.56266616372176,8.74106429300517,7.95288324000374,10.049958333333333,9.893583333333334,9.846397378013865,10.073638108109883,9.318707994102395,9.34040179025204,8.588541666666666,8.102916666666667,8.307166867360973,8.471169534070862,8.373829678725599,8.051407321870794,7.171145833333334,7.521041666666665,7.414892120391681,7.569636843755482,8.217191995501379,7.822197193067901,6.114791666666667,5.991249999999999,6.107086445056205,6.492963306026563,6.686582723212079,5.9461241280113395
1999-11-30,POMKH,7.985999999999999,5.68,8.56,11.114,8.795,6.976666666666668,6.123333333333334,7.8542499999999995,7.9100833333333345,8.046461350117589,7.697481293641713,7.728773861951847,8.89,5.685625,5.343750000000002,5.485900024536432,5.665515692931296,5.557445845736904,5.513906994179147,8.542916666666667,8.32291666666667,8.349071089101045,8.678314574424437,8.720534025743941,8.033296925573227,10.198500000000001,10.005416666666667,10.35343842680832,10.334860234245964,10.449987522927065,9.629693705901854,8.823333333333332,8.360416666666667,8.502300120416583,8.68316809565006,8.56209474885964,8.390543929337912,7.058541666666668,7.158541666666665,7.239601938901676,7.393819598802121,7.275069357729429,7.572590645333712,6.290208333333334,5.954999999999999,6.113585200367057,6.481477444269052,6.265952453045615,6.196928476640201
2000-02-29,POMRB,7.88,6.154999999999999,8.683333333333332,10.898333333333332,8.754999999999999,7.263333333333333,6.828333333333334,7.75775,7.858000000000002,7.979876810070554,7.599534924742852,7.157274444372199,8.088333333333333,5.851875,5.611250000000002,5.7535400147218585,5.851360294070845,5.382373537303298,5.216178049930561,8.765,8.465000000000002,8.48277598679396,8.796969700304931,7.792954468428866,8.216287785185257,9.690791666666666,10.0945,10.571396389418325,10.519415831471099,10.749077442754984,9.957715093718678,8.995,8.816666666666668,8.60338007224995,8.822852928142055,8.637379070762458,8.369553948102132,6.912083333333333,7.183749999999998,7.2490944966743385,7.351558098017695,6.503772914002318,7.395979111412645,6.304315476190476,6.274583333333332,6.399484453553567,6.596258510206922,6.208274718796161,6.108964545209025
2000-05-31,PREMON,7.697999999999999,5.875,8.57,8.266,8.96,6.513333333333333,5.846666666666668,7.554499999999999,7.850500000000002,7.867126086042331,7.490230496678219,7.148787775948039,7.7280000000000015,6.03625,5.760000000000002,5.802124008833115,5.9118394472113875,6.059304045473044,5.740253225006973,8.989166666666666,8.620833333333335,8.517665592076376,8.873824243503655,8.133852395545638,8.574652401200922,8.938375,10.3025,9.649237833650995,10.23912389057095,10.77234125795598,10.22580280262752,9.351875,8.830000000000002,8.74602804334997,8.983931198261429,9.902509252509754,9.494561511298722,6.911666666666666,6.933333333333332,6.954790031337936,7.105110556619688,6.7975105157224025,7.356668055403445,6.299047619047619,6.305833333333332,6.178357338798808,6.518615612910587,6.51303851057369,6.450984266606099
2000-08-31,MONSOON,7.096000000000001,6.065,9.823333333333332,6.037999999999999,10.13,6.81,6.412857142857143,7.430999999999999,7.665000000000003,7.5586756516254,7.2638515190733655,7.7657248922027335,7.837999999999999,6.14,5.943750000000001,5.907274405299869,6.008210087452226,5.992306480394736,5.670040168523093,9.15875,8.909166666666668,9.039932688579158,9.171865940629482,9.328553739762885,8.696989593365664,8.784958333333332,9.079083333333333,8.204742700190597,9.633816759354167,9.767544374802622,9.977245891309257,9.6975,9.160000000000004,9.299616826009983,9.448282892456337,9.355985099815952,9.064158116394053,6.909166666666667,6.890833333333332,6.8968740188027615,7.015528043542636,6.750849994844643,7.106738375596377,6.2872916666666665,6.302797619047618,6.2721572604221425,6.553879213465907,6.845060119253605,6.089765323856917
2000-11-30,POMKH,7.101999999999999,6.42,9.2,9.988333333333333,10.33,7.1433333333333335,6.093333333333334,7.47575,7.444000000000003,7.37600539097524,7.082827880428359,7.4241638307926845,7.985999999999999,6.235625,6.128750000000002,6.112364643179921,6.176024180415689,6.256698329233792,5.992556873708962,9.432083333333331,9.069166666666668,9.103959613147495,9.301541161168553,9.504998180245341,8.930361284715033,9.196083333333332,8.797666666666665,8.918178953447692,9.777579772578465,9.930654190267722,9.269764575283236,10.075624999999999,9.543750000000003,9.71177009560599,9.840071057665654,9.589924791264519,9.52973995011456,6.953333333333334,6.932499999999999,6.99545774461499,7.048030444560088,6.586206716379623,7.0187976855551035,6.387410714285714,6.295297619047617,6.200627689586619,6.5268629435204275,6.380130164507614,6.307580476184261
2001-02-28,POMRB,7.775999999999999,6.244999999999999,9.4,10.796666666666667,9.985,7.076666666666667,6.764285714285713,7.6255,7.418000000000002,7.536003234585143,7.1125479045608975,6.988099417687216,7.88,6.42,6.151250000000001,6.165418785907953,6.251868818263381,6.393910126347745,6.390955090691728,9.665833333333332,9.248333333333335,9.222375767888497,9.446134636209177,8.561280055094674,9.056402625729325,10.231208333333333,8.772249999999998,9.66957403873528,10.032664917910195,10.1198642345052,9.258060394078557,10.528125,9.851250000000004,9.821062057363594,10.017324232468946,9.78866675151125,9.754901210932175,7.0720833333333335,6.885833333333333,7.027941313435662,7.051898120524433,6.600228212067708,7.055704707067541,6.6239285714285705,6.279285714285712,6.4260908994662564,6.622719389697554,6.2850182633497536,6.171869869581723
2001-05-31,PREMON,8.16,6.55,10.04,11.656666666666665,10.755,7.053333333333334,6.711666666666666,7.83975,7.533500000000002,7.785601940751086,7.2622706925910245,6.917311791818618,7.697999999999999,6.593749999999999,6.320000000000001,6.319251271544772,6.390926926709473,6.333472600356786,6.0547621326576015,9.7975,9.615833333333335,9.549425460733097,9.685390726402023,8.912642278464553,9.306141018837755,10.561708333333334,9.619916666666665,10.464411089907834,10.390176088351135,10.238730163438273,9.459510977203763,10.9025,10.300000000000004,10.194637234418156,10.373877257950378,10.771624994562163,10.469141248531376,7.126250000000001,7.020833333333333,7.0380981213947305,7.0479147466990915,6.320861084321451,7.061916926352443,6.93924851190476,6.495535714285712,6.5403212063464204,6.693183013262207,6.553227166452079,6.470796463013244
2001-08-31,MONSOON,7.8320000000000025,6.865,10.223333333333333,10.928333333333333,11.955,7.22,7.439999999999999,7.992500000000001,7.717500000000002,7.804161164450653,7.336366177200438,7.084734569528782,7.096000000000001,6.754375,6.5200000000000005,6.537550762926863,6.579265675138596,6.513926353826696,6.389301998184256,9.952916666666665,9.715833333333334,9.818988609773191,9.917427819180688,10.35019690134476,9.888997713351278,10.30925,10.8425,10.649979987278034,10.57102775158586,9.945091859232615,9.857620436780373,11.289375,10.756250000000003,10.898782340650893,10.986985166287283,11.007615064224803,10.87246192375207,7.160416666666667,7.123333333333334,7.110858872836838,7.093173587956898,6.749825271564001,7.059373121392557,7.158348214285714,6.752321428571426,6.9001927238078515,6.88025362196011,7.099402029658434,6.515965549905944
2001-11-30,POMKH,8.08,7.01,9.853333333333332,7.742000000000001,11.5,7.166666666666668,7.58875,8.145812500000002,7.962000000000002,7.9144966986703915,7.47983869403033,7.333253597963312,7.101999999999999,6.88125,6.6675,6.726530457756118,6.757520779645628,6.909734776001077,6.738321773579563,10.039166666666667,9.879166666666666,9.832726499197246,10.039958169831642,10.369358372915606,9.768119072025703,10.301958333333333,10.280916666666666,9.486787992366821,10.195870120323942,10.9622538828114,10.132896097566743,11.670625,11.048750000000004,11.139269404390536,11.289700469383973,11.285338452774942,11.412398611177066,7.280625000000001,7.129166666666667,7.13318199036877,7.109956207351358,7.03291835873617,7.1069759555011105,7.278169642857143,7.126175595238092,7.175615634284711,7.062113138174283,6.835121397902684,6.917594138482398
2002-02-28,POMRB,8.020000000000001,6.94,9.99,11.023333333333332,11.91,7.326666666666667,7.021666666666667,8.352875000000001,8.023000000000003,7.956698019202236,7.604561400194392,7.86268233209636,7.775999999999999,6.9825,6.8412500000000005,6.811918274653671,6.869698347103083,6.882956109712177,6.647334635341792,10.350416666666666,10.026666666666667,9.895635899518348,10.166795780416631,9.38637019361719,9.866764705397898,10.421958333333333,10.337583333333333,10.101406128753425,10.422915377085248,10.557436099654499,9.799575732777962,11.950624999999999,11.530000000000005,11.447561642634321,11.628553827456788,11.164444807242171,11.264816915374864,7.4125000000000005,7.191666666666666,7.2105758608879285,7.168052613456444,6.995687326741346,7.124665689098092,7.434925595238095,7.190520833333331,7.1140360472374935,7.113390662030851,7.010144594413124,7.125121100526817
2002-05-31,PREMON,9.1425,6.869999999999999,10.14,11.371666666666664,11.88,7.7650000000000015,7.412857142857143,8.469875,8.268625000000004,8.43101881152134,8.010996289261506,8.026769029655535,8.16,7.109375,6.92125,6.835150964792202,6.933214054181127,7.057064088530251,6.890544634612605,10.802083333333334,10.051666666666668,9.99338153971101,10.299688050148099,9.687191103559769,10.126160312694873,11.093791666666668,10.266333333333332,10.609510343918721,10.672050482577463,10.63808173675983,10.004893426642212,12.265625,11.811250000000005,11.620536985580593,11.861949479568077,12.25562128455009,12.15388951349224,7.535416666666666,7.369583333333333,7.432345516532758,7.335827175079072,6.894352116524504,7.184529999709382,7.5404389880952385,7.36581845238095,7.233564485485354,7.225040527965377,7.156908519841309,7.001693466985499
2002-08-31,MONSOON,8.506,7.355,12.613333333333335,12.173333333333336,13.07,7.563333333333333,7.992857142857143,8.539625000000001,8.437125000000004,8.461011286912804,8.222270508917761,8.0293549367052,7.8320000000000025,7.25375,7.043749999999999,7.043090578875321,7.112296346660331,7.1693582913992415,7.004370731282874,11.08625,10.64916666666667,11.041362257159939,10.872330148970166,10.932054596773256,10.428617714704826,11.694791666666665,10.577583333333331,11.235039539684568,11.01488440553162,10.220425072488572,10.285564293283448,12.625,12.090000000000005,12.200322191348356,12.38399096806821,12.659344761789127,12.590832598011218,7.657708333333334,7.455416666666666,7.484740643252987,7.39689774458299,7.294378972648201,7.3565560751562735,7.773928571428572,7.504032738095235,7.53728154843407,7.4202137022576515,7.728400561661406,7.204077323267828
2002-11-30,POMKH,8.342,7.535,11.076666666666668,11.871666666666664,12.905,7.8066666666666675,7.88,8.4705625,8.502625000000004,8.413406772147681,8.361677701163627,8.331273628157195,8.08,7.458749999999999,7.174999999999999,7.239854347325193,7.293282597935744,7.396431468971976,7.2330583339339185,11.384166666666667,10.955000000000004,11.05548402096263,11.058042419404151,11.526342301435342,10.913596986785507,11.940875,11.609999999999996,11.489690390477406,11.254015812253927,11.413310349129228,10.70182381061252,12.939375,12.441250000000005,12.482193314809013,12.708116554768269,12.559295845102511,12.687421112083253,7.7127083333333335,7.615416666666666,7.61351105261846,7.510520722442686,7.429149374023006,7.4178358651473415,8.047083333333333,7.576845238095236,7.674368929060442,7.562675862427011,7.444350650467116,7.5238162382519125
2003-02-28,POMRB,8.315999999999999,7.5699999999999985,11.04,11.701666666666668,13.38,7.665,8.598333333333333,8.353250000000001,8.576625000000002,8.374444063288607,8.465660318077342,8.473549285819765,8.020000000000001,7.63375,7.332499999999999,7.371912608395115,7.436115274975365,7.3621080753348975,7.2612631681916024,11.404166666666667,11.217500000000003,11.049290412577577,11.204661845909824,10.60329408978695,11.053761459177455,12.348,11.77958333333333,11.57448090095311,11.427506281901884,11.675131209255582,11.037651394909817,12.927500000000002,12.808750000000007,12.841315988885409,13.081679696736597,12.632405529218575,12.812222190379739,7.7775,7.699999999999999,7.6341066315710755,7.5504110209852415,7.628954134119291,7.533068410073961,8.119047619047619,7.971011904761902,8.0439546907696,7.807878962467027,7.536814007334693,7.600415086553934
2003-05-31,PREMON,8.294,7.880000000000001,11.473333333333334,12.662,12.925,7.866666666666667,8.02142857142857,8.334999999999999,8.364500000000003,8.342266437973166,8.536495060935591,9.139845093892442,9.1425,7.7056249999999995,7.584999999999999,7.575147565037069,7.625869760387037,7.472499495490416,7.286855835618988,11.300833333333333,11.550833333333337,11.218907580879879,11.406920458318606,10.891963212613307,11.24911090284821,12.581750000000001,12.102166666666664,12.009488540571867,11.732829680569749,11.676155597440907,11.291537667481364,12.796875,13.070000000000006,12.874789593331247,13.21307240381548,13.400057296405082,13.39823703286721,7.822500000000001,7.725416666666666,7.7271306456093125,7.636955746845161,7.818402097559243,7.572167197390707,8.09654761904762,8.12315476190476,8.034944243033188,7.910120350606433,7.9561982485570635,8.023361551639344
2003-08-31,MONSOON,8.416,7.744999999999999,11.44,14.14,11.93,7.98,7.96,8.27825,8.342000000000002,8.3717598627839,8.61374484928336,8.37023579225891,8.506,7.724375,7.682499999999998,7.643088539022241,7.728784009628307,7.947930941951126,7.780585261925017,11.328229166666667,11.257500000000002,11.307344548527926,11.567838227598235,12.21453414844795,11.981884450048108,12.529666666666666,12.593833333333329,12.86169312434312,12.23504402052427,11.30421345671126,11.661463193734562,12.850625,12.785000000000005,12.496873755998749,13.010119221726395,14.000369384842198,13.903909645968238,7.798541666666667,7.829583333333332,7.828278387365588,7.73117614691142,7.761004056704899,7.659444036098174,8.068005952380952,8.114940476190474,8.004966545819912,7.984341977454509,8.478172367393803,7.910309590562283
2003-11-30,POMKH,8.285999999999998,7.7200000000000015,11.423333333333336,11.775,13.0,7.75,7.732857142857143,8.165999999999999,8.328000000000003,8.33745591767034,8.633184968264569,8.294254325262111,8.342,7.65625,7.728749999999999,7.673853123413346,7.797753790377565,8.028107112739274,7.755434875776994,11.2771875,11.34416666666667,11.35374006245009,11.697708852377561,12.077168707403061,11.337699507178439,12.374166666666667,12.569666666666663,12.427015874605871,12.266881477969832,12.657094152365568,12.249299808578126,12.955625000000001,12.808750000000003,12.69812425359925,13.18427360595096,13.114547148685588,12.9197143851872,7.751250000000001,7.815416666666665,7.796967032419353,7.731786537899753,7.97257029211103,7.754442886837172,8.091607142857143,8.07815476190476,7.896122784634804,8.006027808218818,7.990921400210604,7.933580377284854
2004-02-29,POMRB,7.9179999999999975,7.535,10.9125,11.381666666666666,13.715,7.53,8.517142857142856,8.075499999999998,8.228500000000004,8.169673550602203,8.5389482506769,8.301158625884254,8.315999999999999,7.648750000000001,7.719999999999999,7.618311874048008,7.798077962768581,7.881724020123734,7.7307365819142015,11.605833333333333,11.31229166666667,11.177244037470054,11.709451501441539,11.086376019585042,11.428682098932526,12.050916666666666,12.489666666666663,12.00887619143019,12.228591718531588,12.675998249373123,12.356822286381378,13.378125,12.892500000000004,13.10487455215955,13.522197415355803,13.161567506938624,13.128921490755962,7.6850000000000005,7.7816666666666645,7.690180219451612,7.668741149774343,7.869897350967531,7.753126208342516,8.263749999999998,8.057857142857141,8.144530813638024,8.162387758601726,7.903269598569066,7.834871482238293
2004-05-31,PREMON,7.794000000000001,7.37,11.1925,11.738,13.43,7.623333333333334,8.291428571428572,8.1025,8.103500000000004,8.019404130361323,8.405152286319703,8.504888188041495,8.294,7.7975,7.592499999999998,7.518987124428805,7.753305016308806,7.905222050903422,7.831495291431548,12.316666666666668,11.242083333333337,11.183346422482032,11.771550194301959,11.176070360626548,11.486821784903135,11.843791666666666,12.258666666666663,11.900525714858112,12.255313509623072,12.43765478839138,12.303944214849983,13.963124999999998,13.018750000000004,13.234924731295731,13.678831808508242,13.515701473611971,13.4282719481578,7.6850000000000005,7.720833333333331,7.663441465004301,7.650856930010774,7.973546297902754,7.687001301072579,8.561785714285714,8.12535714285714,8.203289916754244,8.252657028406995,8.206427428054283,8.173965938728388
2004-08-31,MONSOON,8.191999999999998,8.195,14.35,12.478,14.805,7.6933333333333325,9.067142857142855,8.220749999999999,8.047500000000003,8.088442478216795,8.373830771784522,8.186131798463071,8.416,8.015625,7.704999999999998,7.789392274657283,7.945391011006231,7.795909887626804,7.572593218223402,12.8428125,11.969583333333338,12.450007853489218,12.413707862128629,12.303253669198028,11.913784592628824,11.929708333333334,11.843166666666663,12.131515428914867,12.400390127892356,11.760266070635527,12.255658874740952,14.258125,13.737500000000006,13.862954838777439,14.20118081205043,13.775143214306972,13.50817659456551,7.7924999999999995,7.649166666666665,7.675398212335914,7.6583421651672365,7.891371841277143,7.668132883533927,8.621994047619047,8.402142857142854,8.548831092909689,8.46456037249885,8.733534823888245,8.15178207062971
