Date,Season,Shahpur,Shorapur,Yadgir,Shahpur_Trend,Shahpur_SMA,Shahpur_EWMA,Shahpur_DES,Shahpur_TES,Shahpur_ARIMA,Shorapur_Trend,Shorapur_SMA,Shorapur_EWMA,Shorapur_DES,Shorapur_TES,Shorapur_ARIMA,Yadgir_Trend,Yadgir_SMA,Yadgir_EWMA,Yadgir_DES,Yadgir_TES,Yadgir_ARIMA
2013-11-30,POMKH,4.979333333333333,3.0045454545454544,5.531428571428571,5.345046043417367,5.594794817927171,5.181744525799273,5.721047092413174,4.563352045534322,5.170688347742243,4.262205710955711,4.935346736596739,4.376408290139086,4.6415136954700325,3.6333158775135783,3.9328574906347233,7.213680555555556,7.625758928571426,6.8469278466332275,7.266967768343358,6.0361849270907495,6.719837453032445
2014-02-28,POMRB,5.26875,2.821538461538462,7.4025000000000025,5.483809173669467,5.379898984593837,5.216546715479563,5.538994224458764,5.335132360598471,5.862690682459103,3.908642191142191,4.600314685314689,3.7544603586988363,4.41787575210735,4.113756764676938,3.7248114012921727,7.146021825396826,7.426696428571427,7.069156707979937,7.291351214725933,7.1386396653479425,7.395238236128658
2014-05-31,PREMON,7.254117647058824,5.216666666666667,8.744444444444445,5.6385242034313725,5.310193102240897,6.031575088111268,6.22329053007938,6.968352665592722,7.021784517942422,3.8471194638694644,3.924096736596739,4.339342881885969,4.566010075459361,5.28781316431734,4.97700760348836,7.301200396825397,7.000664682539682,7.7392718025657405,7.562083753330489,9.217982050121655,9.212586308528504
2014-08-31,MONSOON,5.1275,4.530000000000001,7.4871428571428575,5.747779411764705,5.65742524509804,5.66994505286676,5.910544762355432,4.919677401892968,3.6042498874805386,3.895769688644689,3.8931876456876493,4.415605729131582,4.599466865816737,4.128080024169044,3.916647976745231,7.391423611111112,7.291378968253968,7.638420224396587,7.547074874744868,6.9843411564118725,5.592574827527036
2014-11-30,POMKH,4.828124999999999,2.636,5.609999999999999,5.7526431781045755,5.619623161764706,5.333217031720055,5.498200407250173,4.804422422175023,5.480248265232938,3.949119047619048,3.8010512820512856,3.7037634374789494,4.339620817305087,3.5338447441717995,3.739467866059832,7.572207341269841,7.311021825396825,6.827052134637952,7.183893582058942,6.007303302188392,6.759107261021223
2015-02-28,POMRB,6.2940000000000005,3.5792857142857137,8.045714285714286,5.76820486111111,5.875935661764706,5.717530219032033,5.757910479887391,5.464048693273973,5.1135900770413265,3.913017857142857,3.9904880952380983,3.653972348201655,4.233672674495384,3.996134080599945,3.450949757064733,7.915982142857143,7.471825396825395,7.314516995068486,7.344086503001959,7.159715390569764,7.276221861712356
2015-05-31,PREMON,6.267777777777778,4.885714285714286,9.5475,6.040896343954248,5.629350694444445,5.937629242530331,5.9799120122285245,7.3535343594694815,7.55187490265925,4.093785714285714,3.907750000000003,4.146669123206708,4.330990900656872,5.229242275853053,5.2724167212663255,8.469125,7.672589285714283,8.207710197041092,7.755103984992821,9.52830403592682,9.514436452572255
2015-08-31,MONSOON,6.238333333333332,4.572142857142857,9.434285714285718,6.546316993464052,5.907059027777778,6.057910878851532,6.150399804391298,4.912735625160014,4.645058566758985,4.509375,3.918285714285717,4.316858616781167,4.3756025437026125,4.051134485689422,3.898965455212476,8.776285714285716,8.159374999999997,8.698340403938943,8.068048525065183,7.523746101554176,6.685501747847809
2015-11-30,POMKH,5.898823529411764,4.040000000000001,8.088,7.12308195072901,6.174733660130719,5.994275939075624,6.135044896110213,5.1170569955551555,5.2308939582029605,4.988636363636363,4.269285714285718,4.206115170068701,4.336212482078645,3.464932819027879,3.5753476071152983,8.807508928571428,8.778874999999998,8.454204242363366,8.070715554752248,7.20119738025107,6.897144292987928
2016-02-29,POMRB,9.266666666666667,5.5,8.025,7.1849562829939675,6.917900326797386,7.303232230112041,7.563901406069911,5.993416767741408,6.633528133664031,5.300713661338662,4.749464285714289,4.723669102041221,4.520210288832471,4.026583682851702,3.952248437596805,8.618285714285715,8.773696428571427,8.28252254541802,8.061104073322543,8.95061929872542,8.831837329051616
2016-05-31,PREMON,7.9092307692307715,6.79909090909091,9.818,6.937768272373052,7.328263574660634,7.545631645759533,8.184745479373015,8.581451218911651,7.445173304241939,5.287945804195805,5.227808441558445,5.5538378248610965,4.8945643641443315,5.387207707751304,5.867793614604559,7.8075,8.841321428571426,8.896713527250812,8.388538971736901,10.476945751663902,9.028907280167026
2016-08-31,MONSOON,5.091874999999999,5.155384615384616,7.649999999999999,6.368748664529915,7.041648991327301,6.564128987455719,7.400656130242237,6.2588841115905955,6.843077061498423,4.9720941558441565,5.373618881118885,5.394456541070504,4.997403617007936,4.327518632390132,4.662988788340321,7.1942812499999995,8.395249999999997,8.398028116350487,8.249344237035931,8.157104425846486,8.572022496768305
2016-11-30,POMKH,5.067777777777776,3.3546153846153848,3.386,5.89058092948718,6.833887553418803,5.9655885035845415,6.627190306385492,5.7505592766929885,5.312607228803742,4.624633387445888,5.202272727272732,4.578520078488456,4.813989676632797,3.7620173487285617,3.848457404584342,7.238124999999999,7.219749999999998,6.393216869810292,7.338928194221444,6.710538416543486,6.214756521328892
2017-02-28,POMRB,5.545555555555557,3.658571428571429,7.82125,6.028984374999999,5.903609775641026,5.797575324372948,6.14906939950475,6.208198942570633,8.71498484941739,4.512198946886447,4.7419155844155885,4.2105406185216445,4.67995463273679,4.25739158513947,3.961409656188496,7.3180625,7.168812499999998,6.964430121886176,7.428143488705525,6.5020128225609115,5.973426373391429
2017-05-31,PREMON,7.805,5.860833333333333,10.3725,6.153611111111111,5.877552083333334,6.600545194623768,6.701183309081368,7.670945844005551,6.194096152766242,4.60115728021978,4.507351190476194,4.8706577044463195,4.885039686348884,5.478224100690427,5.379278842592629,7.769187499999999,7.307437499999999,8.327658073131705,7.9776884642907175,9.072023724856221,9.271340939140007
2017-08-31,MONSOON,6.303333333333334,5.194166666666667,7.7349999999999985,6.148958333333335,6.180416666666668,6.4816604501075945,6.5658783649998185,5.578895853262258,4.998395206103924,4.729717261904762,4.517046703296707,5.000061289334459,4.975966206885832,4.349100979822208,4.416660743585588,8.03109375,7.328687499999999,8.090594843879021,7.931260034530873,7.663161929893066,8.849774438493757
2017-11-30,POMKH,4.8533333333333335,4.0275,6.91,6.177625534188034,6.126805555555556,5.830329603397891,5.8604073072621405,5.611343123099746,5.5065237565812595,4.832807765151515,4.68526785714286,4.611036773600675,4.880115495714414,3.7847599752079546,3.7809611929619305,7.430937499999999,8.2096875,7.618356906327413,7.739263514031376,6.485759355562326,5.427344876419853
2018-02-28,POMRB,5.722777777777778,4.014166666666667,6.3925,6.278306623931623,6.171111111111111,5.787308873149845,5.6443090036721255,6.047474721395446,5.356288484546992,4.66592803030303,4.7741666666666704,4.372288730827073,4.78259338965842,4.323992299763118,4.141973495064896,6.84875,7.852499999999999,7.128014143796448,7.48643095608,8.020125769886173,8.194314465043309
2018-05-31,PREMON,7.857115384615384,6.329962121212121,7.0,6.483723290598291,6.184139957264957,6.615231477736061,6.394321003037896,7.606841855903522,7.725184329755445,4.483219696969697,4.891448863636368,5.155358086981092,5.040565133806822,5.564320167867702,5.574766697866822,6.915375,7.009374999999999,7.076808486277869,7.3944932770143454,9.220073567411225,8.914434709555502
2018-08-31,MONSOON,7.0566666666666675,3.39,6.4499999999999975,,6.372473290598291,6.791805553308304,6.725941945884388,5.548019446578481,6.240964224113961,,4.440407196969701,4.449214852188655,4.835336711045981,4.461036145401588,4.700092609584862,,6.688124999999998,6.82608509176672,7.216921048094052,6.1744286796606715,5.886685258371772
2018-11-30,POMKH,5.743333333333332,4.37,8.728,,6.59497329059829,6.372416665318315,,5.804675399361823,5.116038957266866,,4.526032196969702,4.417528911313193,,3.7674363565738647,3.1976462785539272,,7.142624999999998,7.586851055060032,,5.091746291958538,4.238409898079016
