Date,Season,Shahpur,Shorapur,Yadgir,Shahpur_Trend,Shahpur_SMA,Shahpur_EWMA,Shahpur_DES,Shahpur_TES,Shahpur_ARIMA,Shorapur_Trend,Shorapur_SMA,Shorapur_EWMA,Shorapur_DES,Shorapur_TES,Shorapur_ARIMA,Yadgir_Trend,Yadgir_SMA,Yadgir_EWMA,Yadgir_DES,Yadgir_TES,Yadgir_ARIMA
2010-05-31,PREMON,7.072857142857143,4.590833333333332,10.791666666666664,4.84146978021978,5.369189560439562,5.9731686576280065,6.160351775842801,7.076474762627519,7.420683718761014,3.6949999999999994,3.853205128205129,4.07535385262376,4.083367518193694,5.1496656069333975,4.646761829392888,8.35125,9.347083333333329,9.868827744099107,9.83815957116091,11.333797868000769,9.047470618820675
2010-08-31,MONSOON,3.232307692307692,3.529166666666667,6.775,4.635755494505494,4.918612637362639,4.876824271499881,5.05320549848031,4.945063866936592,4.503274754177153,3.8015945512820517,3.6064583333333347,3.856878978240923,4.010056925557311,3.9570335522198308,3.8583076814734065,7.625416666666665,8.580833333333327,8.631296646459464,9.264125469561995,9.068266263842665,9.88385137383834
2010-11-30,POMKH,3.6942857142857135,3.731666666666667,5.933333333333334,4.4107692307692306,4.764326923076924,4.403808848614214,4.343091457443577,4.280707771754157,3.4736370589497936,3.775543269230769,3.783541666666668,3.8067940536112204,3.9705146119263284,3.306821476493992,3.2694975238117916,6.937291666666666,8.121666666666663,7.552111321209011,8.640126158392182,6.7912732965116955,7.15940437194255
2011-02-28,POMRB,4.029285714285715,3.4269230769230767,5.016666666666667,4.341208791208791,4.507184065934066,4.253999594882814,3.9571855881258955,4.765896982670173,4.699871810459905,3.7115432692307695,3.8196474358974375,3.654845662935963,3.8868814127492195,3.858338478136752,4.075880945334649,6.400625,7.129166666666663,6.5379334593920735,7.961487317995344,7.729525003285928,8.403611116224967
2011-05-31,PREMON,6.3015384615384615,4.238,9.256666666666666,4.436188186813187,4.314354395604396,5.073015141545073,4.637558879528676,6.207496176782937,6.488916188251173,3.7203814102564103,3.7314391025641047,3.888107397761578,3.930969343188776,5.090463992204022,4.684187284552105,6.022291666666666,6.745416666666664,7.625426742301911,8.20260542027546,8.424923683125858,8.25284368161536
2011-08-31,MONSOON,3.4471428571428566,3.37,4.016666666666667,4.728152472527473,4.368063186813187,4.422666227784187,4.100690313510142,4.1040066349342785,2.89481575307676,3.833931818181818,3.6916474358974383,3.680864438656947,3.8421099036312443,3.878023763251214,3.681679935249573,6.3377083333333335,6.0558333333333305,6.181922712047813,7.4188541163520485,6.798137199908249,7.122496910507834
2011-11-30,POMKH,4.239285714285715,3.961538461538462,5.665,5.119388736263737,4.504313186813188,4.349314022384798,4.000984456657859,3.7415343770179845,3.720428303171998,4.079519085081586,3.749115384615387,3.793134047809553,3.8482483809061914,3.222404365021303,3.2875157157377326,6.69375,5.988749999999997,5.975153627228687,7.089947611370182,4.294167046717911,4.376595343875611
2012-02-29,POMRB,5.819999999999999,4.1054545454545455,7.808333333333334,5.341690418956044,4.951991758241759,4.937588413430879,4.616414461059816,4.53669307399967,4.1936640156230816,4.321627513111888,3.9187482517482546,3.91806224686755,3.87697628131075,3.795123059205763,4.047887810637991,6.967596726190477,6.686666666666664,6.708425509670546,7.223334013544658,6.2686255928694115,6.327831372713002
2012-05-31,PREMON,7.640714285714287,5.524166666666668,9.313333333333333,5.534184409340659,5.286785714285715,6.018838762344242,5.9876980286067045,6.555794915371048,6.940951005992238,4.437318254662005,4.240289918414922,4.560504014787197,4.1212132406957265,5.077286258772834,4.842654091571266,7.371735119047618,6.70083333333333,7.750388639135661,7.6131616804443,8.941138236726166,10.10751686476177
2012-08-31,MONSOON,3.8863804945054943,4.0207007575757565,6.15077380952381,5.710315361721612,5.3965951236263745,5.165855455208742,5.523529492232498,4.735601073219561,4.002595188315901,4.4786979166666665,4.4029651078088605,4.344582711902621,4.124425994822998,3.9524988229048055,4.0720679144516465,7.557912202380952,7.234360119047617,7.110542707290921,7.338726761886707,7.100697567391716,5.108541620277176
2012-11-30,POMKH,5.34,4.236363636363635,6.7639999999999985,5.735385389732816,5.671773695054946,5.235513273125246,5.650924349162731,4.318133241662951,4.349007648934793,4.785395906177156,4.471671401515153,4.301295081687027,4.158538271934804,3.335751175587355,3.6178710547641897,7.748619047619046,7.509110119047616,6.971925624374552,7.230299353138052,5.4482548544815295,6.000828938203901
2013-02-28,POMRB,6.128333333333334,4.161666666666666,8.198749999999999,5.703437617835596,5.748857028388279,5.592641297208481,6.048672251501564,5.263138622968978,6.178805542371096,5.164184331293706,4.485724431818183,4.245443715678882,4.1778674461237095,3.919363078415349,4.14915098489139,7.9122127976190475,7.606714285714282,7.46265537462473,7.410423399474878,7.397101835538273,6.622825757137781
2013-05-31,PREMON,7.5329411764705885,7.9215384615384625,10.448571428571428,5.639878151260504,5.721913751077354,6.368761248913325,6.96051445642873,7.162700518567401,7.625490608785757,5.0893240093240095,5.085067380536133,5.715881614022715,4.773854582913634,5.196937167299591,4.968206319632096,7.779830357142857,7.890523809523806,8.65702179620341,7.977507474997809,9.726473922202029,10.03808757597868
2013-08-31,MONSOON,3.738571428571429,4.6536363636363625,6.324285714285714,5.487346901260504,5.684961484593837,5.316685320776566,6.056057240891332,5.138177188169428,3.822784972174565,4.76783071095571,5.243301282051284,5.290983513868174,4.839564086607691,4.225803064251286,4.886799139331788,7.526227678571429,7.933901785714283,7.7239273634363315,7.667343173050453,8.048710781844921,5.618427924495936
