Date,Season,Nokha,Lunkaransar,Bikaner,Khajuwal,Kolayat,Dungargarh,Nokha_Trend,Nokha_SMA,Nokha_EWMA,Nokha_DES,Nokha_TES,Nokha_ARIMA,Lunkaransar_Trend,Lunkaransar_SMA,Lunkaransar_EWMA,Lunkaransar_DES,Lunkaransar_TES,Lunkaransar_ARIMA,Bikaner_Trend,Bikaner_SMA,Bikaner_EWMA,Bikaner_DES,Bikaner_TES,Bikaner_ARIMA,Khajuwal_Trend,Khajuwal_SMA,Khajuwal_EWMA,Khajuwal_DES,Khajuwal_TES,Khajuwal_ARIMA,Kolayat_Trend,Kolayat_SMA,Kolayat_EWMA,Kolayat_DES,Kolayat_TES,Kolayat_ARIMA,Dungargarh_Trend,Dungargarh_SMA,Dungargarh_EWMA,Dungargarh_DES,Dungargarh_TES,Dungargarh_ARIMA
1996-02-29,POMRB,72.7475,39.62,59.07533333333333,28.79,45.16384615384615,58.95714285714285,,,72.7475,72.65765584794498,74.00620492273515,0.0,,,39.62,49.46456253039242,44.48418444896036,0.0,,,59.07533333333333,58.845050585446884,60.75399692555023,0.0,,,28.79,28.81490339191943,28.270659751563556,0.0,,,45.16384615384615,44.6093728529381,44.32523583988301,0.0,,,58.95714285714285,57.98749778356213,58.78276908951044,0.0
1996-05-31,PREMON,69.03,50.62799999999999,63.231428571428566,28.68,42.33833333333333,54.55500000000001,,,71.26050000000001,71.80594089731804,71.49142540416061,72.31253134395634,,,44.023199999999996,58.32283741543932,42.11193660301484,39.619841807058656,,,60.73777142857143,60.274979473210365,59.572816815183714,59.07226257418068,,,28.746,28.561225191569207,28.561816519602402,28.78960516586955,,,44.03364102564102,43.57205715647759,45.12897562676095,45.16345760232114,,,57.19628571428571,56.710483862188845,56.543104062223954,58.60616589949068
1996-08-31,MONSOON,66.19999999999999,45.78100000000001,58.582142857142856,28.6,44.21571428571429,51.46666666666667,70.7284375,,69.2363,70.5176535766744,70.7008224378473,68.61725885663847,45.602666666666664,,44.72632,51.90980852768131,45.575756841749,44.580767378421065,59.68276050420168,,59.87552,60.10250967271177,59.04875841357615,60.65591318165027,28.626250000000002,,28.6876,28.352586650512954,29.907274819920065,28.73195921771144,43.9488141025641,,44.10647032967033,43.653665504951505,43.01560673733575,43.5785423430677,57.95178571428572,,54.90443809523809,54.807732419698745,54.96846047294689,56.32298979862179
1996-11-30,POMKH,73.105,42.60999999999999,58.31333333333334,28.58,44.29428571428571,65.74333333333334,71.38874999999999,70.270625,70.78378000000001,71.0407984900259,69.64916523608507,65.80417986831041,45.779833333333336,44.659749999999995,43.879791999999995,43.54566057067814,46.20402379792903,46.49062201481945,59.59129607106001,59.800559523809525,59.25064533333334,59.79708560645923,60.103599590833966,61.05109867305048,28.55125,28.662499999999998,28.64456,28.192356234602386,27.671283521764735,28.680689180173516,44.305272435897436,44.00304487179487,44.18159648351648,43.73380376724464,44.56824133613869,43.86922895847615,58.97419642857144,57.68053571428572,59.23999619047619,58.51441440070638,55.2291382557447,52.57112851759409
1997-02-28,POMRB,76.41,47.16333333333333,58.1329411764706,28.5,44.73,61.12714285714286,72.50833333333333,71.18624999999999,73.034268,72.1783143280877,72.89854385864925,72.66789379566211,44.48548611111111,46.545583333333326,45.19320853333333,45.71017995577645,44.62406828357784,45.52638753425682,59.01102351466903,59.56496148459384,58.80356367058825,59.42118749130954,60.68368436905301,59.97972168070189,28.4775,28.589999999999996,28.586736000000002,28.0532607674011,28.33785628830511,28.647216227276857,44.903804945054944,43.89458333333333,44.400957890109886,43.94966337179793,43.90954419344404,44.04917818775545,60.97291666666667,58.223035714285714,59.99485485714286,59.33142195616035,60.739346590280626,59.48228300641651
1997-05-31,PREMON,70.64999999999998,44.502,63.4421052631579,28.37,45.62384615384615,60.564285714285724,73.07395833333334,71.59124999999997,72.08056079999999,71.79084011306192,71.49259767414708,75.95313268485796,44.28188888888888,45.01408333333333,44.91672512,44.02885590986939,45.39222133627258,45.22092713086557,58.68556220514522,59.61763065752616,60.658980307616105,60.69652405024975,59.281086073419274,59.29522011604748,28.406249999999996,28.512499999999996,28.500041600000003,27.91748543837453,28.528570182623,28.602098906359533,44.93265109890109,44.715961538461535,44.89011319560439,44.42406834023696,44.69786828183523,44.32982355885352,60.6267261904762,59.72535714285715,60.222627200000005,59.66903918514988,58.58000548847844,62.52974019071836
1997-08-31,MONSOON,73.53666666666669,41.55222222222223,53.72928571428571,28.32,45.71846153846153,61.447142857142865,74.36375,73.42541666666665,72.66300314666667,72.12714927990196,71.07829440192043,70.22757262380857,44.43084722222222,43.956888888888884,43.57092396088889,40.43461412797073,44.951937544434806,45.34209161595031,59.28932650253084,58.40441637181188,57.88710247028395,58.84186240054483,58.884587291532576,59.332446232565694,28.332499999999996,28.442499999999995,28.428024960000002,27.80403423629095,29.796205966854224,28.533919817755628,44.550384615384615,45.091648351648345,45.22145253274725,44.75139404587899,44.02716178499656,44.85822763306968,58.04283333333334,62.2204761904762,60.71243346285715,60.1950853849283,58.500412799168764,60.06302490783723
1997-11-30,POMKH,70.29333333333334,45.21,60.5625,28.29,43.02230769230769,52.99333333333334,77.86958333333335,72.72249999999998,71.71513522133333,71.67220089404206,71.6443157147545,73.09697945995951,44.16025,44.60688888888889,44.22655437653333,44.0486995026222,44.03375522212374,44.0161700897532,58.94113493368838,58.966708038478544,58.95726148217037,59.23418356374012,58.748986277984244,60.05818703237105,28.26125,28.369999999999994,28.372814976,27.71215979301288,27.51271160494069,28.47245033375374,44.429967948717945,44.77365384615384,44.34179459657143,43.920863683824734,45.79327422770416,45.208328389575826,55.562154761904765,59.032976190476205,57.62479341104762,57.60859982326681,61.18806408394183,62.1796858040734
1998-02-28,POMRB,89.54,45.755,60.71388888888888,28.2,42.94384615384615,53.206,80.08041666666668,76.005,78.8450811328,75.57120889797162,73.77634022496636,69.87303852280613,44.76280303030303,44.254805555555556,44.837932625920004,46.40136838315048,44.418079904527566,43.58891223763081,59.7155808531746,59.61194496658312,59.659912444857774,59.6573514290668,60.244059117880816,58.2082105755532,28.07,28.294999999999995,28.3036889856,27.62145261593333,28.142327086054248,28.420619479847076,44.80780448717949,44.32711538461538,43.782615219481315,43.38117192368495,44.18531201927439,44.31970026596243,51.90322619047619,57.05269047619049,55.85727604662857,55.9959942620385,59.65696060956109,56.64924964613515
1998-05-31,PREMON,85.56666666666669,43.74555555555556,58.075625,28.1,46.44666666666666,48.64,81.5265625,79.73416666666668,81.53371534634668,77.72790754613001,75.21844290555501,89.0046263656875,45.46388888888889,44.065694444444446,44.40098179777422,44.526942488996234,44.67051540876137,44.511423278776626,61.47831842320261,58.27032490079365,59.02619746691467,59.229597364200615,59.608374511989666,59.1351504352088,27.869999999999997,28.227499999999992,28.22221339136,27.52913244535199,28.303664023804842,28.35831565955266,45.876979166666665,44.53282051282051,44.84823579835545,44.3899652580479,44.17398068341429,43.760640696280895,50.29108333333333,54.07161904761906,52.970365627977145,53.36240133809504,54.92377748206149,52.65353106334155
