Date,Season,Aundha,Basmath,Sengaon,Kalamnuri,Hingoli,Aundha_Trend,Aundha_SMA,Aundha_EWMA,Aundha_DES,Aundha_TES,Aundha_ARIMA,Basmath_Trend,Basmath_SMA,Basmath_EWMA,Basmath_DES,Basmath_TES,Basmath_ARIMA,Sengaon_Trend,Sengaon_SMA,Sengaon_EWMA,Sengaon_DES,Sengaon_TES,Sengaon_ARIMA,Kalamnuri_Trend,Kalamnuri_SMA,Kalamnuri_EWMA,Kalamnuri_DES,Kalamnuri_TES,Kalamnuri_ARIMA,Hingoli_Trend,Hingoli_SMA,Hingoli_EWMA,Hingoli_DES,Hingoli_TES,Hingoli_ARIMA
1996-02-29,POMRB,5.305,6.238000000000001,6.779999999999999,6.5200000000000005,7.057500000000001,,,5.305,7.371482690811753,5.485569428595113,0.0,,,6.238000000000001,5.355091340476502,3.588241902500901,0.0,,,6.779999999999999,5.772881619514563,6.097303608378496,0.0,,,6.5200000000000005,6.537774900867692,4.435254741091006,0.0,,,7.057500000000001,6.609237418289266,6.402329037333244,0.0
1996-05-31,PREMON,10.5,5.766666666666668,9.0,5.3,8.445,,,7.383,7.364099466970679,10.851210228884392,0.0,,,6.049466666666668,4.972678129087007,7.628906064040496,6.237844523277505,,,7.667999999999999,5.799144364001652,9.73578259083111,6.779794086462394,,,6.032,6.546555938627734,10.242787086395296,0.0,,,7.612500000000001,6.613049185950233,9.447482814004191,-3.752222943946033e-08
1996-08-31,MONSOON,2.775,2.0083333333333333,5.8,3.0,3.016666666666667,5.612500000000001,,5.5398000000000005,7.356723624742847,3.286122817125125,0.0,3.9986666666666673,,4.433013333333334,4.447321077444154,1.081701934789888,5.993200082731031,6.215625,,6.9208,5.825520696060531,3.509961068465309,7.42116520958644,4.766666666666667,,4.8192,6.555348748787909,2.240185423424771,0.0,5.680104166666667,,5.774166666666667,6.616863110195821,3.403530865369323,-6.494752473850701e-08
1996-11-30,POMKH,3.625,2.4466666666666668,3.325,4.416666666666667,4.445,5.3425,5.55125,4.77388,7.349355171596734,4.286601235517045,0.0,3.8365833333333335,4.114916666666667,3.638474666666667,4.004083575953055,2.148929275418165,4.566077050875888,5.9925,6.226249999999999,5.48248,5.852012449782211,5.063274845573563,8.082332185536124,5.049166666666666,4.809166666666667,4.658186666666667,6.564153381982706,2.83674100813995,0.0,5.632291666666667,5.741041666666667,5.242500000000001,6.620679245007126,4.72315720807792,-7.188786135251476e-08
1997-02-28,POMRB,5.795,5.308,6.695,6.18,6.57,5.454375,5.67375,5.182328,7.341994102419244,6.107500586588178,0.0,4.48575,3.8824166666666664,4.3062848,3.7591194038497413,3.8141944960132466,4.515801194680765,5.9799999999999995,6.205,5.967488,5.878630773054881,6.318291880534552,5.976584015267263,5.950416666666667,4.724166666666667,5.2669120000000005,6.572969857339873,4.574883253504387,0.0,6.098333333333334,5.619166666666667,5.7735,6.624497597017371,6.740313437936087,5.667396178648373
1997-05-31,PREMON,7.85,5.4,7.3,7.9,8.55,6.085,5.01125,6.2493967999999995,7.334640409615317,11.46109287447143,0.0,5.59825,3.790749999999999,4.74377088,3.5536782012078203,7.854858657552671,4.610063115604408,6.258125,5.779999999999999,6.5004928,5.90537121601772,9.890893961027176,6.606638415522744,6.6189583333333335,5.3741666666666665,6.320147200000001,6.581798190358801,10.382415598808677,0.0,6.701458333333334,5.645416666666667,6.8841,6.628318166390017,9.732836249769926,6.781602656287779
1997-08-31,MONSOON,6.32,7.5683333333333325,7.4,7.6099999999999985,6.6400000000000015,6.179374999999999,5.897500000000001,6.27763808,7.3272940795834245,3.7102989391428762,0.0,6.014749999999999,5.180749999999999,5.873595861333333,3.490169554833783,1.3076545283019758,3.8899258874697544,6.105625,6.179999999999999,6.86029568,5.932233416064342,3.265681347630068,6.213110619760314,6.82,6.526666666666666,6.83608832,6.590638378133282,2.3798139358381523,0.0,6.7787500000000005,6.5512500000000005,6.786460000000001,6.632140924484334,3.6722026657665134,2.4224789307130368
1997-11-30,POMKH,5.125,5.786666666666667,3.95,5.155,5.6466666666666665,5.944375000000001,6.272500000000001,5.8165828479999995,7.319955105529659,4.869541891264996,0.0,6.202857142857142,6.015749999999999,5.8388241834666665,3.353568889924843,2.3748818689310407,4.51745464191936,5.95375,6.336249999999999,5.696177408,5.959211474736385,5.216054245665063,5.461806008776934,6.87125,6.71125,6.163652992,6.599490416300958,2.976369520553331,0.0,6.465833333333334,6.851666666666667,6.330542666666667,6.635965879613058,5.186055589335652,3.569475869964058
1998-02-28,POMRB,5.05,5.299999999999999,4.85,7.0500000000000025,5.986666666666667,5.452500000000001,6.0862500000000015,5.5099497088,7.312623482027449,6.735809710142908,0.0,5.779494047619047,6.013749999999998,5.623294510079999,3.214757379914642,4.040147089526583,5.4333692304628896,5.343125,5.874999999999998,5.3577064448,5.986313824787054,6.572736713567203,6.883789612227202,6.272500000000001,6.928750000000001,6.518191795200002,6.6083543615349996,4.714511765917768,0.0,5.711666666666666,6.705833333333333,6.192992266666668,6.639793043298464,7.251694092550118,6.06805404455931
1998-05-31,PREMON,6.715,6.912857142857143,7.9300000000000015,7.44,6.63,4.894375,5.802500000000002,5.99196982528,7.30529920473022,12.010056250030285,0.0,4.779940476190475,6.391964285714284,6.139119563190857,3.1814991287152785,8.080811251065972,5.28906662512436,4.3975,6.032499999999998,6.386623866880001,6.013544993396773,9.69334460336248,7.101423356627482,5.426041666666667,6.813750000000001,6.886915077120001,6.617230215727086,10.522044111222058,0.0,4.852500000000001,6.225833333333333,6.367795360000001,6.643622419147338,10.185377342415675,7.568019011128668
