Date,Season,Hallia,Marihan,Nagar (city),Kon,Rajgarh,Chhanvey,Narainpur,Lalganj,Pahari,Hallia_Trend,Hallia_SMA,Hallia_EWMA,Hallia_DES,Hallia_TES,Hallia_ARIMA,Marihan_Trend,Marihan_SMA,Marihan_EWMA,Marihan_DES,Marihan_TES,Marihan_ARIMA,Nagar (city)_Trend,Nagar (city)_SMA,Nagar (city)_EWMA,Nagar (city)_DES,Nagar (city)_TES,Nagar (city)_ARIMA,Kon_Trend,Kon_SMA,Kon_EWMA,Kon_DES,Kon_TES,Kon_ARIMA,Rajgarh_Trend,Rajgarh_SMA,Rajgarh_EWMA,Rajgarh_DES,Rajgarh_TES,Rajgarh_ARIMA,Chhanvey_Trend,Chhanvey_SMA,Chhanvey_EWMA,Chhanvey_DES,Chhanvey_TES,Chhanvey_ARIMA,Narainpur_Trend,Narainpur_SMA,Narainpur_EWMA,Narainpur_DES,Narainpur_TES,Narainpur_ARIMA,Lalganj_Trend,Lalganj_SMA,Lalganj_EWMA,Lalganj_DES,Lalganj_TES,Lalganj_ARIMA,Pahari_Trend,Pahari_SMA,Pahari_EWMA,Pahari_DES,Pahari_TES,Pahari_ARIMA
1996-02-29,POMRB,6.8900000000000015,6.9775,8.035,12.98,12.602999999999998,13.38,3.76,4.55,11.431666666666667,,,6.8900000000000015,6.560633452685603,7.019375000000001,0.0,,,6.9775,12.755657571127783,7.558821092063447,0.0,,,8.035,9.062262906084156,8.465151255367273,0.0,,,12.98,12.441715941799428,12.396181248559026,0.0,,,12.602999999999998,11.978823205524456,11.580643476838727,0.0,,,13.38,13.02266868072487,13.14533141425301,0.0,,,3.76,6.258124885505869,3.762587057282818,0.0,,,4.55,4.099078671116573,4.195063808953019,0.0,,,11.431666666666667,10.67848305891325,10.329132348318044,0.0
1996-05-31,PREMON,8.215,10.2725,10.805,12.9,14.539000000000001,14.2,6.283333333333334,5.527142857142856,11.915,,,7.42,6.7926008657927754,8.458698060941828,6.889964118589557,,,8.2955,16.232878478979043,9.193310926007015,6.977449838638387,,,9.143,9.58131231623233,10.593131266814996,8.034994386882085,,,12.948,12.48195797283425,13.489654823053732,12.9799618632247,,,13.377399999999998,12.692881292673112,14.172777420293153,12.602871854735039,,,13.708,13.270245654236765,14.133960537619748,13.379955652131335,,,4.769333333333334,8.800689576641494,6.596605980419097,3.325500584664213,,,4.940857142857142,4.255681182432543,6.8224798525676835,2.2650879811607076,,,11.625,10.99448602908007,12.643609622167475,11.431625228951596
1996-08-31,MONSOON,6.209999999999999,1.8166666666666664,9.74,12.83,4.101428571428571,12.35,1.85,3.5385714285714287,7.833333333333332,7.297499999999999,,6.936,6.449401841118111,6.553286859945825,7.553362576435669,6.364166666666667,,5.703966666666667,13.167894833738567,2.947627752095255,9.06059139246979,9.859375,,9.3818,9.643063806711117,8.031508254016687,10.43446742556787,12.50625,,12.9008,12.506641452242118,12.242445590480836,12.93961703806636,10.881232142857142,,9.667011428571428,10.337821386121126,9.649808530409706,13.65793744569418,13.100000000000001,,13.1648,13.075541806382953,12.507207451159761,13.806223011662414,3.9212499999999997,,3.6016000000000004,7.452873178607546,2.3696461675413567,4.766216580993885,4.539821428571429,,4.379942857142857,3.924007831293767,3.077306233358349,3.4954362000815244,9.986875,,10.108333333333333,10.03704189359675,9.602315279447271,11.76934442670571
1996-11-30,POMKH,7.525,6.3475,9.715,11.58,11.888,12.3,3.53,4.442857142857143,9.211666666666666,7.5200000000000005,7.209999999999999,7.1716,6.577186553621919,7.953588894955543,7.103571408720416,6.518645833333333,6.353541666666667,5.96138,11.943385664241553,4.9409110022910205,4.854197826455769,10.290625,9.57375,9.515080000000001,9.679826223842264,8.840840826895112,8.606414160191768,12.48,12.5725,12.37248,12.28993539139696,10.958562745080018,12.901960116041876,10.844037698412697,10.782857142857143,10.555406857142856,10.772582829690915,9.55518368014778,9.585963573368204,13.13625,13.057500000000001,12.81888,12.911358231196184,12.343881499760055,13.258804327110006,4.115,3.855833333333333,3.57296,6.66929654442981,2.505707283144716,3.6317828225080655,4.6223214285714285,4.5146428571428565,4.405108571428571,3.8886334020510396,3.5786968826274803,3.5691387399214918,9.910458333333333,10.097916666666666,9.749666666666666,9.759060556433505,9.668896408342475,9.293508191627083
1997-02-28,POMRB,7.59,7.062499999999999,10.32,12.45,13.389999999999995,13.72,4.283333333333333,4.751428571428573,10.543333333333333,7.7475000000000005,7.384999999999998,7.33896,6.7494112027459146,7.369735229383014,7.045066047240393,6.659791666666666,6.374791666666667,6.401828,10.740980932472072,7.747406989406604,6.791143166342792,10.2325,10.145,9.837048,9.881001605998014,10.02361414832166,9.348612105777269,12.36125,12.439999999999998,12.403488,12.27177869760016,12.716621834126062,12.73523009658498,11.538706349206349,10.979607142857141,11.68924411428571,11.501458159087255,11.208421109499298,10.759577705362254,12.94875,13.1425,13.179328,13.081203679928965,13.256292251974013,13.041768817907842,4.405833333333333,3.986666666666666,3.8571093333333333,6.108731165023706,3.829079391128232,3.624275794902113,4.690357142857144,4.5649999999999995,4.543636571428571,3.9681448067631795,4.284796806134505,4.276842005973031,9.955916666666667,9.875833333333334,10.067133333333333,9.947824122153344,9.56634787637359,10.22954156436611
1997-05-31,PREMON,9.295,11.423333333333332,11.97,13.22,13.454444444444444,14.15,7.31,5.985714285714287,12.191999999999998,7.7837499999999995,7.6549999999999985,8.121376,7.458020948770542,8.818999178493417,7.7725523382333455,6.7440625,6.6625,8.410430133333332,11.738298972737033,9.358854848075895,9.347808739251487,9.94625,10.43625,10.6902288,10.501555399506165,12.580215944064118,11.370427611665407,12.190000000000001,12.519999999999998,12.7300928,12.407808193376548,13.638216585841297,12.659990878726843,12.332819444444443,10.708468253968253,12.395324246349205,12.048005167789869,14.222937868812823,12.151533048763701,12.72375,13.129999999999999,13.5675968,13.305893383747206,14.263932336651758,13.499406367977178,4.611458333333333,4.243333333333332,5.2382656,7.238166718329059,6.824001576615844,5.5390517216269615,4.609285714285716,4.679642857142857,5.120467657142857,4.3941241841961025,6.938244373532256,5.197502029681637,9.895541666666666,9.945083333333335,10.917079999999999,10.558189327260365,11.829123269050363,10.877296941913793
1997-08-31,MONSOON,6.95,1.7950000000000002,8.11,11.56,10.743333333333334,10.9,3.15,3.6242857142857146,7.920000000000001,7.718124999999999,7.839999999999998,7.6528256,7.385486639823529,6.9727834216489395,6.8593217745273725,6.737291666666667,6.6570833333333335,5.7642580799999985,7.631487096764033,3.332342573241056,3.8226013389018654,9.8675,10.028749999999999,9.658137279999998,9.82721929837492,9.533602717139445,10.94353889426665,12.205,12.202499999999999,12.26205568,12.20909210067419,12.42565598468551,12.699992076773015,12.130319444444442,12.368944444444443,11.734527881142856,11.698252408106384,9.286515482425754,10.18973331225619,12.4575,12.767499999999998,12.500558080000001,12.79794303598231,12.549814520821347,13.010701152341724,4.58875,4.568333333333332,4.40295936,5.6372306332018915,2.8785517924469226,2.893187256016703,4.451785714285714,4.701071428571429,4.52199488,4.178124240630071,3.272964577822628,3.6240657600840427,9.401729166666666,9.966750000000001,9.718247999999999,9.753738813395197,9.237310483598973,9.891413299031244
1997-11-30,POMKH,7.0749999999999975,7.043333333333334,9.055,11.48,11.599,11.95,3.875,3.7085714285714286,8.642000000000001,7.443125,7.727499999999997,7.421695359999999,7.342632825041325,8.396067417217674,7.543476037178538,6.206458333333334,6.831041666666667,6.2758881813333325,6.934260111550554,5.235229037443004,5.9643760256093294,9.74375,9.86375,9.416882368,9.620130184666179,8.495150936062737,8.352418808843993,12.2275,12.177499999999998,11.949233408,12.023345292133358,10.848071149932602,11.962988989393441,11.95573263888889,12.296694444444443,11.680316728685714,11.680039352329032,11.744356198698602,12.197874664176537,12.06625,12.68,12.280334848,12.61850793309724,12.061941269109697,12.467338911062592,4.422916666666667,4.654583333333331,4.191775616,4.711804032498397,3.293243036985677,3.9927436757063255,4.450982142857143,4.5175,4.196625499428571,4.0077781203612295,3.74873190712563,4.306191368681068,8.726166666666668,9.824333333333335,9.2877488,9.39402127791518,9.489893014862018,9.239854304561412
1998-02-28,POMRB,7.515,6.3125,10.35,12.67,12.059000000000001,11.94,3.7566666666666655,4.225714285714286,7.1625,7.121666666666666,7.7087499999999975,7.4590172159999995,7.429259881203616,7.813543763015507,7.339547912554744,5.829548611111111,6.643541666666668,6.2905329087999995,6.194322792048782,8.13103935990965,7.146714610894052,9.592291666666666,9.87125,9.7901294208,9.847149697145124,9.492496480113338,10.032597096854486,12.305416666666666,12.232499999999998,12.2375400448,12.094274045270735,12.608250649332549,12.43755378332656,12.473354166666669,11.963944444444445,11.83179003721143,11.79344831821021,12.494628402342364,12.465063745286187,11.97875,12.235,12.1442009088,12.47480684533455,13.061840394504621,12.824667455130156,4.250972222222223,4.522916666666664,4.017732036266667,4.002596225447615,4.460750310731292,4.287093536163147,4.655357142857143,4.386071428571428,4.208261013942858,3.9979043044158917,4.244072831147182,4.344543525213958,8.192583333333333,8.979125000000003,8.437649279999999,8.711764221349116,9.226466670817906,9.979735515608883
1998-05-31,PREMON,7.17,7.926666666666668,10.95,13.18,13.388750000000002,12.8,6.5100000000000025,6.505,10.168333333333333,6.794583333333333,7.177499999999997,7.3434103296,7.3941259863022974,9.235651633181785,8.37231667911851,5.551805555555555,5.769375000000002,6.944986411946667,6.551587582329011,9.490318441542158,9.97673128818455,9.298958333333333,9.61625,10.25407765248,10.182422512529191,12.380130573381539,11.74438930180573,11.720833333333333,12.222499999999998,12.61452402688,12.257993959271532,13.596211063311394,12.713563955839604,13.052958333333333,11.947520833333336,12.45457402232686,12.241763945766122,14.555520199626201,12.691100028643792,11.89875,11.897499999999999,12.406520545280001,12.542740624819654,13.58261537504147,12.973865526631998,4.097569444444445,4.322916666666664,5.014639221760001,5.061842829830431,7.047696204970199,6.322358507505777,4.887500000000001,4.515892857142856,5.126956608365715,4.613449405619948,6.784489624466229,5.273593845581674,7.808166666666667,8.473208333333337,9.129922901333332,9.099108987075097,10.236957145712644,9.482885098280846
