Date,Season,Chakki,Buxar,Dumraon,Brahampur,Simri,Rajpur,Chakki_Trend,Chakki_SMA,Chakki_EWMA,Chakki_DES,Chakki_TES,Chakki_ARIMA,Buxar_Trend,Buxar_SMA,Buxar_EWMA,Buxar_DES,Buxar_TES,Buxar_ARIMA,Dumraon_Trend,Dumraon_SMA,Dumraon_EWMA,Dumraon_DES,Dumraon_TES,Dumraon_ARIMA,Brahampur_Trend,Brahampur_SMA,Brahampur_EWMA,Brahampur_DES,Brahampur_TES,Brahampur_ARIMA,Simri_Trend,Simri_SMA,Simri_EWMA,Simri_DES,Simri_TES,Simri_ARIMA,Rajpur_Trend,Rajpur_SMA,Rajpur_EWMA,Rajpur_DES,Rajpur_TES,Rajpur_ARIMA
1996-02-29,POMRB,5.556666666666668,4.55,7.18,5.972285714285714,5.63,7.789999999999999,,,5.556666666666668,5.248195109112634,5.555865358496535,0.0,,,4.55,5.833102252755264,3.592306388329192,0.0,,,7.18,6.257556631995246,6.5679069256407985,0.0,,,5.972285714285714,5.485695007126439,5.934005048352737,0.0,,,5.63,4.661234304019553,5.355640895314766,0.0,,,7.789999999999999,6.2709478719948555,7.089377204039111,0.0
1996-05-31,PREMON,6.467777777777776,5.24,8.7,6.336571428571428,7.6,9.83125,,,5.921111111111111,5.654732428089109,6.450886334984795,4.633945007919782e-07,,,4.8260000000000005,6.506064524324758,5.857879648716952,6.615315210473082e-06,,,7.788,6.282272233028073,8.822032689476684,7.17998389016177,,,6.118,5.513265767615925,6.394871176912386,2.592397948536988,,,6.417999999999999,5.1018829077823735,7.517727987744795,5.629983135566644,,,8.6065,6.757050812615058,10.470403158212399,1.5373755340464548
1996-08-31,MONSOON,4.488888888888889,2.45,4.97,4.260119047619049,3.26,5.16375,5.375555555555556,,5.348222222222223,5.228861901138569,4.56217269095389,7.834001738703564e-07,3.6687499999999997,,3.8756000000000004,6.264139647989852,2.174679360196767,8.32164678690396e-06,6.802499999999999,,6.6608,6.307085250626963,5.757747485892328,8.146894252091366,5.456470238095239,,5.374847619047619,5.469060812894031,4.316011744914758,2.00255583536768,5.4575,,5.1548,4.265688759614018,3.2686092525582606,6.816216476496578,7.0482812500000005,,7.2294,6.09289271131343,4.76602090233882,1.7031507151954508
1996-11-30,POMKH,4.98888888888889,2.85,6.45,5.256904761904762,5.57,5.609999999999999,5.375555555555556,5.3755555555555565,5.204488888888889,5.065720546807695,4.929381730506205,6.521846949462172e-07,3.61625,3.7724999999999995,3.4653600000000004,5.997334588997931,2.4914552466543443,1.0906554930985919e-06,6.7375,6.824999999999999,6.57648,6.331996350726272,6.43068161970631,6.27041619835457,5.456470238095239,5.456470238095239,5.327670476190477,5.45944948628754,5.314447851279795,3.230926190344271,5.357499999999999,5.515000000000001,5.32088,4.318385014523772,5.312741539177832,4.895052687590958,6.941718750000001,7.09875,6.581639999999999,5.667966962563943,6.1009991717171115,1.9080695991681493
1997-02-28,POMRB,5.556666666666668,3.72,7.0,5.972285714285714,5.17,7.38625,5.375555555555556,5.3755555555555565,5.345360000000001,5.170882661876469,5.5583586923106445,5.556666852813785,3.63,3.5649999999999995,3.567216,5.867183054259284,3.9146309232755008,4.549984481749703,6.5875,6.779999999999999,6.745888000000001,6.3570058705268595,6.503609514573006,6.909474162098344,5.456470238095238,5.456470238095239,5.585516571428572,5.474661874014977,5.8596160386993095,5.9146931704377925,5.3012500000000005,5.400000000000001,5.260528,4.314024027783984,5.595936485435846,5.600873680518708,6.7696875,6.9978125,6.903484,5.793601623315614,7.10762078858229,7.618908892653294
1997-05-31,PREMON,6.467777777777776,5.65,8.36,6.336571428571428,7.26,9.3825,5.375555555555556,5.3755555555555565,5.794327111111111,5.647963864307551,6.451792198883987,6.467777231659472,3.4762500000000003,3.667499999999999,4.4003296,6.179808115758775,5.980629279173394,5.060925337990352,6.25375,6.694999999999999,7.3915328,6.38211424246578,8.704211154004094,7.824786870925038,5.456470238095239,5.456470238095239,5.885938514285715,5.502512546054785,6.36194731858634,6.159142539017049,5.25125,5.315000000000001,6.0603168,5.031381250638198,7.617254606706676,6.861250112217313,6.654531250000001,6.885625,7.8950904,6.480198553217478,10.425990050718465,9.514799074282564
1997-08-31,MONSOON,4.488888888888889,2.15,4.11,4.260119047619049,3.15,4.23625,5.375555555555556,5.375555555555557,5.272151822222222,5.268794850974683,4.562501804287699,4.488888322055986,3.2875,3.5924999999999994,3.50019776,5.496038734306837,2.3471788339723125,2.5611795223466762,5.91125,6.4799999999999995,6.07891968,6.407321554213298,5.55727387660941,6.05460049558261,5.456470238095239,5.456470238095239,5.235610727619049,5.4585906922644325,4.301439962710481,4.219081143738772,5.31375,5.287500000000001,4.896190079999999,4.411636359571368,3.29152768009341,4.009132127987309,6.50796875,6.6537500000000005,6.4315542400000005,5.825592918556033,4.661572730140244,4.994540008157294
1997-11-30,POMKH,4.98888888888889,1.92,4.64,5.256904761904762,5.28,5.61625,5.375555555555556,5.375555555555557,5.158846648888889,5.132960683840629,4.929501302095919,4.988888415043216,3.1725,3.36,2.868118656,4.7486300999173965,2.582120970917066,2.8774652634783333,5.765,6.0275,5.503351808,6.432628454513783,6.060155686805781,6.032323042024743,5.456470238095239,5.456470238095239,5.244128341333335,5.449264704475452,5.307998520994553,5.134645172637773,5.42625,5.215000000000002,5.049714048,4.547831824536292,5.428561147304395,5.3574890655681076,6.362968749999999,6.655312500000001,6.105432544,5.605301059057876,5.874346049504992,5.331231631295871
1998-02-28,POMRB,5.556666666666668,3.14,6.07,5.972285714285714,5.96,6.2075,5.375555555555556,5.375555555555557,5.3179746560000005,5.251178958357077,5.558402134382412,5.556666631581338,3.1425,3.2149999999999994,2.9768711936,4.34874256173214,3.8285241687283764,3.9962935346489794,5.75,5.795,5.7300110848,6.458035385277964,5.727181048592174,6.329704598595382,5.456470238095238,5.456470238095239,5.535391290514287,5.464764030061572,5.856761627307742,5.928427109699987,5.421250000000001,5.412500000000001,5.4138284288000005,4.914749276276965,5.40390831478859,5.278704595361454,6.675225694444444,6.360625,6.1462595264,5.588435773991698,6.915548616738704,7.421550539035453
1998-05-31,PREMON,6.467777777777776,5.31,8.12,6.336571428571428,7.37,9.40125,5.375555555555556,5.375555555555557,5.7778959047111105,5.731723854603901,6.451807982011099,6.467777447128914,3.125,3.1299999999999994,3.91012271616,4.531892112809407,5.808983516907309,5.2100501246757815,5.755,5.734999999999999,6.68600665088,6.483542775050913,7.860359922057327,7.591124386236701,5.456470238095239,5.456470238095239,5.855863345737143,5.492902847951311,6.360683983629557,6.256389973181073,5.387499999999999,5.440000000000001,6.196297057280001,5.728467086900711,7.543224589821227,7.103539840451603,6.92546875,6.3653125,7.44825571584,6.441245289691151,10.087418095269005,9.091256872536535
1998-08-31,MONSOON,4.488888888888889,2.25,4.23,4.260119047619049,3.0,6.715555555555557,5.375555555555556,5.375555555555557,5.262293098382221,5.346165595742315,4.56250753852392,4.488888571500373,3.1287499999999997,3.1549999999999994,3.2460736296959998,3.944349566000852,2.1463752434231935,2.2997805823974824,5.3,5.765,5.703603990527999,6.509150700040013,4.859268308700585,5.195809183871988,5.456470238095239,5.456470238095239,5.217565626489906,5.449270415347585,4.3008808228411235,4.235762157446566,4.9487499999999995,5.402500000000002,4.917778234368001,5.042456047513796,3.3198730488962562,3.7897752976896846,6.896805555555556,6.985138888888891,7.155175651726223,6.546684257614444,4.376055163526889,4.501966340762467
1998-11-30,POMKH,4.98888888888889,1.68,4.56,5.256904761904762,5.16,5.138888888888889,5.375555555555556,5.375555555555557,5.152931414584889,5.198458141322186,4.929503385426099,4.988888612384022,3.1987499999999995,3.0949999999999993,2.6196441778176,3.290043904949446,2.4334145509421847,2.4796250311881636,4.84,5.744999999999999,5.2461623943168,6.534859785068832,5.60087887390362,5.5277520672261815,5.456470238095239,5.456470238095239,5.233301280655848,5.440234507736284,5.307751051080229,5.19339041574704,4.5287500000000005,5.372500000000001,5.014666940620801,5.08980837371352,5.437629292773564,5.2233357287058855,7.1391840277777785,6.865798611111112,6.3486609465912895,6.226261812978405,5.999343422568625,6.029270184943658
1999-02-28,POMRB,5.556666666666668,3.41,2.51,5.972285714285714,2.57,6.455555555555555,5.375555555555556,5.375555555555557,5.3144255154176,5.302420712869032,5.558402891286116,5.5566666104856575,3.15375,3.162499999999999,2.93578650669056,3.150583018432733,3.6640063111232335,3.6589119228070914,4.4712499999999995,4.854999999999999,4.15169743659008,6.560670301239768,5.4259483058954086,6.200640954712042,5.456470238095238,5.456470238095239,5.528895054107794,5.456024171761341,5.856652099510651,5.939445423999253,4.296250000000001,4.525000000000001,4.0368001643724805,4.319169741100576,5.679845056874504,5.589775888006488,7.295,6.927812500000001,6.391418790176996,6.268320129662287,6.951109108718625,6.668415228227028
