Date,Season,Patran,Nabha,Rajpura,Sanaur,Bhuner Heri,Ghanaur,Patiala,Samana,Patran_Trend,Patran_SMA,Patran_EWMA,Patran_DES,Patran_TES,Patran_ARIMA,Nabha_Trend,Nabha_SMA,Nabha_EWMA,Nabha_DES,Nabha_TES,Nabha_ARIMA,Rajpura_Trend,Rajpura_SMA,Rajpura_EWMA,Rajpura_DES,Rajpura_TES,Rajpura_ARIMA,Sanaur_Trend,Sanaur_SMA,Sanaur_EWMA,Sanaur_DES,Sanaur_TES,Sanaur_ARIMA,Bhuner Heri_Trend,Bhuner Heri_SMA,Bhuner Heri_EWMA,Bhuner Heri_DES,Bhuner Heri_TES,Bhuner Heri_ARIMA,Ghanaur_Trend,Ghanaur_SMA,Ghanaur_EWMA,Ghanaur_DES,Ghanaur_TES,Ghanaur_ARIMA,Patiala_Trend,Patiala_SMA,Patiala_EWMA,Patiala_DES,Patiala_TES,Patiala_ARIMA,Samana_Trend,Samana_SMA,Samana_EWMA,Samana_DES,Samana_TES,Samana_ARIMA
1996-02-29,POMRB,11.083333333333336,8.39,7.88,12.47,11.45,7.551666666666668,0.82,33.87986111111111,,,11.083333333333336,11.694335152080045,11.55065001772892,0.0,,,8.39,8.316711842383006,7.941463908223126,0.0,,,7.88,7.67335511789058,7.164354705797986,0.0,,,12.47,11.439569929589332,12.480000000000002,0.0,,,11.45,24.3470146901022,10.689621008414498,0.0,,,7.551666666666668,7.617083313016536,7.23782362286615,0.0,,,0.82,3.413900844206155,4.003854166666667,0.0,,,33.87986111111111,32.400334192950496,33.79266675798628,0.0
1996-05-31,PREMON,12.75,7.9,7.952857142857144,17.05666666666667,24.976921768707484,8.131250000000001,5.385,33.47666666666667,,,11.750000000000002,12.42339300234801,12.80187009926585,11.083319305310887,,,8.193999999999999,8.25408325136299,8.716295049011755,8.389991033786998,,,7.909142857142857,7.8448700883806675,8.205237206972818,7.8799559142484235,,,14.304666666666668,13.492615548597204,17.074118190212374,1.2210389656593589e-05,,,16.860768707482993,24.67890826463929,23.21108579766699,11.449844864884438,,,7.783500000000002,7.735312580815227,8.0877796152125,7.551623346616418,,,2.646,15.044273965909632,10.694363457987071,0.819978501238255,,,33.718583333333335,32.29205069831305,33.45535125000503,12.08027031726994
1996-08-31,MONSOON,16.166666666666668,8.96,7.071428571428571,13.7775,15.4,7.622857142857144,4.75,26.19375,14.195416666666667,,13.51666666666667,14.704065311450831,12.891129225650436,12.329354778154368,8.249375,,8.500399999999999,8.646684201186654,8.926098453982162,8.056191268366149,7.457321428571429,,7.574057142857143,7.703215809225927,7.878385097728179,7.920228216864786,13.995416666666666,,14.093800000000002,13.42560604383459,13.800060830564526,2.657749139282598e-05,15.64423044217687,,16.276461224489793,20.848262554716026,16.11756622296266,20.490218619342023,8.218214285714287,,7.719242857142858,7.755947953735958,7.812676401199309,7.950684561950209,4.028125,,3.4876,27.266030802498026,11.257843748960898,2.985835184223928,30.62884920634921,,30.70865,31.453514232703732,26.229343068250564,8.740359674559626
1996-11-30,POMKH,16.166666666666668,8.03,6.6483333333333325,12.6675,10.8,9.736666666666668,2.975,28.96511904761905,14.288125,14.041666666666668,14.576666666666668,15.698452730784792,14.73930763833987,14.877275130378838,8.178749999999999,8.32,8.31224,8.507054440974086,7.339610406282985,8.660689715160007,7.588214285714286,7.388154761904762,7.203767619047619,7.4757076736093,6.751799183429501,7.54649946164929,13.384583333333333,13.99291666666667,13.523280000000002,12.820118410275581,12.693094567992034,3.468411464397497e-05,15.631730442176872,15.656730442176872,14.085876734693876,16.647310156121538,12.302259196460676,14.935804649449562,8.299099702380953,8.26061011904762,8.526212380952384,8.104642034236464,8.06631700620574,7.6524109737697765,4.703541666666666,3.4825,3.28256,31.69580550880025,9.915252789611907,3.7484461478424063,30.62884920634921,30.62884920634921,30.01123761904762,30.958472499830297,29.05683955373623,16.87195732439918
1997-02-28,POMRB,12.313333333333333,7.8249999999999975,8.433333333333334,12.49,11.35,7.2125,5.185,33.87986111111111,13.870833333333334,14.349166666666667,13.671333333333333,13.918358134586615,15.338572312815055,15.163181151517321,8.185625,8.178749999999999,8.117344,8.339079560256625,9.059252653937623,8.243998765255443,7.695595238095239,7.526488095238096,7.695593904761905,7.847913633105836,7.797711891456456,7.184692867978495,12.7340625,13.997916666666669,13.109968,12.34566730864034,12.490539449097207,12.470034512218907,15.715480442176872,15.63173044217687,12.991526040816325,14.391059046960532,11.852045488231386,11.932763722949625,8.216815476190478,8.175818452380952,8.00072742857143,8.004943317205427,7.820156241671768,8.823208937390834,4.670833333333333,4.5737499999999995,4.043536,30.23581963801214,7.430671781041834,3.6522020512673694,30.628849206349205,30.628849206349212,31.558687015873016,31.00911048827992,34.13194962816648,32.9489009143793
1997-05-31,PREMON,12.261666666666667,7.9,8.446666666666667,12.15,24.976921768707484,9.1175,6.423333333333333,33.47666666666667,12.633124999999998,14.227083333333333,13.107466666666667,13.112544391674474,15.035555573099687,13.27316182777693,7.8512499999999985,8.178749999999999,8.0304064,8.267651613095385,8.942555973632876,7.769007565344422,7.787529761904762,7.649940476190477,7.99602300952381,8.116975315815361,8.813712783152017,7.6706116403672935,12.6865625,12.771250000000002,12.7259808,11.905862775254604,17.079011413716785,17.063935637631502,15.79923044217687,15.63173044217687,17.78568433197279,18.778036967672776,24.527673714070147,20.134192378923757,7.645166666666666,8.422380952380951,8.447436457142858,8.218845946660085,8.476955216759114,7.569144055911668,10.363125,4.833333333333332,4.995454933333333,23.885169079649735,12.801691752858721,3.9144933065264125,30.62884920634921,30.628849206349216,32.32587887619047,31.029011858414812,33.707111682386184,32.35473410440215
1997-08-31,MONSOON,13.316666666666665,9.015,7.436666666666667,13.48,16.07,5.978333333333333,3.45,26.19375,11.685416666666667,13.51458333333333,13.191146666666667,13.367278433574008,13.470870063885803,13.45718706132057,7.538125000000001,8.192499999999999,8.42424384,8.677256857023272,9.190674274292094,8.43500343129335,7.691071428571429,7.741250000000001,7.772280472380952,8.006310298470197,8.45120785474542,7.968628196745257,12.67125,12.696875000000002,13.02758848,12.443975709623787,12.547095954802394,12.332618622978446,15.811730442176872,15.799230442176873,17.099410599183674,17.643855588492304,16.550868381170826,17.167821700257917,7.259842261904762,8.011249999999999,7.459795207619049,7.908450524489846,8.271680031247062,8.66814136410306,16.36854166666667,4.508333333333332,4.37727296,13.778724452715537,11.492239037314144,4.521572213007586,30.62884920634921,30.628849206349216,29.873027325714283,30.3124975829139,26.410671302034842,25.51131790679204
1997-11-30,POMKH,9.115,5.3,7.01857142857143,12.585,10.8,6.808,49.81333333333333,28.96511904761905,11.680208333333333,11.751666666666665,11.560688,11.06458062702213,13.23507997276937,13.531783964831133,7.688125,7.509999999999998,7.174546304000001,7.416623104775902,7.619362838595276,8.311236747251384,7.646562500000001,7.833809523809524,7.470796854857143,7.802367996420256,7.260078178328348,7.765388644214471,12.835,12.676250000000003,12.850553088000002,12.422816828401826,11.461093061356543,11.80004265167892,15.824230442176873,15.799230442176874,14.579646359510205,14.763795744001659,12.530426315455578,12.852836366206267,7.17060119047619,7.279083333333332,7.19907712457143,7.775143959221417,8.419941608542516,7.0758470309281,16.395625,16.217916666666667,22.551697109333332,55.816591836583726,8.088300779202665,4.493047914483913,30.62884920634921,30.628849206349216,29.509864014476193,29.933053417517485,29.177086050770296,27.987407180052664
1998-02-28,POMRB,11.783333333333333,8.05,7.291428571428571,12.45,11.45,7.05857142857143,6.3900000000000015,33.87986111111111,11.622916666666667,11.619166666666665,11.649746133333334,11.593487721811998,10.463626945722773,9.78693152459816,7.8325000000000005,7.566249999999998,7.524727782400001,7.769018029325654,7.796801445941945,6.356794070352566,7.870708333333335,7.548333333333333,7.399049541485714,7.73879072703807,8.263070186367354,7.480621012360725,13.078125000000002,12.666250000000003,12.6903318528,12.360251951641846,11.389038894120306,11.77315453958216,15.740480442176871,15.824230442176875,13.327787815706122,13.331661237438334,12.350022534432533,11.752730047727,7.300184523809523,7.240601190476189,7.14287484617143,7.7013237908542695,7.307669074024548,7.601090963490627,16.860416666666666,16.519166666666667,16.0870182656,40.54020546398085,20.39282844022985,12.73177882596049,30.628849206349205,30.628849206349212,31.25786285313016,30.09290430631508,34.12747295597266,32.81256871311789
1998-05-31,PREMON,12.75,8.875,9.2325,13.5,24.976921768707484,8.557499999999997,5.4350000000000005,33.47666666666667,11.865208333333333,11.741249999999997,12.089847680000002,12.379422890758349,12.800672450602939,11.542816159511084,8.186250000000001,7.809999999999999,8.06483666944,8.317912797348713,8.324524293362359,7.71466898551716,8.082053571428572,7.744791666666666,8.132429724891429,8.27445240209009,8.77932893183889,7.408534589347244,13.173124999999999,13.003750000000005,13.01419911168,12.942321015663275,13.007988989102888,13.020769745885627,15.890480442176871,15.824230442176876,17.987441396906668,18.169943194795756,25.26175788190061,22.42980147631475,7.5082991071428555,7.100601190476189,7.708724907702857,7.873555414154059,8.194439304371294,7.428657815175328,11.940833333333334,16.272083333333335,11.82621095936,23.17291490612364,23.373513890363867,14.951709759626748,30.62884920634921,30.628849206349216,32.14538437854476,30.215754486457712,33.71799678286444,32.46474195102587
