Date,Season,Kattiwada,Jobat,Bhabra,Alirajpur,Kattiwada_Trend,Kattiwada_SMA,Kattiwada_EWMA,Kattiwada_DES,Kattiwada_TES,Kattiwada_ARIMA,Jobat_Trend,Jobat_SMA,Jobat_EWMA,Jobat_DES,Jobat_TES,Jobat_ARIMA,Bhabra_Trend,Bhabra_SMA,Bhabra_EWMA,Bhabra_DES,Bhabra_TES,Bhabra_ARIMA,Alirajpur_Trend,Alirajpur_SMA,Alirajpur_EWMA,Alirajpur_DES,Alirajpur_TES,Alirajpur_ARIMA
1996-02-29,POMRB,6.3249999999999975,5.875,4.8,6.217499999999999,,,6.3249999999999975,6.02683401652204,6.343444083882613,0.0,,,5.875,6.12369273268641,6.239452405401583,0.0,,,4.8,4.69081274562273,3.6172347440303905,0.0,,,6.217499999999999,5.656122937707262,5.8695409117102155,0.0
1996-05-31,PREMON,7.25,6.4700000000000015,5.6,7.9925,,,6.6949999999999985,6.2807192501775795,6.967128828764002,6.3249890648298,,,6.113000000000001,6.1513807586318485,5.9319610341044715,5.299714041376716,,,5.119999999999999,4.717934346357607,5.737241336749101,4.799971158291162,,,6.927499999999999,6.304713186937864,7.960948896305645,5.352917488714157
1996-08-31,MONSOON,4.2,3.7,2.25,2.405,5.762499999999999,,5.696999999999999,5.795830025822472,4.610612768108773,6.838420885081079,4.933125,,5.147800000000001,4.885560484634181,2.397978780665868,5.850689616903062,3.56625,,3.9719999999999995,4.721632810015676,2.9657880377234447,5.2815136469165855,4.865,,5.118499999999999,5.14292575639427,4.144655612617083,6.539621774421148
1996-11-30,POMKH,5.175,4.075,2.5,3.495,5.73375,5.7375,5.488199999999999,5.63857833905724,5.037374716731342,5.663731317632455,4.75375,5.03,4.718680000000001,4.4053793265646926,5.069530276389499,4.672032806802779,3.24375,3.7874999999999996,3.3831999999999995,4.726953995949691,2.912640034358747,3.787457538655733,4.6078125,5.0275,4.469099999999999,4.639513096345854,3.4133400640644838,5.415849446036714
1997-02-28,POMRB,6.525,5.1,3.03,4.9175,5.5356250000000005,5.787500000000001,5.90292,5.81849268598434,6.340060474786945,5.611737457199823,4.574375,4.83625,4.871208000000001,4.631173494666731,6.726365814250456,4.605488652355142,3.09625,3.3449999999999998,3.2419199999999995,4.735860265422773,4.036234055613473,4.364239367675617,4.391875,4.702500000000001,4.64846,4.696730207649057,5.1951991756382245,5.02369205924297
1997-05-31,PREMON,6.82,5.8100000000000005,4.79,7.2349999999999985,5.408125,5.6800000000000015,6.269752,6.023535896998431,7.0441352539008735,6.454831901754601,4.550625,4.67125,5.246724800000001,5.075856040521235,5.745485713933611,5.0670825382405225,3.0475,3.1424999999999996,3.8611519999999997,4.756955994628251,5.476855008612765,4.718500531541026,4.2803125,4.5131250000000005,5.683076,5.408651785002073,6.942575272367052,6.575996768562094
1997-08-31,MONSOON,3.045,2.9250000000000003,1.88,1.435,5.333125,5.391250000000002,4.979851200000001,5.338933644263911,4.487218265884548,5.152219576557335,4.609375,4.4775,4.318034880000001,3.9721643441910843,1.9588187833423198,4.423107992987617,2.9974999999999996,3.05,3.0686912,4.75767748416047,2.4827967766484678,2.5498645497979826,4.2749999999999995,4.270625,3.9838455999999995,4.229945777441795,3.2697290588853902,2.554012129848604
1997-11-30,POMKH,5.3100000000000005,4.66,2.48,3.5725,5.291875,5.425000000000002,5.111910720000001,5.3153536401409065,4.506224635536741,4.782049279865712,4.345000000000001,4.62375,4.454820928,4.204186088407822,4.451157608077234,3.8364610999931372,2.9887500000000005,3.045,2.83321472,4.762454497340087,2.5141931043708112,2.6842944613869553,4.191041666666666,4.29,3.81930736,4.0181504044427845,2.486135295992933,3.15864869468061
1998-02-28,POMRB,5.79,4.985,2.65,4.797499999999999,5.55328125,5.241250000000001,5.383146432,5.404329576975764,6.0722149345470875,5.606214211273951,3.9056250000000006,4.595000000000001,4.666892556800001,4.474161612231152,6.750143063650111,4.760848572796371,3.241875,2.95,2.759928832,4.768300998570833,3.5822328343359273,3.497253796716079,4.307291666666666,4.26,4.210584416,4.223779800931832,4.820453310157406,4.63295752039663
1998-05-31,PREMON,7.225,3.81,5.1,6.683333333333333,6.0065625,5.342500000000001,6.1198878592,5.793670078887016,6.59164079736446,6.080535689776694,4.0275,4.095000000000001,4.32413553408,4.070528168234811,5.695207933142775,5.208641142668314,3.4499999999999997,3.0275,3.6959572992,4.791142832700188,5.103663875522203,4.503856570983155,4.5181249999999995,4.122083333333333,5.199683982933333,4.915269874013941,6.7079069958210535,6.787304271766372
1998-08-31,MONSOON,4.73125,1.41,3.595,2.9166666666666665,6.2496875,5.764062500000001,5.564432715520001,5.537791139869936,4.373659719771326,4.3479871620374375,4.4725,3.7162500000000005,3.158481320448,2.7530274586065935,0.8681201956020974,3.0521928551623247,3.43625,3.45625,3.65557437952,4.803429371990026,2.2526082174916806,2.372690373372746,4.5895624999999995,4.492500000000001,4.2864770564266665,4.311381948231219,2.860752279909821,1.8722333366294117
1998-11-30,POMKH,7.25,7.15,2.43,3.7775,5.9890625,6.249062500000001,6.238659629312,5.902477618203978,5.104063980714719,5.544601966711445,5.5975,4.33875,4.7550887922688005,4.7255210717768135,3.1340411166049824,2.9214773518132375,3.5533333333333332,3.4437499999999996,3.165344627712,4.807492742109812,2.7604829493950214,3.1016318015709285,4.544124999999999,4.543750000000001,4.082886233856,4.134983651753795,3.1167701896444853,3.9748210768218186
1999-02-28,POMRB,5.795,6.055,2.59,5.164,5.723906250000001,6.2503125000000015,6.0611957775872,5.859547122914194,7.200560850365014,6.850771054596669,6.739999999999999,4.60625,5.27505327536128,5.237786237133286,7.464599671762529,5.5054932547812925,3.9097916666666666,3.4287499999999995,2.9352067766272,4.812553006590156,3.5851193666794043,3.2418899847065745,4.830479166666667,4.635375000000002,4.5153317403135995,4.412374586026066,5.217043542983017,5.227555637629215
1999-05-31,PREMON,5.135,11.74,6.096666666666668,5.953333333333332,5.3325,5.727812500000001,5.69071746655232,5.678924753353273,7.275969532901057,7.052443526600172,7.140416666666666,6.58875,7.861031965216769,8.129482100727294,6.599391436219362,5.720481548261338,4.3879166666666665,3.677916666666667,4.199790732642987,4.841983236535877,5.290503232577417,4.7392877991845666,5.2913125,4.4528750000000015,5.090532377521493,4.836722489225681,7.087951455671361,6.853885631251522
1999-08-31,MONSOON,4.7,2.62,5.45,5.9375,5.100625,5.720000000000001,5.294430479931392,5.442063337116899,3.9613987005485347,4.013731782672357,8.315208333333334,6.89125,5.764619179130062,5.40765267608948,5.521456063661391,6.861212867393991,4.910416666666666,4.1416666666666675,4.699874439585793,4.866877268893137,2.8713589715886245,3.319283113810866,5.745791666666666,5.2080833333333345,5.429319426512896,5.131378546770639,2.6304145023778984,2.3462297427003738
1999-11-30,POMKH,4.15,9.143333333333333,4.4,4.443333333333333,5.381875,4.945,4.836658287958835,5.1360182547612245,4.842402555111176,5.688007578866711,9.403958333333334,7.389583333333334,7.116104840811371,7.017165088957714,5.9499263739321036,6.0390832547727005,5.224583333333333,4.634166666666667,4.579924663751476,4.8843998739222805,3.253795961083541,3.3207381396105906,6.589541666666667,5.374541666666668,5.034924989241071,4.9061813511244265,4.674159993195595,5.016171622482597
