Date,Season,Thiruporur,Uthiramerur,Kancheepuram,Sriperumbudur,Marakkanam,St. Thomas Mount,Tambaram,Kundrathur,Acharapakkam,Poonamallee,Chithamur,Walajabad,Tirukalukundram,Kattankolattur,Maduranthakam,Thiruporur_Trend,Thiruporur_SMA,Thiruporur_EWMA,Thiruporur_DES,Thiruporur_TES,Thiruporur_ARIMA,Uthiramerur_Trend,Uthiramerur_SMA,Uthiramerur_EWMA,Uthiramerur_DES,Uthiramerur_TES,Uthiramerur_ARIMA,Kancheepuram_Trend,Kancheepuram_SMA,Kancheepuram_EWMA,Kancheepuram_DES,Kancheepuram_TES,Kancheepuram_ARIMA,Sriperumbudur_Trend,Sriperumbudur_SMA,Sriperumbudur_EWMA,Sriperumbudur_DES,Sriperumbudur_TES,Sriperumbudur_ARIMA,Marakkanam_Trend,Marakkanam_SMA,Marakkanam_EWMA,Marakkanam_DES,Marakkanam_TES,Marakkanam_ARIMA,St. Thomas Mount_Trend,St. Thomas Mount_SMA,St. Thomas Mount_EWMA,St. Thomas Mount_TES,St. Thomas Mount_ARIMA,Tambaram_Trend,Tambaram_SMA,Tambaram_EWMA,Tambaram_DES,Tambaram_TES,Tambaram_ARIMA,Kundrathur_Trend,Kundrathur_SMA,Kundrathur_EWMA,Kundrathur_DES,Kundrathur_TES,Kundrathur_ARIMA,Acharapakkam_Trend,Acharapakkam_SMA,Acharapakkam_EWMA,Acharapakkam_TES,Acharapakkam_ARIMA,Poonamallee_Trend,Poonamallee_SMA,Poonamallee_EWMA,Poonamallee_DES,Poonamallee_TES,Poonamallee_ARIMA,Chithamur_Trend,Chithamur_SMA,Chithamur_EWMA,Chithamur_DES,Chithamur_TES,Chithamur_ARIMA,Walajabad_Trend,Walajabad_SMA,Walajabad_EWMA,Walajabad_DES,Walajabad_TES,Walajabad_ARIMA,Tirukalukundram_Trend,Tirukalukundram_SMA,Tirukalukundram_EWMA,Tirukalukundram_DES,Tirukalukundram_TES,Tirukalukundram_ARIMA,Kattankolattur_Trend,Kattankolattur_SMA,Kattankolattur_EWMA,Kattankolattur_DES,Kattankolattur_TES,Kattankolattur_ARIMA,Maduranthakam_Trend,Maduranthakam_SMA,Maduranthakam_EWMA,Maduranthakam_DES,Maduranthakam_TES,Maduranthakam_ARIMA
1996-02-29,POMRB,2.19,4.95,4.445,3.705,3.0125,4.38,3.4200000000000004,1.745,,2.585,4.2,1.72,3.05,3.985,4.496666666666667,,,2.19,5.125984835737554,2.5625612585893354,0.0,,,4.95,8.317837877241578,3.5135479850074463,0.0,,,4.445,3.982761736215545,4.445,0.0,,,3.705,3.97262638976852,2.9614489768299976,0.0,,,3.0125,3.0587188895080706,2.4421998051499108,0.0,,,4.38,3.5698339542457136,0.0,,,3.4200000000000004,3.0974758784895604,3.0916470905193867,0.0,,,1.745,7.427126804303299,1.6097270244504311,0.0,,,,,,,,2.585,3.9554066565730785,3.3084530661124933,0.0,,,4.2,5.131943056426027,2.742690954580531,0.0,,,1.72,1.457527682218317,1.72,0.0,,,3.05,3.2345757368857706,2.6167567903582007,0.0,,,3.985,8.136522905457355,3.985,0.0,,,4.496666666666667,4.662692024572636,4.508645833333334,0.0
1996-05-31,PREMON,5.21,7.05,5.43,4.795,4.9075,6.68,6.372857142857143,5.63,4.574999999999998,5.915,6.7,2.4,4.4,6.435,6.206666666666668,,,3.3979999999999997,4.623726276621388,4.300414561330239,2.1899915234351837,,,5.790000000000001,10.2171085089635,6.139588107372278,1.5558747626471642e-08,,,4.839,4.196544492393471,5.43,-1.2391590916306655e-13,,,4.141,4.137632999251836,5.649611856001112,3.704994586693891,,,3.7705,3.2077312736431187,4.3638128489107,1.886974553483936,,,5.3,5.499301892081226,4.379989382186493,,,4.601142857142857,3.265167480903615,5.907364342305277,1.546095306443613e-07,,,3.2990000000000004,13.29265465973399,4.694523382769551,1.7449963919023088,4.574999999999998,,4.574999999999998,4.574999999999998,0.0,,,3.917,4.37639142569233,4.752133581152176,1.530545546497217,,,5.2,7.316816566069744,6.6869656502298085,2.7212688387928834,,,1.992,1.4458211410417636,2.4,1.7199968662850376,,,3.59,3.228577663991235,4.040472879028761,1.4711796593162774,,,4.965,10.759006471638473,6.435,-0.6004049827463614,,,5.180666666666667,4.703527163194961,6.229961334256696,3.785039593620674
1996-08-31,MONSOON,3.09,5.4,4.2650000000000015,3.67,4.055,2.8,5.1242857142857146,4.28,,5.49,5.6,1.93,3.35,4.325,4.916666666666667,2.8625,,3.2748,3.883266620650824,4.335719764923906,3.431480621120922,5.353750000000001,,5.634,9.85007436481146,6.055239628522939,5.1674993713600766e-08,4.305625,,4.609400000000001,4.201087649421122,4.2650000000000015,4.2062571003352134e-13,3.84625,,3.9526,4.04398460057505,4.957073265213088,4.449509713801739,3.3153125,,3.8843,3.2023867532384136,4.650537236946167,3.063161769835795,3.49625,,4.3,4.448783597634339,5.781339618224304,4.346071428571429,,4.8104,3.218059858186357,6.028617722370802,5.095794341607551e-07,3.05375,,3.6914000000000002,11.714052458301673,5.046800422189158,4.3525514902045215,,,,,,4.668125,,4.5462,4.620742574570523,5.35973204119299,3.7000054336160555,4.105,,5.359999999999999,8.38032210900125,6.829021611121519,4.315537051091317,1.785,,1.9672,1.3714755715911158,1.93,1.9278665271381557,3.35,,3.4939999999999998,3.2225907058935195,4.3420156787883,2.2498075070172643,4.8968750000000005,,4.709,10.434811036088949,4.325,-0.8685079715145189,4.760000000000001,,5.075066666666666,4.547893903120162,4.95061675433481,4.892869159908825
1996-11-30,POMKH,1.64,5.9,3.945,3.73,2.0975,1.55,3.115714285714286,0.89,,4.585,1.7,1.4,3.24,5.98,4.863333333333333,2.505,3.0325,2.62088,3.0740855911056117,1.4772043568222668,3.8114248776253725,4.683750000000001,5.824999999999999,5.740400000000001,9.14758620039589,4.6847152350295405,8.341519997605493e-08,4.119375000000001,4.52125,4.343640000000001,4.15016003011474,3.945,-1.9916339948450974e-13,3.684375,3.975,3.8635599999999997,3.981141650272129,2.645319173522948,3.78892106221276,2.8671875,3.518125,3.16958,2.847239905873895,2.9564327757062556,2.8765253695472883,2.9299999999999997,3.8525,3.1999999999999997,2.6914524410754272,4.0635614741636905,4.009464285714286,4.508214285714286,4.132525714285714,2.747908000847221,3.7487325433370553,8.00102086624937e-07,2.9606250000000003,3.1362500000000004,2.57084,4.7468687046342986,2.9244585971433583,3.402394099201571,,,,,,4.459999999999999,4.64375,4.561719999999999,4.624333381960631,4.003313661282458,2.246707296992539,3.41625,4.55,3.896,6.879784343648038,3.905367162031858,4.05849230718298,1.5824999999999998,1.8624999999999998,1.74032,1.2218469206321498,1.4,2.1889651700701616,3.0825,3.5100000000000002,3.3924,3.2166148490182658,2.640310297387915,2.249013719313995,4.509375,5.18125,5.2174,10.255075864870548,5.98,-1.1767180506860468,4.706666666666667,5.120833333333334,4.990373333333333,4.421173720971288,4.907283984932354,4.897321150599315
1997-02-28,POMRB,0.83,1.18,2.72,2.6750000000000003,1.39,1.53,2.1228571428571428,1.085,,2.78,0.64,1.1,1.77,1.71,1.61,2.63,2.6925000000000003,1.904528,2.32797377848544,2.5170818617147335,2.6724362824877823,4.202500000000001,4.882499999999999,3.9162400000000006,5.473107127403733,3.8131023650137257,4.545252324493363,4.301875000000001,4.09,3.6941840000000004,3.8888508036379705,4.445,4.173366811914774,3.9587499999999998,3.7175,3.3881359999999994,3.7193591744212138,2.881556206773433,3.7644060612923114,2.5837499999999998,3.1125,2.4577479999999996,2.422979976658559,2.4150571533630254,2.6720242466926463,2.995,3.1400000000000006,2.532,3.4552228381143353,3.492045226028859,4.0930357142857146,4.183928571428571,3.328658285714286,2.199165494076548,3.1001148717625036,3.2241394320494527,2.8775,2.9712500000000004,1.9765039999999998,1.6398590396495658,1.007391863312251,1.649270042477782,,,,,,4.253125,4.6925,3.8490319999999993,4.248154889246292,3.7684809284712117,3.5783642265935565,3.365,3.66,2.5935999999999995,4.885042572718019,2.3579547424606964,3.430598327736457,1.4845833333333334,1.7074999999999998,1.4841920000000002,1.0564174354435756,1.72,1.7754859121525413,3.075,3.1900000000000004,2.74344,3.210650062599058,2.713977499733742,2.9648630497072896,4.55375,4.612500000000001,3.81444,6.797973753964122,3.985,3.725457860894302,5.200208333333334,4.399166666666667,3.638224,3.7704591511973646,4.54744785994462,4.64410402956004
1997-05-31,PREMON,3.71,5.46,5.665,4.529999999999999,2.945,5.0,4.977142857142859,5.545,4.574999999999998,4.055,4.75,1.4,3.54,5.609999999999999,8.666666666666668,2.8175,2.3175,2.6267167999999996,2.2793924957698435,4.145895321145976,4.549760398513195,3.94875,4.484999999999999,4.533744,5.1636383441507485,6.019778544194852,6.473541184360621,4.444375,4.14875,4.482510400000001,4.1591723694440175,5.334432132963988,5.098173630753044,4.22,3.6512499999999997,3.8448815999999995,3.8820060864790817,5.178455764304292,3.7829396966191764,2.5853124999999997,2.621875,2.6526487999999997,2.362795933411446,3.8430159463570033,3.5565483609917132,3.2199999999999998,2.7200000000000006,3.5191999999999997,4.992500383840731,3.9694296850859576,4.613690476190477,3.835,3.988052114285715,2.6487605795359985,5.915831988966188,6.0078888418144345,2.885625,2.95,3.4039023999999998,5.394227968683138,4.069598495004348,4.396378347660257,4.574999999999998,,4.574999999999998,4.574999999999998,0.0,4.1975,4.2275,3.9314191999999992,4.217796655774799,5.1263478465266825,4.934802577644755,4.2775,3.1725000000000003,3.4561599999999997,5.1479365298100035,5.462448674913718,4.180237431053131,1.4579166666666667,1.4574999999999996,1.4505152,1.011023796131114,2.2866481994459833,2.2511431536595454,3.1075,2.975,3.0620640000000003,3.204696350360993,3.8033290944605973,3.6444183353229,4.5112499999999995,4.406250000000001,4.532664,6.231755806839422,6.170318559556787,6.45890046449985,5.277500000000001,5.014166666666667,5.649601066666667,4.430078006336485,6.10399181929109,5.498537672607609
1997-08-31,MONSOON,5.59,3.14,5.49,6.13,3.75,5.0,7.1885714285714295,3.7,,5.695,7.14,2.1466666666666665,4.15,5.505000000000001,6.405,2.7150000000000003,2.9425,3.81203008,2.612133747338,4.068785580406292,3.0281050542413226,4.0975,3.9199999999999995,3.9762464000000004,3.78898531595745,5.783928254273464,4.958457079810984,4.44375,4.455,4.885506240000001,4.393880166509329,4.182967748866262,4.004366581060999,4.185625,4.266249999999999,4.7589289599999995,4.332861753247784,4.570814240324894,3.870901356973892,2.61125,2.5456250000000002,3.09158928,2.4828103004072957,3.683631590657664,2.934115714349969,3.37875,3.2700000000000005,4.11152,3.773773035383855,3.4295502298359652,4.835639880952381,4.351071428571428,5.268259840000001,3.8297654777357346,6.037085224288774,4.8308220860646935,2.9350000000000005,2.8049999999999997,3.52234144,4.968827137657027,4.633386671429303,4.260938194060492,,,,,,4.110625000000001,4.2787500000000005,4.63685152,4.538116601108541,5.010528167914181,5.0509933834490655,5.2562500000000005,3.5575000000000006,4.929696,6.483825952214162,5.412631855988714,4.677129875474007,1.3916666666666666,1.5116666666666663,1.7289757866666666,1.1750143158339406,1.6390892488547508,1.846420116444205,3.0149999999999997,3.1750000000000003,3.4972384000000005,3.198753683084948,3.9536535723045754,2.9636841905801354,4.447708333333333,4.701250000000001,4.921598400000001,5.742402582874148,3.9699213864227563,4.2395684157417275,5.347302083333334,5.38625,5.951760640000001,4.677232051863367,4.957253707808466,4.913180594483929
1997-11-30,POMKH,0.64,6.13,3.86,3.36,2.415,1.15,5.216666666666666,1.535,,3.935,7.46,0.97,2.7,4.46,3.9933333333333336,2.6625,2.6925,2.543218048,2.011000803870745,1.4370883202824953,1.7129860012965077,4.2675,3.9774999999999996,4.8377478400000005,4.655554947036237,4.20847127456352,5.417573475323621,4.504375,4.43375,4.4753037440000005,4.330785903924115,3.931516815042745,3.7039217262099933,4.31625,4.173749999999999,4.199357376,4.137915277240026,3.431177068241146,5.039275718486902,2.6428125000000002,2.625,2.820953568,2.352551898939454,2.1943417662498,2.2690991044566045,3.6800000000000006,3.1700000000000004,2.9269119999999997,2.428650733798495,3.507476671576317,4.854434523809523,4.876309523809523,5.247622570666667,4.318928767846327,3.757200257168502,2.9372799157147127,2.5100000000000002,2.9662499999999996,2.727404864,2.3305691532150528,2.4457860523544936,1.3737947836687163,,,,,,4.224375,4.11625,4.356110912,4.422368647701143,3.8335559318617167,4.043326703323263,5.97125,4.9975000000000005,5.9418176,7.646003735490904,3.2708712611020987,3.63613883162203,1.5041666666666667,1.4041666666666663,1.4253854719999999,1.0560855257581034,1.1643254698535668,1.3855985320581783,3.0025000000000004,3.0400000000000005,3.17834304,3.1928220248688097,2.540461203499453,3.6519043509589553,4.580416666666666,4.321250000000001,4.73695904,4.841872801604629,5.772101518090395,5.350846332214101,5.231270833333334,5.16875,5.1683897173333335,4.494729537283605,4.992650054712412,4.97255839482
1998-02-28,POMRB,1.01,2.14,2.8,2.77,1.28,3.2,1.7975,0.835,,2.7350000000000003,2.71,1.0,1.57,2.7216666666666667,3.038416666666667,2.7525,2.7375,1.9299308287999999,1.6188705611913563,2.397318178450432,2.0164908093447296,4.60125,4.217499999999999,3.7586487040000005,3.1707363960577992,3.4096362137192644,2.9281091647219766,4.66,4.45375,3.8051822464000002,4.080413352096578,4.064154664952205,3.3275514246041054,4.311875000000001,4.197499999999999,3.6276144256,3.8637509778165944,3.1914206717547082,3.2334005902782055,2.7631250000000005,2.5974999999999997,2.2045721408,2.038564236650676,1.9870259026817463,2.0980558805975233,3.97875,3.587500000000001,3.0361472000000003,3.1727501244451926,2.808374075695905,4.877619047619047,4.794970238095237,3.8675735423999997,3.674537662071601,3.1085828012870214,2.688634110350991,2.09375,2.9037499999999996,1.9704429184,0.8582999255298651,0.968908802525428,1.6635197288005763,,,,,,4.276875,4.1049999999999995,3.7076665471999997,4.078665482724747,3.4432251453976965,2.6762927170378905,6.49375,5.515000000000001,4.64909056,6.12510076870077,3.4146489293126523,4.670680439842314,1.6420833333333333,1.3791666666666664,1.2552312831999999,0.9720419789583653,1.2281007661276886,1.5633543385643218,2.9762500000000003,2.9900000000000007,2.535005824,3.1869013576931287,2.5072676568850434,2.0988128956378813,4.542291666666666,4.574166666666668,3.930842090666667,3.3901164526393233,2.8916189043958926,2.9024874625942387,4.879812500000001,5.525854166666667,4.316400497066667,4.163794505327936,3.973578232766663,3.674754612113057
1998-05-31,PREMON,3.11,5.86,6.07,5.48,3.3075,5.74,5.452857142857141,2.395,4.574999999999998,5.01,8.4,2.4,3.64,5.66,6.31,2.8449999999999998,2.5874999999999995,2.40195849728,1.7024194217988555,4.050052745564789,4.1590597928861195,4.308750000000001,4.317499999999999,4.599189222400001,4.364234231925546,5.756816361695503,5.985085185018284,4.714375,4.555000000000001,4.711109347840001,4.416858246649282,5.411429312871372,5.36430376269063,3.994375,4.434999999999999,4.368568655360001,4.187934743921528,5.399836970113081,4.1060987812583996,2.68625,2.6881249999999994,2.64574328448,2.160900961255941,3.5133936690343757,3.201708577455459,4.3475,3.772500000000001,4.11768832,4.98996630839303,4.657109776226649,4.765922619047618,4.913898809523808,4.501686982582856,4.229138338589007,5.924299884080061,5.506409516849362,1.95,2.1162499999999995,2.1402657510400003,1.9413730856208347,3.9482554118329265,4.540280411786009,4.574999999999998,,4.574999999999998,4.574999999999998,0.0,4.196875,4.34375,4.2285999283199995,4.284026756934339,4.8918363219804615,4.622450894325322,6.2775,6.4275,6.149454336,7.571638457796076,6.787137833789117,5.663914797185097,1.63875,1.6291666666666664,1.71313876992,1.2609518025538846,1.7524411773059203,1.9473707920443142,2.93875,3.0150000000000006,2.9770034944000003,3.180991685130837,3.5982482816339845,3.5047530184629068,4.242291666666667,4.586666666666668,4.6225052544,4.173502978059655,5.834378805696776,5.891794846579762,4.587104166666667,4.9366875,5.1138402982399995,4.445194637536847,6.799176785441306,6.717769155747708
