Date,Season,Bihpuria,Bihpuria_Trend,Bihpuria_SMA,Bihpuria_EWMA,Bihpuria_DES,Bihpuria_TES,Bihpuria_ARIMA
1996-02-29,POMRB,2.570666666666667,,,2.570666666666667,2.5950169767341698,2.6426773726680666,0.0
1996-05-31,PREMON,1.0023529411764704,,,1.9433411764705881,2.2458171878086675,1.90401473716997,1.506257034451135e-07
1996-08-31,MONSOON,1.023125,1.4716194852941178,,1.575254705882353,1.934149471289078,1.0616388377752441,5.8731883108226874e-08
1996-11-30,POMKH,1.3946666666666665,1.6285112650829563,1.497702818627451,1.5030194901960785,1.7413829515878159,1.655860433823906,-3.565794109171045e-08
1997-02-28,POMRB,2.3620000000000005,1.8273457532051285,1.4455361519607843,1.8466116941176474,1.7888707835418798,2.6354671089517256,2.570666338936165
1997-05-31,PREMON,2.4661538461538464,1.9419551282051286,1.8114863782051285,2.094428554932127,1.8697538748942462,1.6147301324659868,0.9487483501731151
1997-08-31,MONSOON,1.15,2.1035020032051284,1.8432051282051285,1.7166571329592761,1.668045192045311,1.0658661212432454,1.4404730356460964
1997-11-30,POMKH,2.1846666666666668,2.1444463141025643,2.0407051282051287,1.9038609464422325,1.717415943678558,1.5843840272207372,1.4200502772427561
1998-02-28,POMRB,2.8643749999999994,2.133635416666667,2.1662988782051285,2.2880665678653394,1.9259997585211732,2.559845256918963,2.623795856944723
1998-05-31,PREMON,2.2913333333333337,2.087747596153846,2.1225937500000005,2.289373274052537,2.000100562373354,1.9215712862848637,1.6016427831920925
1998-08-31,MONSOON,1.2383333333333335,2.018604567307692,2.1446770833333337,1.8689572977648556,1.8356974692385672,1.111825878688152,1.2597722310011066
1998-11-30,POMKH,1.7292307692307691,2.070599358974359,2.0308181089743593,1.8130666863512213,1.7918205967577223,1.8058273624091217,1.6813965465509026
1999-02-28,POMRB,2.7666666666666666,2.1407451923076923,2.006391025641026,2.194506678477399,1.9878873091939258,2.6807159464055785,2.5523526780740893
1999-05-31,PREMON,2.805,2.1277788461538463,2.1348076923076924,2.4387040070864394,2.186709008962266,2.064612980545075,2.3838328291433757
1999-08-31,MONSOON,1.2858333333333334,2.094125,2.1466826923076923,1.977555737585197,2.028194061724261,1.172176686341294,1.288221106769367
1999-11-30,POMKH,1.578,1.9507291666666668,2.108875,1.8177334425511185,1.9389393987128738,1.797125671181293,2.004298876396848
2000-02-29,POMRB,2.6486666666666667,1.7825148809523808,2.0793749999999998,2.1501067321973375,2.0954760657296827,2.727273199298441,2.6636217209502906
2000-05-31,PREMON,1.7758333333333332,1.7706964285714286,1.822083333333333,2.0003973726517357,2.045979072673138,2.3336627822538714,2.160747005281755
2000-08-31,MONSOON,0.9692857142857142,1.7927797619047618,1.7429464285714282,1.587952709305327,1.8177293998191988,1.2281071663604441,1.1005378705191853
2000-11-30,POMKH,1.8,1.8785505952380952,1.7984464285714281,1.6727716255831964,1.7892766686547956,1.7399037421567098,1.5614143573706318
2001-02-28,POMRB,2.603333333333333,1.9862440476190475,1.7871130952380945,2.0449963086832508,1.9472141675375003,2.7178343503386766,2.707047924714711
2001-05-31,PREMON,2.507333333333334,2.0045,1.9699880952380946,2.229931118543284,2.0784945839756035,2.161294751446021,2.4266373577902334
2001-08-31,MONSOON,1.0993333333333333,2.002779761904762,2.0024999999999995,1.7776920044593039,1.884865113357864,1.157425654429348,1.1831356784499227
2001-11-30,POMKH,1.8159999999999998,1.9598928571428575,2.006499999999999,1.7930152026755821,1.8608651515564234,1.7776554548193535,1.7812270237509182
2002-02-28,POMRB,2.5735714285714293,1.9272261904761907,1.9990595238095232,2.1052376930339207,2.0108353822880405,2.6962251234282038,2.6953397408809536
2002-05-31,PREMON,2.194,1.950892857142857,1.92072619047619,2.1407426158203524,2.0678454130107804,2.2962612844663095,1.9590491477893273
2002-08-31,MONSOON,1.1513333333333329,2.0037895658263305,1.9337261904761902,1.7449789028255447,1.8852414309436576,1.1549800119574822,1.12072131212466
2002-11-30,POMKH,1.9533333333333327,2.1011862745098036,1.9680595238095233,1.8283206750286598,1.8910411671630551,1.8079985123862035,1.7329866102503553
2003-02-28,POMRB,2.859411764705882,2.14035294117647,2.039519607843136,2.2407571108995485,2.103929997335027,2.671834771577531,2.647619797145867
2003-05-31,PREMON,2.6873333333333327,2.095019607843137,2.162852941176469,2.419387599873062,2.2683042303764913,2.2788138506223525,2.57638195394801
2003-08-31,MONSOON,0.9713333333333334,2.0644473039215683,2.1178529411764693,1.8401658932571705,2.0306002912117425,1.17107613176819,1.1827938950297778
2003-11-30,POMKH,1.7706666666666666,1.8155993589743589,2.0721862745098028,1.8123662026209688,1.9795761311389786,1.8747397217697355,1.8226242626387203
2004-02-29,POMRB,2.7975,1.5529070512820515,2.056708333333332,2.206419721572581,2.163382019298757,2.752929735758014,2.6954212921403657
2004-05-31,PREMON,0.7584615384615385,1.5583497596153846,1.5744903846153835,1.627236448328164,1.8795543319784547,2.4350211590217716,2.221235267700192
2004-08-31,MONSOON,0.7986666666666667,1.5728410790598293,1.531323717948717,1.2958085356635651,1.6251210153229516,1.1204180423846908,0.6487948102785156
2004-11-30,POMKH,1.986875,1.738331997863248,1.58537580128205,1.5722351213981391,1.655681869233873,1.856603931181168,1.8623728393368884
2005-02-28,POMRB,2.6972222222222224,1.908107638888889,1.5603063568376059,2.0222299617277724,1.851681742209126,2.785337692664224,2.8044304465166516
2005-05-31,PREMON,2.182666666666667,1.8859149305555558,1.916357638888888,2.0864046437033306,1.9256132146248364,1.8822685755327593,2.076625015303883
2005-08-31,MONSOON,0.7326666666666668,1.9154861111111112,1.8998576388888881,1.544909452888665,1.672663950412614,1.0283409876484941,0.9930731487907889
2005-11-30,POMKH,1.8753333333333333,1.9607760416666669,1.8719722222222215,1.6770790050665323,1.690435595695539,1.9182080258144718,1.8013391751905865
2006-02-28,POMRB,3.0453333333333332,2.0341979166666664,1.9589999999999992,2.2243807363732526,1.9779307160409718,2.7726884093553856,2.7567119288559265
2006-05-31,PREMON,2.196875,2.134510416666666,1.9625520833333325,2.2133784418239517,2.060115857462939,2.001719050914386,1.5286648439790596
2006-08-31,MONSOON,1.3058333333333334,2.1379010416666664,2.105843749999999,1.8503603984277044,1.9308939542653367,0.9451331458362926,1.0189056564493377
2006-11-30,POMKH,2.1046666666666667,2.101098958333333,2.1631770833333324,1.9520829057232894,1.9836373288637437,1.920968765000314,1.9929483196470283
2007-02-28,POMRB,2.8431249999999992,2.0491770833333334,2.1126249999999986,2.3084997434339734,2.2012102960772557,2.882727895784316,2.8635119318908386
2007-05-31,PREMON,2.1046666666666667,2.047364583333333,2.0895729166666652,2.226966512727051,2.235643295618966,2.0854036475248305,2.346619619457309
2007-08-31,MONSOON,0.9826666666666668,2.19342493872549,2.0087812499999984,1.7292465743028973,2.006326564734349,1.0850945354605024,0.92313851461461
2007-11-30,POMKH,2.4133333333333336,2.306664981617647,2.0859479166666652,2.0028812779150718,2.1059962468236186,2.000737567493845,1.957747141603606
2008-02-29,POMRB,3.702941176470589,2.284306207579186,2.3009019607843126,2.6829052373372786,2.499721969111307,2.8865852889345103,3.0367844114252853
2008-05-31,PREMON,2.150770833333333,2.217564621040724,2.312428002450979,2.4700514757357004,2.514306349366974,2.1093016174973434,2.010367174926611
2008-08-31,MONSOON,0.7576923076923077,2.1463896823152337,2.2561844127073893,1.7851078085183432,2.198573560963667,1.0676202755848871,1.1321293584483976
2008-11-30,POMKH,2.104375,2.108071514423077,2.178944829374056,1.9128146851110062,2.1935060190676734,2.1583564443930867,2.072098208241125
2009-02-28,POMRB,3.4425,2.089918383699634,2.1138345352564087,2.5246888110666035,2.4931695932353013,3.181461299141431,3.1186433113059397
2009-05-31,PREMON,2.1046666666666667,2.0697019870448177,2.1023084935897423,2.356679953306629,2.4694766101211973,2.140711094857607,2.382747659504285
2009-08-31,MONSOON,0.6585714285714286,2.045391325280112,2.0775282738095227,1.6774365434125489,2.114389472388841,0.9795579358495408,0.8036457326693013
2009-11-30,POMKH,2.0417647058823527,2.0657708907548065,2.061875700280111,1.8231678084004705,2.085272583730395,2.157311434236202,2.14443169020276
2010-02-28,POMRB,3.3106250000000004,2.1327092359914053,2.0289069502801107,2.4181506850402825,2.3478855053924916,3.2875160948180246,3.429099099559193
2010-05-31,PREMON,2.3995781904642204,2.1861463858513495,2.102634831229499,2.4107216872098576,2.3912177820348703,2.145754891719395,1.9349778160074975
2010-08-31,MONSOON,0.8991666666666669,2.1856810059493887,2.1627836407533088,1.8060996789925814,2.091862566966971,0.8877352152170035,0.9540458813510266
2010-11-30,POMKH,2.2286666666666672,2.2268094532952074,2.2095091309493875,1.9751264740622156,2.10501962226553,2.135345448044345,2.075212571351638
2011-02-28,POMRB,3.120000000000001,2.3220625000000004,2.1618528809493878,2.4330758844373297,2.3221932303915716,3.3126973995605,3.3037792119960248
2011-05-31,PREMON,2.9192307692307686,2.3947131410256413,2.291766025641025,2.6275378383547054,2.4844903273469914,2.249368523817003,2.2647403358062843
