Date,Season,Bihpuria,Bihpuria_Trend,Bihpuria_SMA,Bihpuria_EWMA,Bihpuria_DES,Bihpuria_TES,Bihpuria_ARIMA
2011-08-31,MONSOON,1.1415384615384616,2.4501442307692303,2.3523589743589737,2.033138087628208,2.2323565519701862,0.9089527184899575,0.9644805812861579
2011-11-30,POMKH,2.5675,2.472435897435897,2.4370673076923066,2.246882852576925,2.309541787845387,2.1844111550792955,2.197567471964353
2012-02-29,POMRB,3.224615384615384,2.4776186660561654,2.4632211538461526,2.6379758653923084,2.5326430702100113,3.2645305812989593,3.4206204487548955
2012-05-31,PREMON,2.992948717948717,2.3576491910866912,2.48165064102564,2.779965006414872,2.689914199369155,2.494462880997302,2.370074424893869
2012-08-31,MONSOON,1.109282661782662,2.1559264346764344,2.47358669108669,2.1116920685619878,2.404140451393366,1.0053747063620926,1.1543627214978243
2012-11-30,POMKH,1.6400000000000003,2.0609264346764347,2.2417116910866905,1.9230152411371928,2.246181239569584,2.3319976888867417,2.296252890874311
2013-02-28,POMRB,2.538333333333333,2.0739442155067156,2.0701411782661783,2.1691424780156487,2.2981005619073698,3.268268521474679,2.977205584254095
2013-05-31,PREMON,2.9192307692307686,2.1153434065934067,2.051711691086691,2.4691777945016966,2.4352179904616906,2.6812266079165585,2.713713472710462
2013-08-31,MONSOON,1.2871428571428571,2.1548850732600733,2.0961767399267397,1.9963638195581608,2.198969020256363,1.0579800797740586,1.0871254513269037
2013-11-30,POMKH,1.7933333333333337,2.1936895604395605,2.134510073260073,1.91515162506823,2.0899847927647577,2.114011977825231,2.2128403274244413
2014-02-28,POMRB,2.7013333333333334,2.2119741462241462,2.1752600732600724,2.2296243083742713,2.19446543143899,3.037396436601958,2.932904607077017
2014-05-31,PREMON,3.0666666666666664,2.218001119829245,2.212119047619047,2.564441251691229,2.380680537930665,2.779450730468736,2.71922311469317
2014-08-31,MONSOON,1.285983645983646,2.236960873617124,2.211829244829244,2.0530582094081957,2.157741404750566,1.1531998335855174,1.2354625872379987
2014-11-30,POMKH,1.8427083333333332,2.259957085738336,2.2241729948292437,1.9689182589782508,2.0718140944546612,2.0222914841181847,1.8343989028431156
2015-02-28,POMRB,2.803636363636364,2.240212917869168,2.2497487524050017,2.302805500841496,2.209680381002442,2.940449945364037,2.706852653365825
2015-05-31,PREMON,3.148333333333333,2.234296875,2.2701654190716685,2.641016633838231,2.422690728885109,2.8944153482042134,2.9982443755647368
2015-08-31,MONSOON,1.0463636363636364,2.2329492694805193,2.2102604166666664,2.0031554348483933,2.150638944818491,1.2156589711705998,1.2651418204157503
2015-11-30,POMKH,2.035,2.183711038961039,2.2583333333333333,2.015893260909036,2.1128663381176347,1.9785413343825855,1.8876034601727276
2016-02-29,POMRB,2.600563852813853,2.2196169733044733,2.2075652056277053,2.2497614976709626,2.2064833802068016,2.911248235321085,2.9143945019028528
2016-05-31,PREMON,2.9575,2.2628145743145742,2.159856872294372,2.5328568986025775,2.3784225665677314,2.998050545567022,2.9195889473341703
2016-08-31,MONSOON,1.5244444444444445,2.259056592712843,2.279377074314574,2.1294919169393243,2.216785558076526,1.1753991528561847,1.1740178447119098
2016-11-30,POMKH,1.9025,2.2549236111111113,2.2462520743145737,2.0386951501635946,2.146213848047749,2.0150506472019414,1.9672399889840857
2017-02-28,POMRB,2.7030000000000003,2.1821527777777776,2.271861111111111,2.304417090098157,2.260391475818046,2.822929493209225,2.659226319624927
2017-05-31,PREMON,2.822,2.0955069444444443,2.237986111111111,2.511450254058894,2.3969627260162802,3.001578983797459,3.063555775231727
2017-08-31,MONSOON,1.0777777777777775,2.0011051587301587,2.126319444444444,1.9379812635464473,2.1327979310571763,1.3113794726488415,1.1797996535951603
2017-11-30,POMKH,1.656,1.9980992063492062,2.064694444444444,1.8251887581278683,2.012342515799139,1.9940773519317856,1.9714895972120772
2018-02-28,POMRB,2.1942857142857144,2.0865992063492063,1.9375158730158726,1.9728275405910067,2.02275593979871,2.7994403641581598,2.6363493527645456
2018-05-31,PREMON,3.306666666666666,2.1203283730158726,2.058682539682539,2.5063631910212707,2.28937835480843,2.957794619288733,2.78414231616757
2018-08-31,MONSOON,1.3011111111111109,,2.114515873015872,2.024262359057207,2.0923893969552063,1.249244999970546,1.4488257327821707
2018-11-30,POMKH,1.7024999999999997,,2.126140873015872,1.895557415434324,,1.896431887844439,1.7400003807262394
