Date,Season,Sarada,Bhinder,Jhadol,Girwa,Mavli,Bargaon,Kotra,Gogunda,Salumbar,Kherwara,Sarada_Trend,Sarada_SMA,Sarada_EWMA,Sarada_DES,Sarada_TES,Sarada_ARIMA,Bhinder_Trend,Bhinder_SMA,Bhinder_EWMA,Bhinder_DES,Bhinder_TES,Bhinder_ARIMA,Jhadol_Trend,Jhadol_SMA,Jhadol_EWMA,Jhadol_DES,Jhadol_TES,Jhadol_ARIMA,Girwa_Trend,Girwa_SMA,Girwa_EWMA,Girwa_DES,Girwa_TES,Girwa_ARIMA,Mavli_Trend,Mavli_SMA,Mavli_EWMA,Mavli_DES,Mavli_TES,Mavli_ARIMA,Bargaon_Trend,Bargaon_SMA,Bargaon_EWMA,Bargaon_DES,Bargaon_TES,Bargaon_ARIMA,Kotra_Trend,Kotra_SMA,Kotra_EWMA,Kotra_DES,Kotra_TES,Kotra_ARIMA,Gogunda_Trend,Gogunda_SMA,Gogunda_EWMA,Gogunda_DES,Gogunda_TES,Gogunda_ARIMA,Salumbar_Trend,Salumbar_SMA,Salumbar_EWMA,Salumbar_DES,Salumbar_TES,Salumbar_ARIMA,Kherwara_Trend,Kherwara_SMA,Kherwara_EWMA,Kherwara_DES,Kherwara_TES,Kherwara_ARIMA
1996-02-29,POMRB,6.132499999999999,9.734,9.736666666666666,7.04375,22.285,12.44,5.7650000000000015,6.096666666666668,6.6579999999999995,5.9899999999999975,,,6.132499999999999,5.69756923536685,6.412686646634549,0.0,,,9.734,8.867909908369095,8.67127344109316,0.0,,,9.736666666666666,9.549694259292815,9.130385711022985,0.0,,,7.04375,9.24116974693991,7.357669906366656,0.0,,,22.285,20.444050564028117,20.39466884839505,0.0,,,12.44,12.816701394403598,12.976621268522862,0.0,,,5.7650000000000015,5.571049899493308,5.916635002782231,0.0,,,6.096666666666668,11.752572146764317,7.145535285202505,0.0,,,6.6579999999999995,6.353421043122364,5.890676379532754,0.0,,,5.9899999999999975,5.70787465807496,5.592161871324302,0.0
1996-05-31,PREMON,8.5,9.52,10.657999999999998,10.311249999999998,23.705,15.52,6.6,9.49,8.885,3.9,,,7.0794999999999995,6.445780969845517,8.042532803346942,6.132492638148283,,,9.648399999999999,8.996344339590648,10.426379913425407,7.295270908546035,,,10.1052,9.62564838129004,11.243848365737897,9.736638450381623,,,8.35075,12.260235500013243,9.493401584374537,7.043731338238167,,,22.853,21.004493823960676,24.12624613526372,22.28474253094333,,,13.672,13.278973934905709,14.762547104765147,12.439918070496903,,,6.099000000000001,5.8025936109682625,7.375333004810209,5.764983442207052,,,7.454000000000001,15.207937766993744,9.017709374798784,6.096645222778385,,,7.5488,6.95499855170509,8.706538645853025,6.657986202886284,,,5.153999999999998,5.680816287076456,5.089541929358793,5.989986493635779
1996-08-31,MONSOON,6.2625,7.7475,6.9819999999999975,5.73625,10.45,11.45,3.81,6.883333333333333,3.1025,4.01,6.773229166666667,,6.752699999999999,6.350921647118433,5.637184274912502,7.83925295272195,7.69425,,8.88804,8.677511023671434,8.323754170959914,8.439438894106262,8.036583333333331,,8.85592,8.978298887251597,6.948659523203557,10.271065111801024,7.214236111111109,,7.30495,11.321091785064977,5.805700631989122,9.25124684527503,17.393124999999998,,17.8918,18.04146295028511,18.6354168883318,23.075091938918607,13.1275,,12.7832,12.801995206810027,10.694162749297329,14.50874104888368,5.7906249999999995,,5.183400000000001,5.52301142078468,3.856619171672173,6.2550307498427795,8.642083333333334,,7.225733333333334,14.880186173941304,5.942285668000846,8.545578357773081,5.457624999999999,,5.77028,5.880716368176087,6.040023925970124,7.951387513626876,4.5775,,4.696399999999999,5.653887597784981,3.819828201792344,4.714249847280398
1996-11-30,POMKH,6.296666666666668,5.285,6.376,5.724444444444442,14.565,12.78,6.67,8.933333333333334,4.128,4.64,6.566666666666666,6.797916666666667,6.570286666666666,6.290583866651294,6.173632597408247,6.308166968873811,7.268125,8.071625,7.446823999999999,7.855598303191311,7.263381301180602,8.070029141277786,7.680249999999999,8.438166666666666,7.863951999999999,8.34822156133153,7.915244887271878,8.659030939997765,6.944253472222222,7.20392361111111,6.672747777777776,9.977190556206516,6.231088526377251,6.531067719403353,17.134375,17.75125,16.56108,16.91887678473605,15.023132470997345,17.388531124809532,13.205,13.0475,12.78192,12.701677615457974,11.541910634133766,12.204154329964476,5.72,5.71125,5.778040000000001,5.75362605745609,5.469381230770181,5.06906579608889,10.128333333333334,7.850833333333333,7.908773333333334,14.621468673246255,5.568041950098824,6.728945635293105,4.9675,5.693375,5.1133679999999995,5.366012958668931,4.55064738520639,5.568672576592056,4.87625,4.634999999999999,4.673839999999998,5.627093684131935,4.549353639330112,4.772019370214037
1997-02-28,POMRB,5.935,6.715,6.523999999999999,7.1262500000000015,19.42,13.08,6.4,12.426666666666668,4.772,5.53,6.049479166666666,6.748541666666666,6.316172,6.133668212969105,6.920083485911374,6.257626190558627,6.9925,7.316874999999998,7.154094399999999,7.565412879403344,8.008838013721778,8.545468972805896,7.614208333333333,7.635,7.327971199999999,7.876980131373108,8.425720065646392,7.960546092394711,6.712819940476191,7.22454861111111,6.854148666666665,9.37037542689961,7.324862196723229,6.697640964220124,17.8725,17.035,17.704648,17.332407977528767,16.650675231987904,18.15809831099597,11.92125,13.2075,12.901152,12.684765391808984,13.666653533637046,12.682173691733217,5.69625,5.869999999999999,6.026824000000001,5.9245755180705215,6.392775995742024,5.894033412244522,11.023750000000001,9.433333333333334,9.715930666666669,15.751585420639614,9.072985343616704,7.508684674185591,4.9078125,5.221874999999999,4.9768208000000005,5.159350519458779,4.75553677179939,5.039303794453034,5.168333333333333,4.52,5.016303999999999,5.60043676110147,5.629650238441953,5.666276730598931
1997-05-31,PREMON,7.045,9.13,11.02,8.068888888888887,24.5,15.5,5.4,15.05,6.85,6.75,5.633333333333334,6.384791666666667,6.6077031999999996,6.365596923550783,8.163530881369002,7.520313531825848,6.943125,7.2193749999999985,7.94445664,7.91202735379259,8.545137552774177,7.592652610574735,7.516416666666666,7.725500000000001,8.804782719999999,8.3686587338564,9.349458238953975,7.685699683379163,6.977584325396825,6.6639583333333325,7.340044755555554,9.22840347085555,9.513014298966315,9.477804757124058,19.051875000000003,17.23375,20.4227888,18.928123597148677,20.84095526394826,20.594523540666803,10.39625,13.2025,13.9406912,13.17113677680352,15.43699126795883,14.416557904271574,5.70125,5.5699999999999985,5.776094400000001,5.90360163663347,7.843293790565493,6.277846825513331,11.324166666666667,10.823333333333332,11.849558400000001,17.63385278194071,13.220290471478913,12.195970528214849,5.30225,4.713125,5.72609248,5.552343666055808,7.218377087968902,6.103818103671218,5.180416666666666,5.2325,5.7097824,5.573919801798204,4.526085962534578,4.019532667645484
1997-08-31,MONSOON,3.58,5.932499999999999,6.091666666666666,6.127142857142857,15.56,1.2,4.82,8.486666666666666,4.66,3.496666666666666,5.69125,5.714166666666666,5.396621919999999,5.47218454999666,4.894277632681674,5.938763297908595,7.3596875,6.765624999999999,7.139673984,7.4244523958735575,7.04213459956425,7.088757073146106,7.7549166666666665,7.502916666666668,7.719536298666665,7.809969825844636,6.124636806413244,7.017411441510756,7.3914558531746035,6.761681547619048,6.854883996190475,7.951576275393906,4.796989849185048,5.386008229256607,20.10625,18.51125,18.477673279999998,17.82142279000443,17.479425466419872,14.996127511797862,10.3375,10.64,8.84441472,10.600879926239664,11.152245203316832,12.810009027037779,5.421250000000001,5.822499999999999,5.393656640000001,5.770842196051382,4.17529551297171,4.747210351019838,11.75125,11.224166666666665,10.504401706666666,14.278204717980637,10.846347933514604,10.886212471303946,5.86875,5.1025,5.299655488,5.265856007356216,4.294762679174415,3.317653011549637,5.352083333333333,5.104166666666666,4.824536106666667,5.547493024213118,4.309290446087541,4.982501230516603
1997-11-30,POMKH,5.65,6.705,6.484,7.451666666666667,18.89,10.83,5.7,9.733333333333334,5.726,5.25,5.9328125,5.5525,5.497973152,5.417183742100884,4.367511549722722,4.6475102441611345,7.63125,7.1206249999999995,6.9658043904,7.234487103879234,5.526664997617619,5.165869567409506,7.728416666666668,7.529916666666668,7.2253217792,7.442379854500016,7.0597662893474915,6.20358901613503,7.743469742063493,7.193487103174604,7.093597064380952,7.67359209177294,5.858656242063899,6.087720481116047,20.6475,19.5925,18.642603968,17.858468337125263,17.137048147728827,17.914233503425983,10.502500000000001,10.1525,9.638648832,10.5688782197874,8.663772345689413,7.745143520161623,5.428750000000001,5.579999999999998,5.516193984000001,5.791799572829207,5.908579505386562,6.082760860329636,12.234166666666667,11.424166666666665,10.195974357333334,12.086518757230454,8.766367553417917,8.692286111810809,6.4455,5.502,5.470193292799999,5.3359241252832295,4.358201053254476,4.500007038184203,5.435833333333333,5.256666666666666,4.994721664,5.521210973425697,4.828203998814514,4.5540467548289545
1998-02-28,POMRB,7.045,8.6275,8.324000000000002,8.71,23.53,14.56,5.13,15.043333333333333,7.706,6.293333333333332,6.6009375,5.830000000000001,6.1167838912,5.8274613482451825,5.749533079232048,5.709623898102156,8.386354166666667,7.59875,7.63048263424,7.54169279662224,7.538749308492554,7.563946519406096,7.577708333333334,7.979916666666668,7.664793067520001,7.505015464176499,8.027288355911626,6.916964069571556,7.98078869047619,7.589424603174604,7.740158238628572,8.159478494158897,7.90696088032211,7.692800668301672,21.04125,20.62,20.5975623808,19.066496265263854,19.91844507760186,21.467147715534274,11.895,10.5225,11.6071892992,11.3138684869497,11.077686926778002,11.794370065009916,5.56625,5.2624999999999975,5.361716390400001,5.706412688235764,6.614473044278512,5.829846502585246,13.161249999999999,12.078333333333331,12.134917947733333,13.596885856828392,11.03191443982574,10.298976694748177,6.9975000000000005,6.2355,6.36451597568,5.904972306503134,5.404880554483518,5.616482646022406,5.599166666666666,5.447499999999999,5.514166331733334,5.495065166618992,5.906014607133498,5.736688279114089
1998-05-31,PREMON,7.8675000000000015,9.39,9.008,9.30125,24.72,15.34,6.73,16.296666666666667,8.53,6.656666666666666,7.317500000000001,6.035625000000001,6.81707033472,6.43335803036534,8.243095108245239,7.990078831559291,9.666666666666668,7.6637499999999985,8.334289580543999,7.9550760678326276,9.286298585973814,9.344574187977974,7.73175,7.476916666666667,8.202075840512,7.686355973390368,9.99390012552401,9.756690752364573,7.673854166666667,7.897514880952382,8.364594943177144,8.85001124765857,10.55047704242103,9.68443351056179,21.311875,20.675,22.24653742848,20.254012484883404,24.548242845077745,24.732831634592213,13.116875,10.482500000000002,13.10031357952,12.060513795115325,14.115755914803408,15.01516968310622,5.275,5.594999999999997,5.90902983424,5.904673144775054,7.766841504733903,5.6527059421901455,14.08,12.389999999999997,13.799617435306667,15.555912584398044,15.519122392513781,14.98959111862602,7.435416666666667,6.6555,7.2307095854079995,6.5352808899859625,8.941867012206934,8.214907715053315,5.562083333333333,5.4241666666666655,5.971166465706666,5.469047490568926,5.6391584587516235,5.665074220537756
