Date,Season,Dibrugarh West,Dibrugarh West_Trend,Dibrugarh West_SMA,Dibrugarh West_EWMA,Dibrugarh West_DES,Dibrugarh West_TES,Dibrugarh West_ARIMA
1996-02-29,POMRB,3.559,,,3.559,3.4205242733689283,3.6716914682539685,0.0
1996-05-31,PREMON,1.89,,,2.8914,2.9616035286616693,2.094780064195576,0.0
1996-08-31,MONSOON,1.4888888888888892,2.1386249999999998,,2.3303955555555556,2.4765993884099085,1.7661119242437135,0.0
1996-11-30,POMKH,1.9633333333333327,2.2205555555555554,2.2253055555555554,2.1835706666666663,2.1938196046221963,2.2946495983674318,0.0
1997-02-28,POMRB,2.8655555555555554,2.4262499999999996,2.0519444444444446,2.456364622222222,2.196832015834067,3.8979528466215383,3.558999426179852
1997-05-31,PREMON,3.238888888888889,2.5697023809523807,2.3891666666666667,2.7693743288888886,2.3232666864483185,2.105575795982559,1.8899996952739306
1997-08-31,MONSOON,1.7855555555555556,2.684404761904762,2.4633333333333334,2.375846819555555,2.097933555365076,1.9564661496809546,1.4888886488342552
1997-11-30,POMKH,2.814285714285714,2.6963492063492063,2.676071428571429,2.5512223774476186,2.171920097580465,2.4775499534852097,1.9633330167836769
1998-02-28,POMRB,2.9322222222222223,2.6836408730158734,2.6927380952380955,2.70362231535746,2.288317878465356,4.008490145551456,3.202453820231996
1998-05-31,PREMON,3.2677777777777783,2.6832142857142856,2.699960317460318,2.929284500325587,2.49612732897989,2.7846662624045377,2.583553327035038
1998-08-31,MONSOON,1.6549999999999998,2.7852356150793653,2.667321428571429,2.419570700195352,2.2791821536928034,2.1790227619230755,1.641424833091525
1998-11-30,POMKH,2.9414285714285717,2.8763640873015874,2.6991071428571436,2.62831384868864,2.4135984100094006,2.7584861210508373,2.4008643845217423
1999-02-28,POMRB,3.62125,2.8230828373015875,2.871364087301588,3.025488309213184,2.7246644178702306,3.8700088639150483,3.104072256746642
1999-05-31,PREMON,3.3077777777777784,2.719623015873016,2.8813640873015878,3.1384040966390216,2.9340400496822308,3.1845465157336674,2.8326547338828916
1999-08-31,MONSOON,1.18875,2.660069444444445,2.764801587301588,2.358542457983413,2.565425340233341,2.245411596959526,1.6463670609985002
1999-11-30,POMKH,2.58,2.519565972222222,2.674444444444445,2.447125474790048,2.573818743776124,2.9019055955205975,2.5976642786265
2000-02-29,POMRB,3.50625,2.4678125000000004,2.645694444444445,2.870775284874029,2.8248036293980654,3.7826116718386062,3.25765033949164
2000-05-31,PREMON,2.29875,2.583715277777778,2.3934375000000006,2.641965170924417,2.7393180569638185,3.1524967571586275,2.973744498671161
2000-08-31,MONSOON,1.78375,2.6172395833333333,2.5421875000000003,2.29867910255465,2.519503254853536,1.686060870813301,1.5104757706706382
2000-11-30,POMKH,2.9122222222222223,2.7698090277777774,2.625243055555556,2.544096350421679,2.6059747691837116,2.68441328341607,2.5924187975903945
2001-02-28,POMRB,3.4422222222222216,2.8610243055555555,2.6092361111111115,2.9033466991418964,2.8282438156726033,3.643842096458108,3.322818524590099
2001-05-31,PREMON,3.583333333333333,2.791888888888889,2.9303819444444446,3.175341352818471,3.073313187260767,2.8553889055657686,2.7968007074371233
2001-08-31,MONSOON,1.2288888888888891,2.816583333333333,2.791666666666667,2.396760367246638,2.6784671141708767,1.9103081725094162,1.5821121740476887
2001-11-30,POMKH,2.914,2.782045138888889,2.792111111111111,2.603656220347983,2.7393272158714432,2.8216983420714428,2.676252414775995
2002-02-28,POMRB,3.638,2.790298611111111,2.8410555555555557,3.01739373220879,2.986785799643487,3.645158208026335,3.3517963580317294
2002-05-31,PREMON,3.11125,2.8510625000000003,2.7230347222222226,3.054936239325274,3.0760659521295373,3.135314272011325,2.9876826640399203
2002-08-31,MONSOON,1.767,2.8189375,2.8575625000000002,2.539761743595164,2.7989051045649638,1.6851445931908948,1.4963891543421126
2002-11-30,POMKH,2.8620000000000005,2.8488506944444447,2.8445625000000003,2.6686570461570986,2.8180751955949375,2.924226059328965,2.733950878578992
2003-02-28,POMRB,3.4330000000000003,2.908791666666667,2.7933125000000003,2.974394227694259,2.9849272016919284,3.6968241376317494,3.4180136537599135
2003-05-31,PREMON,3.5555555555555562,2.8914166666666676,2.904388888888889,3.206858758838778,3.171596841887644,3.135317138942087,3.0162717301026074
2003-08-31,MONSOON,1.8022222222222224,2.8873888888888892,2.9131944444444446,2.6450041441921557,2.880824654804455,1.787563015184567,1.5589988341873775
2003-11-30,POMKH,2.6877777777777787,2.693975694444445,2.8696388888888893,2.662113597626405,2.8328880908825766,2.9808320275002687,2.763576869647998
2004-02-29,POMRB,3.575,2.4873561507936506,2.9051388888888896,3.0272681585758434,3.020213519336787,3.6608903518847042,3.421379819569738
2004-05-31,PREMON,1.86625,2.5190525793650798,2.4828125000000005,2.562860895145506,2.7512223175085384,3.3088895738024457,3.137403241809927
2004-08-31,MONSOON,1.8385714285714283,2.565997023809524,2.4918998015873024,2.273145108515875,2.4972285336231663,1.5152174581370104,1.613630579633278
2004-11-30,POMKH,2.905,2.6407886904761906,2.5462053571428576,2.525887065109525,2.5437366076312413,2.6388985238505636,2.7465512179393268
2005-02-28,POMRB,3.733333333333333,2.686217261904762,2.585788690476191,3.0088655723990483,2.8127838978342186,3.438349580526855,3.455258702859609
2005-05-31,PREMON,2.3062500000000004,2.6703958333333335,2.695788690476191,2.727819343439429,2.6963211083888967,2.7755311972243826,2.857067336708125
2005-08-31,MONSOON,1.7619999999999998,2.6903363095238095,2.676645833333334,2.3414916060636575,2.449685879526593,1.610632589002008,1.6632382857755033
2005-11-30,POMKH,2.8549999999999995,2.8561026785714287,2.664145833333334,2.546894963638194,2.5075429951021215,2.698153882249123,2.7814949849614767
2006-02-28,POMRB,3.942857142857144,3.0056071428571434,2.716526785714287,3.1052798353257742,2.8551068239967563,3.4912933201239733,3.5158930472941354
2006-05-31,PREMON,3.4228571428571435,3.0097321428571435,2.9956785714285727,3.232310758338322,3.046865754049473,2.6593180368802494,2.736961277203265
2006-08-31,MONSOON,1.841428571428572,3.0005714285714293,3.0155357142857158,2.675957883574422,2.803521943041748,1.8903812657236059,1.6847733383872094
2006-11-30,POMKH,2.808571428571429,2.9895357142857146,3.003928571428573,2.7290033015732247,2.819339138869042,2.9806981221544193,2.7975227987606646
2007-02-28,POMRB,3.9160000000000004,3.0513214285714287,2.9972142857142874,3.2038019809439353,3.1243359629846306,3.824233525665768,3.6083425450203963
2007-05-31,PREMON,3.361428571428571,3.1497142857142855,2.9818571428571445,3.26685261713779,3.2595588893581584,3.0333586268578117,2.8854766416828115
2007-08-31,MONSOON,2.397142857142857,3.191642857142857,3.1207857142857156,2.9189687131398165,3.1189235623097478,1.9868050968459317,1.718693515192163
2007-11-30,POMKH,3.04,3.208482142857143,3.178642857142858,2.96738122788389,3.1425829424930822,3.1336329043846565,2.7999151317160194
2008-02-29,POMRB,4.0200000000000005,3.0815848214285717,3.204642857142858,3.3884287367303343,3.416671065941061,4.077370159446688,3.6746708962753747
2008-05-31,PREMON,3.3921428571428573,2.876785714285715,3.212321428571429,3.3899143848953432,3.498851175022327,3.339776931874976,2.9880878616149094
2008-08-31,MONSOON,1.3512499999999998,2.836651785714286,2.950848214285715,2.574448630937206,3.0302676788857315,2.279111543107758,1.8649614685060127
2008-11-30,POMKH,2.4475,2.8667410714285713,2.802723214285715,2.5236691785623235,2.871320615275595,3.056429484790919,2.8516754034624032
2009-02-28,POMRB,4.291428571428572,2.8723288690476187,2.870580357142858,3.230772935708823,3.208229596418298,3.88990884048246,3.7489219083437115
2009-05-31,PREMON,3.361428571428571,2.9404613095238092,2.8629017857142864,3.2830351899967223,3.282044378091382,3.226652187578648,3.0749658340349266
2009-08-31,MONSOON,1.4266666666666667,3.007916666666667,2.881755952380953,2.5404877806647,2.8465369058534917,1.8961012930650778,1.7545056857866397
2009-11-30,POMKH,2.9171428571428573,2.989539847883598,2.999166666666667,2.691149811255963,2.8263902900346793,2.816217760579245,2.764771541504267
2010-02-28,POMRB,4.361428571428571,3.0359546957671957,3.0166666666666666,3.359261315325006,3.1929367765471994,4.031870151996207,3.8653763405645165
2010-05-31,PREMON,3.1444140211640215,3.1056347552910055,2.962413029100529,3.2733223976606123,3.218963234816408,3.2894445648281456,3.1364578998574917
2010-08-31,MONSOON,2.015,3.025188326719577,3.1094963624338625,2.7699934385963676,2.9443059984344764,1.7511239314544875,1.684131790995471
2010-11-30,POMKH,2.88625,3.0444406415343916,3.1017731481481485,2.8164960631578206,2.9122401812868044,2.950816145952289,2.7974795546160864
2011-02-28,POMRB,3.74875,3.162152777777778,2.948603505291006,3.189397637894692,3.110608426797348,4.210074368489412,3.9717501343611863
2011-05-31,PREMON,3.9111111111111114,3.1934027777777776,3.1402777777777784,3.4780830271812597,3.341225685815288,3.2077327832278586,3.138164016178767
2011-08-31,MONSOON,2.19,3.282934027777778,3.184027777777778,2.9628498163087555,3.101606431393528,1.9219819802586318,1.7550834054599702
2011-11-30,POMKH,2.96125,3.334145833333333,3.202777777777778,2.962209889785253,3.0717503563958557,3.0470028189656273,2.8165155521683176
2012-02-29,POMRB,4.39,3.254985615079365,3.363090277777778,3.5333259338711516,3.4194342373439546,4.209084312801198,3.923959996741238
2012-05-31,PREMON,3.6795555555555564,3.1455064484126987,3.3052013888888894,3.591817782544913,3.5555192747932596,3.641239880648651,3.3038107685700755
2012-08-31,MONSOON,1.7882738095238095,2.9901493055555557,3.204769841269842,2.8704001933364713,3.177513599407983,2.1459202925625327,1.8482883892408448
2012-11-30,POMKH,2.487142857142857,2.923,3.0862430555555562,2.7170972588590256,2.9997792333638875,3.073465735716294,2.847532928906846
2013-02-28,POMRB,3.62125,2.9660887896825394,2.894055555555556,3.0787583553154154,3.1308409131053927,4.208617514018394,4.023795968981991
2013-05-31,PREMON,3.9111111111111114,3.0160590277777777,2.951944444444445,3.411699457633694,3.3332104409445713,3.4447167537671675,3.3843035285494403
2013-08-31,MONSOON,1.901428571428572,3.040634920634921,2.9802331349206352,2.807591103151645,2.9997233996331985,1.8862381552364411,1.8354319522981482
2013-11-30,POMKH,2.77375,2.971496031746032,3.051884920634921,2.7940546618909874,2.914723016164905,2.795219872929978,2.7703294851061315
2014-02-28,POMRB,3.53125,2.8067619047619052,3.029384920634921,3.088932797134593,3.03771363973348,4.016111561020709,3.9375825710059926
2014-05-31,PREMON,3.4480000000000004,2.713225818452381,2.9136071428571433,3.2325596782807557,3.135562453246731,3.545084754111751,3.4971300757560155
2014-08-31,MONSOON,1.0466666666666666,2.703184275793651,2.699916666666667,2.35820247363512,2.6156443800244102,1.7642329818712472,1.849566469169726
2014-11-30,POMKH,2.8802232142857145,2.5920280257936508,2.726534970238096,2.567010769895358,2.611432243539178,2.5149357419869003,2.7710620578668865
2015-02-28,POMRB,3.344444444444444,2.5083891369047624,2.6798335813492073,2.8779842397149924,2.7398250794725865,3.651658266329923,3.8505711375077136
