Date,Season,Baramula,Sonawari,Gulmarg,Sopore,Baramula_SMA,Baramula_EWMA,Baramula_TES,Baramula_ARIMA,Sonawari_SMA,Sonawari_EWMA,Sonawari_TES,Sonawari_ARIMA,Gulmarg_SMA,Gulmarg_EWMA,Gulmarg_TES,Gulmarg_ARIMA,Sopore_SMA,Sopore_EWMA,Sopore_TES,Sopore_ARIMA
1996-02-29,POMRB,,,,,,,,,,,,,,,,,,,,
1996-05-31,PREMON,1.5630000000000002,2.272333333333333,0.996,0.7939999999999999,,1.5630000000000002,1.6279296875,0.0,,2.272333333333333,2.30875,0.0,,0.996,2.48985761415742,0.0,,0.7939999999999999,0.82703125,0.0
1996-08-31,MONSOON,2.601875,2.855,3.1675,1.3224999999999998,,1.9785500000000003,2.724180228531856,0.7814999989167952,,2.5054,2.92359649122807,2.1931789291196804,,1.8646000000000003,3.686657659160685,0.45343619727985185,,1.0053999999999998,1.3847195290858725,-0.3033328615388258
1996-11-30,POMKH,2.379375,3.4020833333333336,6.76,1.7025,,2.1388800000000003,2.5516610563411692,1.2135833312519737,,2.8640733333333337,3.4987122272440105,2.5175857840219074,,3.8227600000000006,5.2176119051472,1.5682190582588647,,1.28424,1.79014594467699,-0.37465258749148206
1997-02-28,POMRB,,,,,,,,,,,,,,,,,,,,
1997-05-31,PREMON,1.5630000000000002,2.272333333333333,0.996,0.7939999999999999,2.0268125,1.9085280000000004,1.7780967576072175,0.8407320969615084,2.7004374999999996,2.6273773333333335,2.3929731704319304,2.8105291074050363,2.9798750000000003,2.6920560000000004,2.6402691081407466,2.957454558229879,1.1532499999999999,1.088144,0.9034247492676354,-0.7672220623288053
1997-08-31,MONSOON,2.601875,2.855,3.1675,1.3224999999999998,2.28653125,2.1858668000000003,1.8037656697706654,0.4476974109929429,2.8461041666666667,2.7184264000000002,2.4073699164189217,2.8758687345055867,3.5227500000000003,2.8822336,2.4828927380346286,-1.6456433075957881,1.285375,1.1818863999999998,0.9164831249898181,0.7056957327034568
1997-11-30,POMKH,2.379375,3.4020833333333336,6.76,1.7025,2.23090625,2.2632700800000003,2.984998930985057,1.5721762572743552,2.982875,2.991889173333334,3.0698800806519486,2.577704761722253,4.420875,4.43334016,3.9803548508865467,1.663590212914426,1.380375,1.39013184,1.517404100614225,1.056544585780517
1998-02-28,POMRB,,,,,,,,,,,,,,,,,,,,
1998-05-31,PREMON,1.5630000000000002,2.272333333333333,0.996,0.7939999999999999,2.0268125,1.983162048,2.751552868109692,0.5107212922948072,2.7004374999999996,2.7040668373333334,3.688992497378868,2.553015264676883,2.9798749999999994,3.0584040960000003,6.075014440308127,0.1954215732592628,1.1532499999999999,1.1516791039999998,1.949215139238678,1.4280672947230775
1998-08-31,MONSOON,2.601875,2.855,3.1675,1.3224999999999998,2.28653125,2.2306472288,1.8508334288625572,1.1777817872943888,2.8461041666666667,2.7644401024,2.4321187129037334,3.0504238580899905,3.5227499999999994,3.1020424576000005,2.5344527571956266,0.1565059145286311,1.285375,1.2200074624,0.9392165762075718,1.0877563254279417
1998-11-30,POMKH,2.379375,3.4020833333333336,6.76,1.7025,2.23090625,2.29013833728,2.1354660526827054,2.043416414018457,2.982875,3.0194973947733335,2.5910844617588666,2.8627735296586487,4.420875,4.56522547456,2.8976884375164933,1.5216305028771542,1.380375,1.41300447744,1.0835209557965602,0.9031436877130028
1999-02-28,POMRB,,,,,,,,,,,,,,,,,,,,
1999-05-31,PREMON,1.5630000000000002,2.272333333333333,0.996,0.7939999999999999,2.0268125,1.9992830023680002,3.0278646447490694,1.5263255008414736,2.7004374999999996,2.720631770197333,3.275274353337302,2.4696296912210274,2.9798749999999994,3.137535284736,4.951212159352815,2.6064389337343825,1.1532499999999999,1.165402686464,1.6723329002057992,1.2532433392159614
1999-08-31,MONSOON,2.601875,2.855,3.1675,1.3224999999999998,2.28653125,2.2403198014208003,2.5935544142372704,1.1587783693079707,2.8461041666666667,2.7743790621184,3.464570924587787,2.9875220747175475,3.5227499999999994,3.1495211708416,5.317613411295764,0.29368916640464526,1.285375,1.2282416118783999,1.7691490195175985,1.4101119960370787
1999-11-30,POMKH,2.379375,3.4020833333333336,6.76,1.7025,2.23090625,2.2959418808524803,2.1199587980430783,2.0598371392555825,2.982875,3.0254607706043735,2.5789121862921345,2.943641596886,4.420875,4.59371270250496,2.882424900943199,1.52274884040553,1.380375,1.41794496712704,1.0730813507670018,0.9946325100883364
2000-02-29,POMRB,,,,,,,,,,,,,,,,,,,,
2000-05-31,PREMON,1.5630000000000002,2.272333333333333,0.996,0.7939999999999999,2.0268125,2.0027651285114882,2.262205828440909,1.547860760041606,2.7004374999999996,2.7242097956959572,2.8415354124028367,2.5567687638333876,2.9798749999999994,3.154627621502976,3.986257009950114,2.3695254671592734,1.1532499999999999,1.168366980276224,1.2796612207300107,1.253243339215961
2000-08-31,MONSOON,2.601875,2.855,3.1675,1.3224999999999998,2.28653125,2.2424090771068927,2.764510816716481,1.2756834886805686,2.8461041666666667,2.7765258774175745,3.078976324892846,2.939146459704424,3.5227499999999994,3.1597765729017855,4.307445006656826,2.4011661303315774,1.285375,1.2300201881657342,1.5026892070681157,1.4101119960370787
2000-11-30,POMKH,2.379375,3.4020833333333336,6.76,1.7025,2.23090625,2.2971954462641357,2.6933026199295016,2.0493825362373475,2.982875,3.0267488597838783,3.405958328627844,2.8933911085582875,4.420875,4.599865943741071,5.139422791147189,2.2438483414102004,1.380375,1.4190121128994404,1.7358020531004925,0.9946325100883364
2001-02-28,POMRB,,,,,,,,,,,,,,,,,,,,
2001-05-31,PREMON,1.5630000000000002,2.272333333333333,0.996,0.7939999999999999,2.0268125,2.0035172677584816,2.2152793196750444,1.6197457685761751,2.7004374999999996,2.72498264920366,2.8105688822633117,2.5642345048431,2.9798749999999994,3.158319566244643,3.928773956589895,2.138008779047396,1.1532499999999999,1.1690072677396643,1.2523773386877672,1.253243339215961
2001-08-31,MONSOON,2.601875,2.855,3.1675,1.3224999999999998,2.28653125,2.242860360655089,2.089941641225953,1.0600289218589398,2.8461041666666667,2.776989589522196,2.6952422908450333,3.025696644194971,3.5227499999999994,3.161991739746786,3.4549428577765697,2.5895703300671036,1.285375,1.2304043606437984,1.1555613100158006,1.4101119960370787
2001-11-30,POMKH,2.379375,3.4020833333333336,6.76,1.7025,2.23090625,2.2974662163930537,2.7976209846047735,1.6357087341240708,2.982875,3.027027087046651,3.0572068135864274,2.873708900353668,4.420875,4.6011950438480715,4.240116997204866,1.9817148118475134,1.380375,1.419242616386279,1.489921655773239,0.9946325100883364
2002-02-28,POMRB,,,,,,,,,,,,,,,,,,,,
2002-05-31,PREMON,1.5630000000000002,2.272333333333333,0.996,0.7939999999999999,2.0268125,2.003679729835832,2.6659504680819532,1.6117147910302232,2.7004374999999996,2.725149585561324,3.478405655609861,2.5078770674740043,2.9798749999999994,3.159117026308843,5.761499846863032,2.2323893007504907,1.1532499999999999,1.1691455698317674,1.7863283668888585,1.253243339215961
2002-08-31,MONSOON,2.601875,2.855,3.1675,1.3224999999999998,2.28653125,2.2429578379014994,2.033037736332649,1.0773410720821248,2.8461041666666667,2.7770897513367947,2.6583604071628995,3.0504207286502325,3.5227499999999994,3.162470215785306,3.3735773488904366,2.8161319574651036,1.285375,1.2304873418990603,1.1229672372742077,1.4101119960370787
2002-11-30,POMKH,2.379375,3.4020833333333336,6.76,1.7025,2.23090625,2.2975247027408994,2.215181635494715,1.5563433958431352,2.982875,3.0270871841354103,2.725005220442241,2.9432091870064387,4.420875,4.601482129471184,3.4932755851942034,2.060516473192289,1.380375,1.4192924051394362,1.1895597493452024,0.9946325100883364
2003-02-28,POMRB,,,,,,,,,,,,,,,,,,,,
