Date,Season,Sadhura,Bilaspur,Radaur,Jagadhri,Chachhrauli,Sadhura_Trend,Sadhura_SMA,Sadhura_EWMA,Sadhura_DES,Sadhura_TES,Sadhura_ARIMA,Bilaspur_Trend,Bilaspur_SMA,Bilaspur_EWMA,Bilaspur_DES,Bilaspur_TES,Bilaspur_ARIMA,Radaur_Trend,Radaur_SMA,Radaur_EWMA,Radaur_DES,Radaur_TES,Radaur_ARIMA,Jagadhri_Trend,Jagadhri_SMA,Jagadhri_EWMA,Jagadhri_DES,Jagadhri_TES,Jagadhri_ARIMA,Chachhrauli_Trend,Chachhrauli_SMA,Chachhrauli_EWMA,Chachhrauli_DES,Chachhrauli_TES,Chachhrauli_ARIMA
1996-02-29,POMRB,4.89,4.854,10.07,9.003749999999998,9.291666666666666,,,4.89,5.760640131238771,4.880270373706436,0.0,,,4.854,6.308568871334617,6.04671519014894,0.0,,,10.07,10.905505293395157,10.344868630251712,0.0,,,9.003749999999998,7.064321175309637,6.431603441453401,0.0,,,9.291666666666666,7.571728890786834,9.301666666666666,0.0
1996-05-31,PREMON,7.120000000000001,6.33,9.89,7.786666666666666,13.62,,,5.782,6.068387214278122,7.17156294883694,4.8899529359917,,,5.4444,6.3112411134651625,6.531707349841994,1.6685140418652595,,,9.998000000000001,10.719541539971509,11.520728740622152,10.069958536745098,,,8.516916666666665,7.223307094700037,7.8443810321361465,9.003714954881648,,,11.023,8.879711758917944,13.639445983379503,-5.039854806279234e-12
1996-08-31,MONSOON,6.573333333333334,4.946666666666666,13.425,5.5120000000000005,8.468333333333334,5.9333333333333345,,6.098533333333334,6.203467273057609,6.025086784764053,6.039777700595939,5.372166666666667,,5.245306666666666,6.313694494647684,5.925323951320529,2.396666086729221,10.97375,,11.3688,11.520341287780292,11.095268398924086,9.954197507071894,6.215760416666667,,7.31495,6.997222600455857,6.3827257715365935,8.595045354561194,10.224375,,10.001133333333334,8.710769681748376,8.496674276082395,-8.33336159620693e-12
1996-11-30,POMKH,4.84,4.64,9.22,4.9366666666666665,9.258333333333333,6.170833333333334,5.855833333333334,5.59512,5.958119747914469,5.592337115728981,6.235650301857159,5.5562499999999995,5.192666666666667,5.003183999999999,6.316099849165484,5.391933600023188,2.7223715527287116,12.123750000000001,10.651250000000001,10.50928,10.997878952357608,10.954106325739131,11.874108936128582,5.624354166666666,6.809770833333333,6.363636666666666,6.714313213720276,6.9626598086105425,7.488430739259542,10.043333333333333,10.159583333333334,9.704013333333332,8.760863955310231,9.29502257292904,-1.0696432919114604e-11
1997-02-28,POMRB,5.5100000000000025,6.29,12.65,4.251666666666667,9.81,6.390833333333334,6.010833333333334,5.561072000000001,5.898199074391119,5.164519013271274,5.81492167958126,5.68,5.551666666666667,5.5179104,6.318767733000976,6.088908056843582,4.602385141086081,12.98625,11.29625,11.365568,11.521076624359244,10.814622151961585,10.123496861106423,5.723791666666667,5.6217500000000005,5.518848666666667,6.365839119879822,6.637298530837577,6.196168266309359,9.803125000000001,10.289166666666668,9.746407999999999,8.924345954632486,9.333005292084971,8.61795570401063
1997-05-31,PREMON,8.4,6.366666666666667,16.51,7.8075,11.653333333333334,6.687395833333333,6.3308333333333335,6.6966432000000005,6.439722183206356,7.527033548029514,5.733238632861775,5.662916666666666,5.560833333333333,5.857412906666667,6.321448490819202,6.573900235274013,6.342163906620568,13.0425,12.951250000000002,13.423340800000002,12.93445916280109,12.504171326741513,11.678421596537412,6.073697916666666,5.626958333333334,6.4343092,6.634546227589554,7.221110642417239,5.644238026760946,9.803958333333334,9.797500000000003,10.509178133333332,9.467619291601096,13.694520276075682,12.632454531511364
1997-08-31,MONSOON,7.053333333333333,5.9,13.705,6.286666666666666,8.513333333333334,7.084458333333334,6.450833333333333,6.839319253333334,6.598931775900634,6.576675116952911,6.398415495479841,5.287083333333333,5.799166666666666,5.874447744000001,6.324055886339332,5.967516836678257,4.685996225331641,12.9775,13.021250000000002,13.536004480000003,13.238400324659654,13.450796158133212,13.585669864950656,6.697633928571428,5.820625000000001,6.375252186666667,6.621053043833387,5.867152762750226,5.785393708067268,9.639791666666666,9.808750000000003,9.710840213333332,9.170478535755601,8.438019133838974,7.854319808444316
1997-11-30,POMKH,6.7325,3.55,9.39,6.961249999999999,9.22,6.859333333333333,6.923958333333332,6.796591552000001,6.661057923894676,6.12873962321007,6.554870723540445,4.963333333333334,5.526666666666666,4.9446686464,6.326290971204523,5.434126497629655,4.658311249542346,12.477500000000001,13.063750000000002,11.877602688000001,12.31800430910603,12.804396462825563,12.974396498594166,7.062559523809523,6.326770833333334,6.609651312,6.716630077713,6.662821360654147,7.099323201228593,9.484166666666667,9.79916666666667,9.514504127999999,9.103646113649479,9.234960712090547,8.587039270991708
1998-02-28,POMRB,6.794,4.373333333333334,11.96,7.218571428571429,8.534999999999998,6.246041666666667,7.244958333333332,6.7955549312,6.723384716354727,5.988586537919485,6.5962118313353075,4.716666666666667,5.0475,4.716134521173334,6.328657329082576,6.131100939229633,5.4967975741071795,11.849375,12.891250000000001,11.910561612800002,12.317500322906925,12.255885818758252,11.323076111181587,7.093601190476189,7.068497023809524,6.8532193586285715,6.838466540532256,6.726115091490094,6.550483709588267,9.350249999999999,9.480416666666668,9.122702476799999,8.897111290192008,9.432137263078603,9.181176463239153
1998-05-31,PREMON,5.315,5.6933333333333325,13.2,7.76,11.683333333333332,5.6827499999999995,6.473708333333333,6.20333295872,6.471622461300531,8.448665211058435,6.641524645049191,4.3566666666666665,4.879166666666666,5.107014046037333,6.331233827266825,6.6160930913265155,5.352288633989238,11.7325,12.063749999999999,12.426336967680001,12.646438082215646,13.426629796955734,12.11309697904307,6.851495535714285,7.056622023809523,7.215931615177142,7.027631874993117,7.791158020833125,6.888480021733349,8.926333333333332,9.487916666666667,10.146954819413331,9.453603870537892,12.918142035594974,12.010053772097478
