Date,Season,Mirpur,Akhnoor,Mirpur_Trend,Mirpur_SMA,Mirpur_EWMA,Mirpur_DES,Mirpur_TES,Mirpur_ARIMA,Akhnoor_Trend,Akhnoor_SMA,Akhnoor_EWMA,Akhnoor_DES,Akhnoor_TES,Akhnoor_ARIMA
2005-11-30,POMKH,3.83,7.1494117647058815,3.7708928571428575,3.3233928571428573,3.308638787931646,3.0904360652344973,2.892249598531263,2.891052818565555,7.8542450980392156,7.726450980392155,7.348946362674846,7.425650988874302,7.215463790493407,6.879357838749868
2006-02-28,POMRB,4.543571428571429,8.53,3.930892857142858,3.470714285714286,3.802611844187559,3.110825894001145,3.58883741394127,3.851081504547234,7.770799019607842,7.818362745098038,7.821367817604908,7.727256748846798,8.019195906364113,8.139918200914444
2006-05-31,PREMON,5.3364285714285735,9.401764705882348,3.5675000000000003,4.07107142857143,4.416138535083965,3.1449079726970663,4.379143001130708,4.702837023679411,7.579926470588234,7.890127450980389,8.453526572915884,8.182203065818067,9.32913477055973,9.393358584090482
2006-08-31,MONSOON,1.452857142857143,5.52470588235294,3.0431250000000003,3.7907142857142873,3.230825978193236,3.112149628807553,2.2961216268043034,2.470221158349384,7.292279411764705,7.651470588235291,7.281998296690706,7.473930617529063,6.990806303020594,6.681894392236958
2006-11-30,POMKH,2.044285714285714,6.577058823529412,2.364464285714286,3.3442857142857156,2.756209872630227,3.0896946880755802,3.0490159909955477,2.7865157777266365,6.8484558823529404,7.508382352941174,7.0000225074261895,7.238064959050419,6.718613121044297,6.402865450480647
2007-02-28,POMRB,2.134285714285714,6.801176470588236,2.0230357142857143,2.7419642857142867,2.5074402092924215,3.0689020684347583,3.6435480260518185,3.110418620032213,6.66860294117647,7.0761764705882335,6.920484092691009,7.125586762172228,7.474177813385925,7.7331878006361885
2007-05-31,PREMON,2.316428571428572,7.579999999999999,2.1420535714285713,1.9869642857142864,2.4310355541468818,3.0513599530281175,4.29752188786118,2.7812582878025007,6.702205882352941,6.620735294117646,7.184290455614605,7.252425903743801,8.028896250490178,8.070966694887137
2007-08-31,MONSOON,1.741428571428571,5.907647058823531,2.4236607142857145,2.0591071428571435,2.1551927610595576,3.024039453092286,2.044880353561105,1.5637627006646153,6.7646323529411765,6.716470588235293,6.673633096898175,6.896108915677379,5.357854976591715,4.893362468060271
2007-11-30,POMKH,2.707857142857143,6.462941176470588,2.9631250000000002,2.225000000000001,2.376258513778592,3.0134883736311933,2.8128750195175667,2.8007958992582793,7.038235294117648,6.687941176470586,6.589356328727141,6.784400234000467,6.371720424031142,6.355058695012914
2008-02-29,POMRB,3.7235714285714288,7.414705882352942,3.24298076923077,2.62232142857143,2.9151836796957267,3.020523156102182,3.443907638415657,3.651077516001884,7.175735294117649,6.8413235294117625,6.919496150177462,6.958252647916303,7.275786269656308,7.381594264573939
2008-05-31,PREMON,5.042857142857144,9.15529411764706,3.133282967032968,3.3039285714285724,3.766253064960293,3.0503360675637055,4.186141902283546,4.307842602968033,7.260735294117648,7.235147058823529,7.813815337165302,7.553028331055903,8.348477738386116,8.159640895246955
2008-08-31,MONSOON,1.2538461538461538,5.432352941176472,3.011497252747253,3.182032967032968,2.7612903005146374,3.014968105835926,2.0850417600467885,1.9129692391038966,7.415892156862745,7.116323529411765,6.86123037876977,6.988516890776033,6.478530799263952,5.917107986805848
2008-11-30,POMKH,2.317857142857143,7.618235294117647,2.8900686813186813,3.0845329670329678,2.5839170374516396,2.998060769185742,2.825835104436523,2.5412106607436367,7.453769607843138,7.40514705882353,7.164032344908921,7.162348767344012,6.474231383759889,6.40565094360933
2009-02-28,POMRB,3.1392857142857147,7.5006666666666675,3.140659340659341,2.938461538461539,2.80606450818527,2.9954067478790996,3.4351361178226614,2.8725800417863443,7.612004901960785,7.426637254901962,7.29868607361202,7.258030803879676,8.04993069350799,7.489672099358756
2009-05-31,PREMON,4.655714285714286,9.372352941176473,3.6886607142857146,2.841675824175825,3.545924419196876,3.0189398949893445,4.144981825730284,3.025943282607361,7.835313725490197,7.4809019607843155,8.128152820637801,7.830790553038663,8.68358857946272,8.516947688757385
2009-08-31,MONSOON,3.6457142857142864,6.481176470588234,4.151309523809524,3.439642857142858,3.5858403658038402,3.0251277555371456,2.022388565549943,2.5854598270607143,8.173139399509804,7.743107843137255,7.4693622806179745,7.473563605078517,6.738329183944208,6.58291474691448
2009-11-30,POMKH,4.3100000000000005,8.355882352941176,4.523771645021645,3.937678571428572,3.875504219482304,3.0428148070196825,2.8960837840759575,3.9204538937790137,8.52065257352941,7.927519607843138,7.823970309547255,7.715566906286318,7.237396190541802,7.4950786953973285
2010-02-28,POMRB,4.848333333333334,9.465625,4.326799242424243,4.364940476190476,4.264635865022716,3.0698132057624514,3.615567479100413,4.576714150116894,8.519508272058824,8.418759191176472,8.480632185728354,8.19079722549172,8.796816199564816,8.328909375913668
2010-05-31,PREMON,5.926363636363636,10.1875,3.645102813852814,4.682602813852814,4.929326973559084,3.115404300718929,4.4191917436853485,4.913179681979955,8.188938419117646,8.622545955882353,9.163379311437012,8.732592751870706,10.20755573476717,10.524608044307783
2010-08-31,MONSOON,0.7992857142857143,5.656875,3.0019182900432897,3.9709956709956704,3.277310469849736,3.0727103480051468,2.3651592609068066,2.2595226829878543,7.694921875,8.416470588235295,7.760777586862208,7.912361207401948,7.810097523804473,6.93017631114626
2010-11-30,POMKH,1.7028571428571428,6.5356250000000005,2.2838311688311688,3.319209956709956,2.6475291390526987,3.0456937002999442,3.078152598239854,2.623104173255994,7.210625,7.961406250000002,7.2707165521173245,7.547904407251141,7.099547977090891,7.840208511836101
2011-02-28,POMRB,2.31,7.333750000000001,2.0238392857142857,2.684626623376623,2.512517483431619,3.029235022185411,3.6502614316190964,2.6480102488701385,7.119967830882353,7.428437500000002,7.295929931270395,7.495458156258066,7.585658378179689,7.244521565560923
2011-05-31,PREMON,2.72,8.445,2.271785714285714,1.8830357142857141,2.595510490058971,3.0199276393120997,4.3108057661837025,3.014305775563356,7.281107536764706,6.992812500000003,7.755557958762237,7.75553148910523,8.409017251406354,8.627167719425405
2011-08-31,MONSOON,1.9257142857142853,6.674117647058824,2.5248214285714283,2.164642857142857,2.327592008321097,2.997034906852413,2.077146873804679,2.1541853598691056,7.348529411764707,7.2471231617647085,7.322981834080872,7.4702893212129515,6.047309346865735,5.330073762745794
2011-11-30,POMKH,2.56,6.8075,3.0122142857142857,2.3789285714285713,2.4205552049926577,2.9851721477112796,2.8522523852518002,3.012682267365367,7.4064981617647065,7.315091911764708,7.116789100448523,7.297292955557386,7.110308055357359,7.558749262741168
2012-02-29,POMRB,3.4771428571428564,7.60125,3.3185416666666665,2.6707142857142854,2.843190265852737,2.9891899555278787,3.47201660900385,3.653919922183722,7.268982335789552,7.381966911764708,7.310573460269113,7.3838367770864295,7.762999312274704,8.070371945970923
2012-05-31,PREMON,5.452000000000001,8.641250000000001,3.244035714285715,3.3537142857142856,3.8867141595116426,3.0272718060451584,4.197722690261432,4.293409540804779,6.925516990583627,7.431029411764708,7.842844076161468,7.7265256416989025,8.643876056421526,8.523829533471943
2012-08-31,MONSOON,1.6443333333333332,5.377741039257583,3.0720126488095243,3.283369047619048,2.9897618290403187,2.9998145793411433,2.1162075069455657,1.5649207968779308,6.536859138019525,7.106935259814398,6.856802861399913,7.100863417095716,6.257537281597636,5.391414175684679
2012-11-30,POMKH,2.245333333333334,5.3561538461538465,2.676104166666667,3.2047023809523814,2.691990430757525,2.982815581760848,2.8758059273120993,2.6873881896309584,6.113213304686191,6.74409872135286,6.256543255301487,6.637027973107238,6.3593826695409845,5.982987916915199
2013-02-28,POMRB,2.415625,5.9433333333333325,2.30796875,2.9393229166666672,2.581444258454515,2.968848194923934,3.478234122967345,3.0431636540993297,5.7432432709328385,6.329619554686193,6.131259286514226,6.455170763754928,6.565233546062711,6.378616821735546
2013-05-31,PREMON,3.3462500000000004,6.91,2.161526041666667,2.4128854166666667,2.8873665550727092,2.9709953310945827,4.14534598984002,3.0076924738709487,5.529188034188033,5.896807054686192,6.442755571908536,6.581671041706634,7.152552456434082,7.16849161095385
2013-08-31,MONSOON,0.805,4.149230769230769,2.166880208333333,2.203052083333333,2.0544199330436257,2.929481763312636,1.947374946970741,2.0588075528729215,5.410918803418803,5.589679487179489,5.525345650837429,5.932770436581178,4.613150253449261,4.933662431616669
2013-11-30,POMKH,1.913125,4.872222222222222,2.145645833333333,2.119999999999999,1.9979019598261754,2.90719883674921,2.661598699328101,2.660118526087412,5.272724358974359,5.468696581196584,5.264096279391346,5.651907422899582,4.980308346663806,4.647758815116655
2014-02-28,POMRB,2.790666666666666,5.481111111111113,2.357822916666666,2.213760416666666,2.3150078425623715,2.9001450846028543,3.2473766038766985,3.1447693834705746,5.30249643874644,5.353141025641029,5.350902212079253,5.609832309887216,5.757224392008904,5.569624694543638
2014-05-31,PREMON,2.801333333333333,6.2666666666666675,2.6688846726190474,2.077531249999999,2.509538038870756,2.8933751594813026,3.937686060159644,4.053398621544582,5.426064814814816,5.192307692307696,5.717207993914219,5.790020572971888,6.565141507398911,6.623265985883032
2014-08-31,MONSOON,3.047333333333333,5.030740740740741,2.7831291208791207,2.638114583333332,2.7246561566557865,2.8909377508471823,1.7122782317642982,1.0072164182507477,5.456961805555556,5.41268518518519,5.442621092644828,5.5899786834887815,3.990063064319024,3.6592392393091346
2014-11-30,POMKH,2.1592857142857143,4.9792592592592575,2.784014938186813,2.6996547619047604,2.4985079797077576,2.8733124909440013,2.554142716012603,2.485215147409133,5.382534722222222,5.439444444444449,5.2572763592906,5.42970388405761,5.3170938488264845,4.82707818529137
2015-02-28,POMRB,3.458461538461538,5.62125,2.5266763965201466,2.8666034798534783,2.88248940320927,2.878164319541844,3.1567522473415144,3.3581788447321643,5.204968839031338,5.474479166666671,5.40286581557436,5.484800248312148,5.947439580651332,5.56780828880423
2015-05-31,PREMON,2.140625,5.531111111111108,2.3458618360805863,2.7014263965201453,2.585743641925562,2.8604194301548214,3.887202607170275,3.7575708973014086,5.074486289173789,5.290590277777781,5.45416393378906,5.500925199287386,6.723410023620753,6.38974925196541
2015-08-31,MONSOON,1.6493333333333335,4.345769230769231,2.1824895833333335,2.3519263965201453,2.2111795184886707,2.8343513535296285,1.628526918569996,1.1368051948717046,4.802309837153587,5.119347400284903,5.010806052581128,5.1943614302359595,3.57810764316876,3.832358530234992
2015-11-30,POMKH,2.1107692307692307,4.620370370370371,2.232369391025641,2.3397972756410246,2.1710154034008946,2.8163738399634757,2.396008717784855,2.330882490558328,4.726013014763016,5.029625178062681,4.854631779696826,5.043685528472118,4.730965104088251,4.524661539861423
2016-02-29,POMRB,2.2,3.802727272727273,2.44321976981352,2.02518189102564,2.1826092420405367,2.800070055736946,2.999721527729947,3.2575615965132867,4.947884453509454,4.5749944962445,4.433869976909005,4.713768978742571,5.506280757233657,5.217213093281176
2016-05-31,PREMON,3.798125,6.739259259259264,2.6335126852314357,2.43955689102564,2.828815545224322,2.8113924431755466,3.664210354504991,3.7946513540391464,5.1271170033670055,4.877031533281539,5.356025689849108,5.260959524990255,5.403548227776055,4.785820464892605
2016-08-31,MONSOON,1.678636363636364,4.912592592592592,3.0161323051948052,2.446882648601398,2.368743872589139,2.7863283969283503,1.50210649088736,1.6413972107196781,5.535109427609428,5.018737373737379,5.178652450946502,5.170928314964998,3.871014880941418,4.8299590982923775
2016-11-30,POMKH,3.6038095238095234,5.4874074074074075,3.210064596861472,2.820142721861471,2.8627701330772926,2.7945358383557397,2.2756077610437924,2.3626680188709983,5.78398148148148,5.235496632996638,5.302154433530864,5.259406249290903,5.198619851643038,5.046011729175866
2017-02-28,POMRB,3.767916666666667,6.199629629629627,3.2223689362108474,3.212121888528138,3.224828746513042,2.8056441858774335,2.966510546887389,3.6721602086711114,5.710742753623187,5.834722222222226,5.66114451197037,5.515473873621544,6.228725399950336,5.272825877087657
2017-05-31,PREMON,3.7816666666666654,6.33333333333333,3.151200028924613,3.2080073051948044,3.4475639145744914,2.8170572913484713,3.7221220493539615,3.865272089106967,5.665374396135264,5.733240740740742,5.930020040515554,5.738848125379739,7.194229787983064,6.744898395910299
2017-08-31,MONSOON,1.7935294117647065,4.732608695652172,2.998364117815318,3.23673056722689,2.7859501134505775,2.794331052106827,1.5626624592661034,1.9060445344668033,5.61755032206119,5.688244766505637,5.451055502570202,5.472441460997863,4.260348894739771,5.051418136989126
2017-11-30,POMKH,2.9195652173913045,5.304444444444443,3.1996004116749677,3.0656694906223354,2.8393961550268685,2.791116353540137,2.3458434443667446,2.488957413123729,5.53842995169082,5.642504025764896,5.392411079319898,5.430997583520982,5.224751853922669,5.063401741947249
2018-02-28,POMRB,3.2294736842105265,6.000000000000001,3.4609612628336133,2.9310587450083005,2.9954271667003316,2.793330477214919,3.001598874646027,3.2251921919580946,5.510961007591441,5.592596618357489,5.635446647591939,5.587475045279578,6.121463193925111,4.907487740243221
2018-05-31,PREMON,5.93,5.9,3.49654571647673,3.468142078341634,4.169256300020199,2.8421026835673775,3.7299760560368957,4.2377929638640754,5.549093915343915,5.4842632850241575,5.741267988555164,5.675170912490573,7.028040867274781,7.236799184927696
2018-08-31,MONSOON,1.7360828877005354,4.946190476190476,,3.453780447325591,3.1959869350923333,2.8186899161663748,1.692145036671644,2.584878861292256,,5.537658730158734,5.423236983609288,5.483189884738152,3.9237325448032907,4.731961152204033
2018-11-30,POMKH,3.2616873706004137,5.395925925925926,,3.5393109856278677,3.2222671092955655,,2.4739598279880988,3.2573423059805937,,5.560529100529105,5.412312560535943,,5.239139861819892,5.250121818225164
