Date,Season,Shahzadpur,Raipur Rani,Naraingarh,Ambala,Barara,Shahzadpur_Trend,Shahzadpur_SMA,Shahzadpur_EWMA,Shahzadpur_DES,Shahzadpur_TES,Shahzadpur_ARIMA,Raipur Rani_Trend,Raipur Rani_SMA,Raipur Rani_EWMA,Raipur Rani_DES,Raipur Rani_TES,Raipur Rani_ARIMA,Naraingarh_Trend,Naraingarh_SMA,Naraingarh_EWMA,Naraingarh_DES,Naraingarh_TES,Naraingarh_ARIMA,Ambala_Trend,Ambala_SMA,Ambala_EWMA,Ambala_DES,Ambala_TES,Ambala_ARIMA,Barara_Trend,Barara_SMA,Barara_EWMA,Barara_DES,Barara_TES,Barara_ARIMA
1996-02-29,POMRB,6.73,12.74,8.835,7.3444444444444414,11.241666666666667,,,6.73,6.6538629469432395,6.432190534836265,0.0,,,12.74,12.401036702049291,12.150232728857038,0.0,,,8.835,8.39707552738153,9.344402485927677,0.0,,,7.3444444444444414,5.690674295484056,5.1758557076859715,0.0,,,11.241666666666667,10.6021600116245,11.251666666666667,0.0
1996-05-31,PREMON,7.1325,12.51,8.755,6.5687500000000005,11.955,,,6.891,6.867747798732981,7.485797360456006,6.729988186706636,,,12.648,12.367001972328577,12.505095487695716,12.696282435554991,,,8.803,8.483734843148543,8.506962075381354,8.834967346747636,,,7.034166666666665,5.785411885090973,6.8665518971738635,0.0,,,11.527000000000001,10.643368440286434,11.974445983379502,5.176926127757724
1996-08-31,MONSOON,6.18,11.29,8.955,4.152857142857142,14.663999999999998,6.3031250000000005,,6.6066,6.618513815387293,6.42873310050719,6.957278265037858,12.205416666666666,,12.1048,11.972017705810373,12.461555788996668,12.593398069505136,8.973125,,8.863800000000001,8.584205883644572,8.569971877243104,8.792790963206816,5.593635912698413,,5.881642857142856,5.587926113772261,4.665354751040046,0.0,12.289333333333333,,12.7818,10.684737038020979,14.692340942749057,7.314109942526048
1996-11-30,POMKH,5.4875,12.55,8.21,5.075714285714286,10.773333333333335,6.25125,6.3825,6.15896,6.192110111611972,5.933102169893063,6.597476469723611,12.099583333333333,12.2725,12.282879999999999,12.075186111921901,12.117067152601578,12.057595339054732,9.225000000000001,8.68875,8.60228,8.585605175809967,8.26426068931078,8.855601247165534,5.5029241071428565,5.785441468253968,5.559271428571428,5.521044439324097,5.875351082164158,0.0,12.058291666666667,12.158499999999998,11.978413333333334,10.726266426543999,10.810022572929041,9.076040681303631
1997-02-28,POMRB,6.095,12.203333333333333,11.11,5.81,12.288333333333332,6.351875,6.22375,6.133376,6.175385539695435,6.480835179887493,6.151433703245685,12.064583333333331,12.138333333333334,12.251061333333332,12.045533183356687,12.104022591630148,12.232272007915528,9.16375,9.2575,9.605368,8.928493148540523,9.388181206887786,8.741855171358075,5.61657738095238,5.401830357142857,5.6595628571428565,5.5474619762725,5.260897582546724,3.4467675758879803,11.336958333333333,12.420166666666665,12.102381333333334,10.767957231495055,11.285110555242865,9.4042375679488
1997-05-31,PREMON,7.352499999999999,12.2,8.495000000000001,7.377499999999999,9.06,6.499375,6.2787500000000005,6.621025599999999,6.665365216841864,7.11589412495127,6.214700249055146,11.648333333333333,12.060833333333333,12.2306368,12.02523424164538,12.301442619031775,12.219360759240173,9.2425,9.1925,9.1612208,8.924732101156119,9.095872813355934,9.08920112636574,5.883958333333333,5.604017857142856,6.346737714285713,5.753142600719632,6.723477976048398,3.0827320821032917,10.9375,11.696416666666666,10.8854288,10.809810079671282,12.062768077018479,9.871560011531667
1997-08-31,MONSOON,6.7650000000000015,11.32,8.725,4.253333333333333,11.788333333333332,6.5806249999999995,6.425000000000001,6.67861536,6.728560267610128,6.306523072398731,6.484213565161682,11.225416666666668,12.068333333333333,11.86638208,11.743902663980089,12.22376414994647,12.209887666161357,9.372499999999999,9.135000000000002,8.98673248,8.948490282037657,9.100020733769853,9.006610635421923,5.786488095238095,5.6291369047619035,5.509375961904761,5.571143216476717,4.65635178118889,1.948947051825313,10.643125,10.9775,11.246590613333332,10.851825601649375,14.616990726924165,9.758387428873647
1997-11-30,POMKH,6.0825000000000005,9.19,9.07,7.114285714285713,10.453333333333333,6.5112499999999995,6.57375,6.440169216000001,6.495413362522238,6.027884990264794,6.451591963051581,11.2325,11.228333333333332,10.795829248,10.894994025226358,11.965240007004606,11.91506972397495,9.407499999999999,9.350000000000001,9.020039488,9.01021952676631,8.54528268107087,8.56105741483556,4.9909375,6.138779761904761,6.151339862857141,5.743414037014354,5.881769005656732,2.382046396675383,9.7515625,10.897499999999999,10.929287701333333,10.894004429198997,10.572932357718331,10.00680273257212
1998-02-28,POMRB,6.15,12.18,11.29,2.9916666666666667,10.253333333333334,6.201458333333334,6.5875,6.324101529600001,6.381010290421607,6.778482035021325,6.487146765616884,11.23875,11.222499999999998,11.349497548799999,11.20036343388198,10.922331499314124,11.023520174475799,9.30125,9.395000000000001,9.9280236928,9.326539579891595,10.362505194137315,9.962664133905038,4.4764285714285705,5.434196428571428,4.887470584380951,5.415770355686272,5.553558315780886,1.4223331376710844,8.668333333333333,10.38875,10.658905954133333,10.936347197197989,11.13941526813236,10.055483829720938
1998-05-31,PREMON,6.7425,12.28,8.594999999999999,3.8314285714285714,3.9625,5.705104166666666,6.4350000000000005,6.4914609177600004,6.547340392998266,7.4767790713762565,6.644214749064984,11.6025,11.2425,11.72169852928,11.452699605401635,11.491598976185752,11.396923557226087,8.9075,9.420000000000002,9.39481421568,9.289775060367495,9.158850510661928,9.043362717634082,3.9239285714285717,4.5476785714285715,4.465053779199999,5.224376051031,6.57793378013919,2.5848455132492627,7.152708333333334,9.114374999999999,7.98034357248,10.978854542084672,11.377013098858576,10.074928980141381
1998-08-31,MONSOON,4.8966666666666665,11.29,7.775,3.6833333333333336,8.22,5.244166666666666,5.967916666666667,5.853543217322667,5.914014515599597,6.357502577996088,6.321919131262647,11.90875,11.235,11.549019117568,11.333830572271795,11.699571538870442,11.680978603080256,8.078125,9.182500000000001,8.746888529408,9.160543548126743,9.246559430220277,9.059177370495714,3.3073139880952382,4.405178571428571,4.152365600853333,5.03826901891748,4.031819916658065,1.3869160463195065,5.630958333333335,8.222291666666665,8.076206143488001,11.021527104860029,13.686205829383805,9.527758417687917
1998-11-30,POMKH,3.98,12.13,6.869999999999999,3.2642857142857147,1.8966666666666665,4.9778125,5.442291666666668,5.1041259303936,5.165763497716129,5.257174231500316,5.418473584518365,11.88125,11.97,11.7814114705408,11.507119729884208,11.599689456665562,11.551108062040909,7.380625,8.6325,7.996133117644799,8.939234778250533,8.868312087005567,8.833306461784499,3.0496874999999997,3.442678571428572,3.797133646226286,4.825303206126461,5.264918329621727,2.8481416927733068,5.136291666666667,6.083124999999999,5.604390352759467,11.064365526363826,9.750026678633175,9.420303178234137
1999-02-28,POMRB,4.565,11.69,6.855,1.90875,6.636,5.097916666666666,5.046041666666667,4.88847555823616,4.945104931946993,5.3376452546368895,5.002598882702945,11.9225,11.8475,11.744846882324481,11.49921350585956,11.617904364221525,11.736156799477987,7.114375,7.5237500000000015,7.53967987058688,8.741058416778737,10.509066351543563,10.031988860042489,2.767425595238095,3.171949404761905,3.0417801877357715,4.479682642007436,4.481296301727013,1.0264047134080996,5.208541666666667,5.178791666666665,6.01703421165568,11.107370452643872,9.76889748313366,8.849062205109599
1999-05-31,PREMON,6.196666666666666,12.55,7.45,2.853333333333333,3.6225000000000014,5.548333333333334,4.909583333333334,5.411752001608363,5.460342040518022,5.955498690024871,5.2730332644038915,11.82,11.915,12.066908129394688,11.758399074375191,11.806587999386657,11.71824654204851,6.9712499999999995,7.2375000000000025,7.503807922352128,8.635275319903238,8.208395065222655,8.02924175141787,3.015952380952381,2.9274255952380956,2.966401445974796,4.284621895468743,5.504170984922008,0.8153134454400148,5.519125,5.093791666666666,5.059220526993409,11.150542529896846,9.134925075422304,8.692884057129621
1999-08-31,MONSOON,6.403333333333332,11.35,6.789999999999999,2.4033333333333338,9.138,6.073541666666666,5.286250000000001,5.8083845342983516,5.854681621990716,5.0226118318964605,5.204624353691171,11.655,11.93,11.780144877636813,11.579641882503665,12.000118518225154,11.98529933421524,7.02375,6.991250000000003,7.218284753411277,8.463639980553745,7.954517242920866,7.812345756592389,3.9591666666666665,2.607425595238096,2.741174200918211,4.060154607307799,2.971532555400442,1.5019455608339758,6.197208333333334,5.323291666666666,6.690732316196046,11.193882408875156,11.688468111447323,8.35865040003339
1999-11-30,POMKH,6.076666666666667,11.25,6.709999999999999,6.5325,3.4633333333333334,6.4425,5.810416666666668,5.915697387245678,5.963669055548959,5.036009664008114,5.366441275961712,11.46875,11.709999999999999,11.568086926582087,11.422213357209705,11.823017821954673,11.77610459095783,7.079374999999999,6.9512500000000035,7.0149708520467655,8.301890685541713,7.4308370892691755,7.305550586259173,4.6053125,3.4244791666666674,4.257704520550926,4.3425044928266034,4.173682930780287,0.27217425566018055,6.805708333333334,5.714958333333334,5.399772723050961,11.237390740384917,7.6017017225268315,8.406841447841279
2000-02-29,POMRB,6.669999999999999,11.25,7.435,6.18625,10.494000000000002,6.241041666666666,6.336666666666667,6.217418432347406,6.265667879258455,6.112954775512518,5.7717051234600225,11.3125,11.6,11.440852155949251,11.310770299476555,11.487050409423107,11.60240613111659,7.3462499999999995,7.096250000000004,7.182982511228059,8.24375140113729,8.653715628073792,7.915398754276136,5.322465277777779,4.493854166666667,5.029122712330556,4.551351533716335,4.004119399702787,0.5974782338088079,7.335645833333333,6.679458333333334,7.437463633830577,11.281068180761748,8.270512299518005,8.118919071928886
2000-05-31,PREMON,7.043333333333334,11.5,7.314999999999999,3.745,4.6325,5.904166666666667,6.548333333333334,6.547784392741777,6.59710460058109,7.482207894650523,6.567428070348334,11.268749999999999,11.337499999999999,11.46451129356955,11.308828657656912,11.576494265233684,11.485129865559658,7.9275,7.062500000000004,7.235789506736834,8.178016311617199,7.670879474929595,7.3754194230600785,5.421180555555556,4.716770833333334,4.515473627398334,4.451600113166172,5.696723053885523,1.3800408316216448,7.697354166666667,6.931958333333333,6.315478180298346,11.324915385678679,7.640339049995425,8.249630852506742
2000-08-31,MONSOON,3.945,11.15,9.06,7.248888888888889,12.3675,5.8533333333333335,5.933750000000001,5.506670635645066,5.565682277795854,6.576454519944599,6.266612245212421,10.95875,11.287499999999998,11.33870677614173,11.20222472425048,11.506824532325677,11.487091298355047,8.164375,7.630000000000004,7.965473704042101,8.325253819214701,7.325716536421459,7.012199398455443,4.908107638888888,5.928159722222223,5.608839731994556,4.771245041497269,3.262559727883141,0.6103728126320971,7.823625,7.739333333333333,8.736286908179007,11.368933016682716,10.61678599533902,8.06093093321131
2000-11-30,POMKH,5.84,11.1,9.09,2.476666666666666,3.1274999999999995,5.917916666666667,5.874583333333334,5.640002381387039,5.6944606378240294,4.99727665899166,4.9859090486038244,10.355,11.249999999999998,11.243224065685038,11.112062844605262,11.423874904459845,11.37481494083563,8.147499999999999,8.225000000000003,8.41528422242526,8.459459842596857,7.321475116559284,7.139910581258115,5.28531746031746,4.91420138888889,4.3559705058634,4.498058769667866,5.106246777613798,4.2391662602329605,8.807312500000002,7.6553749999999985,6.492772144907404,11.413121734054078,6.580463495387109,8.274451168843775
2001-02-28,POMRB,6.5,8.92,6.95,6.1374999999999975,11.840000000000002,6.285625,5.832083333333334,5.984001428832224,6.0349630116297455,5.8798161964512445,5.601174787051336,9.778749999999999,10.667499999999999,10.313934439411023,10.384097556856373,11.167885510558328,11.282779875907972,7.97,8.103750000000003,7.829170533455156,8.326455017962195,8.683363573733168,7.953308720588681,5.53704117063492,4.90201388888889,5.068582303518039,4.682933100877258,4.2340331655330905,3.8445865049864034,9.77025,7.9918749999999985,8.631663286944443,11.457482205024318,7.948128985258478,8.031302739169815
2001-05-31,PREMON,7.73,9.0,7.665,6.8114285714285705,11.156,6.7383333333333315,6.003750000000001,6.682400857299335,6.730425657017282,7.0256798034474075,6.502190760879103,9.299999999999999,10.042499999999999,9.788360663646614,9.888695222248845,10.611825938895299,10.513070481695982,7.5725,8.191250000000004,7.763502320073094,8.292648061338179,7.937279205476368,7.437198195174471,5.927596726190475,5.668621031746032,5.765720810682252,4.92446541416623,5.887385110084308,1.6268852055462957,11.1358125,9.622749999999998,9.641397972166665,11.502015095984857,6.852832879577473,8.20310842166749
2001-08-31,MONSOON,6.1999999999999975,9.04,7.29,6.19625,13.5475,7.0408333333333335,6.567500000000001,6.4894405143796,6.543273621146966,6.005599987795273,6.595823777999326,9.15,9.514999999999999,9.489016398187967,9.54838043458815,10.049295375625997,10.019345974786965,7.1325,7.748750000000003,7.574101392043857,8.218466362723738,8.332873157459698,8.013274733412054,6.799211309523808,5.40546130952381,5.937932486409352,5.0660085015877545,3.8582932934077268,4.566718840498635,12.393374999999999,9.917749999999998,11.2038387833,11.54672107748304,10.732955509018915,8.330561796042705
