Date,Season,Roha,Karjat,Sudhagad,Alibag,Mhasla,Mahad,Pen,Poladpur,Mangaon,Khalapur,Panvel,Murud,Shrivardhan,Roha_Trend,Roha_SMA,Roha_EWMA,Roha_DES,Roha_TES,Roha_ARIMA,Karjat_Trend,Karjat_SMA,Karjat_EWMA,Karjat_DES,Karjat_TES,Karjat_ARIMA,Sudhagad_Trend,Sudhagad_SMA,Sudhagad_EWMA,Sudhagad_DES,Sudhagad_TES,Sudhagad_ARIMA,Alibag_Trend,Alibag_SMA,Alibag_EWMA,Alibag_DES,Alibag_TES,Alibag_ARIMA,Mhasla_Trend,Mhasla_SMA,Mhasla_EWMA,Mhasla_DES,Mhasla_TES,Mhasla_ARIMA,Mahad_Trend,Mahad_SMA,Mahad_EWMA,Mahad_DES,Mahad_TES,Mahad_ARIMA,Pen_Trend,Pen_SMA,Pen_EWMA,Pen_DES,Pen_TES,Pen_ARIMA,Poladpur_Trend,Poladpur_SMA,Poladpur_EWMA,Poladpur_DES,Poladpur_TES,Poladpur_ARIMA,Mangaon_Trend,Mangaon_SMA,Mangaon_EWMA,Mangaon_DES,Mangaon_TES,Mangaon_ARIMA,Khalapur_Trend,Khalapur_SMA,Khalapur_EWMA,Khalapur_DES,Khalapur_TES,Khalapur_ARIMA,Panvel_Trend,Panvel_SMA,Panvel_EWMA,Panvel_DES,Panvel_TES,Panvel_ARIMA,Murud_Trend,Murud_SMA,Murud_EWMA,Murud_DES,Murud_TES,Murud_ARIMA,Shrivardhan_Trend,Shrivardhan_SMA,Shrivardhan_EWMA,Shrivardhan_DES,Shrivardhan_TES,Shrivardhan_ARIMA
1996-02-29,POMRB,1.536,5.163333333333333,1.67,3.1533333333333333,1.7,3.375,3.56,4.14,2.0966666666666667,2.75,2.5766666666666667,2.8,1.4,,,1.536,2.2623423604023913,1.5004722542543574,0.0,,,5.163333333333333,5.076885686711769,5.255953254539761,0.0,,,1.67,2.2950998076743434,1.7556249999999998,0.0,,,3.1533333333333333,2.4863448360423357,3.175520833333333,0.0,,,1.7,0.6456838741183091,1.8371264261118874,0.0,,,3.375,2.3310619304484597,3.195350113674991,0.0,,,3.56,7.834512123004144,3.3013406497153475,0.0,,,4.14,5.89355464416793,3.5968380349301734,0.0,,,2.0966666666666667,4.017558361771632,1.8672697285693634,0.0,,,2.75,2.76921816542876,2.76,0.0,,,2.5766666666666667,3.793269368260001,3.28204630899845,0.0,,,2.8,2.330217421207252,2.606241012278524,0.0,,,1.4,0.9690921240947008,1.3648779354149216,0.0
1996-05-31,PREMON,1.93,7.32,2.0,3.155,2.47,4.8,6.2200000000000015,5.1,3.1775,3.11,8.23,3.4,2.58,,,1.6936,2.6667217461340353,1.8471665984728747,1.5359991585260764,,,6.026,5.389117661936422,6.960966084612817,0.821154092884866,,,1.802,2.639534897915989,2.1612880886426593,1.6699979583059124,,,3.154,2.498994874241333,3.1981457756232685,3.153329418579318,,,2.008,0.7527952204360179,2.658841882748281,1.6999988180178587,,,3.945,2.481847745463289,4.466200953348759,1.3030571781295701,,,4.6240000000000006,10.650586937057405,4.673942612660769,2.1975695280098532e-08,,,4.523999999999999,6.8471850419204285,4.83295778405379,0.0,,,2.529,5.207987316575016,3.2055657171673717,2.0966639365363386,,,2.894,2.82284006337366,3.1294459833795014,0.0,,,4.838,2.958496314930755,6.731590161116763,4.356404349548259e-12,,,3.04,2.329159601026193,3.9241208298372623,-2.898958909115442e-10,,,1.8719999999999999,1.0552516539897554,3.3656227284917706,1.399996957743109
1996-08-31,MONSOON,0.6125,5.435714285714285,1.37,1.2466666666666668,1.07,0.7849999999999999,1.27,0.61,0.44,1.23,0.38,1.18,1.28,1.2145000000000001,,1.26116,2.467880568588689,0.6557614750979539,1.770645989302194,5.264345238095238,,5.789885714285713,5.417777813165238,4.982828517094861,4.913196841601286,1.56875,,1.6292,2.744409298668419,1.5971995160027932,1.8349989087381995,2.2752083333333335,,2.3910666666666667,2.4863517306622223,1.30954813339114,3.154362966841286,1.6462500000000002,,1.6328,0.6390329280007624,0.8267836891539853,2.142752069445919,2.57625,,2.681,2.3895934833786163,1.0162435344923386,2.0021165834675947,3.1612500000000003,,3.2824000000000004,7.5031127493347665,1.8478885196978825,3.524832466451679e-08,2.76375,,2.9583999999999993,5.874800962341096,0.38432829313992345,0.0,1.6667708333333335,,1.6933999999999998,4.245072108062585,0.3919844796958696,2.6987039689650976,2.407916666666666,,2.2283999999999997,2.775748928823876,1.2583409427490584,0.0,3.486458333333334,,3.0548,1.6515821282035297,0.7747419422037303,1.842670235140364e-10,2.17,,2.296,2.1379112079276053,0.491951989622065,-7.51289996764257e-10,1.8587500000000001,,1.6352,1.0056294428683559,1.0072065276528765,2.043441010994611
1996-11-30,POMKH,0.6775,3.494285714285714,1.29,1.755,1.37,1.74,1.875,1.46,0.915,2.536666666666666,1.945,1.31,2.25,1.27,1.189,1.0276960000000002,2.2012297916025143,1.0368609608773007,1.1986807363066778,4.963107142857143,5.353333333333333,4.871645714285714,5.191043265973378,4.552582370558331,0.06542819555359447,1.58,1.5825,1.49352,2.754455608507997,1.5736554522169541,1.6799980544375859,2.2802083333333334,2.3275,2.13664,2.4805539491594306,1.8364042503529703,2.279859372632618,1.775,1.6525,1.5276800000000001,0.6273577114768963,1.3384152648692274,1.5987816762856117,2.568125,2.6750000000000003,2.3046,2.3548717452692594,2.4061797810959824,1.199803424086688,3.0543750000000003,3.23125,2.71944,4.8629935063322485,2.7286174739613918,1.23144297461735e-08,2.75,2.8274999999999997,2.3590399999999994,5.041870771822878,1.8984496688012422,0.0,1.6534375000000003,1.6572916666666668,1.38204,3.3170254888452213,1.4043766448996067,1.7014232411599461,2.42375,2.4066666666666663,2.3517066666666664,2.795702808525864,2.573355906262371,0.0,3.7175,3.282916666666667,2.61088,1.1009334031779763,1.8865006000990838,2.2254471520677698e-10,1.7737499999999997,2.1725,1.9016,1.9753505725468374,1.566007191846569,-9.087122781024252e-10,2.08,1.8775,1.8811200000000001,1.0703838717514778,1.5653184570881096,1.6564574066852984
1997-02-28,POMRB,1.74,4.451428571428571,1.56,2.735,1.65,2.585,3.0,3.63,2.1725000000000003,2.76,4.205,2.78,1.25,1.2990625,1.2400000000000002,1.3126176000000003,2.25959829299047,1.498612570714999,1.3978716025301354,4.791392857142856,5.175357142857142,4.703558857142857,5.116902750237737,5.259777531135879,5.171805214880113,1.6018750000000002,1.5550000000000002,1.5201120000000001,2.7732838900587558,1.9784927668660017,1.6330198628124413,2.3308333333333335,2.2229166666666664,2.375984,2.4877370299901465,3.248556697953874,2.94957871965659,1.91375,1.64,1.5766080000000002,0.6922563987455681,1.8545778142703755,1.6739294181560416,2.6931249999999998,2.4775,2.41676,2.371044340948369,3.1474055624288773,3.084985699694165,2.973333333333333,3.09125,2.831664,3.6577934692551812,3.3591831038586326,3.363859211499457,2.8075,2.6999999999999993,2.8674239999999998,4.899317467927792,3.6697448488006525,4.139998345003477,1.6896875,1.6762500000000002,1.6982240000000002,3.032989676040788,1.8677800040056591,1.9834901269661298,2.4074999999999998,2.4091666666666662,2.5150239999999995,2.826040196165498,2.7939702043656705,0.0,3.7356249999999998,3.69,3.2485280000000003,1.0977192417012755,3.1950445773445053,2.411899778900073,1.355,2.1674999999999995,2.25296,1.959226827624788,2.643343799409182,2.550137898007081,2.31,1.8399999999999999,1.6286720000000001,1.0304010573173126,1.3935024996307177,1.4833514231410356
1997-05-31,PREMON,2.17,5.622000000000001,2.2,3.6133333333333333,3.55,5.525,5.925,5.5,2.995,3.2266666666666666,8.45,0.25,4.5,1.3846875,1.3000000000000003,1.6555705600000001,2.42258997074102,1.8840517312707945,1.8299213346525078,5.056750000000001,4.750857142857142,5.070935314285714,5.203886731783016,6.639005116325486,6.644592634252509,1.761875,1.6050000000000004,1.7920672000000002,2.9121129264612904,2.3171211966253527,1.8189690976357145,2.3702083333333333,2.3375,2.870923733333333,2.506410311540827,3.2400691065532152,2.9342727435554283,1.92875,1.9099999999999997,2.3659648,1.1520486968497134,2.6752308974861214,2.254944623113176,2.8481250000000005,2.6587500000000004,3.6600560000000004,2.5650858190029013,4.325600438198007,4.171801532051713,2.9639583333333333,3.017499999999999,4.0689984,4.95281060713962,4.63602811353217,5.877304570859485,3.0425,2.7999999999999994,3.9204543999999997,5.350407864204419,4.905863649891833,5.099997961236168,1.8915625,1.6306250000000002,2.2169344000000004,3.1571252996126145,3.214563841684498,2.927032099065751,2.360416666666666,2.438333333333333,2.7996810666666665,2.8797096315083714,3.161329334733404,0.0,3.7381249999999997,3.745,5.3291167999999995,1.8057907214183704,7.2500523959382415,7.703726460645968,1.4687499999999998,1.3799999999999994,1.451776,1.7266591691411308,3.9611257313502928,3.096596019026278,2.2049999999999996,2.32,2.7772032,1.3575181464413353,3.2185329559205353,2.44790975619371
1997-08-31,MONSOON,0.605,5.76,1.3450000000000002,1.1933333333333334,1.1,1.06,0.9166666666666666,0.67,0.9125,0.9833333333333332,0.305,0.98,1.2,1.4334375000000001,1.2981250000000004,1.235342336,1.9970555512529022,0.6908649646052718,0.8604030070823463,5.452821428571428,4.831928571428572,5.346561188571428,5.297852396464271,4.034522676706188,4.268613375293963,2.1200000000000006,1.5987500000000006,1.61324032,2.767214094207339,1.728741434430363,1.477731458982945,2.3797916666666667,2.3241666666666667,2.199887573333333,2.4929781343113726,1.3694833132536202,1.6226602038063935,1.9637499999999999,1.9174999999999995,1.85957888,1.1037208348347585,0.8520496729925746,1.443981787687509,2.9887500000000005,2.7275000000000005,2.6200336,2.4885003099998744,0.9837253062539641,1.186216576089856,3.0406250000000004,2.929166666666666,2.8080657066666666,2.6010184737555195,1.7701293574841332,1.200028428241196,3.2562499999999996,2.8149999999999995,2.6202726399999996,4.093384146956828,0.4572340465725917,0.6099997561478554,1.9784375,1.74875,1.69516064,2.2016168144654427,0.37940345931973596,0.6761644706302237,2.2441666666666666,2.376666666666666,2.073141973333333,2.8137046472965848,1.2941251686407549,0.0,3.5393749999999993,3.72625,3.3194700799999994,1.2406904992329015,0.8978478445975284,0.35570061423618127,1.63,1.3299999999999996,1.2630656,1.5785556097051574,0.5291164062589426,1.0747009712619136,2.1350000000000002,2.3,2.14632192,1.312654582370174,1.089305192283194,1.6060458139952085
1997-11-30,POMKH,1.37,5.292857142857144,2.595,2.123333333333333,1.46,2.705,2.1533333333333333,3.28,2.0575,2.4066666666666667,2.04,2.42,1.49,1.3962500000000002,1.4712500000000004,1.2892054015999999,1.8408548015725819,0.9930112254290346,0.769665610293389,5.948821428571428,5.2815714285714295,5.325079570285714,5.319438209855175,4.183534222359414,2.7934452737146356,2.5475000000000003,1.9250000000000005,2.0059441920000003,2.918564942018316,1.6605326885360816,1.424137902077092,2.3895833333333334,2.41625,2.1692658773333333,2.4919567813072026,1.8863512110492677,1.841055279141459,1.86875,1.9399999999999997,1.699747328,1.1369969345288167,1.3593345247426842,1.4430747585008081,2.843125,2.9687500000000004,2.65402016,2.5108007576025537,2.412059488973306,1.8397098975724053,3.011875,2.9987499999999994,2.5461727573333333,1.9644337078404062,2.6081481630814043,1.7716955098957963,3.2175,3.2699999999999996,2.8841635839999995,3.802416249688783,1.9713532413692816,1.4599994163538834,2.00125,2.034375,1.8400963840000002,2.0119630010149514,1.4464574320480201,1.0922265825455733,2.4052083333333334,2.3441666666666663,2.2065518506666666,2.820925774612139,2.592959249755091,0.0,2.945,3.75,2.8076820479999993,1.094097362518765,2.0756387334128776,1.8206255122808943,2.4587499999999998,1.6074999999999995,1.72583936,1.5729804602180197,1.603042598246979,1.193100230818158,1.935,2.11,1.883793152,1.3041376775560711,1.7352481446266204,2.206166272754965
1998-02-28,POMRB,1.4375,5.821428571428571,3.12,2.4433333333333334,1.84,2.745,3.335,3.52,1.725,1.96,2.52,2.96,1.45,1.381875,1.3956250000000003,1.34852324096,1.7166052761796282,1.693286344937525,1.7182555994939994,5.906785714285714,5.62407142857143,5.523619170742857,5.406869224420521,5.877385557170143,4.058414466136922,2.7962500000000006,2.3150000000000004,2.4515665152000006,3.1740596587168257,2.1582773931640276,1.650605007455648,2.385,2.3433333333333333,2.2788928597333333,2.4951639357136406,3.2468061274536124,2.898932830294831,1.7874999999999999,1.9874999999999998,1.7558483967999998,1.2516524166953813,1.8706466769640047,1.6924585217385462,2.639375,3.00875,2.690412096,2.534970098140426,3.2730448050058563,3.093819180003373,2.9291666666666667,3.0824999999999996,2.8617036544000003,2.4856447226419665,3.300522634336076,3.012454383069774,3.1525,3.2424999999999997,3.1384981504,3.635380093450644,3.7426498550329517,3.8404347240968253,2.01875,1.9224999999999997,1.7940578304000003,1.7505225137118663,2.0338625572148556,2.210925930513225,2.6902083333333335,2.1441666666666666,2.1079311104,2.803279572537879,2.804552719194071,0.0,2.5243750000000005,3.32875,2.6926092287999994,1.0880761651778772,3.55695880359519,3.3098705912734334,3.28625,1.6524999999999994,2.219503616,1.6225207881227568,2.6804345771536515,2.6572016556848475,1.6612500000000001,2.1599999999999997,1.7102758911999998,1.29414755071889,1.385071400415855,1.319905784536949
1998-05-31,PREMON,2.175,8.22,4.0600000000000005,3.983333333333333,2.6,4.2,5.359999999999999,5.3,3.625,5.315,5.38,6.7,2.7,1.2874999999999999,1.3968750000000003,1.6791139445760002,1.851682969501532,2.0219293927717445,1.9172571297611791,5.094285714285715,6.2735714285714295,6.602171502445715,5.794415588361173,7.599086606991395,4.8692743486591885,2.7681250000000004,2.7800000000000002,3.0949399091200007,3.646983418342829,2.7369606498555488,2.0476472556082395,2.2708333333333335,2.435833333333333,2.960669049173333,2.518626295242202,3.3620609472931187,3.17110061640085,1.78875,1.7499999999999998,2.0935090380799997,1.5260697050192493,2.7134691153027726,2.858649098283111,2.488125,2.6774999999999998,3.2942472576000004,2.6467550035335723,4.455530101053638,4.868785964580585,2.7954166666666667,2.9412499999999993,3.86102219264,4.608086223572385,4.638379520182985,5.7508507358745105,2.87875,3.1925,4.00309889024,4.098090255263862,4.9787707237243035,5.3349513918201845,1.8128125000000002,2.079999999999999,2.52643469824,2.567531008369013,3.311504272206778,2.9105784797564036,2.5783333333333336,2.66625,3.39075866624,2.9614657163329987,3.1309408678506787,0.0,2.2925,2.5612500000000002,3.7675655372799994,1.5906657693616673,7.431133986816107,8.05722630492614,3.1725000000000003,3.2649999999999997,4.0117021696,2.0178589889989804,3.997692638331375,1.7101875218665594,1.615,1.71,2.1061655347199997,1.4269358110297308,3.5150347623984137,3.4642620328073876
