Date,Season,Harisinga,Harisinga_Trend,Harisinga_SMA,Harisinga_EWMA,Harisinga_DES,Harisinga_TES,Harisinga_ARIMA
1996-02-29,POMRB,3.454444444444445,,,3.454444444444445,3.3589264285783966,3.5137080176767683,0.0
1996-05-31,PREMON,3.384,,,3.426266666666667,3.3307004628678074,3.4956322155068698,5.574830333771809e-10
1996-08-31,MONSOON,2.178181818181818,2.6889621212121213,,2.927032727272727,3.2156346982682606,2.335433265247278,1.0465100831669473e-09
1996-11-30,POMKH,1.7719999999999998,2.680580176767677,2.6971565656565657,2.4650196363636363,3.0748713353821104,1.9683262559440267,1.4061537230660576e-09
1997-02-28,POMRB,3.388888888888889,2.683801767676768,2.680767676767677,2.8345673373737377,3.058811211479368,3.6679613341472814,3.3167294457323333
1997-05-31,PREMON,3.3825000000000003,2.8107108585858587,2.680392676767677,3.0537404024242427,3.04519243124395,3.604719638325938,3.2490933418884276
1997-08-31,MONSOON,2.2054545454545456,2.902641414141414,2.6872108585858587,2.714426059636364,2.947327551609259,2.4114026043777983,2.0913463483903136
1997-11-30,POMKH,2.76,2.8230511363636364,2.9342108585858586,2.732655635781818,2.8948825309142627,2.0188749754405677,1.7013573882772974
1998-02-28,POMRB,3.1363333333333334,2.6635151515151514,2.8710719696969695,2.8941267148024243,2.873904022070545,3.7957892785814233,3.3740618045565016
1998-05-31,PREMON,2.998333333333333,2.5203333333333338,2.7750303030303027,2.935809362214788,2.8457218659598067,3.703629159455989,3.32937985602194
1998-08-31,MONSOON,1.3133333333333337,2.458875,2.552,2.286818950662206,2.696365471882112,2.4545520304497925,2.153885610367839
1998-11-30,POMKH,2.506666666666667,2.474916666666667,2.4886666666666666,2.3747580370639905,2.640874525277037,2.1932495452904073,2.123712054915397
1999-02-28,POMRB,2.898,2.5570000000000004,2.4290833333333333,2.5840548222383943,2.6182671199496723,3.5322738045500475,3.317973136860523
1999-05-31,PREMON,3.365,2.573666666666667,2.52075,2.8964328933430368,2.6333998632943687,3.406686117108243,3.265431413659332
1999-08-31,MONSOON,1.6033333333333335,2.542333333333333,2.59325,2.3791930693391556,2.5209276348827845,2.096083919427649,1.9879585784467988
1999-11-30,POMKH,2.35,2.6347797619047624,2.554083333333333,2.3675158416034936,2.4685595315410795,2.276363200002735,2.383703619840372
2000-02-29,POMRB,2.804,2.735434523809524,2.530583333333333,2.542109504962096,2.4535151408928666,3.3286212958096817,3.186363840872195
2000-05-31,PREMON,4.198571428571428,2.7496011904761906,2.73897619047619,3.204694274405829,2.5446072348905893,3.359601311534208,3.1915463795799983
2000-08-31,MONSOON,1.575,2.7722261904761907,2.7318928571428565,2.5528165646434973,2.4424341559347584,2.021837763394812,1.720896238133516
2000-11-30,POMKH,2.4916666666666667,2.6171130952380954,2.7673095238095233,2.528356605452765,2.412195537014876,2.3553471835061903,2.406672432226594
2001-02-28,POMRB,2.8433333333333333,2.6175160256410255,2.7771428571428567,2.654347296604992,2.4108262971935224,3.2568095591538984,3.0351769733469776
2001-05-31,PREMON,2.918333333333333,2.803052884615384,2.457083333333333,2.7599417112963285,2.4172350899565935,3.659602869404661,3.378063052919476
2001-08-31,MONSOON,2.858461538461538,2.899672202797203,2.7779487179487177,2.7993496421624124,2.421146960671802,1.8008921976429024,1.6592983887300734
2001-11-30,POMKH,2.6925000000000003,2.8748331876456876,2.828157051282051,2.7566097852974476,2.414587329574303,2.446656411746558,2.394227398989442
2002-02-28,POMRB,3.4154545454545446,2.622778471528471,2.9711873543123537,3.0201476893602868,2.4635783454845024,3.2166118408819515,2.9298532557879757
2002-05-31,PREMON,2.1475,2.51869724025974,2.77847902097902,2.6710886136161722,2.4192940029584733,3.606030356870695,3.5444154914454806
2002-08-31,MONSOON,1.6128571428571428,2.5711972402597403,2.4670779220779213,2.2477960253125606,2.3376038716428074,2.145681688491946,1.7973152115397428
2002-11-30,POMKH,3.1054545454545464,2.738140422077922,2.5703165584415575,2.590859433369355,2.3695334809404853,2.3932863773389763,2.456893555906925
2003-02-28,POMRB,3.4225,2.9084886363636366,2.5720779220779213,2.923515660021613,2.426198424560029,3.1879893797868655,2.9620533692706896
2003-05-31,PREMON,3.4760000000000004,2.769175865800866,2.9042029220779213,3.144509396012968,2.4875048286198607,3.133436248962647,3.1535243798521733
2003-08-31,MONSOON,1.6471428571428572,2.599014880952381,2.9127743506493498,2.5455627804649237,2.412942837449324,2.114664589289828,2.0789077583444415
2003-11-30,POMKH,1.9566666666666668,2.419202380952381,2.6255773809523797,2.3100043349456207,2.363368832446367,2.705877859709432,2.608421834279851
2004-02-29,POMRB,3.21,2.3425595238095234,2.57245238095238,2.6700026009673725,2.4088400129858965,3.213964471601906,3.149822656668787
2004-05-31,PREMON,2.25,2.439166666666667,2.26595238095238,2.5020015605804233,2.38335024511118,3.1530137212660865,2.890719416511498
2004-08-31,MONSOON,2.26,2.467339743589744,2.4191666666666656,2.405200936348254,2.3598831995864047,1.766416828013565,1.8745480127782363
2004-11-30,POMKH,2.1166666666666667,2.4262419871794876,2.4591666666666656,2.289787228475619,2.3270564211044986,2.3717881668992957,2.656098168947871
2005-02-28,POMRB,3.2753846153846164,2.255096153846154,2.4755128205128196,2.684026183239218,2.3819775792284648,3.1205943931386115,3.228129926343751
2005-05-31,PREMON,1.8558333333333328,2.099599358974359,2.376971153846153,2.3527490432768636,2.3314666032834204,2.834114424905447,2.9651238644918845
2005-08-31,MONSOON,1.285,2.008325320512821,2.133221153846153,1.925649425966118,2.2401363489457777,1.8006378308137876,1.854530227501919
2005-11-30,POMKH,1.847692307692308,2.0273397435897436,2.065977564102563,1.894466578656594,2.193039513983284,2.085083012445475,2.366072632771851
2006-02-28,POMRB,2.814166666666667,2.2582852564102565,1.9506730769230756,2.262346613860623,2.219702655988125,2.9261587850673876,3.2185401275114245
2006-05-31,PREMON,2.4691666666666663,2.545709706959707,2.104006410256409,2.3450746349830403,2.2215839159611885,2.2929954075836525,2.5905814647347665
2006-08-31,MONSOON,2.5192307692307696,2.762084478021978,2.4125641025641014,2.414737088682132,2.228258833364761,1.495155659800573,1.8891981608344244
2006-11-30,POMKH,2.9128571428571437,2.7688269022644025,2.6788553113553104,2.6139851103521368,2.2651883544646014,2.024326666602531,2.212797859029621
2007-02-28,POMRB,3.48,2.622852980352981,2.845313644688644,2.9603910662112822,2.344987399784507,3.0388235181364833,3.168607913141858
2007-05-31,PREMON,1.8572727272727272,2.5763041125541126,2.692340159840159,2.51914373063586,2.303434579477265,2.567753605964441,2.348235277968372
2007-08-31,MONSOON,1.9633333333333336,2.606934731934732,2.5533658008658,2.2968195717148494,2.2706662035312757,1.917922969823935,1.7917321716144228
2007-11-30,POMKH,3.0963636363636367,2.652870410839161,2.5992424242424232,2.6166371975743647,2.323380074530356,2.3157713873601655,2.1945215210534714
2008-02-29,POMRB,3.5415384615384613,2.5521971153846157,2.6146270396270386,2.9865977031600037,2.409538664981135,3.2073499861518497,3.096494915426087
2008-05-31,PREMON,2.163219696969697,2.237734994172494,2.6911137820512807,2.657246500683881,2.392053377065422,2.4269333907054635,2.3081452314724373
2008-08-31,MONSOON,0.852,2.0471895396270394,2.4132804487179476,1.9351479004103285,2.2768873568836776,2.0329828947701833,2.0242508453599206
2008-11-30,POMKH,1.6920000000000002,1.9939461684149182,2.062189539627038,1.8378887402461972,2.2258914961920917,2.491550624912645,2.524053013146247
2009-02-28,POMRB,3.4215384615384608,2.007327797202797,2.032189539627038,2.471348628763103,2.3051553178181474,3.078159631863493,3.2609553370077196
2009-05-31,PREMON,1.8572727272727272,2.289863511488511,1.9557027972027956,2.2257182681669523,2.267364004278502,2.1203055124873473,2.1472870918041798
2009-08-31,MONSOON,1.265,2.578439060939061,2.0589527972027954,1.8414309609001713,2.1862648628248036,1.463985350415348,1.8372760709498532
2009-11-30,POMKH,3.539285714285714,2.7933058511704347,2.520774225774224,2.5205728622543884,2.2763794017509116,2.1161243065923783,2.569415362901869
2010-02-28,POMRB,3.882857142857144,3.0077994729036397,2.636103896103895,3.0654865744954907,2.392241295869357,3.251928448811381,3.3551168990236437
2010-05-31,PREMON,3.114888367805035,2.918248607102774,2.950507806236972,3.0852472918193086,2.4499739529213778,2.1824014188978835,2.1046841451176546
2010-08-31,MONSOON,1.7233333333333334,2.7867632174923846,3.065091139570305,2.5404817084249185,2.4027084727877273,1.6996674701319279,1.461095279100781
2010-11-30,POMKH,2.3645454545454543,2.830780147707231,2.77140607463524,2.470107206873133,2.4034166121369114,2.835478614101624,2.4360539559512464
2011-02-28,POMRB,4.005714285714285,2.83709145021645,2.8021203603495253,3.0843500384095943,2.5272548952720073,3.575789382454676,3.436557494067744
2011-05-31,PREMON,3.3441666666666667,2.869070616883117,2.859439935064933,3.1882766897124233,2.6005840192645553,2.5746016001456278,2.1644289158621954
2011-08-31,MONSOON,1.5445454545454544,2.9139339826839827,2.8147429653679636,2.5307841956456354,2.53748688164751,1.8438894132106556,1.4346229891497546
2011-11-30,POMKH,2.799166666666667,2.9482717803030303,2.923398268398267,2.638137184054048,2.5679834188526893,2.820297706801782,2.74368963863075
2012-02-29,POMRB,3.93,3.0032481060606058,2.9044696969696955,3.154882310432429,2.682905885026541,3.8547637560119545,3.635595204030601
2012-05-31,PREMON,3.694583333333333,2.99373106060606,2.992073863636362,3.3707627195927907,2.7791073731163465,2.9114290255155137,2.601039410495214
2012-08-31,MONSOON,1.6339393939393938,2.8819820804195806,3.0144223484848465,2.676033389331432,2.7184402131398597,1.9068157194354087,1.5302706076396941
2012-11-30,POMKH,2.633636363636364,2.747122304778555,2.973039772727271,2.6590745790534047,2.7316258960255153,2.9654775589143085,2.6302855271700727
2013-02-28,POMRB,3.2015384615384614,2.6909243881118883,2.7909243881118866,2.8760601320474275,2.786323830042547,3.9954078691228205,3.7734563078133663
2013-05-31,PREMON,3.3441666666666667,2.7068240093240092,2.70332022144522,3.063302745895123,2.85044254873135,3.1400633625098013,2.9630603622364884
2013-08-31,MONSOON,1.5347727272727272,2.766927156177156,2.678528554778554,2.451890738446165,2.7766291705247936,1.7833592453473248,1.5437220114229464
2013-11-30,POMKH,2.86,2.886339015151515,2.7351194638694625,2.615134443067699,2.8012491873227154,2.8160946991907965,2.671819223827918
2014-02-28,POMRB,3.4560000000000004,2.9700795454545452,2.7987348484848473,2.9514806658406196,2.8695514990528292,3.755188160090252,3.727917233668035
2014-05-31,PREMON,4.045,3.109965909090909,2.9739431818181807,3.388888399504372,2.981067448860593,3.2112182538301344,3.221849851197186
2014-08-31,MONSOON,1.5038636363636364,3.211993686868687,2.966215909090908,2.6348784942480776,2.8992486137121958,1.8053227160575798,1.563960510209425
2014-11-30,POMKH,4.01,3.0707828282828284,3.253715909090908,3.1849270965488463,3.004821465808347,2.9125338615387397,2.677669819292057
2015-02-28,POMRB,3.1222222222222222,2.973936237373737,3.170271464646464,3.1598451468181965,3.041828645644462,3.8869842078252246,3.5224547616676576
2015-05-31,PREMON,3.2490909090909086,2.669078282828283,2.971294191919191,3.195543451727281,3.086564100727931,3.6017412904918746,3.361118254040752
2015-08-31,MONSOON,1.525,2.320675505050505,2.976578282828282,2.5273260710363687,2.9993451407222214,1.7686492969362173,1.5418053668048983
2015-11-30,POMKH,1.55,2.3005113636363634,2.3615782828282823,2.1363956426218214,2.912486484843523,3.247163171967578,2.906938266809223
2016-02-29,POMRB,2.795,2.3159659090909095,2.279772727272727,2.399837385573093,2.9182469920861975,3.4034958314783514,3.4356864875160373
2016-05-31,PREMON,3.415,2.670585664335664,2.3212499999999996,2.8059024313438554,2.9696795564614527,3.210997738324497,3.5362684909503947
2016-08-31,MONSOON,1.4827272727272731,3.1683020104895103,2.3106818181818176,2.2766323678972222,2.8747977633929014,1.4391984852293112,1.5231313869042877
2016-11-30,POMKH,4.429230769230768,3.2807672882672883,3.0304895104895095,3.137671728430641,3.0009554787359916,2.5426332391067374,3.035055577682173
2017-02-28,POMRB,3.8975,3.363273601398601,3.3061145104895098,3.4416030370583846,3.0860664853271262,3.37959979063201,3.243015105568662
2017-05-31,PREMON,3.2122222222222216,3.1921323815073817,3.2554200660450654,3.3498507111239193,3.1181405295954656,3.5488703499890666,3.4229052931828674
2017-08-31,MONSOON,2.3455555555555554,2.769927398989899,3.4711271367521364,2.9481326488965736,3.0833735697416627,1.701325442465119,1.5130055573006895
2017-11-30,POMKH,2.197272727272728,2.7876893939393943,2.913137626262626,2.6477886802470354,3.0361222271442685,3.3830607498640215,2.779489486719276
2018-02-28,POMRB,2.751818181818182,2.849217171717172,2.6267171717171713,2.689400480875494,3.0295527784578447,3.532442482035818,3.190512704124482
2018-05-31,PREMON,4.5,2.759738636363637,2.948661616161616,3.4136402885252966,3.1537133955127445,3.3217647180078202,3.379985323539645
2018-08-31,MONSOON,1.55,,2.7497727272727275,2.668184173115178,3.0545987283588953,1.8902120950860324,1.614235709752359
2018-11-30,POMKH,2.277,,2.7697045454545455,2.5117105038691068,,2.9742352602575632,3.1766250868162693
