Date,Season,Begusarai,Bachhwara,Navkothi,Bakhri,Mathani,Cheriabariarpur,Tegra,Dhandari,Barauni,Sahebpur Kamal,Balia,Begusarai_Trend,Begusarai_SMA,Begusarai_EWMA,Begusarai_DES,Begusarai_TES,Begusarai_ARIMA,Bachhwara_Trend,Bachhwara_SMA,Bachhwara_EWMA,Bachhwara_DES,Bachhwara_TES,Bachhwara_ARIMA,Navkothi_Trend,Navkothi_SMA,Navkothi_EWMA,Navkothi_DES,Navkothi_TES,Navkothi_ARIMA,Bakhri_Trend,Bakhri_SMA,Bakhri_EWMA,Bakhri_DES,Bakhri_TES,Bakhri_ARIMA,Mathani_Trend,Mathani_SMA,Mathani_EWMA,Mathani_DES,Mathani_TES,Mathani_ARIMA,Cheriabariarpur_Trend,Cheriabariarpur_SMA,Cheriabariarpur_EWMA,Cheriabariarpur_DES,Cheriabariarpur_TES,Cheriabariarpur_ARIMA,Tegra_Trend,Tegra_SMA,Tegra_EWMA,Tegra_DES,Tegra_TES,Tegra_ARIMA,Dhandari_Trend,Dhandari_SMA,Dhandari_EWMA,Dhandari_DES,Dhandari_TES,Dhandari_ARIMA,Barauni_Trend,Barauni_SMA,Barauni_EWMA,Barauni_DES,Barauni_TES,Barauni_ARIMA,Sahebpur Kamal_Trend,Sahebpur Kamal_SMA,Sahebpur Kamal_EWMA,Sahebpur Kamal_DES,Sahebpur Kamal_TES,Sahebpur Kamal_ARIMA,Balia_Trend,Balia_SMA,Balia_EWMA,Balia_DES,Balia_TES,Balia_ARIMA
1996-02-29,POMRB,4.96,5.33,5.8260000000000005,5.63,6.0600000000000005,5.525,5.81,5.04,5.136,5.73,5.04,,,4.96,8.918145176222437,5.446744212064998,0.0,,,5.33,4.255057619875839,4.980006042514864,0.0,,,5.8260000000000005,7.131847104445603,5.836,0.0,,,5.63,4.099705500054466,5.396473904071787,0.0,,,6.0600000000000005,5.225058904843759,5.114407015701285,0.0,,,5.525,4.3283466790139755,4.880506494451221,0.0,,,5.81,4.722507231883336,5.528359338877219,0.0,,,5.04,4.016100856253158,5.22564223217668,0.0,,,5.136,3.9548890327048536,5.1205129963262515,0.0,,,5.73,8.21564535404878,5.723477653956603,0.0,,,5.04,5.04095718226914,5.139140033284402,0.0
1996-05-31,PREMON,7.3820000000000014,7.32125,6.57,7.91,5.96,7.335,6.9,6.88,6.666,7.16,3.8,,,5.928800000000001,11.240195431583551,6.988249932607202,3.0683636044760467,,,6.1265,4.695495612304821,7.604660506692529,3.296695073956473e-07,,,6.1236,7.771476404632384,6.589445983379502,2.8209763815876e-07,,,6.542,4.477860871788896,6.912533625117312,5.629986933629783,,,6.02,5.237784969148663,6.971584675891138,6.059984887525992,,,6.2490000000000006,4.76700894921604,6.587424334605878,5.524988424586108,,,6.246,4.784589548829122,7.208710494423749,5.809984798007366,,,5.776,4.2852480021656545,6.6587310876755925,7.20092919130831e-07,,,5.748,4.2765638274683475,6.734307596058259,1.1975496886419004e-06,,,6.3020000000000005,9.529554272254561,6.8285856833023395,5.729981572595214,,,4.5440000000000005,5.043293452370309,6.0188754436601455,1.6182150436407519
1996-08-31,MONSOON,3.085888888888889,3.6155555555555554,3.2566666666666664,2.09,2.5,2.15,2.37,3.31,2.9450000000000003,2.8,4.05,5.117638888888889,,4.7916355555555565,9.244464524327244,2.731238628693994,4.8188254795320615,5.125451388888889,,5.122122222222222,4.016491840785836,3.7453538974335077,6.951068391942553e-07,5.204166666666667,,4.976826666666666,7.030955020267371,3.2850076094157257,3.18122451617572e-07,4.57125,,4.7612,4.256568520103849,4.698467064175151,6.668664199126722,4.264375,,4.612,4.92386453080087,2.6251862729570226,5.996903680683312,4.2875,,4.6094,4.3883293233934575,3.9454714195899876,6.490410693792725,4.67875,,4.695600000000001,4.1794648928683875,2.5236191154318024,6.4268408267935015,4.945,,4.7896,3.5811008194900125,3.1801305513267115,1.2580919733775743e-06,4.57075,,4.6268,3.6763574630802225,2.8326058686859215,1.7629036250261267e-06,4.921250000000001,,4.9012,8.321431766472493,2.161367453733111,6.535144806967839,4.39125,,4.346400000000001,5.045647009001513,2.702040848215496,1.499017625712704
1996-11-30,POMKH,5.042666666666666,4.235,5.164,3.18,3.265,2.1625,4.04,4.22,3.5360000000000005,4.01,4.38,5.117638888888889,5.117638888888889,4.892048000000001,8.138613270667038,4.880245812101966,5.575724972407933,5.125451388888888,5.125451388888889,4.767273333333334,3.726549121113691,4.521883432489916,8.849226255990486e-07,5.204166666666667,5.204166666666667,5.051696,6.855833319470313,5.200689239595706,2.5581428715009667e-08,4.1075,4.7025,4.1287199999999995,4.161781728878651,3.7225718658455746,5.453548123456081,4.17,4.44625,4.0732,4.696498008005845,3.476366534708406,4.325763022315541,4.13,4.293125,3.63064,4.066375783729393,3.6311980052253343,4.739043937035692,4.5216666666666665,4.78,4.43336,3.91193750206444,3.9562348593111527,4.539869847515359,5.0737499999999995,4.8625,4.56176,3.3646775118785146,4.097146536879123,5.101466489152889e-07,4.57075,4.57075,4.19048,3.360546269548522,3.5263144222737033,3.662016306982702e-07,4.9525,4.925000000000001,4.54472,7.417739240175705,4.206183182236629,4.874359106661874,4.464999999999999,4.3175,4.35984,5.048023083300414,3.602116475382671,2.3693692272932574
1997-02-28,POMRB,4.96,5.33,5.8260000000000005,4.58,4.605,5.48,5.0,5.7,5.136,5.7,5.63,5.117638888888889,5.117638888888889,4.919228800000001,6.8910424481804595,5.5621483208095235,4.752798177457578,5.125451388888888,5.125451388888889,4.992364,3.9134638159656543,4.890060483588598,5.213856394303783,5.204166666666667,5.204166666666667,5.3614176,6.831380136925066,5.870495520155146,5.825999286126248,3.705625,4.44,4.309232,4.2115535937794775,4.424031491739554,4.72190956905481,4.1225000000000005,4.0825,4.28592,4.609415203841209,5.034596256363365,5.459070311118634,3.7943750000000005,4.281874999999999,4.370384,4.273365677830325,4.232620615154723,4.396404298488525,4.329583333333333,4.577500000000001,4.660016000000001,3.8460552687833784,5.502527246517716,4.7526494392475955,5.109999999999999,5.0275,5.017056,3.727208795999498,5.198870839645391,5.039999642035545,4.57075,4.57075,4.568688,3.553281881002084,5.1440244493216865,5.1359982497220225,4.907500000000001,4.9175,5.006832,7.158325444165665,5.865072764463296,5.420788599079065,4.296250000000001,4.465,4.867904,5.050481752617015,5.196108110806024,4.703278727366871
1997-05-31,PREMON,7.3820000000000014,7.32125,6.57,5.25,6.66,6.12,6.453333333333332,7.25,6.666,7.44,3.8,5.11763888888889,5.117638888888889,5.904337280000002,7.283373821450472,7.0735314733334285,7.090982941658548,5.125451388888889,5.125451388888889,5.9239184,4.820895226777631,7.537823323325918,7.161715961374589,5.2041666666666675,5.204166666666667,5.84485056,6.997217972687987,6.62176774295618,6.569998990760905,3.558125,3.7750000000000004,4.6855392,4.321505232208531,5.90075962623246,6.715310605744129,3.916875,4.257499999999999,5.235552,4.727865739423064,6.407285777967028,5.245749867285773,3.5840625,3.9781249999999995,5.0702304,4.543377601363629,6.152831233609291,6.116171008462475,4.079583333333333,4.465833333333334,5.377342933333333,4.042753699412971,6.826622849352372,5.8020834670307595,5.07125,5.12,5.9102336,4.628813396479697,6.999382044998502,7.145888029294657,4.57075,4.57075,5.407612800000001,4.191711093222113,6.754317011305054,6.665997240591147,4.8075,4.987500000000001,5.980099200000001,7.575227680338028,6.941397337226185,6.674772663964188,4.08125,4.465,4.4407423999999995,5.052821961059114,6.075843524604447,3.733611930402202
1997-08-31,MONSOON,3.085888888888889,3.6155555555555554,3.2566666666666664,1.535,1.42,0.6799999999999999,1.28,3.23,2.9450000000000003,2.16,2.7,5.117638888888889,5.117638888888889,4.776957923555557,5.081943410809717,2.7942601386501065,3.2040889659014606,5.125451388888889,5.125451388888889,5.000573262222222,4.42260541437337,3.695688198249875,3.5367706369216925,5.204166666666667,5.204166666666667,4.809577002666667,5.991150690639066,3.3151805380077874,3.256666113071262,3.4198437499999996,3.6362500000000004,3.4253235199999996,4.061256097834389,2.850832310733259,1.8464454647000572,3.8431249999999997,3.987499999999999,3.7093312000000003,4.34987681843077,2.5063081209775535,3.390031779056379,3.41671875,3.6106249999999993,3.3141382399999997,3.983433170551794,3.234781031455195,2.5578944523349905,4.014166666666666,4.193333333333334,3.7384057599999996,3.450655564819054,2.112192555854205,2.4822754248500956,5.02,5.1000000000000005,4.83814016,4.1770338131305795,3.4747297834683506,3.4539434442451444,4.57075,4.57075,4.42256768,3.8069065033305662,2.8496348757233187,2.944998660465246,4.72375,4.827500000000001,4.452059520000001,5.693529140752914,2.302223371192496,3.4235082267930883,4.0175,4.1274999999999995,3.74444544,5.05509131580938,2.759008928794663,3.7411373188432013
1997-11-30,POMKH,5.042666666666666,4.235,5.164,2.555,2.7,1.95,3.13,3.99,3.5360000000000005,3.85,4.01,5.117638888888889,5.117638888888889,4.883241420800001,4.6604024083787845,4.9268175635414115,5.025477216075206,5.125451388888888,5.125451388888889,4.694343957333333,4.284150509262806,4.484977603224159,4.142717045511467,5.204166666666667,5.204166666666666,4.9513462016,5.697630754311394,5.228742906717371,5.163999315308462,3.3740625,3.4800000000000004,3.077194112,3.9244192463884566,2.5304677614392803,2.928066325486384,3.60625,3.8462499999999986,3.3055987200000003,4.1114458447600235,3.01887888893883,3.1866621617965527,3.2171875000000005,3.5574999999999997,2.7684829439999996,3.689299244502065,2.6518742616585964,1.9309724862896276,4.078333333333333,3.965833333333334,3.4950434559999994,3.2132685262327976,3.236525400262121,3.2904549766471374,4.735,5.0425,4.498884095999999,4.028506306618867,4.313341466388675,4.033226112376531,4.57075,4.57075,4.067940608000001,3.631084463985368,3.5408069537696534,3.5359990835407618,4.29875,4.787500000000001,4.211235712000001,4.801578260009811,4.216057906051727,3.9658823793589177,4.0,4.034999999999999,3.8506672639999997,5.057447133607169,3.659084546926249,3.642420894818065
1998-02-28,POMRB,4.96,5.33,5.8260000000000005,4.09875,4.58,4.353750000000002,5.386666666666666,5.52,5.136,5.19,5.49,5.117638888888889,5.117638888888889,4.91394485248,4.454031540343899,5.596563999415783,4.864596035796044,5.125451388888888,5.125451388888889,4.948606374400001,4.546767696048297,4.862636320628502,5.252403399253833,5.204166666666667,5.204166666666666,5.301207720960001,5.664941152354224,5.896463809096173,5.826000089539249,3.4496875,3.3596875,3.4858164672,3.950042102879873,3.519521481967639,4.299163314148958,3.3075,3.839999999999999,3.8153592320000005,4.06635019943599,4.539231306659617,4.881032759763808,3.367187500000001,3.2759375000000004,3.4025897664,3.787244463952678,3.5245886241165336,4.167115600240077,4.1691666666666665,4.062500000000001,4.251692740266666,3.3694837965061684,4.696366835458016,4.049329194587282,4.395625,4.9975000000000005,4.907330457599999,4.4115116943832025,5.541146672453274,5.369717902561501,4.57075,4.57075,4.495164364800001,3.922806607515849,5.1563583140443825,5.136000546900029,3.9050000000000002,4.660000000000002,4.6027414272,4.663111520566403,5.846452610288995,5.41749318878327,4.01875,3.999999999999999,4.5064003584000005,5.0599005536169,5.253076179607567,5.0607342202212235
1998-05-31,PREMON,7.3820000000000014,7.32125,6.57,5.365,4.79,5.65,6.58,5.15,6.666,4.55,3.8,5.11763888888889,5.117638888888889,5.901166911488001,5.908521027868746,7.0989640348687555,7.2263670961479844,5.125451388888889,5.125451388888889,5.89766382464,5.49340032356321,7.517444842874578,7.214663855781291,5.2041666666666675,5.204166666666666,5.808724632576,5.89920710196081,6.645688529550299,6.569999985170617,3.5978125000000003,3.3884375,4.23748988032,4.095876447154124,5.210896412870402,5.731032200141036,3.125625,3.3724999999999987,4.2052155392,4.050127477889879,6.077633467534868,5.846511680204934,3.6290625000000003,3.1584375000000007,4.30155385984,4.059421354855094,5.296839431025859,4.994976273465906,4.390416666666666,4.094166666666668,5.183015644159999,3.7304910349567346,6.562376058252602,5.892860735953068,4.2425,4.4725,5.00439827456,4.651548584040672,7.095695637108472,7.183735878198611,4.57075,4.57075,5.363498618880001,4.639425258791404,6.764813743296997,6.666,3.8162499999999997,3.9375000000000018,4.58164485632,4.371407372217514,6.840352862124091,6.754099821809207,3.99875,3.999999999999999,4.22384021504,5.0622446507468295,6.132811592140531,3.6521687930820965
