Date,Season,Bamra,Jamankira,Rairakhol,Dhankauda,Maneswar,Naktideul,Jujomura,Kochinda,Rengali,Bamra_Trend,Bamra_SMA,Bamra_EWMA,Bamra_DES,Bamra_TES,Bamra_ARIMA,Jamankira_Trend,Jamankira_SMA,Jamankira_EWMA,Jamankira_DES,Jamankira_TES,Jamankira_ARIMA,Rairakhol_Trend,Rairakhol_SMA,Rairakhol_EWMA,Rairakhol_DES,Rairakhol_TES,Rairakhol_ARIMA,Dhankauda_Trend,Dhankauda_SMA,Dhankauda_EWMA,Dhankauda_DES,Dhankauda_TES,Dhankauda_ARIMA,Maneswar_Trend,Maneswar_SMA,Maneswar_EWMA,Maneswar_DES,Maneswar_TES,Maneswar_ARIMA,Naktideul_Trend,Naktideul_SMA,Naktideul_EWMA,Naktideul_DES,Naktideul_TES,Naktideul_ARIMA,Jujomura_Trend,Jujomura_SMA,Jujomura_EWMA,Jujomura_DES,Jujomura_TES,Jujomura_ARIMA,Kochinda_Trend,Kochinda_SMA,Kochinda_EWMA,Kochinda_DES,Kochinda_TES,Kochinda_ARIMA,Rengali_Trend,Rengali_SMA,Rengali_EWMA,Rengali_DES,Rengali_TES,Rengali_ARIMA
1998-08-31,MONSOON,2.73,3.0580000000000003,4.49,2.1820000000000004,2.148571428571429,4.05,4.8980000000000015,1.355,1.83,3.296875,3.6662500000000007,3.511877090304,3.351942294617537,1.761893083072838,1.5715494268334123,3.9119166666666665,4.276000000000002,4.129981540864,3.7735688651293775,1.9507810563428025,1.7711759974968602,4.6899999999999995,4.622500000000001,4.883075201024001,4.230523945104075,2.981907913323978,3.9658065504303095,3.1974419642857144,3.3617946428571424,3.1499414477165715,2.0675434762010374,1.292474418411913,0.7051081767423302,3.251483134920635,3.1941220238095243,3.1156246039771434,4.150801297234405,1.4410479953414765,1.547777777777778,5.4625,5.4125,5.128427725824,4.8396250387341935,2.729936235970009,1.7655997925584321,4.745500000000001,4.50075,4.685281312358401,5.170109074413492,2.3993668032439155,2.600046897780325,2.6618749999999998,3.1587500000000004,2.835936839168,2.4300611037877173,0.8725179388107782,0.7494118129699299,2.60875,2.7424999999999993,2.614957645824,2.5198052107865823,0.8634280063748245,0.37826361794416774
1998-11-30,POMKH,2.14,2.336666666666667,3.83,2.427142857142857,2.18,4.84,4.087999999999999,1.485,1.79,3.3656250000000005,3.335000000000001,2.9631262541824004,2.539724119318777,2.8792617105818925,3.3830718606013575,3.9801666666666673,3.864166666666668,3.4126555911850667,2.798415929981366,3.875467282616052,4.4020935060293676,4.9825,4.590000000000002,4.4618451206144005,3.773536441062554,4.1458256890436935,4.29358956908416,3.298870535714286,3.2107232142857143,2.8608220114870857,2.1025149659729943,2.6398692128208436,3.074775399898104,3.458375496031746,3.114122023809524,2.741374762386286,3.52904218716749,2.555397737728727,2.5,5.54125,5.4125,5.0130566354944,4.686868623482652,4.795705514054351,5.513649366822108,4.946958333333334,4.636083333333334,4.44636878741504,4.827545520096558,3.959104721844296,5.092018586382535,2.655,2.72,2.2955621035008003,1.6838109519974869,3.1558028238849687,3.385005885242984,2.3925,2.5499999999999994,2.2849745874944,2.0306377033776113,2.2061658672346374,2.9901056707522313
1999-02-28,POMRB,3.2,4.458,4.94,3.07375,4.235555555555555,6.0,4.752000000000002,2.825,3.05,3.35,3.258750000000001,3.0578757525094407,2.634421444305207,3.7621750017204443,2.994943145644881,3.888416666666667,3.959666666666668,3.83079335471104,3.4133922777307397,4.2622215836440756,3.5980496191753297,4.965000000000001,4.790000000000002,4.65310707236864,4.179058534833588,5.57091606834848,5.0007644666275,3.316008928571429,3.1841607142857145,2.9459932068922514,2.2852743372217503,3.7395781563698445,3.389801513392719,3.5189186507936507,3.388844246031746,3.3390470796539935,4.021167597230548,3.2691343589767228,3.1366666666666667,5.404999999999999,5.512499999999999,5.4078339812966405,5.197728596934347,6.299948783602994,6.0439996886432565,4.7785,4.854916666666668,4.568621272449025,4.94923585827809,5.035504764441842,4.562166328800749,2.63125,2.6037500000000007,2.50733726210048,2.008801215987221,2.8923128541217142,2.6992800276368176,1.95,2.667499999999999,2.59098475249664,2.3320648601307625,3.3103091703000795,2.646699291610827
1999-05-31,PREMON,5.82,6.15,7.44,5.971428571428572,5.5475,7.39,6.4179999999999975,5.16,1.8,3.3653125,3.472500000000001,4.162725451505665,4.513918972404634,5.434073444140245,5.091526585549865,3.9528854166666667,4.000666666666668,4.758476012826624,5.0896374083875475,6.118970704712794,6.328752292548066,4.804062500000001,5.1750000000000025,5.767864243421185,6.1932563898218485,7.3564018999725445,6.944035571694961,3.296919642857143,3.413580357142857,4.15616735270678,3.1409421091521366,5.0959184153842685,5.158471176943189,3.5705338541666665,3.5279067460317455,4.222428247792396,4.969083755950167,5.052415554580257,4.99125,5.246666666666666,5.569999999999999,6.200700388777984,6.3824583837088475,7.4495871827018885,7.707086246731879,4.492208333333333,5.039000000000001,5.308372763469414,6.218717061274224,6.66312702140397,6.228222449750604,2.7096875000000002,2.7062500000000007,3.568402357260288,3.956955064528217,4.608514788463394,4.865400089666653,1.8928125,2.1174999999999993,2.274590851497984,1.9895886824524152,4.429415171871576,4.852121531296243
1999-08-31,MONSOON,1.75,2.16,2.81,1.4014285714285712,2.0766666666666658,2.73,2.814,0.755,0.49,3.606875,3.227500000000001,3.197635270903399,3.3907788399677496,1.8655173255675916,2.2119008736618224,4.196604166666667,3.7761666666666684,3.719085607695974,3.8599973607506497,2.080833742747922,2.585108388690722,4.829375000000001,4.755000000000003,4.584718546052711,4.804258815861702,3.1099405104491216,4.641265186115142,3.3922247023809526,3.2184375,3.0542718401954967,2.9195705120777142,1.402167444289589,1.6251259083776732,3.546970486111111,3.509930555555554,3.3641236153421037,4.0019199377052335,2.187533772545561,2.148571428571429,5.295833333333334,5.239999999999999,4.81242023326679,4.9372503070045255,3.045585620731354,2.6132057533770334,4.374291666666666,4.518000000000001,4.310623658081648,4.450773884422439,3.0999075001109864,3.066017368396082,2.90875,2.556250000000001,2.4430414143561725,2.6507412234076115,0.8561057514800656,1.1850941867358367,2.041875,1.7824999999999993,1.5607545108987904,1.2005371820694035,0.21105314884816995,0.17351929744671368
1999-11-30,POMKH,3.2425,3.7504166666666654,4.2225,3.055,2.664826388888889,4.8933333333333335,3.881666666666667,2.7125000000000004,2.6725,3.73125,3.5031250000000007,3.2155811625420396,3.342579898791657,2.6074710370003515,2.7783569933062457,4.360604166666667,4.1296041666666685,3.731618031284251,3.7984927741719714,3.203041432347612,2.8550809482902206,4.776875,4.853125000000002,4.439831127631626,4.494670796298288,3.914934845818938,3.1043278683109565,3.285654761904762,3.3754017857142857,3.054563104117298,3.057156745745575,2.639401076705511,2.6889805349166274,3.407178819444444,3.631137152777777,3.0844047247608177,3.575732186741801,2.371605368074651,2.1800000000000006,5.3583333333333325,5.253333333333333,4.844785473293408,4.817968813303835,4.597540933698146,4.759872841916819,4.181916666666666,4.466416666666667,4.139040861515656,3.924406700229755,3.7302599531423435,3.9523149017217625,2.939375,2.863125000000001,2.5508248486137037,2.7310508185725393,2.1619428373376164,2.310054645217354,2.5481249999999998,2.003124999999999,2.005452706539274,1.727060244512164,1.36030961316862,2.1893957625771847
2000-02-29,POMRB,4.03,4.994,4.75,3.208333333333333,3.5622222222222213,6.34,4.015,3.19,3.36,3.9943750000000002,3.710625000000001,3.5413486975252235,3.780541631530719,3.966498821719209,3.2526573861231514,4.647854166666667,4.263604166666669,4.23657081877055,4.52359843316365,4.57345533880047,4.778627261492962,4.9418750000000005,4.805625000000002,4.563898676578976,4.582624870205259,5.463778295996745,5.654999265797229,3.1577976190476194,3.4090476190476187,3.1160711958037117,3.2085342986998886,3.816858875844756,3.288626640876277,3.3539149305555553,3.4628038194444435,3.275531723745379,3.6740154373232934,4.233268159211907,4.235555555555555,5.5008333333333335,5.338333333333333,5.442871283976045,5.491831375332811,6.180788384239051,6.050742323540055,4.249166666666667,4.282166666666667,4.089424516909393,3.742951871608042,4.814173550604092,4.302210212828126,3.11875,2.9543750000000006,2.8064949091682223,3.0725103872004,3.169388022266549,3.242539095199038,3.616875,2.0806249999999986,2.5472716239235647,2.561708438660425,2.9507713483001843,3.014017873020866
2000-05-31,PREMON,5.985,6.926,7.21,4.984285714285714,5.1025,7.55,5.6160000000000005,5.039999999999999,5.54,4.3521875,3.751875000000001,4.518809218515134,5.407962057799209,5.855158906923928,5.793239121186024,4.948677083333333,4.45760416666667,5.3123424912623305,6.368449442562277,6.473810028200958,6.543206330429969,5.239062499999999,4.748125000000002,5.622339205947386,6.240501108482901,7.232814647744291,6.652594470358136,3.208244047619047,3.1622619047619045,3.863357003196513,3.7514513139287606,5.180289750346395,5.6680974017089145,3.4176171875,3.351553819444444,4.006319034247227,4.439912889992442,5.472147262121583,5.5475,5.625416666666666,5.378333333333333,6.285722770385627,6.706165807059689,7.47466492359766,7.764130388551338,4.497208333333333,4.081666666666667,4.700054710145636,4.85881760694139,6.26968301563359,5.849866648216984,3.3709375,2.9243750000000004,3.699896945500933,4.563944723558017,5.142234457590105,5.1318471664632375,4.3828125,3.0156249999999982,3.744362974354139,4.5934005781171265,4.258269402682467,4.193731341183711
2000-08-31,MONSOON,3.69,3.682,4.36,1.3657142857142854,2.0955555555555554,3.71,4.154,2.31,5.3,4.546875,4.236875000000001,4.18728553110908,5.077245576133681,2.197883564622752,2.3071901640335075,5.273437500000001,4.838104166666669,4.660205494757398,5.575147136743555,2.580677979845434,2.631219273214143,5.50375,5.135625000000002,5.117403523568432,5.6577256831252525,2.965228622753521,4.2707769109007945,3.416220238095238,3.153333333333333,2.864299916203622,3.4276486931994077,1.353949807759244,1.2805307625976674,3.620763888888889,3.3562760416666664,3.2420136427705586,3.591640374465699,2.0283476015733517,2.0766666666666658,5.7075,5.623333333333333,5.2554336622313755,5.646577277752978,3.113047103188763,2.7056443067845493,4.7753749999999995,4.416666666666667,4.481632826087381,4.593842426151081,2.570101327803647,3.2798134740188813,3.6443749999999993,3.3131250000000003,3.1439381673005595,3.8590275838357915,0.948662150355311,0.9620208095076672,4.7524999999999995,4.218124999999999,4.366617784612483,6.131611215027507,1.1404109794069104,1.3960159005285535
2000-11-30,POMKH,4.165,4.635,5.05,3.494285714285714,3.1555555555555563,4.91,4.526,3.175,3.99,4.771875,4.467500000000001,4.178371318665448,4.924470968789512,3.4967920420809735,3.6225575920450304,5.5140625000000005,5.059250000000002,4.650123296854439,5.3485596767374535,4.117141943168338,4.245646539283058,5.7625,5.342500000000002,5.090442114141059,5.502243699399434,4.106650421931596,4.109917017466047,3.649642857142857,3.2631547619047616,3.1162942354364587,3.5680871771271496,2.592730602658066,3.0015173117233105,3.761475694444445,3.4789583333333334,3.2074304078845577,3.474507182825613,2.542643328639853,2.664826388888889,5.8075,5.6274999999999995,5.117260197338825,5.32174875806459,4.951662282498735,5.1851672336396994,5.1659999999999995,4.57775,4.499379695652428,4.615805903094882,3.8245318121422254,4.2902278553753606,3.9899999999999993,3.4287500000000004,3.1563629003803357,3.6923683240622576,2.941114018316044,3.097864797517901,5.31125,4.547499999999999,4.21597067076749,6.4040727878687,3.3815880539385486,3.7721377895769166
2001-02-28,POMRB,4.665,6.7075000000000005,6.04,4.432857142857143,4.696666666666667,6.98,5.595999999999999,4.915,5.0,4.666250000000001,4.626250000000001,4.3730227911992685,5.005369190536322,4.867314484779178,4.138825907327285,5.221500000000001,5.487625000000002,5.473073978112663,6.3896496969979495,5.455493704648292,5.211066397087946,5.432499999999999,5.665000000000002,5.470265268484635,5.93624895181268,5.781707267324297,5.5011877910838916,3.69375,3.569285714285715,3.6429193984047323,3.900538307858236,3.830320531833769,3.327890843694896,3.6260937500000003,3.762569444444445,3.8031249113974015,4.086450812778969,3.6726991690427155,3.562222222222221,5.598750000000001,5.7875,5.862356118403295,6.122106171410129,6.428903562156013,6.116486377408315,5.024999999999999,4.973,4.938027817391457,5.385282060221781,5.092037315997532,4.709272515459421,3.9087500000000004,3.8600000000000008,3.8598177402282015,4.60549835530571,3.655405868715697,3.4061095248187603,5.062499999999999,4.9575,4.529582402460494,6.891796704566007,4.774023237892201,3.47173481097333
2001-05-31,PREMON,7.15,7.1375,7.99,5.627142857142856,5.09375,7.71,7.1599999999999975,6.08,8.37,4.2943750000000005,4.9175,5.483813674719562,6.608215679173139,6.663884382824999,6.24424513995022,4.828875,5.5405000000000015,6.138844386867598,7.3856465243222456,7.630875248943136,7.583268086349982,4.88,5.860000000000001,6.478159161090781,7.4796777068489,7.743715293603778,7.373603676540416,3.629107142857143,3.7300000000000004,4.436608781899982,4.48406294656095,5.34360801705003,5.17687519628008,3.4503298611111113,3.760381944444445,4.31937494683844,4.684207921650458,5.342733104413137,5.1025,5.3725,5.8275,6.601413671041977,7.16493532015699,7.8458846593039535,7.978856194755722,4.545999999999999,5.358999999999999,5.826816690434873,7.087965721778347,6.982489561620062,6.648395729979649,3.669375,4.120000000000001,4.7478906441369215,6.045909033014628,5.959172508495907,5.789004102866728,4.255,5.664999999999999,6.065749441476296,8.99969213315379,6.0299585597761824,4.963244089117794
2001-08-31,MONSOON,1.6800000000000002,1.13,0.94,1.0757142857142858,1.02125,1.88,1.482,0.6200000000000001,0.48,4.131875,4.415,3.962288204831737,4.399786902541908,3.1300381518002784,3.184146207994522,4.5736875,4.902500000000002,4.1353066321205585,4.448409990966171,3.546503936158708,3.2120518251236945,4.795,5.005000000000002,4.262895496654469,4.392083838784925,3.5295498021463905,4.372966272639507,3.5976785714285713,3.6575000000000006,3.0922509834257035,3.979791501793698,1.5766061278347396,1.280310714329884,3.484449404761905,3.4918055555555556,3.0001249681030644,3.259773658663934,2.272643673446444,2.0955555555555554,5.128749999999999,5.369999999999999,4.712848202625186,5.015950460063568,3.417915424815678,2.9729464975210296,4.299249999999999,4.690999999999999,4.088890014260924,4.150706958052276,3.5603321260776912,3.9974471550291053,3.4624999999999995,3.697500000000001,3.096734386482153,3.6588570840752865,2.377202485152875,1.9089437793593371,3.95125,4.459999999999999,3.8314496648857777,6.104174466498947,3.2098836923231064,3.037888931579668
2001-11-30,POMKH,3.2,4.046,4.05,3.2671428571428573,2.82375,4.93,3.3660000000000005,2.95,2.35,4.11,4.17375,3.657372922899042,3.5972708167712715,3.4096553902332185,3.2602339322419436,4.365562499999999,4.755250000000002,4.099583979272335,3.9416214651487205,3.8396103020098202,3.0881268183433885,4.8062499999999995,4.755000000000002,4.177737297992682,3.893282541989292,3.8800200070666078,2.5933051049431968,3.594464285714286,3.6007142857142864,3.162207732912565,3.953052564134518,2.7519509232112602,3.250208382288471,3.7647544642857147,3.4088541666666665,2.9295749808618385,3.0883509546113435,3.0804708900710596,3.1555555555555563,4.85,5.374999999999999,4.799708921575112,4.780274801291593,4.58589472873496,4.374461092971609,4.06175,4.400999999999999,3.7997340085565545,3.3886383863293963,3.592433889554136,3.207996591185414,3.1950000000000003,3.641250000000001,3.0380406318892916,3.1565789217795626,3.002915539806787,2.446085323943061,3.4412499999999993,4.049999999999999,3.2388697989314665,4.6112737218431326,3.512526647523937,2.324623306987077
2002-02-28,POMRB,4.33,5.255,6.36,4.408571428571428,5.3014285714285725,5.01,4.782,3.485,4.21,4.5425,4.09,3.9264237537394253,3.737867400466486,4.476047507419803,3.5258942424890454,4.46275,4.392125000000002,4.561750387563401,4.3848459230269485,5.207265954419335,5.503873914476925,5.309375,4.835000000000002,5.05064237879561,5.027735616002118,5.401550598231372,5.92320641529279,3.6826785714285717,3.594642857142858,3.66075321117611,4.165842810963981,3.9417323429664495,3.953936507652478,4.157433035714286,3.5600446428571426,3.878316417088532,4.095151491374659,4.435380395363469,4.696666666666667,5.007499999999999,4.882499999999999,4.883825352945067,4.696221489056782,6.184318921016055,6.277226457465132,4.10975,4.197499999999999,4.1926404051339325,3.965378250962279,4.550237077486774,4.029815619674785,3.134375,3.2837500000000013,3.216824379133575,3.152112736375305,4.0111529440300995,3.90231051994939,3.1174999999999997,3.852499999999999,3.62732187935888,4.369932761816604,4.406661739581936,3.2332554888580867
2002-05-31,PREMON,7.31,6.925,7.76,5.6257142857142854,6.731428571428572,7.45,6.074,5.37,5.08,5.099375,4.129999999999999,5.279854252243656,5.866486325843755,6.292110752458669,6.131304947043735,4.633875,4.339000000000002,5.50705023253804,5.867660054590203,6.682829529200103,6.635939438773757,5.9925,4.777500000000002,6.1343854272773655,6.9050078788617775,7.502550941825411,7.476332896936219,3.705357142857143,3.594285714285715,4.446737640991381,4.634124183810558,5.4382286409732075,5.487664644619345,4.350071924603175,3.9694642857142854,5.019561278824549,5.468153852597392,5.073957118082177,5.09375,5.234999999999999,4.817499999999999,5.910295211767041,5.951523548196954,7.059287460268157,7.128209575900437,4.4775,3.926,4.94518424308036,5.4422109363809446,6.349838252752589,6.173618162263853,3.2550000000000003,3.1062500000000015,4.078094627480145,4.396543354492909,5.349053935292238,5.326902153139395,3.35125,3.029999999999999,4.208393127615328,4.642821277109217,5.543676617829457,5.294354683599034
