Date,Season,Bellaguntha,Polasara,Chhatrapur,Ganjam,Hinjilicut,Bhanjanagar,Patrapur,Kukudakhandi,Jaganathprasad,Asika,Dharakote,Surada,Purusottampur,Sanakhemundi,Kavisurjyanagar,Khalikote,Rangilunda,Chikiti,Sargad,Bellaguntha_Trend,Bellaguntha_SMA,Bellaguntha_EWMA,Bellaguntha_DES,Bellaguntha_TES,Bellaguntha_ARIMA,Polasara_Trend,Polasara_SMA,Polasara_EWMA,Polasara_DES,Polasara_TES,Polasara_ARIMA,Chhatrapur_Trend,Chhatrapur_SMA,Chhatrapur_EWMA,Chhatrapur_DES,Chhatrapur_TES,Chhatrapur_ARIMA,Ganjam_Trend,Ganjam_SMA,Ganjam_EWMA,Ganjam_TES,Ganjam_ARIMA,Hinjilicut_Trend,Hinjilicut_SMA,Hinjilicut_EWMA,Hinjilicut_DES,Hinjilicut_TES,Hinjilicut_ARIMA,Bhanjanagar_Trend,Bhanjanagar_SMA,Bhanjanagar_EWMA,Bhanjanagar_DES,Bhanjanagar_TES,Bhanjanagar_ARIMA,Patrapur_Trend,Patrapur_SMA,Patrapur_EWMA,Patrapur_DES,Patrapur_TES,Patrapur_ARIMA,Kukudakhandi_Trend,Kukudakhandi_SMA,Kukudakhandi_EWMA,Kukudakhandi_DES,Kukudakhandi_TES,Kukudakhandi_ARIMA,Jaganathprasad_Trend,Jaganathprasad_SMA,Jaganathprasad_EWMA,Jaganathprasad_DES,Jaganathprasad_TES,Jaganathprasad_ARIMA,Asika_Trend,Asika_SMA,Asika_EWMA,Asika_DES,Asika_TES,Asika_ARIMA,Dharakote_Trend,Dharakote_SMA,Dharakote_EWMA,Dharakote_DES,Dharakote_TES,Dharakote_ARIMA,Surada_Trend,Surada_SMA,Surada_EWMA,Surada_DES,Surada_TES,Surada_ARIMA,Purusottampur_Trend,Purusottampur_SMA,Purusottampur_EWMA,Purusottampur_DES,Purusottampur_TES,Purusottampur_ARIMA,Sanakhemundi_Trend,Sanakhemundi_SMA,Sanakhemundi_EWMA,Sanakhemundi_DES,Sanakhemundi_TES,Sanakhemundi_ARIMA,Kavisurjyanagar_Trend,Kavisurjyanagar_SMA,Kavisurjyanagar_EWMA,Kavisurjyanagar_DES,Kavisurjyanagar_TES,Kavisurjyanagar_ARIMA,Khalikote_Trend,Khalikote_SMA,Khalikote_EWMA,Khalikote_DES,Khalikote_TES,Khalikote_ARIMA,Rangilunda_Trend,Rangilunda_SMA,Rangilunda_EWMA,Rangilunda_DES,Rangilunda_TES,Rangilunda_ARIMA,Chikiti_Trend,Chikiti_SMA,Chikiti_EWMA,Chikiti_DES,Chikiti_TES,Chikiti_ARIMA,Sargad_Trend,Sargad_SMA,Sargad_EWMA,Sargad_DES,Sargad_TES,Sargad_ARIMA
1996-02-29,POMRB,2.425,4.47,2.1766666666666667,0.16,2.5,3.991666666666666,1.76,2.693333333333333,3.62,1.86125,2.362,1.91,1.9066666666666665,4.29,2.05,2.675,2.0622222222222217,1.905,5.88,,,2.425,7.362898932172796,3.7264011745907215,0.0,,,4.47,5.527589039675888,5.337429485867688,0.0,,,2.1766666666666667,9.092081946502875,4.1792934002998,0.0,,,0.16,0.636293694169228,0.0,,,2.5,1.6918404973586865,3.8104455963958657,0.0,,,3.991666666666666,7.30678144426815,4.004479166666666,0.0,,,1.76,0.04346872798828542,2.806456325170288,0.0,,,2.693333333333333,7.529338133974684,3.627186783345474,0.0,,,3.62,7.133976445634607,3.8276840827479655,0.0,,,1.86125,1.2192721763166996,2.3473212838460915,0.0,,,2.362,1.117873471318181,3.215684535599766,0.0,,,1.91,2.3193366234733293,1.9749999999999999,0.0,,,1.9066666666666665,8.057838397205654,2.9659541122084736,0.0,,,4.29,4.937576389955561,4.995065371910834,0.0,,,2.05,8.049893321574995,2.1768750000000003,0.0,,,2.675,5.081779550164665,3.1663096705970646,0.0,,,2.0622222222222217,7.6359150375265745,2.2478472222222217,0.0,,,1.905,6.994497031561022,2.7667316899966004,0.0,,,5.88,5.423115398485313,5.832174065298188,0.0
1996-05-31,PREMON,5.4625,8.52,5.9785714285714295,1.32,5.698000000000001,6.0100000000000025,4.9,5.745000000000001,5.7150000000000025,3.4537500000000003,4.294,3.81,5.663333333333334,6.3900000000000015,5.4499999999999975,4.125,5.276666666666666,5.116666666666666,6.495,,,3.6399999999999997,11.257873404179142,5.126232578328852,0.39600627386145815,,,6.09,3.9968677562274193,8.348466872351729,4.469982363854979,,,3.697428571428572,11.935611212794008,6.127101003024433,2.1766604136402337,,,0.624,0.9925334883569701,0.15999989105144055,,,3.779200000000001,2.279773089497809,5.423543746879371,3.7545056722467245e-07,,,4.799000000000001,9.272001217722469,6.034915166204988,3.991662283436762,,,3.016,0.44502817388511656,4.546004854504504,-5.711289743405313e-10,,,3.914,11.20176986373778,5.22700608008285,0.9086550141552329,,,4.458000000000001,9.3084953597128,5.127920965480092,1.2648030654562996,,,2.49825,1.3864476290532302,3.4164345307653505,2.4047369709354495e-09,,,3.1348000000000003,1.6740226247944312,4.385089441104607,2.361997008118185,,,2.67,2.345227207834182,3.932437673130194,1.9099980123229583,,,3.4093333333333335,13.875538636399659,5.481332811395902,1.9066635935813727,,,5.130000000000001,4.789708530364007,7.1525169559310555,4.289988541563939,,,3.4099999999999993,13.378843111379394,5.6889889196675885,1.5203178821137721e-06,,,3.255,6.539702475490434,4.46812129604126,4.22509854220132e-07,,,3.3479999999999994,11.356699123781588,5.613979686057249,2.062218450997132,,,3.1896666666666667,11.235073076639889,4.761337595542566,1.0134415984286922,,,6.126,5.494862790918454,7.1968541926511165,5.879989289379998
1996-08-31,MONSOON,1.1887500000000002,1.71,3.584285714285714,0.2,3.108,2.0766666666666667,0.5599999999999999,3.251666666666667,1.53,0.7925000000000001,1.6979999999999995,1.93,0.9533333333333333,4.225,1.985,2.995,3.3877777777777784,2.43,4.46,3.1507812500000005,,2.6595,7.930453238334667,0.9613419257619529,0.4287489018360182,5.135,,4.338,2.2778827926189376,1.4808033138514332,6.987590108841005,4.1624404761904765,,3.6521714285714286,8.945616247204274,3.0334220659407913,4.0780715282860704,0.69375,,0.4544,-0.16675810438598915,0.7817089432350115,3.9355000000000007,,3.51072,2.191519825267297,2.0590482597282964,1.1766725573465868e-06,3.8793750000000005,,3.7100666666666675,7.3832524947712965,2.1129784995638974,5.471918783958446,2.4034375,,2.0336,0.2669489351910971,1.027511419460817,-2.6731073002981403e-09,3.8622916666666667,,3.6490666666666667,9.58303097134067,1.9711969955575976,1.8412135206631195,3.512916666666667,,3.286800000000001,7.319079863061789,1.644075351944363,2.1409766473009832,1.9295312500000001,,1.81595,1.1222950163745598,0.8141406834365827,1.3925683550938019e-08,2.8172499999999996,,2.56008,1.6550127395584688,1.4563257233056977,3.535902351342464,2.6112499999999996,,2.3739999999999997,2.321166008861305,2.102472625286792,3.119625202866556,2.9858333333333333,,2.4269333333333334,9.147592184807866,1.3749270905028197,4.479306068294284,4.96,,4.768000000000001,4.167070884897926,3.8091568476383992,5.453999219962,3.3987499999999997,,2.8399999999999994,11.294494414730442,2.3216532974347954,4.04181958349178e-06,3.270625,,3.151,6.376546651208173,1.737520634856391,6.515338206143962e-07,3.7431944444444447,,3.363911111111111,10.03844604988494,3.844418610797783,3.9691494755225265,3.1975,,2.8858,9.683587568900986,1.4917476374307108,2.5977050977828453,5.722499999999999,,5.4596,5.159407944705637,4.007439927012426,6.22447108151983
1996-11-30,POMKH,2.45125,4.46,3.2828571428571434,0.59,3.358,3.2016666666666667,1.6075,2.9166666666666665,2.623333333333333,1.37125,2.396,1.97,1.9533333333333327,3.99,2.64,2.885,2.964444444444444,2.2383333333333333,5.67,3.4859375000000004,2.881875,2.5762,5.4314790298991955,2.158773804417545,-0.9339614524287901,5.57125,4.79,4.3868,1.7910878954884315,3.331501545181846,3.6674048194212894,4.6153571428571425,3.7555952380952387,3.5044457142857146,5.636930928809868,3.4782640316342426,3.9133370252313844,0.8200000000000001,0.5675,0.50864,0.26685117271877346,0.5440180950275539,4.2592500000000015,3.6660000000000004,3.4496320000000003,2.245538106184307,2.6634932633806203,1.1863185354380435e-06,3.937916666666667,3.8200000000000003,3.506706666666667,5.982447589296077,3.2486747548986634,2.5969724492673203,2.495625,2.206875,1.86316,0.3012037276292187,1.2189653293550828,-2.8752310394926528e-09,4.09,3.651666666666667,3.3561066666666663,6.696694061566031,2.5130552758494766,0.8769263363899228,3.58375,3.3720833333333338,3.0214133333333337,5.743234454118579,2.4555613198837336,1.4592707746423232,1.96640625,1.8696875000000002,1.63807,1.01593188609998,1.4752534922580463,1.2195874432356948e-08,3.003,2.6875,2.494448,1.7919330415530632,2.3673071077534544,2.3776683218221324,2.8475,2.405,2.2123999999999997,2.298673536550847,2.1853296863544758,2.0456191358225118,3.36875,2.6191666666666666,2.237493333333333,5.248953406254911,1.7852678466107605,1.296109591184423,5.198125,4.723750000000001,4.4568,3.686245220511235,3.6086737467217875,4.786287667248916,3.903125,3.0312499999999996,2.76,8.122661695780241,3.06030698394191,7.11952535075574e-07,3.400625,3.17,3.0446,5.596959446971091,2.4211761655137467,2.7083620127055433e-07,4.219722222222223,3.4227777777777777,3.204124444444444,7.04266247064806,3.510187459863796,3.2011563821962605,3.575,2.9225,2.6268133333333337,6.672581999925565,1.7506750425833992,1.613941135635912,5.710625,5.626250000000001,5.543760000000001,5.1222072299683825,4.674574044715519,5.4523985531875985
1997-02-28,POMRB,4.57625,7.23,5.431428571428571,1.17,4.6560000000000015,4.466666666666667,3.3325000000000005,4.378333333333333,4.746666666666667,2.34,3.4,3.56,4.84,6.18,4.99,3.48,4.6255555555555565,4.105,6.65,3.5212500000000007,3.4196874999999993,3.37622,5.127355942120801,3.7166623103638594,2.352014620990873,5.563750000000001,5.48,5.52408,2.0986971997772743,5.195845613758809,4.487343723732868,4.551785714285714,4.569285714285715,4.275238857142857,5.407258716446069,3.977842206686287,2.75385679841022,0.7549999999999999,0.82,0.7731839999999999,0.9005267135552014,0.44968608509741703,4.31925,4.205000000000001,3.932179200000001,2.7062254352035913,3.945878844874628,2.500000046677449,3.8675,3.938750000000001,3.890690666666667,5.430849170412413,4.046654806799654,4.024984407971052,2.555625,2.6,2.450896,0.5965673930076895,2.728460869806879,1.620109900843372,3.8433750000000004,4.072916666666667,3.764997333333333,5.458536569952228,3.8756998936919063,2.6285346627473554,3.458333333333333,3.6537500000000005,3.711514666666667,5.547491763680169,3.9374945758331927,3.5151659254938297,1.9254687499999998,1.9893750000000003,1.9188419999999997,1.1096082177037896,2.3473497529370237,1.7165927804982344,3.0667500000000003,2.947,2.8566688000000005,2.150211370212053,3.1237841041000185,2.4341349835346535,2.71625,2.8175,2.7514399999999997,2.3190591291706424,2.1544474480703872,2.2936903277723926,3.449583333333333,3.3525,3.2784959999999996,5.142347478265794,2.810389358503582,2.102090591055669,5.2993749999999995,5.196250000000001,5.1460799999999995,4.0210773751932605,4.932987932865021,4.386081174496616,3.8581250000000002,3.7662499999999994,3.652,6.968971735035841,2.507109720246702,2.0499979345785997,3.23375,3.37125,3.21876,5.0079379301552365,3.292068263841353,2.6749995127165382,4.313472222222221,4.063611111111111,3.772696888888889,5.847197260436948,2.6107744517984357,2.2968763669237644,3.779166666666667,3.4725,3.2180880000000007,5.511621615314649,3.1218641059285948,1.8651666813027095,5.61625,5.8187500000000005,5.986256000000001,5.3173308234670245,5.984393055150985,5.7762283655768965
1997-05-31,PREMON,5.9925000000000015,9.25,6.347142857142856,1.32,6.1320000000000014,6.003333333333334,4.065,5.881666666666668,5.155,3.27,4.742,4.05,5.793333333333334,6.404999999999999,6.545,4.359999999999999,6.525555555555553,5.936666666666667,5.63,3.475625000000001,3.5521875,4.422732000000001,6.014899062059681,5.559258229461243,5.738421738389289,5.45875,5.6625000000000005,7.014448,2.8965674032008377,9.108744803627737,8.999605664919596,4.488928571428571,4.661428571428571,5.104000457142857,6.164999779078548,6.307998495297135,5.313766157187369,0.6575000000000001,0.8199999999999998,0.9919103999999999,1.499963179724966,1.0173515381774483,4.26125,4.313500000000001,4.812107520000001,3.6085942105800863,5.945781035172672,6.11278754995656,3.8345833333333332,3.9370833333333346,4.7357477333333335,5.8715474114682635,6.098823736078481,5.828098562043504,2.7631250000000005,2.39125,3.0965376000000004,0.9955819360843939,4.5960557868962475,4.510533247165601,3.5421666666666667,4.107083333333334,4.611665066666667,5.784189614522712,5.757004574484554,5.920773932243589,3.3797916666666667,3.51375,4.2889088,5.538212255139124,5.415151083166572,5.876298489523201,1.9418749999999998,1.9434375000000002,2.4593051999999997,1.3812014969895843,3.4164632311297813,3.18532293315238,3.175,3.059,3.6108012800000004,2.813872445864869,4.447158892486243,4.012166939961544,2.61,2.8775,3.2708639999999995,2.352713467365118,4.270554416665984,3.179226544167281,3.5391666666666666,3.385,4.284430933333333,5.902828253575161,5.542424470588257,5.647988890294815,5.573125,5.200000000000001,5.649647999999999,4.468757331187409,7.271193741963398,6.110035404472011,3.6075,4.040000000000001,4.809200000000001,7.139326989640221,6.280907912980883,6.5660942966671625,3.0062499999999996,3.4299999999999997,3.6752559999999996,4.923757666614335,4.690196405478882,4.3829231686665855,4.208194444444445,4.375833333333333,4.873840355555554,6.541730816332613,6.293268333436714,5.486239975613323,3.967083333333334,3.6775,4.305519466666667,6.068816357319232,5.828994813495523,5.5924122025619845,5.48625,5.6025,5.843753600000001,5.302815619846925,7.468941607855104,6.3568870360129734
1997-08-31,MONSOON,0.94125,0.92,2.707142857142857,-0.32,3.154,1.5199999999999998,1.875,1.142,1.0866666666666664,0.6487499999999999,1.7600000000000002,0.64,1.47,5.02,0.53,1.4249999999999998,2.888888888888889,3.2433333333333336,4.57,3.2621875000000005,3.4903125,3.0301392000000003,2.7614961934199456,1.3951799469732347,1.0128412014914971,5.28375,5.465000000000001,4.5766688,2.0404439517795323,2.2532120398857325,2.385995292495518,4.4469642857142855,4.442142857142857,4.145257417142856,3.51965993105741,3.2889336256900368,3.8490288593702457,0.51625,0.6899999999999998,0.46714623999999993,0.17519736360407756,0.7944757323046442,4.045750000000001,4.325000000000001,4.148864512000001,3.58555492004311,2.5643939805698253,3.465779079319531,3.7470833333333338,3.797916666666668,3.44944864,3.6320924153080747,2.1720412579145965,2.388890431568514,2.8518750000000006,2.7199999999999998,2.6079225600000004,1.0233566437151633,1.011490605766306,0.5154895136988648,3.3063750000000005,3.5796666666666668,3.2237990400000003,2.645268365473543,2.42412053621796,2.994410006386631,3.2045833333333333,3.4029166666666666,3.0080119466666666,3.232826267008719,1.7834819589546407,1.3222937612616366,1.9815625,1.9075000000000002,1.7350831199999999,1.182482590329503,0.8141692950162496,0.7309065305647221,3.2835,3.0745000000000005,2.870480768,2.775690633711546,1.570985367340362,2.3295612325650064,2.5037499999999997,2.555,2.2185184,2.2955287719785415,2.4338276482081183,2.3014277747766245,3.286250000000001,3.5141666666666667,3.1586585599999997,2.6701578764529517,1.3636391771922747,1.1334334152162908,5.7425,5.3987500000000015,5.397788799999999,4.4910728500556605,3.9182335959145855,4.5432735519429315,3.2574999999999994,3.6762500000000014,3.0975200000000003,2.8807377492239192,2.9628771403541667,1.9756389314043241,2.910625,3.0374999999999996,2.7751535999999994,3.136048220682739,1.9614284953995955,2.986813876160094,4.085052083333332,4.25111111111111,4.0798597688888885,4.035828873449278,4.6069925859035985,3.774097067067335,4.049458333333334,3.8808333333333334,3.880645013333334,4.226321845756011,2.463754678897346,2.657680509830049,5.085000000000001,5.63,5.334252160000001,5.078349998047893,4.061778649135661,4.828899212035188
1997-11-30,POMKH,2.33375,4.41,3.6571428571428575,0.33,2.8480000000000003,3.495,1.9525,2.6166666666666667,2.438333333333333,1.6462500000000002,3.2,2.41,2.1533333333333333,5.385,2.09,2.635,2.621111111111111,2.9283333333333332,4.52,2.9492361111111114,3.4609375000000004,2.75158352,2.004341286084305,2.5571049402700394,1.7594127915068216,4.9037500000000005,5.452500000000001,4.510001280000001,2.114348119255709,4.076996347216902,3.842785367866042,4.256428571428572,4.535714285714286,3.9500115931428565,3.0747979181154452,3.603543430978312,3.6001309579410776,0.4375,0.6249999999999999,0.41228774399999996,0.32772058257982106,0.5449492071047779,3.843,4.197500000000001,3.628518707200001,3.4559764976019944,3.0809048536821635,3.2934917656288696,3.51,3.871250000000001,3.467669184,3.192511676173824,3.272604345608264,2.901953682993403,2.9802083333333336,2.80625,2.345753536,1.0768090222301663,1.3096361066233693,1.4797310599418068,2.937125,3.5046666666666666,2.9809460906666665,2.0763024568522517,2.463828957816361,1.7596548459100931,2.898958333333333,3.356666666666667,2.7801405013333333,2.4459002307566844,2.4932922876804993,2.2688680472789358,1.87359375,1.9762500000000003,1.699549872,1.1878692769848516,1.475282034377222,1.2646758089933021,3.12525,3.2755,3.0022884608,3.0368435330343293,2.474790898944517,2.368287510691349,2.1812500000000004,2.665,2.29511104,2.286223938409493,2.3323725320215694,2.040655573893387,3.049583333333333,3.564166666666667,2.756528469333333,1.7743619552724308,1.858574723510222,1.8661534488586558,5.7543750000000005,5.7475000000000005,5.392673279999999,4.654524643375321,3.781264125834786,4.3560729882473845,2.88125,3.538750000000001,2.694512,1.7919662488547243,3.4576848066972747,1.4758093168959312,2.815625,2.9749999999999996,2.7190921599999998,2.583136868937268,2.3907076676918817,2.226184693215118,3.8617708333333334,4.165277777777778,3.4963603057777775,2.5953702719198017,4.045027259013249,2.7647099493907588,4.0205,4.053333333333334,3.499720341333334,2.99333054622483,2.6613991207491985,2.1627606054830317,5.043749999999999,5.342499999999999,5.008551296,4.871268044045118,4.739916438906244,5.573907763565124
1998-02-28,POMRB,2.98625,5.88,4.721428571428572,0.3,3.442,3.4733333333333336,3.6975,2.7920000000000003,3.53,2.3825000000000003,3.464,2.27,2.6166666666666667,6.1400000000000015,2.74,2.9650000000000003,3.98375,4.074,4.59,2.9140972222222223,3.0634375000000005,2.845450112,2.262668398759997,4.1704194644036665,3.2205365139972306,4.8925,5.115,5.058000768,2.5647125053957756,6.068443329910929,6.054427624336041,4.312083333333334,4.358214285714286,4.2585783844571425,4.048464047039912,4.250666040729253,3.892063996944514,0.48375000000000007,0.40749999999999986,0.36737264639999995,0.8567597228399924,0.5201170981990701,3.7130624999999995,3.894,3.5539112243200006,3.4941040106320616,4.185752846066886,3.602925023360479,3.426458333333333,3.622916666666668,3.4699348437333333,3.0031712957952266,4.158212331041369,4.328869043060413,3.1369791666666664,2.8975,2.8864521216,1.4364502060574922,2.8469014906266885,2.450902510921629,2.8311666666666664,3.108083333333333,2.9053676544,2.121292164850873,3.7773334639863183,3.6658791079180544,2.80125,3.0525,3.0800843008,2.6417910317879008,3.936363759928848,4.1283762947400255,1.8043973214285713,1.9868750000000004,1.9727299232000002,1.337414568836842,2.347378427896686,2.0159817002782905,3.01325,3.2914999999999996,3.18697307648,3.3309379211623638,3.32618114260553,2.9566778350931076,2.07375,2.3425,2.285066624,2.2735607023664204,2.49706117667261,2.7550749604178666,3.1091666666666664,3.0083333333333337,2.7005837482666664,1.962192477346661,3.1174293286049966,3.388782676297528,5.699375,5.737500000000001,5.691603968,5.06255592111389,5.218768341908176,5.383424552833067,2.7800000000000002,2.9762500000000007,2.7127072,1.9098340567742842,3.557088829609338,3.7352090674354717,2.90875,2.8462499999999995,2.817455296,2.4866612226233995,3.2304701716288555,3.210760530083731,3.8885416666666672,4.004826388888889,3.6913161834666663,3.062154282541676,3.793230088519166,3.3861480164703686,3.7624999999999997,4.045583333333334,3.7294322048,3.3092227948257062,3.9473401254806553,3.304837618900369,5.1674999999999995,4.827499999999999,4.8411307776,4.708796402841441,5.81581931847472,5.867676644310453
1998-05-31,PREMON,5.07888888888889,7.56,5.532857142857144,1.56,5.7239999999999975,5.1,4.726666666666667,4.5139999999999985,3.9266666666666663,2.36375,3.4120000000000004,2.76,6.123333333333332,6.54,5.785,4.115,5.381111111111113,5.7360000000000015,7.36,2.8634722222222226,2.8350347222222223,3.738825622755556,4.519746944714536,5.7769894642190565,5.50291447057229,4.891249999999999,4.6925,6.058800460800001,3.416776727851642,8.945546646831467,8.619142805852112,4.139380952380953,4.154642857142858,4.768289887817144,5.534551760687568,6.406134300890595,5.739838416618903,0.65,0.46749999999999986,0.84442358784,1.1867593230513431,0.7358671293364223,3.408874999999999,3.791999999999999,4.421946734592,4.199579846818341,5.907334937996934,5.784266277307512,3.182958333333333,3.3970833333333346,4.12196090624,3.961350475294866,6.067482173708575,5.618506233756835,3.0603124999999998,3.0629166666666663,3.6225379396266666,1.9826922154342035,4.743059207578517,4.288101003839003,2.7119999999999993,2.766166666666666,3.5488205926399994,3.8369309263896247,5.367065044928998,5.258483659408681,2.7427083333333333,2.7454166666666664,3.4187172471466667,3.1468411449091165,5.2019352940501005,5.113489047483525,1.749888392857143,1.7603125000000004,2.12913795392,1.4849617316588601,3.4164919266075957,3.2255249773206223,2.8440000000000003,2.9589999999999996,3.276983845888,3.580679690992578,4.630696768524542,4.383895828267421,1.94625,2.0199999999999996,2.4750399744,2.2743566937211273,4.246169115939148,3.3979381286099883,2.9795833333333333,3.0908333333333333,4.069683582293333,6.487160066659865,5.578538938479831,5.354500929850865,5.2787500000000005,5.77125,6.0309623808,5.572188108015825,7.52680824457039,6.2737959753305885,2.541875,2.7862500000000012,3.94162432,5.14296499285886,6.351387661611959,5.561722393806117,2.968125,2.7849999999999997,3.3364731776000003,3.208603060844274,4.5643058661904865,4.160906204733829,3.9007291666666672,3.718715277777779,4.367234154524445,4.815679840598468,6.5569979178905,5.81673277548677,3.284791666666667,3.9954166666666673,4.53205932288,5.119513230686411,6.323682644502824,5.724816004424296,4.967499999999999,5.259999999999999,5.848678466560001,5.163056553502449,6.934923359170385,5.47526153605641
