Date,Season,Gwalpara,Madhepura,Murliganj,Gamharia,Chausa,Shankarpur,Biharriganj,Puraini,Alamnagar,Singheswar,Kishanganj,Gwalpara_Trend,Gwalpara_SMA,Gwalpara_EWMA,Gwalpara_DES,Gwalpara_TES,Gwalpara_ARIMA,Madhepura_Trend,Madhepura_SMA,Madhepura_EWMA,Madhepura_DES,Madhepura_TES,Madhepura_ARIMA,Murliganj_Trend,Murliganj_SMA,Murliganj_EWMA,Murliganj_DES,Murliganj_TES,Murliganj_ARIMA,Gamharia_Trend,Gamharia_SMA,Gamharia_EWMA,Gamharia_DES,Gamharia_TES,Gamharia_ARIMA,Chausa_Trend,Chausa_SMA,Chausa_EWMA,Chausa_DES,Chausa_TES,Chausa_ARIMA,Shankarpur_Trend,Shankarpur_SMA,Shankarpur_EWMA,Shankarpur_DES,Shankarpur_TES,Shankarpur_ARIMA,Biharriganj_Trend,Biharriganj_SMA,Biharriganj_EWMA,Biharriganj_DES,Biharriganj_TES,Biharriganj_ARIMA,Puraini_Trend,Puraini_SMA,Puraini_EWMA,Puraini_DES,Puraini_TES,Puraini_ARIMA,Alamnagar_Trend,Alamnagar_SMA,Alamnagar_EWMA,Alamnagar_DES,Alamnagar_TES,Alamnagar_ARIMA,Singheswar_Trend,Singheswar_SMA,Singheswar_EWMA,Singheswar_DES,Singheswar_TES,Singheswar_ARIMA,Kishanganj_Trend,Kishanganj_SMA,Kishanganj_EWMA,Kishanganj_DES,Kishanganj_TES,Kishanganj_ARIMA
1996-02-29,POMRB,2.18,2.9,2.595,3.59,2.52,3.526666666666667,3.4433333333333334,3.2539999999999996,3.1940000000000004,3.7,4.5075,,,2.18,2.5355565428502413,2.583618650225703,0.0,,,2.9,2.582670317594689,2.740178073656645,0.0,,,2.595,2.22990119844912,2.503442105341897,0.0,,,3.59,3.1003699152647557,3.5999999999999996,0.0,,,2.52,2.281435184278753,2.506764273567728,0.0,,,3.526666666666667,2.8210143025877357,3.5366666666666666,0.0,,,3.4433333333333334,5.760569529857418,3.453333333333333,0.0,,,3.2539999999999996,4.593386588740288,3.2639996860249814,0.0,,,3.1940000000000004,4.302645788244432,3.204,0.0,,,3.7,3.287516740627538,3.5415562303086987,0.0,,,4.5075,4.526433492402437,4.902453259111347,0.0
1996-05-31,PREMON,2.26,3.19,2.81,3.5766666666666667,2.8,3.1,4.89,4.074,3.8425,4.03,5.4425,,,2.2119999999999997,2.5432427409641565,3.303053870972965,2.1799988308492564,,,3.016,2.6343726527241604,3.2754717165443528,2.8999986667359927,,,2.681,2.248030212622789,3.4440314834603822,1.4221246496407265,,,3.5846666666666667,3.1106940647530985,3.596112650046168,-2.763400197441395e-08,,,2.6319999999999997,2.3567701183021788,2.931575438146837,2.5199984374523123,,,3.3560000000000003,2.557952216659787,3.1194459833795016,-4.0532483354477856e-08,,,4.022,7.063992540972865,4.909445983379501,-9.440151395948075e-22,,,3.582,5.278489214010759,4.093445518440371,4.767791934396888e-08,,,3.4534000000000002,4.864812213335384,3.8619459833795013,-4.432565072990714e-23,,,3.8320000000000003,3.2984182957023407,4.031950038551079,3.6999979697484124,,,4.8815,4.507970462175499,5.36671870697007,1.9256313909518572
1996-08-31,MONSOON,2.3,1.86,1.88,2.223333333333333,2.32,1.7133333333333332,2.89625,2.645,1.995,2.41,2.615,2.41375,,2.2471999999999994,2.5509522854072766,1.3298011423659104,2.230484157080108,2.4650000000000003,,2.5536,2.5789366797507802,1.6250962215524754,3.0559707589053073,2.321875,,2.3606,2.241698108934212,1.0357020480060053,1.7087276175966088,3.1024999999999996,,3.0401333333333334,3.0912691030084773,2.2516742760823916,7.395353515222191e-09,2.5056249999999998,,2.5071999999999997,2.369886306139174,2.0733765098165926,2.6949207955694185,2.7291666666666665,,2.6989333333333336,2.083230437556783,1.7416742760823916,-3.5094776646773076e-08,3.562708333333333,,3.5717000000000003,6.225604265421245,2.9245909427490586,-1.4338701381536392e-21,3.12575,,3.2072000000000003,4.816201333595307,2.673340303137752,6.351698913148945e-08,2.954375,,2.87004,4.359701357078823,2.0233409427490585,-8.831476513226256e-24,3.2300000000000004,,3.2632,2.9894453829867524,2.0928412370287015,3.8989712591972516,4.328020833333333,,3.9749,4.489582720262141,2.7308472681904234,1.8378432892572434
1996-11-30,POMKH,2.46,1.97,1.955,3.02,2.4,2.5766666666666667,3.02125,2.53,2.7860000000000005,2.64,4.3325,2.6425,2.3,2.3323199999999993,2.55868541581487,2.0141754737174224,2.2492295251420344,2.48875,2.48,2.32016,2.536241619114346,2.3858404148063337,2.5787515085775627,2.405,2.31,2.19836,2.2374575791344316,2.154848964922209,1.662710183435129,3.1025,3.1024999999999996,3.03208,3.0893705064529065,3.056689239595705,1.3748271029461462e-08,2.550416666666667,2.5100000000000002,2.46432,2.390658661177229,2.3697858505918745,2.459846856240597,2.729166666666667,2.7291666666666665,2.6500266666666668,1.93437939476061,2.6133559062623717,1.8055555388282242e-08,3.5627083333333336,3.562708333333333,3.35152,5.196372770612396,3.057939239595705,8.655346775013816e-23,3.12575,3.1257499999999996,2.9363200000000003,4.156209275873457,2.56668840363406,2.1654568292387054e-08,2.954375,2.9543750000000006,2.836424,4.101043577098509,2.8226892395957055,-8.831476513226256e-24,3.3112500000000002,3.1950000000000003,3.0139199999999997,2.778876954150776,2.973618944553112,3.172322340696065,4.598437499999999,4.224375,4.11794,4.471269993905683,4.025557952274956,1.1152026802428368
1997-02-28,POMRB,3.09,2.78,2.69,3.59,2.4850000000000003,3.526666666666667,3.4433333333333334,3.2539999999999996,3.1940000000000004,3.98,5.336666666666667,2.6475,2.5275,2.6353919999999995,2.5664428651538493,2.6122293738902416,2.2514663419787024,2.4612499999999997,2.4499999999999997,2.5040959999999997,2.559646131960271,2.737919234970695,2.6337748872644,2.405,2.3337499999999998,2.395016,2.2523029433149735,2.5458814245790795,2.435910182825057,3.1025,3.1024999999999996,3.255248,3.1000081171393776,3.634495520155143,3.5899999019396147,2.529583333333333,2.5012500000000006,2.472592,2.41884306121531,2.6207812853535,2.5037315914849634,2.729166666666667,2.7291666666666665,3.000682666666667,2.0805676108319715,3.57116218682181,3.5266664423250034,3.562708333333333,3.5627083333333336,3.3882453333333333,4.466645679226816,3.4878288534884763,3.443333163264236,3.1257499999999996,3.1257499999999996,3.063392,3.8813885499022227,3.2937591182637402,3.253999861345626,2.954375,2.9543750000000006,2.9794544000000003,3.9606138563852697,3.238495520155144,3.1939998399189893,3.3237500000000004,3.2650000000000006,3.400352,2.8947072238745113,3.6087298883111907,3.466272908868318,4.87125,4.431666666666667,4.605430666666667,4.453031971732168,4.864371707746571,4.005159686260095
1997-05-31,PREMON,3.18,3.5,3.38,3.5766666666666667,3.1933333333333334,3.1,4.89,4.074,3.8425,4.4,6.776666666666666,2.515,2.7575,2.8532352,2.5742239470949,3.43857936781544,2.581009188744951,2.3862499999999995,2.5275,2.9024576,2.637152742151684,3.247499214624644,2.856132295528124,2.3475,2.47625,2.7890096,2.2846060342363996,3.5014935266427782,2.704087338689969,3.1024999999999996,3.1024999999999996,3.3838154666666664,3.11035078155439,3.6284344096228436,3.576666587668198,2.4170833333333333,2.5995833333333342,2.7608885333333335,2.5241129159075157,2.9319294998415764,2.7336099032760015,2.729166666666667,2.7291666666666665,3.0404096000000003,2.149715676851069,3.151767742956177,3.099999818899911,3.562708333333333,3.562708333333333,3.9889471999999997,4.731843102094728,4.941767742956175,4.889999758478832,3.12575,3.1257499999999996,3.4676351999999997,4.0388808089759705,4.116820040456422,4.0739997936764025,2.9543750000000006,2.9543750000000006,3.32467264,4.061366258106311,3.8942677429561767,3.8424998074166297,3.33875,3.3575,3.8002112,3.1156708929805412,4.140110367589436,3.8846959177575093,5.0828125,4.765208333333334,5.473925066666666,4.434868352320354,5.586498527468045,3.7386136686030556
1997-08-31,MONSOON,1.42,1.33,1.31,2.223333333333333,1.7599999999999998,1.7133333333333332,2.89625,2.645,1.995,2.14,3.4633333333333334,2.4412499999999997,2.5374999999999996,2.2799411199999997,2.582026129476779,1.5604854025617427,2.6241145560634087,2.32875,2.395,2.27347456,2.540374220464074,1.6709340247714564,2.238258005196988,2.316875,2.33375,2.1974057599999997,2.2626599173186364,1.2396560339941607,2.1063284585922517,3.1024999999999996,3.1024999999999996,2.919622613333333,3.090944026961956,2.2818472046744516,2.2233332958093954,2.361458333333333,2.459583333333334,2.36053312,2.4562421999401556,2.3711760324908373,2.518354436512622,2.7291666666666665,2.7291666666666665,2.5095790933333335,1.9100780020669599,1.7718472046744513,1.7133332520914224,3.562708333333333,3.5627083333333336,3.5518683199999996,3.7556988417850716,2.9547638713411177,2.8962498569518043,3.12575,3.1257499999999996,3.1385811199999996,3.433770757710503,2.6908622456923528,2.6449998625851885,2.954375,2.9543750000000006,2.792803584,3.349735703826381,2.0535138713411185,1.994999900012017,3.325,3.29,3.13612672,2.84951261613664,2.2514273572102517,2.8413965382559194,5.147500000000001,4.977291666666668,4.669688373333333,4.41677879627124,3.2819708896563373,3.1359129559080845
1997-11-30,POMKH,2.28,1.9,2.065,3.02,2.06,2.5766666666666667,3.02125,2.53,2.7860000000000005,3.03,5.176666666666667,2.41375,2.4924999999999997,2.2799646719999997,2.58985316373515,2.1101308928217515,2.049426644279915,2.2062500000000003,2.3775,2.124084736,2.4951711611819243,2.3059201644277634,2.053858596288392,2.23625,2.36125,2.144443456,2.2607485028928846,2.137593923292222,1.6059550535155018,3.1025,3.1024999999999996,2.959773568,3.0890633875716227,3.084742906717368,3.019999928026304,2.3879166666666665,2.374583333333334,2.2403198719999997,2.429455395716779,2.398113814983415,2.2146976812842487,2.729166666666667,2.7291666666666665,2.5364141226666668,1.9326158876683597,2.6414095733840344,2.5766665103612896,3.5627083333333336,3.5627083333333336,3.3396209919999995,3.156156387489849,3.085992906717367,3.02124985077795,3.12575,3.1257499999999996,2.8951486719999995,2.912356045862054,2.5788762260077265,2.5299998878632426,2.954375,2.9543750000000006,2.7900821504,3.0644236152661066,2.850742906717368,2.7859998603676597,3.1262499999999998,3.3875,3.093676032,2.8055359988127395,3.049666791941666,2.7154384048076823,4.937083333333334,5.188333333333334,4.872479690666667,4.398763039463931,4.665051780162682,2.6233222414299324
1998-02-28,POMRB,2.68,2.39,2.335,3.59,2.3800000000000003,3.526666666666667,3.4433333333333334,3.2539999999999996,3.1940000000000004,3.48,5.010000000000002,2.4584374999999996,2.3899999999999997,2.4399788032,2.5977044777515204,2.674710694962165,2.57027938192942,2.1690625,2.2800000000000002,2.2304508416,2.4914236347250944,2.660165482897702,2.583466258524666,2.20703125,2.2725000000000004,2.2206660736,2.265856868013162,2.5649980077861314,2.602424888855014,3.1025,3.1024999999999996,3.2118641408,3.0997187478109693,3.6604638090961705,3.5900000822986144,2.3783333333333334,2.3483333333333345,2.2961919232,2.441670434827581,2.487840660015994,2.360933247679215,2.729166666666667,2.7291666666666665,2.9325151402666667,2.2160515845071806,3.5971304757628375,3.526666655787142,3.562708333333333,3.5627083333333336,3.381105928533333,3.0494497294360365,3.513797142429503,3.4433333353022317,3.1257499999999996,3.1257499999999996,3.0386892031999997,2.899018268861655,3.303359638272966,3.254000016283635,2.954375,2.9543750000000006,2.9516492902400002,3.0129486913930736,3.2644638090961706,3.193999932167275,2.9521875,3.2625,3.2482056192,2.8755745646754884,3.7452394898935837,3.818502473838618,4.522083333333334,5.106666666666668,4.927487814400001,4.380820766670891,5.564721491182635,4.5535636286102035
1998-05-31,PREMON,3.37,2.91,3.09,3.5766666666666667,3.51,3.1,4.89,4.074,3.8425,3.31,5.419999999999999,2.470625,2.4375,2.81198728192,2.60558055325568,3.44374749637468,2.684802798696847,2.2906250000000004,2.1325000000000003,2.5022705049600003,2.5283159552156707,3.1015535518274255,2.902942867939728,2.2434374999999998,2.2,2.56839964416,2.2903394008153835,3.4136813168157207,2.9002061664181857,3.1024999999999996,3.1024999999999996,3.3577851511466665,3.1100789511510993,3.6523551962169636,3.5766667864817405,2.3091666666666666,2.427500000000001,2.7817151539199996,2.580320960960595,3.0510191226485084,2.970211171412192,2.729166666666667,2.7291666666666665,2.9995090841600005,2.388403556350246,3.175688529550297,3.09999999343352,3.562708333333333,3.562708333333333,3.9846635571199998,3.9395792080464247,4.965688529550295,4.890000002796102,3.12575,3.1257499999999996,3.4528135219199996,3.354144886990365,4.123947479564941,4.074,2.9543750000000006,2.9543750000000006,3.307989574144,3.264715865213925,3.918188529550296,3.8424999183947257,2.735625,2.9899999999999998,3.27292337152,2.915677683823724,4.15403923218517,3.9683916690844674,4.132395833333334,4.767500000000001,5.12449268864,4.362951682511958,5.981482597573777,4.2149874505214076
