Date,Season,Sevapuri,Cholapur,Chirai Gaon,Arajiline,Baragaon,Pindra,Kashi Vidya Peeth,Sevapuri_Trend,Sevapuri_SMA,Sevapuri_EWMA,Sevapuri_DES,Sevapuri_TES,Sevapuri_ARIMA,Cholapur_Trend,Cholapur_SMA,Cholapur_EWMA,Cholapur_DES,Cholapur_TES,Cholapur_ARIMA,Chirai Gaon_Trend,Chirai Gaon_SMA,Chirai Gaon_EWMA,Chirai Gaon_DES,Chirai Gaon_TES,Chirai Gaon_ARIMA,Arajiline_Trend,Arajiline_SMA,Arajiline_EWMA,Arajiline_DES,Arajiline_TES,Arajiline_ARIMA,Baragaon_Trend,Baragaon_SMA,Baragaon_EWMA,Baragaon_DES,Baragaon_TES,Baragaon_ARIMA,Pindra_Trend,Pindra_SMA,Pindra_EWMA,Pindra_DES,Pindra_TES,Pindra_ARIMA,Kashi Vidya Peeth_Trend,Kashi Vidya Peeth_SMA,Kashi Vidya Peeth_EWMA,Kashi Vidya Peeth_DES,Kashi Vidya Peeth_TES,Kashi Vidya Peeth_ARIMA
2000-05-31,PREMON,6.23,7.0,5.82,6.35,4.5075,5.73,6.635,6.45125,6.7924999999999995,6.815561611156383,7.301832297040615,10.141609049792622,6.398573740731573,5.255000000000001,5.016666666666669,5.788819285453098,5.612783939019885,6.826305937479932,6.42630770378983,4.11125,3.655416666666668,4.345412255683865,4.066362071125857,5.893261970239208,4.849637715575534,4.467499999999999,4.914375000000003,5.3103814522939965,5.610707446362384,6.13849391988556,5.061217932755491,2.933541666666667,2.5239583333333333,3.308699881325013,2.718960588162787,5.537210096370217,5.220406350375001,3.815625,3.7783333333333338,4.272639969504677,4.2700111775142515,4.298105648930913,4.742876597234499,4.555625000000001,4.440416666666664,5.11223753664685,5.066191183766064,5.882580077300819,5.993448795759533
2000-08-31,MONSOON,9.005,4.815,5.19,4.625,2.0325,3.885,4.32,6.5496875,6.594999999999999,7.69133696669383,7.75284561458108,5.644687395834465,7.819115311479599,5.2534375,5.162500000000003,5.399291571271858,5.3936258493619915,4.377033539374353,4.116819569333908,4.545937499999999,3.8450000000000006,4.683247353410319,4.322643623932131,3.461972614203634,3.6736949240753747,4.975416666666667,4.3037500000000035,5.036228871376398,5.3500988428297385,5.144169945363499,6.186481734500074,3.1743750000000004,2.7720833333333337,2.7982199287950076,2.5680342222080825,0.882497964018579,0.6847336657110326,4.02875,3.6625000000000005,4.117583981702806,4.09601808792662,3.759302574096015,4.016702464687498,4.7121875,4.4899999999999975,4.79534252198811,4.916506142340958,3.7947300319851576,4.735811112634302
2000-11-30,POMKH,3.62,4.45,3.545,4.25,3.125,3.105,3.325,7.3775,6.307499999999999,6.062802180016298,6.621116952858051,6.016277744390477,5.3181446752898935,5.0218750000000005,5.347500000000003,5.019574942763115,5.1410147545965295,4.494132296882526,4.324603266118696,4.946875,4.377500000000001,4.227948412046192,4.080121939277915,3.990633136267359,3.326100480178378,5.700833333333334,4.631250000000003,4.721737322825839,5.055316564976864,4.6069095633695305,3.858423188550634,3.2890625,3.095,2.9289319572770047,2.650297571778975,2.0483613188439236,1.816694973342332,4.081875,3.968750000000001,3.7125503890216836,3.669893676542509,3.4936886302603836,3.3469135635713325,4.808125,4.621249999999997,4.207205513192866,4.591131652855532,3.996136605733793,4.162323051834727
2001-02-28,POMRB,8.3125,4.3725000000000005,4.302499999999998,6.053333333333334,3.35,3.635,4.932499999999999,7.515000000000001,6.791874999999999,6.962681308009779,7.069932839682517,7.00857241639672,6.730317785161116,4.657500000000001,5.1593750000000025,4.760744965657869,4.931308567500176,5.610405166331255,5.070983128386357,4.9925,4.714375,4.257769047227715,4.09658168845413,4.240016655035344,4.093224120796999,6.386145833333333,5.319583333333337,5.254375727028837,5.365457686302408,4.8478248537369595,4.937135745456009,3.2878125,3.25375,3.097359174366203,2.778931196563985,3.208507904487657,2.9482374296053564,3.9712499999999995,4.088750000000001,3.6815302334130102,3.643776685791632,3.953618799889706,3.46636081098223,4.7075000000000005,4.803124999999998,4.497323307915719,4.666790060057932,4.5253839182893865,4.536619629632282
2001-05-31,PREMON,10.915,5.9,7.68,9.4,4.789999999999999,5.675,6.6750000000000025,7.088750000000001,7.963124999999999,8.543608784805867,8.101932092148118,9.66984126832835,10.655751734185646,4.130625,4.884375000000002,5.216446979394721,5.135053049688453,6.593612872245763,6.271198907937808,4.711875,5.179375,5.626661428336629,5.063360063305082,6.591767344242085,5.692771768942083,6.858958333333334,6.082083333333337,6.9126254362173025,6.554258044636831,6.570277686765435,7.128416457501977,3.1221875,3.324375,3.7744155046197214,3.2058294185238245,5.971826173694364,5.730112798206198,3.745625,4.075000000000001,4.478918140047806,4.4792271559061705,4.818262924563792,4.745283181518905,4.533125,4.813124999999999,5.368393984749433,5.088655095322639,6.370655273453977,6.503550531958943
2001-08-31,MONSOON,5.42,3.0,3.695,7.0575,1.74,3.055,3.475,7.021562500000001,7.066874999999998,7.2941652708835205,7.363019258078612,6.88542309129747,7.7632966122089115,3.5965625,4.430625000000002,4.3298681876368335,4.601021658368745,3.843291474176512,3.7346170756840276,4.3859375,4.805625,4.853996857001977,4.739261355076891,4.543017160844711,4.9723918004401675,7.019791666666667,6.690208333333337,6.9705752617303816,6.727908505706756,6.513066208447501,7.2510970477503305,3.0477083333333326,3.2512499999999998,2.960649302771833,2.980608255349791,1.7248144268561356,1.3484103886223187,3.7199999999999998,3.867500000000001,3.909350884028684,3.87126461793856,3.956691502312634,4.545377533000091,4.419687500000001,4.601875,4.6110363908496605,4.75886017929864,4.094926500728101,4.6836677037886085
2001-11-30,POMKH,3.795,2.05,2.795,5.6,2.0925,2.13,2.775,6.6156250000000005,7.110624999999998,5.894499162530112,6.384980128315115,5.654441924744161,6.164079086281988,3.26625,3.830625000000002,3.4179209125820997,3.9710926061560627,3.5156556093171045,3.3858895955056454,4.2225,4.618124999999999,4.030398114201186,4.223920716227738,4.2232553764423315,3.5961476029247414,6.908125000000001,7.0277083333333366,6.422345157038228,6.431030444901039,6.3564910961791865,6.067310900805419,3.147604166666666,2.9931249999999996,2.6133895816630996,2.828949112111814,2.3124458720413914,2.2284927967648245,3.7187500000000004,3.623750000000001,3.19761053041721,3.1330269430066098,3.1145246069639163,2.1661960273374845,4.300625,4.4643749999999995,3.8766218345097965,4.3518475696002845,3.746475019948564,3.4822364137212922
2002-02-28,POMRB,7.6,2.5,2.4450000000000003,5.99,3.786666666666666,4.405,4.575,6.598125,6.932499999999997,6.576699497518067,6.705004963205951,6.825013619814791,5.989592504619788,3.3775,3.362500000000002,3.05075254754926,3.6008361752732743,4.138506647896899,3.4670568440132414,4.493125,4.15375,3.3962388685207117,3.7142697705093695,4.149011484151819,4.042514257731943,7.1084375,7.011875000000003,6.249407094222937,6.331327623863044,6.454388081637145,5.857411607000729,3.4076041666666663,3.1022916666666664,3.0827004156645263,3.0299014631278594,2.6232776240294835,2.69790813472604,3.66625,3.8162500000000015,3.6805663182503263,3.6535114497939207,3.240081900893573,3.4085759658385335,4.465,4.375,4.155973100705878,4.402709162343869,4.2890044772477625,4.388430660131354
2002-05-31,PREMON,8.38,5.13,8.23,8.57,5.1525,4.895,6.08,7.316874999999999,6.298749999999998,7.29801969851084,7.14925533651037,9.310627160482177,7.671924109354637,3.80375,3.170000000000002,3.8824515285295558,3.9446760763540256,4.982662456684766,4.5607651513773435,4.656875,4.29125,5.329743321112427,4.926825954380112,5.918965705882457,5.2583844284272105,7.9037500000000005,6.804375000000004,7.177644256533762,7.005423073788147,7.579151191783303,7.31067118702692,3.7263541666666664,3.192916666666667,3.9106202493987157,3.5115343665593857,5.599400348006319,5.352802694701282,3.8931250000000004,3.6212500000000007,4.166339790950196,4.159644575581178,4.937261353723071,5.194709370846718,5.010625000000001,4.2262499999999985,4.925583860423528,4.755582731150906,6.078809362844188,6.291079430557664
2002-08-31,MONSOON,7.814999999999999,4.66,5.3100000000000005,9.49,3.4575,3.415,5.385,8.021875,6.897499999999997,7.504811819106504,7.319257814039498,5.803655426004741,7.435924685088641,4.20125,3.5850000000000026,4.193470917117733,4.0935202423425165,2.5242415051092273,2.316894023209218,5.170625,4.695,5.321845992667456,5.1031983388931135,4.2729462080664025,4.5463807068836815,8.73125,7.412500000000004,8.102586553920258,7.753471727632704,6.863769727775624,7.12148842152972,3.839270833333333,3.622291666666667,3.729372149639229,3.6156030099892815,1.98159348074938,2.030965243629267,3.990625,3.7112500000000006,3.8658038745701173,3.836047150543381,3.5711875121363024,3.4191011370158324,5.510000000000001,4.703749999999998,5.109350316254116,4.8912268520784,3.5887863601902508,4.02803953392635
2002-11-30,POMKH,7.15,3.8,2.49,9.53,2.925,3.585,5.23,8.901875,7.7362499999999965,7.362887091463902,7.262650929638597,5.72726895234957,5.816454503561845,4.83625,4.022500000000003,4.03608255027064,4.002118379490503,3.230657114226199,2.8976152053977864,5.59125,4.61875,4.189107595600474,4.4538030034676845,4.574034031134712,3.8479107052828256,9.41625,8.395000000000003,8.673551932352154,8.30017324657058,7.452311642841789,8.263251926711686,3.9246874999999997,3.830416666666667,3.4076232897835372,3.5876146684417014,3.2404852759286067,3.599675827083449,3.895,4.075000000000001,3.7534823247420706,3.7192793934264095,3.147384600808953,3.392197112982676,5.929375,5.317499999999998,5.15761018975247,4.966658242043523,4.075079246132124,4.2233737389029
2003-02-28,POMRB,9.885,3.93,6.859999999999999,8.68,3.8575,3.73,6.115,9.503125,8.307499999999996,8.37173225487834,7.962901956134543,7.987812673431269,8.822218776017257,4.9425,4.380000000000003,3.993649530162384,3.9637529669951603,4.55987199958925,3.741956780683653,4.934374999999999,5.7225,5.257464557360284,5.146615166432314,4.28380892086669,4.0074024124490215,9.4375,9.067500000000003,8.676131159411293,8.445692001053798,8.564618725023395,8.792955975066498,3.7028125000000003,3.8481250000000005,3.5875739738701222,3.739176571471924,3.8105555196136094,3.833761873706946,3.590625,3.906250000000001,3.744089394845242,3.7120260004791907,4.071022346897242,4.04306078024027,6.01125,5.702499999999998,5.540566113851482,5.210279000146801,5.529518414575723,5.649199607535717
2003-05-31,PREMON,13.135,8.78,7.18,11.36,5.7650000000000015,4.805,7.895,9.302499999999998,9.496249999999995,10.277039352927005,9.353336967315457,10.846096286325807,8.90412186942554,4.467499999999999,5.292500000000003,5.9081897180974305,5.085876933991611,5.7541327655806604,5.4000891791353105,4.952500000000001,5.46,6.02647873441617,5.8103175198977075,7.463451238108715,7.145341322527656,8.74375,9.765000000000002,9.749678695646775,9.324108190557498,9.896893003360622,9.10221863242934,3.2675,4.001250000000001,4.458544384322074,4.279079350693448,5.876957387704418,5.4772242490985885,3.1,3.883750000000001,4.168453636907145,4.156050272862538,4.9230939872568,4.554687711122821,5.753125,6.156249999999998,6.482339668310889,5.773189789647002,7.395500040544472,6.901935424882088
2003-08-31,MONSOON,7.87,1.86,1.105,6.87,1.07,1.07,4.225,8.773125,9.509999999999994,9.314223611756203,8.937517204722715,8.40829385510937,8.722261738504743,4.26,4.592500000000003,4.2889138308584585,4.293192397479661,4.294871923354756,4.482713543340489,5.419375,4.4087499999999995,4.057887240649702,4.643536835189629,4.962935880659387,5.331243115650495,8.624166666666667,9.110000000000001,8.597807217388066,8.655251368886487,9.350542287971171,10.215579979255784,3.0571875000000004,3.404375000000001,3.103126630593244,3.80132734380536,2.8511173467660416,2.8837949724537317,2.8625000000000003,3.297500000000001,2.929072182144287,2.856195060082191,3.514464179171159,3.581789601460529,5.494375,5.866249999999999,5.579403800986533,5.4577005086200545,5.288920558212011,5.537609471872616
2003-11-30,POMKH,5.49,2.8,6.84,6.6,1.83,2.005,4.324999999999998,8.24,9.094999999999995,7.784534167053723,7.9898382246289135,7.4852016816946785,7.213153095982901,3.7925,4.342500000000003,3.693348298515075,3.915980376206628,3.414786066864415,3.2496605505807006,5.53125,5.49625,5.170732344389821,5.2912759824871305,3.651854988095314,2.795141208389187,8.675833333333333,8.377500000000001,7.79868433043284,8.098750377682455,8.111267110991642,7.383088815179359,2.925625,3.130625000000001,2.593875978355946,3.477871776172065,2.1001155845661055,2.5272716238695825,2.89125,2.9025000000000007,2.5594433092865723,2.492279068346042,1.8065198612377382,1.3575638680097233,5.302499999999999,5.639999999999999,5.0776422805919195,5.228161767646339,4.667440356401066,4.105281943572574
2004-02-29,POMRB,7.31,3.27,6.245,10.653333333333334,3.27,3.41,4.95,8.3475,8.451249999999996,7.594720500232233,7.793835996700386,8.610689117812086,8.658362781536745,3.8,4.177500000000003,3.5240089791090448,3.741862358198624,4.332980555193302,3.5584536413375005,6.568125,5.3425,5.6004394066338925,5.654467220731663,5.098026210584212,5.115138699454749,8.577916666666667,8.870833333333335,8.940543931593037,8.87173819561612,7.939014508917801,6.993454091909509,3.2265624999999996,2.983750000000001,2.8643255870135675,3.4552941731133915,2.772968835161991,3.1352547293439406,3.3431249999999997,2.8225000000000007,2.8996659855719433,2.867074808019347,2.5959590214480555,3.5123523857774934,5.5625,5.348749999999999,5.026585368355152,5.175833712114134,5.515488671090594,5.361395318073523
2004-05-31,PREMON,11.445,5.7,8.69,9.8,5.3,5.355,7.525,9.654375,8.028749999999997,9.13483230013934,8.772209626973494,10.406994615752103,9.895683877220993,4.58,3.407500000000003,4.394405387465428,4.186773295308615,5.376905974098564,5.5015386787063125,7.748749999999999,5.720000000000001,6.8362636439803355,6.651559843809428,7.806954684401922,7.493402554285156,9.2125,8.480833333333337,9.284326358955823,9.178176244270334,10.201501053059724,10.33530433579439,3.9946874999999995,2.8675000000000006,3.8385953522081406,3.853123602426224,5.027045817308189,4.611643468845821,4.17,2.960000000000001,3.8817995913431664,3.895399250753444,4.0962322830036655,3.151489999510422,6.309375,5.256249999999999,6.025951221013091,5.66902908784525,6.955151302669577,6.617356458125487
2004-08-31,MONSOON,10.42,5.0,7.8900000000000015,7.6466666666666665,3.9425,4.135,6.675,11.615625,8.666249999999998,9.648899380083604,9.206056600356915,7.553783186144864,9.264200808373733,5.30875,4.192500000000003,4.636643232479257,4.357570012553233,2.9794914586855263,2.804089083257494,8.443125,7.416250000000001,7.257758186388202,7.244883457982626,5.690625888430812,5.64663643055324,9.793333333333333,8.675000000000004,8.629262482040161,8.775250430315356,8.987769438376187,8.664395094968425,4.7046875,3.5856250000000003,3.8801572113248843,3.9497570311630197,1.821928172740868,2.5365543305289937,5.07875,3.7262500000000007,3.9830797548058996,3.9830242468000003,3.4602735176502684,3.6286877592436277,7.1343749999999995,5.868749999999999,6.285570732607855,5.883815801351718,4.697155495494961,4.959852966381588
