Date,Season,Sevapuri,Cholapur,Chirai Gaon,Arajiline,Baragaon,Pindra,Kashi Vidya Peeth,Sevapuri_Trend,Sevapuri_SMA,Sevapuri_EWMA,Sevapuri_DES,Sevapuri_TES,Sevapuri_ARIMA,Cholapur_Trend,Cholapur_SMA,Cholapur_EWMA,Cholapur_DES,Cholapur_TES,Cholapur_ARIMA,Chirai Gaon_Trend,Chirai Gaon_SMA,Chirai Gaon_EWMA,Chirai Gaon_DES,Chirai Gaon_TES,Chirai Gaon_ARIMA,Arajiline_Trend,Arajiline_SMA,Arajiline_EWMA,Arajiline_DES,Arajiline_TES,Arajiline_ARIMA,Baragaon_Trend,Baragaon_SMA,Baragaon_EWMA,Baragaon_DES,Baragaon_TES,Baragaon_ARIMA,Pindra_Trend,Pindra_SMA,Pindra_EWMA,Pindra_DES,Pindra_TES,Pindra_ARIMA,Kashi Vidya Peeth_Trend,Kashi Vidya Peeth_SMA,Kashi Vidya Peeth_EWMA,Kashi Vidya Peeth_DES,Kashi Vidya Peeth_TES,Kashi Vidya Peeth_ARIMA
2004-11-30,POMKH,13.395,5.9,9.5,10.9,5.1025,5.555,7.85,13.100625,10.642499999999997,11.147339628050162,10.328147576845817,7.761289985247636,9.065984233078272,5.9,4.967500000000002,5.1419859394875544,4.700541150172643,3.645902910965961,3.432617411078022,9.006875,8.08125,8.154654911832921,8.192189786447937,6.374524826992667,5.904665760210886,10.149166666666666,9.750000000000004,9.537557489224097,9.426965519122575,8.156322688987794,7.908975173022435,5.220625000000001,4.4037500000000005,4.36909432679493,4.27511515047402,3.337930590905491,3.420419674648533,5.71875,4.6137500000000005,4.61184785288354,4.625918188009094,3.502765217294438,3.7680267241052836,7.68125,6.749999999999999,6.911342439564713,6.298218835722521,5.258261371048848,5.449080937870744
2005-02-28,POMRB,15.095,6.0,9.14,11.0,5.6775,7.13,8.025,13.818125,12.588749999999996,12.726403776830097,11.605259662184228,11.420251557758661,10.616482542506674,6.23,5.650000000000002,5.485191563692533,4.98402062209878,5.559909114147385,4.748533841025423,9.01375,8.805000000000001,8.548792947099752,8.86253062748825,7.800055688550454,7.935637925734422,10.037083333333333,9.83666666666667,10.12253449353446,9.922086603600976,9.507000675476641,10.62048693290629,5.641979166666667,5.005625000000001,4.892456596076959,4.701390089445657,5.188385437992287,5.394482534798757,6.025,5.54375,5.619108711730124,5.655435268187,5.332499519402763,5.469742319688923,7.706874999999999,7.51875,7.356805463738828,6.663339321193416,7.143095159636243,6.94550126311522
2005-05-31,PREMON,15.54,7.7,10.305,12.3,7.0200000000000005,6.755,8.825,14.256874999999997,13.612499999999995,13.851842266098057,12.654923998057056,14.868842844213862,14.243551619771708,6.3225,6.150000000000002,6.37111493821552,5.602215540949473,7.125562355898646,7.2446158065066,8.872499999999999,9.208750000000002,9.251275768259852,9.737582963757035,10.572539156261534,10.375923529320682,9.45,10.46166666666667,10.993520696120676,10.651890025618954,11.332352291277333,10.309332637193062,5.815833333333334,5.435625000000001,5.7434739576461755,5.390399673359492,7.388885966433293,7.075083840669775,6.188749999999999,5.89375,6.073465227038074,6.096081834153972,7.384673295934068,6.986331426128195,7.4799999999999995,7.84375,7.944083278243296,7.119144183278121,9.235086346460271,8.40616177197327
2005-08-31,MONSOON,12.065,5.64,6.33,4.25,5.593333333333334,5.185,5.58,14.728124999999999,14.023749999999996,13.137105359658834,12.476462099400381,11.893805322924333,12.036673709296903,6.37875,6.310000000000002,6.078668962929312,5.581441216876136,4.815391175565007,4.983846355448399,9.078125,8.818750000000001,8.082765460955912,9.282628615801308,8.077264455557607,8.242151701428963,9.4475,9.612500000000002,8.296112417672406,8.848151269960363,10.608666684849206,9.198264701684698,5.872083333333333,5.8483333333333345,5.683417707921039,5.735222370447668,4.275358587569503,4.164106965088106,6.104375,6.15625,5.718079136222844,5.696983179339467,5.688953996646068,4.809330564137939,7.371249999999999,7.569999999999999,6.998449966945977,6.806932117736169,6.781699807043288,6.35983617275357
2005-11-30,POMKH,15.259999999999998,6.0,9.93,9.6,4.842499999999999,5.815,7.13,15.195625,14.489999999999998,13.986263215795299,13.212771347426575,11.206326159604536,11.824104170332689,6.4525,6.335000000000003,6.047201377757587,5.651156476865129,5.066696511121963,5.229448680356003,9.31625,8.926250000000001,8.821659276573547,9.89949574716897,7.461334864267686,7.326441652804293,9.526250000000001,9.287500000000003,8.817667450603444,9.103517834765572,7.981332420961719,6.7551984228135895,5.898020833333332,5.783333333333335,5.347050624752622,5.870055160944529,5.315014448419182,5.2195253085053,6.100625000000001,6.22125,5.756847481733706,5.728233992493008,5.069990538331738,6.106454480124866,7.274374999999999,7.389999999999999,7.051069980167586,6.881093222715339,6.26142939118748,5.855121123598991
2006-02-28,POMRB,17.0,6.35,10.355,12.28,6.3874999999999975,6.195,7.875,15.769375,14.966249999999999,15.19175792947718,14.220091788729363,14.340575828097453,13.763248832947667,6.415,6.422500000000003,6.168320826654552,5.78702903885283,6.522244950935977,5.898729631644934,10.24875,9.23,9.434995565944128,10.506756114848244,8.670544821185004,8.920832396451697,10.06375,9.607500000000003,10.202600470362066,10.060517765667496,8.929346691231665,10.32045582865903,5.697291666666666,5.960833333333333,5.763230374851572,6.287168822300442,5.774994976998011,6.207665021655934,6.321875000000001,5.987500000000001,5.932108489040224,5.904800254972034,6.166132531080561,6.530791208911625,7.1781250000000005,7.352499999999999,7.380641988100552,7.0946344562095955,7.329122449627668,7.000087105268843
2006-05-31,PREMON,17.375,7.94,10.995,11.65,6.5175,7.66,8.2,16.284374999999997,15.424999999999999,16.06505475768631,15.054521124783527,17.45198956135682,14.88503179352806,6.3,6.482500000000003,6.876992495992731,6.267326954895975,7.87535164911258,8.027006428455795,11.032499999999999,9.4025,10.058997339566476,11.165240603309593,11.556493215225547,11.362896676357506,10.857499999999998,9.445000000000004,10.781560282217239,10.563121923319216,11.419590205660686,11.01296568708359,5.598437499999999,5.835208333333333,6.064938224910943,6.681817892028155,7.846464690451953,7.983037914608783,6.638750000000002,6.213750000000001,6.623265093424134,6.618033426616521,7.225779955087702,7.100867328944873,7.0375,7.19625,7.70838519286033,7.33154259357078,9.153318706651426,8.415427763161372
2006-08-31,MONSOON,14.82,5.1,13.1,9.2,4.49,6.0500000000000025,5.435,16.650625,16.11375,15.567032854611785,14.96888970339576,14.228501090226281,14.792727133818172,6.2162500000000005,6.347500000000002,6.166195497595639,5.956980365672436,5.388228630447474,5.673833780504264,11.116875,11.095,11.275398403739885,12.294153050525962,8.964404512987791,8.979241806682182,10.716249999999999,10.682500000000005,10.148936169330343,10.214817023079366,10.432032252087142,8.584341424483188,5.7715625,5.559374999999999,5.434962934946566,6.586664843774703,4.631307943562007,4.880751828456296,7.062500000000001,6.430000000000002,6.393959056054482,6.3603265076175175,6.127099253594238,6.895266289655414,6.859999999999999,7.16,6.799031115716199,6.945335705608012,6.413750435053011,5.86072367008218
2006-11-30,POMKH,16.625,5.62,9.43,11.0,5.154999999999999,7.485,6.15,17.065,16.455,15.990219712767072,15.395913834576659,13.680600145731885,17.17036482032038,6.0775,6.252500000000002,5.947717298557383,5.845369663286694,5.253259407526167,5.541415353760223,11.466875,10.97,10.537239042243932,12.131422446615737,10.285999491156987,10.357783664649276,10.31875,11.032500000000004,10.489361701598206,10.485705656777021,9.639624045983776,10.879349050274085,6.099375,5.637499999999999,5.322977760967939,6.581934355553902,4.551532736376954,5.192928084584978,7.3075,6.847500000000003,6.830375433632689,6.80922051701015,5.747679318593784,6.7605582782778795,6.786250000000001,6.915,6.53941866942972,6.7873985527748495,6.208397904651418,6.256871352850338
2007-02-28,POMRB,18.565,6.06,11.53,9.75,7.46,7.915,7.435,16.533125000000002,16.846249999999998,17.020131827660244,16.23246405590122,16.44647263730687,18.272423925717945,5.8500000000000005,6.1800000000000015,5.99263037913443,5.865279942654906,6.51214944469849,5.955766435709101,11.406249999999998,11.263750000000002,10.93434342534636,12.54737999578516,10.400228526792855,10.774862599691783,10.3725,10.400000000000004,10.193617020958925,10.318342104116478,10.495190524396191,10.810733964776944,6.5410416666666675,5.905625000000001,6.177786656580763,7.0233214846232075,5.784795222753934,6.207969821046361,7.706250000000001,7.277500000000003,7.264225260179614,7.2488215608538,7.40068925576883,8.323443908317271,7.158125,6.805,6.8976512016578315,6.928930374997775,6.904068403786701,6.819595054233687
2007-05-31,PREMON,19.125,7.12,12.62,11.0,8.0675,7.9,8.05,16.0475,17.283749999999998,17.862079096596148,16.99281888292876,19.378260739578096,17.1840450764848,5.611249999999999,5.975000000000001,6.443578227480658,6.131956654868945,7.768099110945515,7.874000940649053,11.389375,11.670000000000002,11.608606055207815,13.164019047015358,13.10349140421047,12.889779348737413,10.36,10.237500000000004,10.516170212575355,10.55976619719748,11.519448765988844,10.298333445976283,6.888645833333333,6.293125000000002,6.933671993948458,7.547703171705661,7.952291402761109,8.283404921195828,8.092500000000001,7.337500000000003,7.5185351561077685,7.497487159297564,8.732759075785724,7.7491442660093615,7.524375000000001,6.767499999999999,7.358590720994699,7.168927327183113,8.553242158577945,8.040548182099744
2007-08-31,MONSOON,8.815,4.1,10.99,10.28,6.473333333333334,9.0,8.56,16.5275,15.782499999999997,14.243247457957688,14.75100414164513,16.096234630634097,16.146045437616003,5.5275,5.725000000000001,5.506146936488395,5.617103211765697,5.0335758889989215,5.262403254277498,11.6725,11.142500000000002,11.36116363312469,13.15960047497625,10.537092660060074,10.873095619347131,10.19375,10.507500000000004,10.421702127545213,10.524453325005982,10.263501281216058,8.786639343266698,6.854895833333334,6.788958333333335,6.749536529702409,7.677024817760204,5.715494086302891,6.348359570910607,8.146875000000001,8.075000000000001,8.11112109366466,8.10034010053474,6.923071538165777,7.140231735716408,7.456875,7.548749999999999,7.839154432596819,7.465241191900928,5.973700956138096,5.7268430419663
2007-11-30,POMKH,18.745,4.71,11.405,9.82,5.9525000000000015,7.625,5.955,17.204375,16.312499999999996,16.043948474774613,15.812123428653035,12.933889110253878,13.965668438207448,5.621250000000001,5.497500000000001,5.187688161893036,5.371974542009201,4.674601601710323,4.987807894904397,11.851875,11.636250000000002,11.378698179874814,13.22265009932431,10.64579138773326,10.659234385051624,9.856250000000001,10.212500000000004,10.181021276527128,10.366286315325512,9.9179675387666,10.807899180866928,6.7121875,6.988333333333335,6.430721917821446,7.641291829584323,6.24603127206124,6.600231367018427,8.229375000000001,8.110000000000001,7.916672656198797,7.876610116711505,7.752454816910699,8.876440588776642,7.3706249999999995,7.5,7.085492659558092,7.159390675660813,7.162835844501695,7.746280981064535
2008-02-29,POMRB,20.285,6.3,11.82,9.6,6.3925,8.21,7.09,17.821875,16.742499999999996,17.740369084864767,17.00150762616487,16.651763480059685,18.448840683197,5.567499999999999,5.557500000000002,5.632612897135822,5.563727148528317,5.8184801769376335,5.277675542990581,11.49625,11.708750000000002,11.555218907924889,13.34627852956256,11.291990488221993,11.727224856039683,9.008750000000001,10.175000000000004,9.948612765916277,10.18957254503113,10.251563412256608,9.945234529831705,6.635000000000001,6.721458333333334,6.415433150692868,7.65198750900543,7.272589489481468,7.531139300692318,7.980625,8.183750000000002,8.034003593719278,7.990792225101276,8.358984897835963,7.652807805255487,6.745625,7.413750000000001,7.087295595734855,7.152422107626681,7.509143867039906,6.92324405795255
2008-05-31,PREMON,22.82,7.63,13.765,8.45,7.993333333333332,8.265,7.705,17.02875,17.666249999999998,19.77222145091886,18.553931501338848,20.086569132583673,18.707432127312646,5.390000000000001,5.685000000000001,6.431567738281493,6.024632229535586,7.398513726421002,7.366733647633579,11.029375,11.995000000000003,12.439131344754934,13.964413938656726,13.79706258826468,13.567511535319058,8.1625,9.537500000000005,9.349167659549765,9.730892174122891,11.309332689216422,9.927805738126287,6.406458333333333,6.702916666666667,7.046593223749054,7.959350240803316,7.828974710564387,7.78502543468845,7.665625,8.275000000000002,8.126402156231567,8.079937937192417,9.318824638952314,9.40976957653015,6.09625,7.3275000000000015,7.334377357440914,7.274601182151549,8.697437574270422,7.814279891049179
2008-08-31,MONSOON,10.06,3.16,7.0,6.05,5.93,6.645,3.905,15.185,17.9775,15.887332870551315,16.22413491873481,17.796389074142077,15.583222987538303,5.16375,5.450000000000001,5.122940642968896,5.312707556125991,4.969301449900445,5.060102586978745,10.755625,10.997500000000002,10.26347880685296,12.507477322175987,11.379342281270926,11.726184378270077,7.66875,8.480000000000004,8.029500595729859,8.709342571957139,9.215893466215892,9.50585857404722,6.101770833333333,6.567083333333334,6.599955934249432,7.7895002992789095,5.758925735355721,6.222254795545276,7.6675,7.686250000000001,7.53384129373894,7.456159742900832,7.3850789238885195,7.738461758506391,5.876875,6.16375,5.962626414464548,6.5824471290577025,6.290370938522691,6.67850410957233
2008-11-30,POMKH,11.155,4.23,11.66,7.28,4.6675,7.460000000000001,5.415,13.72625,16.08,13.994399722330789,14.826177527452838,14.482891980864633,15.055972303806529,4.9262500000000005,5.330000000000001,4.765764385781337,5.02751410635756,4.306355993863263,4.5938578133,10.105625000000002,11.061250000000001,10.822087284111777,12.58348729686223,9.896535778799233,9.976733667200044,7.561249999999999,7.845000000000004,7.729700357437915,8.333914250632445,7.73131725403827,7.215193268010118,5.891979166666667,6.245833333333334,5.826973560549659,7.330286017138159,5.7659035113164006,6.229263408156946,7.710000000000001,7.645000000000001,7.504304776243364,7.434258608443885,6.63360622942956,7.624897549635582,5.580625,6.0287500000000005,5.743575848678729,6.346862027387532,5.250767109043254,4.792167941942494
2009-02-28,POMRB,13.125,4.97,9.375,8.19,5.24,8.39,5.875,14.091874999999998,14.29,13.646639833398472,14.343285659544199,15.165808243092078,15.303517596062889,5.385,4.9975000000000005,4.847458631468802,4.987171187280929,5.41144374922467,5.009655118784932,10.42,10.450000000000001,10.243252370467065,11.973025850975754,10.873487257429385,11.316507662086876,8.286249999999999,7.492500000000003,7.913820214462748,8.328257572659261,7.938442124267306,7.613323298025859,5.834375,5.9577083333333345,5.592184136329795,6.986554372793858,6.263896703828382,6.977441468536305,7.921875,7.690000000000001,7.858582865746019,7.809329821787665,7.775419689872441,8.002188404047653,5.713750000000001,5.7250000000000005,5.796145509207237,6.255473808698305,6.182922013095169,6.6587117423159805
2009-05-31,PREMON,18.31,7.06,11.01,9.0,7.4674999999999985,8.425,6.5500000000000025,15.935624999999998,13.1625,15.511983900039082,15.397606534137976,16.71632866218978,17.044621426739226,6.31125,4.855,5.73247517888128,5.45269336120481,6.671109444358738,6.643724824258823,11.289375,9.76125,10.549951422280238,11.90787470077397,12.711131045627067,12.495987389417316,9.395,7.6300000000000034,8.348292128677649,8.558238566038867,9.319456759544192,8.305931724129994,6.082187499999999,5.826250000000001,6.342310481797877,7.105941781789473,6.98051940867361,6.7337072014482295,8.326875000000001,7.73,8.085149719447612,8.041423184193308,9.16375905767796,8.057623155432097,6.0675,5.436250000000001,6.097687305524343,6.323134958266208,7.346612177372547,7.093046233732741
2009-08-31,MONSOON,17.494999999999994,7.4,12.27,11.3,5.994999999999999,8.18,6.125,17.63375,15.021249999999998,16.305190340023447,15.943629765775505,14.047647526224033,10.331173786634782,7.115,5.915,6.399485107328768,5.885950518205002,4.2965334157961035,4.1553489416860625,11.985,11.07875,11.237970853368143,12.192042901782896,9.743701723652451,9.779606997865706,10.27375,8.942500000000004,9.52897527720659,9.38728720118747,8.1350904551296,8.41438822197043,6.579687499999999,5.842500000000001,6.2033862890787255,6.914202683872629,5.071724812278096,5.498682386065181,8.973749999999999,8.11375,8.123089831668567,8.073856816169169,7.406822714477617,8.443839758501786,6.311875000000001,5.991250000000001,6.108612383314606,6.288562875456299,4.8528334525232735,5.120136214550609
2009-11-30,POMKH,18.47,7.4,13.345,10.9,6.584999999999999,9.165,6.025,18.589999999999996,16.849999999999998,17.171114204014067,16.6051441065822,14.448142819708437,17.02111246278437,7.913749999999999,6.7075000000000005,6.799691064397262,6.214071033453244,5.338848060670386,5.582520488515466,13.1975,11.5,12.080782512020885,12.713950194860068,10.535273394168646,10.71429134637666,10.9234375,9.847500000000004,10.077385166323953,9.864808924352381,8.916436567456469,9.96519195918794,6.9703124999999995,6.321875000000001,6.356031773447235,6.848740485367054,5.169881613028808,5.53900740109965,9.898124999999999,8.54,8.53985389900114,8.503368903597615,7.504563313348013,7.825925828430747,6.69875,6.143750000000001,6.075167429988763,6.240368427535392,5.425519623341453,6.117521436788132
2010-02-28,POMRB,19.395,8.23,13.255,11.6,7.3024999999999975,11.86,7.22,18.974999999999998,18.417499999999997,18.06066852240844,17.33711747707268,17.57182653998138,16.86326750708723,8.57,7.522500000000001,7.371814638638357,6.659573922401959,7.185881487963568,6.770111119838708,14.233125,12.47,12.550469507212531,13.101040992975012,11.856812215710786,12.162257589836559,11.415625,10.700000000000005,10.686431099794373,10.408668125737382,9.995054437153659,10.176410918762596,7.031666666666666,6.8375,6.73461906406834,6.933529895786251,6.929111174692627,7.243057177232058,10.476249999999999,9.407499999999999,9.867912339400682,9.87614168547015,9.114427276118677,9.287899134163075,6.906875,6.48,6.533100457993258,6.4502794382071995,6.461793840481242,6.620387697580034
2010-05-31,PREMON,19.69,10.19,16.83,10.7875,8.530000000000001,12.35,8.3,19.180625,18.762499999999996,18.71240111344507,17.949559648764144,20.405530996425536,19.895833665862998,9.01625,8.305,8.499088783183014,7.462187446605904,8.961197431681471,8.95138055085885,14.619375,13.925000000000002,14.262281704327517,14.419799373828036,14.648478217232594,14.326691369151742,11.850624999999999,11.146875000000005,10.726858659876623,10.562988138191875,11.860473873587232,10.30521786960638,7.039583333333333,7.103125000000001,7.452771438441005,7.268102641768964,8.672500482507969,8.31475020709763,10.594375,10.388749999999998,10.86074740364041,10.876507730455778,11.69864283853145,10.651877046959443,6.803749999999999,6.917499999999999,7.239860274795955,6.841086941209673,7.956078594138874,7.494153041097663
2010-08-31,MONSOON,19.195,9.52,14.735,13.45,5.423333333333333,8.88,6.04,19.21,19.187499999999996,18.905440668067044,18.260888765876988,16.96999023231752,17.346053480593124,9.32875,8.834999999999999,8.907453269909809,7.9110053075103535,6.878161420754141,7.195136847258018,14.893124999999998,14.541250000000002,14.45136902259651,14.892704426459565,12.959803671538165,13.137076810277513,12.091875,11.684375000000006,11.816115195925974,11.442644482690335,10.406408567801748,9.92978876766106,6.971979166666666,6.960208333333336,6.640996196397936,6.947079830276126,6.5486635425592095,6.732342330773289,10.408125000000002,10.563749999999999,10.068448442184247,10.009763218042151,10.721815749443634,10.620565155833711,6.63375,6.896249999999998,6.759916164877573,6.681847169814374,6.109166767154371,6.429971467775912
2010-11-30,POMKH,18.415,8.85,13.97,12.23,7.22,9.41,5.285,19.23984375,19.17375,18.709264400840226,18.275914044248754,16.964559523084315,16.149411299808186,9.62125,9.1975,8.884471961945884,8.091881569623457,7.760241382869607,8.257601722523296,14.78875,14.697500000000002,14.258821413557905,15.033087290993697,13.50399932218073,13.839994610802817,12.5621875,12.016875000000008,11.981669117555585,11.71945338376516,11.14433247609251,12.053780453194907,6.734583333333332,7.118958333333335,6.872597717838762,7.003373966061892,5.741320745388268,5.491963567208018,9.945937500000001,10.624999999999998,9.805069065310548,9.728135310204536,9.352067350289968,9.996166692683335,6.642500000000001,6.711249999999998,6.169949698926544,6.39872930838266,6.120255096377975,6.055851268760905
2011-02-28,POMRB,19.685,9.28,14.82,12.2,6.126666666666666,10.125,6.6,19.1359375,19.24625,19.099558640504135,18.6311276298584,19.234305228195414,17.411778402692033,9.6575,9.46,9.042683177167529,8.330928700148975,9.270096610480111,9.04822135504004,14.208124999999999,15.088750000000003,14.483292848134743,15.356302493623414,14.053630157844248,14.433052852286307,12.761249999999999,12.166875000000006,12.069001470533351,11.908811295832797,11.9015752562639,11.800241423615581,6.5975,6.825000000000002,6.574225297369924,6.833118331370584,7.301176331295381,7.176140848536245,9.620624999999999,10.191249999999998,9.93304143918633,9.862947638446771,10.062633682128357,11.14188463046789,6.74625,6.556249999999999,6.341969819355926,6.447174372269578,6.655187245543286,6.446392764614299
2011-05-31,PREMON,19.63875,11.48,14.43,13.95,7.8066666666666675,10.3875,8.99,18.7628125,19.2334375,19.31523518430248,18.876988304381477,21.612225242721312,18.90102276097691,9.219999999999999,9.782500000000002,10.017609906300518,9.034151771608611,10.686428420977862,10.811036815491235,13.624375,14.488750000000003,14.461975708880846,15.479296684485107,16.63720642101198,16.470017819344214,12.145000000000001,12.957500000000005,12.82140088232001,12.549890985661545,13.299364490553605,11.624375688073071,6.090416666666667,6.644166666666669,7.067201845088621,7.015060550564962,8.163705738561665,8.170473515582966,9.5253125,9.700624999999997,10.114824863511798,10.050575494414378,11.141080074132923,10.187395626440532,6.95375,6.728749999999999,7.401181891613556,6.981905382868125,7.808195419625104,7.431986599254997
2011-08-31,MONSOON,18.415,8.52,12.49,11.88,5.05,8.24,6.18,18.1896875,19.0384375,18.955141110581486,18.724092940010852,17.758935612516794,22.907945011949074,8.60375,9.532500000000002,9.41856594378031,8.864151264277064,8.452320343904606,9.100910927855388,12.94625,13.927500000000002,13.673185425328509,14.998272676329089,13.503100774387278,13.789458456066624,11.362499999999999,12.565000000000005,12.444840529392007,12.410440516197696,12.462213812102139,14.297375329012459,5.462916666666667,6.550833333333336,6.260321107053173,6.627576707920692,5.71582907814954,6.213155367751382,9.726875,9.540624999999997,9.36489491810708,9.263960415959497,9.375826430526688,9.804520053983516,7.217499999999999,6.76375,6.912709134968134,6.822642010538894,6.2178186555391,6.6881632489946465
2011-11-30,POMKH,16.21,6.35,11.545,8.87,3.536666666666666,9.2875,6.8050000000000015,17.97484375,18.487187500000005,17.857084666348893,18.015117796950445,17.23247612482389,19.715300650501526,8.1525,8.907500000000002,8.191139566268186,8.220340267765906,8.440889665590545,9.030259282762453,12.59375,13.321250000000003,12.821911255197104,14.307135410379374,13.128968571496403,13.489268131548057,10.725000000000001,11.725000000000005,11.014904317635203,11.44102087900409,11.902388756628598,11.62959835673917,5.141249999999999,5.630000000000003,5.17085933089857,5.962253451914057,5.713092091292213,5.555789209697251,10.189062499999999,9.509999999999998,9.333936950864247,9.244574763901296,8.402267066406758,9.14186329626634,7.375000000000002,7.14375,6.869625480980881,6.826069328922998,6.153581316428575,5.861088552800371
2012-02-29,POMRB,17.305,6.85,11.82,9.3,4.79,11.86,7.19,17.952656249999997,17.892187500000006,17.636250799809336,17.796219823186465,18.6809945695364,19.524526798416474,7.849375,8.300000000000002,7.6546837397609115,7.851438392985636,8.846717067534154,8.657974233158672,12.67109375,12.571250000000004,12.421146753118263,13.796202301773706,13.003440415448667,13.416893918875626,10.6003125,11.000000000000004,10.328942590581121,10.871747200074616,11.185695980263509,10.18595218237508,4.91253125,5.295833333333336,5.018515598539142,5.60446484113806,4.874943290955972,4.96264945619477,10.474375,9.943749999999998,10.344362170518547,10.30595909206089,9.577100051968149,10.97673590925045,7.45796875,7.29125,6.997775288588529,6.908735685743041,7.314865716610676,7.217407851559541
2012-05-31,PREMON,20.3,10.3,14.61,11.75,6.57,12.35,9.66,17.9153125,18.057500000000005,18.701750479885604,18.44889615040233,20.4522919900134,17.90521208706201,7.916874999999999,8.005000000000003,8.712810243856547,8.390936541097737,9.566535271084728,9.75279474313923,12.8728125,12.616250000000003,13.296688051870959,14.145775596634241,14.944845129944362,14.672029452069943,11.143749999999999,10.450000000000003,10.897365554348672,11.172357563628868,11.801744272836842,10.637110854283666,5.0633125,4.986666666666669,5.639109359123485,5.64814421130747,6.458192391164566,6.455548001816769,10.5296875,10.434375,11.146617302311128,11.125754279764896,11.901671626050474,11.510945386237452,7.3815625,7.45875,8.062665173153118,7.4872297330187205,8.582602029533405,8.230324939927032
2012-08-31,MONSOON,17.57625,7.274999999999999,12.92875,13.0825,4.456916666666667,8.56,6.17375,18.0240625,17.847812500000003,18.251550287931362,18.185302970307703,17.20379644483745,18.085240306061134,8.411249999999999,7.693750000000002,8.137686146313927,8.08151335227974,7.311563635322027,7.9014270113465335,13.2265625,12.725937500000002,13.149512831122575,13.949104929348726,12.427403153655046,12.643787747002058,11.783125,10.750625000000001,11.771419332609204,11.772400463928335,10.713197677259812,11.576284345004257,5.201979166666667,4.838395833333336,5.166232282140758,5.289127095130729,4.174065401569991,4.230491489384045,9.781428571428572,10.514375,10.111970381386676,10.020871909914312,10.81090827775366,10.020032247613818,7.318437499999999,7.4571875,7.30709910389187,7.222260570839175,6.816452388780488,6.91212847681223
2012-11-30,POMKH,16.75,8.135,12.72,12.015,5.336,9.41,6.1999999999999975,18.0596875,17.9828125,17.650930172758816,17.769565671898736,16.58315305014685,17.604661101931335,8.82875,8.140000000000002,8.136611687788356,8.051303209749802,7.263949291359985,7.506595289066393,13.455937500000001,13.019687500000002,12.977707698673544,13.718076780193703,12.55205547103281,12.80070913834203,12.254375,11.536875000000002,11.868851599565524,11.893238197613972,11.209779887774156,11.201726268684334,5.193979166666667,5.28822916666667,5.2341393692844544,5.151203124610204,4.306373826724993,4.8698023827957355,8.318815476190476,10.545,9.831182228832006,9.734577122644,9.211584212173868,9.427382094030577,7.1853125,7.305937499999999,6.864259462335122,7.017489142331937,6.611256040906265,6.237701379795738
2013-02-28,POMRB,17.634999999999994,9.02,13.475,11.27,4.1000000000000005,5.751428571428571,7.29,18.05390625,18.065312499999997,17.644558103655285,17.707053506830068,18.426632056575272,17.976347801399488,8.83875,8.682500000000003,8.489967012673013,8.238484604811815,8.69788929551018,8.260307099490152,13.68671875,13.433437500000002,13.176624619204127,13.731289615937515,13.003521278600994,13.32165472894253,12.544062499999999,12.029375000000002,11.629310959739314,11.764436283671989,11.866644872303247,11.3058423502682,5.285864583333335,5.115729166666671,4.7804836215706725,4.801109661588877,5.519377342871347,5.04490786408244,7.57977380952381,9.017857142857142,8.19928076587063,8.043085189433913,10.000987260931275,10.638808800002924,7.008593749999999,7.330937499999998,7.034555677401073,7.08137066006964,7.300081846905478,6.882362939157118
2013-05-31,PREMON,20.255000000000006,11.47,14.79,13.55,7.1960000000000015,6.757666666666666,8.495000000000001,17.7725,18.0540625,18.688734862193172,18.371833484173848,20.391989570063302,19.123495069443894,8.635625,8.975000000000001,9.681980207603807,8.961767119548401,10.222590709376163,10.440274850809107,13.7275,13.478437500000002,13.821974771522477,14.103153443368534,15.489974918176198,15.204447158098992,12.735000000000001,12.479375000000001,12.39758657584359,12.33103767916631,12.944070604366479,12.137267065428631,5.080750000000001,5.272229166666671,5.7466901729424045,5.119394072876156,6.485399609476801,6.1810022800167195,7.002482142857142,7.619773809523808,7.622635126189045,7.481766555479176,8.659655687410545,7.015625212524811,7.265,7.0396874999999985,7.6187334064406445,7.382277531946967,8.745383077669013,8.710780414264073
2013-08-31,MONSOON,17.575,6.185,14.595,13.6,4.566000000000002,8.24,5.925,16.76125,18.05375,18.2432409173159,18.128905211445943,17.148575783197263,16.209962195312457,8.49125,8.702500000000002,8.283188124562283,8.255104269713957,8.146013236930076,8.663225131525696,12.846875,13.895000000000001,14.131184862913488,14.34517012518734,12.852277157687734,13.079560060736886,13.04625,12.60875,12.878551945506153,12.750823343434524,12.09091870443484,12.037559819755874,4.922750000000001,5.2995000000000045,5.2744141037654435,4.911525415645685,4.53570554574685,4.168187243028742,6.465190476190476,7.539773809523808,7.869581075713427,7.774335393691234,6.249934740643516,6.693376013303754,7.46,6.977499999999999,6.941240043864386,7.087338960573377,6.304040715909221,6.15341876462351
