Date,Season,Jayapatna,Thuamul Ram Pur,Golamunda,Kalampur,Lanjigarh,Dharamagarh,Kesinga,Narala,Junagarh,Madanpur    Rampur,Bhawanipatna,Kokasara,Jayapatna_Trend,Jayapatna_SMA,Jayapatna_EWMA,Jayapatna_DES,Jayapatna_TES,Jayapatna_ARIMA,Thuamul Ram Pur_Trend,Thuamul Ram Pur_SMA,Thuamul Ram Pur_EWMA,Thuamul Ram Pur_DES,Thuamul Ram Pur_TES,Thuamul Ram Pur_ARIMA,Golamunda_Trend,Golamunda_SMA,Golamunda_EWMA,Golamunda_DES,Golamunda_TES,Golamunda_ARIMA,Kalampur_Trend,Kalampur_SMA,Kalampur_EWMA,Kalampur_DES,Kalampur_TES,Kalampur_ARIMA,Lanjigarh_Trend,Lanjigarh_SMA,Lanjigarh_EWMA,Lanjigarh_DES,Lanjigarh_TES,Lanjigarh_ARIMA,Dharamagarh_Trend,Dharamagarh_SMA,Dharamagarh_EWMA,Dharamagarh_TES,Dharamagarh_ARIMA,Kesinga_Trend,Kesinga_SMA,Kesinga_EWMA,Kesinga_DES,Kesinga_TES,Kesinga_ARIMA,Narala_Trend,Narala_SMA,Narala_EWMA,Narala_DES,Narala_TES,Narala_ARIMA,Junagarh_Trend,Junagarh_SMA,Junagarh_EWMA,Junagarh_DES,Junagarh_TES,Junagarh_ARIMA,Madanpur    Rampur_Trend,Madanpur    Rampur_SMA,Madanpur    Rampur_EWMA,Madanpur    Rampur_DES,Madanpur    Rampur_TES,Madanpur    Rampur_ARIMA,Bhawanipatna_Trend,Bhawanipatna_SMA,Bhawanipatna_EWMA,Bhawanipatna_DES,Bhawanipatna_TES,Bhawanipatna_ARIMA,Kokasara_Trend,Kokasara_SMA,Kokasara_EWMA,Kokasara_DES,Kokasara_TES,Kokasara_ARIMA
1996-02-29,POMRB,3.69,5.526666666666666,3.266666666666667,3.27,3.1575,3.21,4.99,4.6,3.75,4.337999999999999,4.752000000000002,3.08,,,3.69,2.6440640941089404,4.182618486897374,0.0,,,5.526666666666666,4.9618177870011015,5.975644010101138,0.0,,,3.266666666666667,3.3901866765038227,3.6081776836770674,0.0,,,3.27,4.092503185045231,3.2800113311365515,0.0,,,3.1575,6.049890728203905,3.5529068645412414,0.0,,,3.21,3.581134564161483,0.0,,,4.99,5.031280591232938,5.4970581301885195,0.0,,,4.6,4.97987986085767,5.337862398716829,0.0,,,3.75,5.050921909913995,3.7568191964285713,0.0,,,4.337999999999999,7.979492572075702,4.944752276822179,0.0,,,4.752000000000002,8.8864191208631,5.242210977114585,0.0,,,3.08,3.078270194318642,3.767401578643866,0.0
1996-05-31,PREMON,5.838333333333334,7.1933333333333325,5.293333333333333,6.029999999999999,4.785,4.79,7.244999999999999,6.73,5.81625,6.5520000000000005,7.254,6.035,,,4.549333333333333,1.97084778117648,5.185800210578358,7.867940401312006e-07,,,6.193333333333333,5.558896863165692,6.307924054319003,5.526651030728857,,,4.077333333333334,3.424209963674947,4.797614443579992,3.2666627237529533,,,4.374,3.086241600903554,6.049442410675858,3.269989640442372,,,3.8085000000000004,7.842310402465418,5.193974700787954,2.395311129509302e-07,,,3.842,4.788305503135488,6.874466006313689e-07,,,5.8919999999999995,5.2009085095984755,6.493279822186519,4.989994505548609,,,5.452,5.0587309724988305,6.999812336041584,4.599991272658629,,,4.5765,4.545476148944179,5.829510598041155,3.7499919591924105,,,5.223599999999999,10.144320119420497,6.6980989883786695,4.513871151916683e-07,,,5.752800000000001,11.368011758891885,6.898273619193576,1.1977620131564658e-06,,,4.2620000000000005,2.622494423682508,5.1692838533286105,1.71020849732112
1996-08-31,MONSOON,2.3966666666666665,4.2200000000000015,1.9666666666666668,1.125,1.635,1.29,6.01,3.95,1.5225000000000002,2.988,3.054,1.645,3.9002083333333335,,3.688266666666667,1.2596306527123273,2.1359628752288873,1.3598544929005982e-06,5.614583333333333,,5.404,5.121052208941498,4.047314753139399,6.434074440555977,3.31625,,3.2330666666666668,2.5968443076699885,1.8068730420665964,4.524031422514807,3.378125,,3.0744,1.7819304970537053,1.1533427866259434,4.649993174526598,3.2175000000000002,,2.9391000000000003,6.9640755891685915,1.264231970049842,5.203351936721376e-07,3.3375,,2.8212,1.1335368603127676,1.684450275628348e-06,6.47875,,5.9392,5.103156436704,5.4542554192847525,6.5472287881508695,5.1625000000000005,,4.8512,4.35451543414799,3.1415855975082083,5.923241366209568,3.7431250000000005,,3.3549,3.4397589798564185,1.5418262455576732,4.988376097268178,4.7170000000000005,,4.329359999999999,8.578117289596127,2.548373879421087,9.600890530715848e-07,5.122,,4.67328,9.493776590625576,2.7684951172651795,1.972339483560225e-06,3.484375,,3.2152000000000003,1.6206979904417533,1.9650970897320885,3.3077026898763124
1996-11-30,POMKH,3.24,5.27,2.5066666666666664,2.585,2.8475,3.36,6.555,4.83,3.3075,4.2860000000000005,4.819999999999999,2.76,3.9964583333333334,3.7912500000000002,3.50896,1.0498702689420458,3.0937756193927712,3.4047883611608253e-07,5.6345833333333335,5.5525,5.3504000000000005,5.088664322074679,5.704138594740197,5.464426687464307,3.3304166666666664,3.2583333333333333,2.9425066666666666,2.192307497031766,2.5567776487511304,2.9186589301373393,3.515625,3.2524999999999995,2.87864,1.3262406724662605,2.6216794853941257,3.4749861438284335,3.4628125,3.10625,2.90246,6.280834739611936,2.1214023630570273,4.38961599735122e-07,3.57125,3.1624999999999996,3.03672,2.6988418223344146,1.338533790247659e-06,6.866874999999999,6.199999999999999,6.1855199999999995,5.175309547719894,5.434129726434327,5.727003650764078,5.41,5.0275,4.84272,4.128977613426079,4.002362017450589,4.485880785453521,3.869263392857143,3.5990625000000005,3.33594,2.9276606631268582,3.3325191131618035,3.1039580256080623,4.95825,4.541,4.312016,7.422309762002093,3.4622686873354738,8.402575823838795e-07,5.255749999999999,4.97,4.731968,8.289048986510627,4.488246982449147,4.324737644119499e-07,3.6806249999999996,3.38,3.0331200000000003,1.3250237472193038,2.7026099121129876,1.7323729159159025
1997-02-28,POMRB,4.5616666666666665,6.0233333333333325,3.73,4.275,4.0475,4.61,7.22,5.68,4.9025,5.746,5.967999999999999,3.915,3.963333333333334,4.009166666666666,3.930042666666667,1.2183564547578678,4.162522560772384,3.689998761497862,5.276249999999999,5.676666666666667,5.619573333333333,5.330010622009447,5.8617725782299885,5.5174111738771074,3.2212500000000004,3.374166666666666,3.257504,2.320203470773703,3.754560482803993,3.2209718147380038,3.4837499999999997,3.5037499999999993,3.4371840000000002,1.4536826050517078,3.3108190356257783,3.2668249872296546,3.541875,3.32875,3.3604760000000002,5.989310162364788,3.6539135233267266,3.1574994322583163,3.625,3.5124999999999993,3.6660320000000004,3.5487758426991696,3.2100002639568634,7.029375,6.7574999999999985,6.599311999999999,5.417030118104801,6.210155022098062,5.677434141276333,5.45125,5.297499999999999,5.177631999999999,4.2975067516985614,5.448062027496384,4.992158430306805,3.7907142857142864,3.8871875000000005,3.9625639999999995,2.8689398978115492,3.7785485257566416,3.706554827731655,4.853750000000001,4.893000000000001,4.8856096,7.067863097089673,5.044814928063926,4.337998874726961,5.101062499999999,5.273999999999999,5.226380799999999,7.6534502901536445,5.143978220355174,4.751997833581193,3.8362499999999997,3.5887499999999997,3.385872,1.4621127589199745,3.7610720320389337,2.9120888486563397
1997-05-31,PREMON,5.736666666666667,6.8566666666666665,4.943333333333333,6.125,5.8575,5.26,8.12,7.63,5.672857142857143,7.074,7.108,6.77,3.897291666666667,3.9837499999999997,4.6526922666666675,1.6552066551983367,5.482637435845042,6.078394221091167,4.915833333333333,5.5925,6.114410666666666,5.8430708959624305,6.662698362301148,6.752951048889296,3.1712499999999997,3.286666666666666,3.931835733333333,2.9003602135164783,5.021232130882694,4.933040708945546,3.3200000000000003,3.5274999999999994,4.5123104000000005,2.0784042712425874,6.130485578018559,5.551005482222302,3.4084375,3.596875,4.3592856,6.49954598506062,5.4477035088173125,4.864669599891393,3.5100000000000002,3.629999999999999,4.3036192,5.143915504330673,5.0401637121747,6.9750000000000005,6.9762499999999985,7.207587199999999,5.857301058307719,8.188641776386051,7.7645610745202935,5.419999999999999,5.522499999999999,6.158579199999999,5.177450757113925,7.280087461382087,6.126369698382115,3.6782142857142857,3.8513392857142863,4.646681257142857,3.03699751656677,5.912012933205941,5.8048613062399,4.526,5.0235,5.76096576,7.441477053176241,7.054526183362862,6.691938831365452,4.851124999999999,5.237499999999999,5.979028479999999,7.672525122025881,7.2498563339467665,7.534741457829383,3.82875,3.7725,4.739523200000001,2.3277454674248745,5.383947181238674,5.878872621981486
1997-08-31,MONSOON,2.2333333333333334,1.6900000000000002,1.4433333333333334,0.7749999999999999,1.195,1.25,6.4350000000000005,3.38,1.0375,1.63,1.9625,2.155,3.7252083333333332,3.9429166666666666,3.6849486933333337,1.441716206647143,2.312937257531116,2.3340090615433446,4.800416666666666,4.96,4.3446464,4.590530898466573,4.111034347877471,4.675364076039715,3.111666666666667,3.155833333333333,2.936434773333333,2.3403117292247333,1.8907108799823882,2.3471936687037225,3.059375,3.4399999999999995,3.0173862400000004,1.4961584619655566,1.234317287559798,1.5488245763917234,3.2090625,3.486875,3.09357136,4.421898408123632,1.6764469016692716,1.7716585406137346,3.15125,3.619999999999999,3.0821715199999997,1.571415938095952,1.563309959204815,6.72375,7.0825,6.89855232,5.867301991501909,6.745898580416373,6.674083645190467,5.33125,5.379999999999999,5.047147519999999,4.573624682895252,3.53054290004452,4.700459664245185,3.4640625,3.7300892857142864,3.2030087542857144,2.3694318251189697,1.613171254288277,1.8377026162778378,4.18825,4.684,4.108579456,4.5288406708955975,2.9372544622105825,3.110288415742597,4.559625,4.964624999999999,4.372417088,4.726438357925038,3.032027845189782,2.986550191548871,3.5868749999999996,3.9000000000000004,3.7057139200000004,1.918700826361102,2.3164377705821186,2.114672652125882
1997-11-30,POMKH,2.875,4.916666666666667,2.6300000000000003,1.625,2.22,2.48,5.695,5.15,2.8925,3.022,3.912,2.19,3.4779166666666668,3.851666666666667,3.360969216,1.4415743003185735,3.208349679156489,3.0767311023471495,4.719166666666666,4.871666666666667,4.573454506666667,4.549989672075741,5.291676542880657,4.946992475299528,2.9875,3.1866666666666665,2.813860864,2.2663071811179254,2.4926592838720625,2.433278891278226,2.8487500000000003,3.1999999999999993,2.460431744,1.268054661764349,2.678181741848442,2.7262025407539268,2.9165625,3.33,2.744142816,3.275272134232896,2.3686576059561295,2.880819527771939,2.8875,3.3999999999999995,2.8413029119999997,3.2653967713500824,3.377532989846767,6.476875000000001,6.8675,6.417131392,5.718709804689803,6.50236198042582,6.429549680536284,5.0375000000000005,5.459999999999999,5.088288512,4.643675656307534,4.2231453903317115,5.268058543538044,3.2318973214285713,3.6263392857142867,3.0788052525714287,2.190300004517572,3.373871677926121,3.023122340723158,3.8820000000000006,4.367999999999999,3.6739476736000003,3.322966145996647,3.508748893401817,4.204037250403992,4.247125,4.737624999999999,4.1882502528,3.812516413784911,4.590115504132674,4.426090078430796,3.2993749999999995,3.7575000000000007,3.099428352,1.6751768259076403,3.095625795276045,2.6954787282893933
1998-02-28,POMRB,3.55,5.453333333333332,3.1299999999999994,3.1500000000000004,3.08,2.62,6.07,4.65,3.6042857142857145,4.308000000000002,4.544,2.55,3.308958333333333,3.59875,3.4365815295999997,1.6217802855273857,4.2643549678808474,4.0646946035057185,5.182083333333333,4.729166666666667,4.9254060373333335,4.724394432792176,5.631985166488201,5.59709952871111,3.038333333333333,3.036666666666666,2.9403165183999995,2.400330476991831,3.7361205736689564,3.4320305690428876,2.8575000000000004,2.9187499999999993,2.7362590464000003,1.4762893796573644,3.6810273771848836,3.6697242718755203,2.9121875,3.088125,2.8784856896,2.882253014018093,3.7318460434812204,3.678548809225866,2.9112499999999994,2.9025,2.7527817472,4.042153972201046,4.118336491942305,6.381875000000001,6.58,6.2782788352,5.689377382611619,6.421410290042489,6.087603268115055,4.95625,5.202499999999999,4.912973107200001,4.563525048785232,5.68624518452336,5.873195188461417,3.254107142857143,3.3017857142857157,3.288997437257143,2.21574723619255,4.097766076184805,4.085435074351412,4.06775,4.0085,3.9275686041600006,3.3568958888589933,4.834432173884449,4.935036954867898,4.3260625,4.381624999999999,4.33055015168,3.705669066873945,5.275952813930807,5.21418637323492,3.2475,3.4162500000000007,2.8796570112,1.6242987282893746,3.901131570363939,3.2155924729321734
1998-05-31,PREMON,4.77,6.776666666666666,4.55,5.565,4.484999999999999,5.14,7.295,6.31,5.1137500000000005,6.062,6.031999999999999,5.835,3.1829166666666664,3.3570833333333328,3.9699489177599996,2.0775019837605355,5.421946839291925,5.623771947608755,5.776666666666666,4.709166666666667,5.665910289066666,5.355462305768911,6.401777717746957,6.656533636991733,3.17875,2.938333333333333,3.5841899110399997,3.032282576908749,4.861076957888221,4.565223191403101,2.9431249999999998,2.7787499999999996,3.8677554278400006,2.327202542104291,6.059075153357923,5.8150029284321025,3.0931250000000006,2.7449999999999997,3.52109141376,3.3605022556472566,5.3232760177688885,5.331898375588415,2.9475000000000002,2.8725,3.7076690483199997,4.842071731119031,4.710709668383497,6.521875,6.373750000000001,6.68496730112,5.961002732178593,7.531868696992902,7.225749782802352,4.845000000000001,4.872499999999999,5.471783864320001,5.075514108773222,7.295867238742848,6.708444711657293,3.2928571428571427,3.1620089285714297,4.018898462354286,2.579941148942608,5.782432494416865,5.505434630294103,4.54075,3.7555,4.781341162496,4.614672521401254,6.603522166956114,6.615053384218911,4.5962499999999995,4.112624999999999,5.011130091007999,4.682429612740046,6.861006532903262,6.989896040191185,3.3193750000000004,3.182500000000001,4.06179420672,2.4947841897030907,5.1286712267963015,5.641044231720931
1998-08-31,MONSOON,1.8483333333333327,5.473333333333333,2.2433333333333336,1.405,2.5325,1.56,6.5,4.05,1.7742857142857142,4.128,3.67,2.675,3.121,3.2608333333333324,3.1213026839893327,1.9167640016252792,2.0808836125032992,2.017220934512431,6.008333333333333,5.655,5.588879506773333,5.48419777015787,3.0860841170654862,3.383428793198528,3.29125,3.138333333333333,3.0478472799573333,2.83558111237931,1.6737345718417056,1.6740647839784732,3.0124999999999997,2.9362499999999994,2.8826532567040006,2.0872427684679473,0.9629594630899878,1.1656482532344024,3.1912499999999997,3.0793749999999998,3.1256548482559996,2.8578154444920725,1.3104352222194642,1.2047770707710839,3.05875,2.95,2.8486014289919996,1.119898220294762,0.8959525747488929,6.80125,6.390000000000001,6.610980380672,6.022561766469208,5.953191291165054,6.182591161739413,4.67625,5.039999999999999,4.903070318592,4.776115648097014,3.3120647665275174,4.046298605561934,3.317544642857143,3.3462053571428583,3.1210533631268573,2.280322127796074,1.3662800613715715,1.3315530640550297,4.896,4.38,4.5200046974976,4.441640590244466,2.376291446247694,2.0271976376757643,4.7655,4.5394999999999985,4.4746780546048,4.09059515592179,2.2483320727002303,2.2402710820074807,3.4600000000000004,3.3125000000000013,3.5070765240319997,2.389184769325429,1.8826180201735345,1.7104671597844403
1998-11-30,POMKH,2.2516666666666665,5.89,2.953333333333333,1.6800000000000002,2.33,2.46,6.75,3.59,2.4657142857142857,4.308000000000002,4.3660000000000005,2.245,3.26175,3.104999999999999,2.773448277060266,1.8735452800969443,2.9115301959990805,2.900696906468056,5.555,5.898333333333333,5.709327704064,5.722565287043012,5.422820884562134,5.363442781833478,3.4541666666666666,3.2191666666666663,3.010041701307733,2.8859663427825626,2.5235009881960933,2.570283759613556,3.19875,2.9499999999999993,2.4015919540224004,1.9415555666806708,2.2309369503938874,2.2525602679074397,3.406875,3.1068749999999996,2.8073929089535996,2.4286361691666056,2.3323875749600345,2.4814005471412233,3.11125,2.9450000000000003,2.6931608573952,2.7484427135700438,2.7193617904691485,6.861875,6.6537500000000005,6.6665882284032,6.141518939452118,5.947288256034578,6.13273528850801,4.73625,4.649999999999999,4.3778421911551995,4.357283337381435,4.1604811379249345,4.906561511912354,3.468080357142857,3.23950892857143,2.8589177321618284,2.1700777208346396,3.2001461141227763,3.230173216741204,5.202250000000001,4.701500000000001,4.435202818498561,4.39351587400031,3.547363263909017,3.6959020249800654,5.015750000000001,4.652999999999999,4.43120683276288,4.091191963331699,4.2603560501281,4.631581552317498,3.7962499999999997,3.3262500000000013,3.0022459144191997,2.2101273561197,2.9123468317818055,2.724158834302485
