Date,Season,Barauli Ahir,Jasrana,Tundla,Shikohabad,Eka,Araon,Firozabad,Madanpur,Barauli Ahir_Trend,Barauli Ahir_SMA,Barauli Ahir_EWMA,Barauli Ahir_DES,Barauli Ahir_TES,Barauli Ahir_ARIMA,Jasrana_Trend,Jasrana_SMA,Jasrana_EWMA,Jasrana_DES,Jasrana_TES,Jasrana_ARIMA,Tundla_Trend,Tundla_SMA,Tundla_EWMA,Tundla_DES,Tundla_TES,Tundla_ARIMA,Shikohabad_Trend,Shikohabad_SMA,Shikohabad_EWMA,Shikohabad_DES,Shikohabad_TES,Shikohabad_ARIMA,Eka_Trend,Eka_SMA,Eka_EWMA,Eka_DES,Eka_TES,Eka_ARIMA,Araon_Trend,Araon_SMA,Araon_EWMA,Araon_DES,Araon_TES,Araon_ARIMA,Firozabad_Trend,Firozabad_SMA,Firozabad_EWMA,Firozabad_DES,Firozabad_TES,Firozabad_ARIMA,Madanpur_Trend,Madanpur_SMA,Madanpur_EWMA,Madanpur_DES,Madanpur_TES,Madanpur_ARIMA
1996-02-29,POMRB,10.45,2.85,11.0,8.47,4.11,22.35,17.46,3.6366666666666654,,,10.45,10.667895819483501,9.88264879517477,0.0,,,2.85,2.2060619387667364,2.85,0.0,,,11.0,14.178597463187051,11.633028594664003,0.0,,,8.47,8.533871776799739,8.45237676455882,0.0,,,4.11,3.519960498491299,3.8054164849264396,0.0,,,22.35,22.407339581982537,22.338339767900468,0.0,,,17.46,17.32806758085013,17.46,0.0,,,3.6366666666666654,6.205184298701972,3.3443800135654884,0.0
1996-05-31,PREMON,10.58,3.325,13.75,8.85,4.825,22.66,18.495,5.13,,,10.501999999999999,10.761873600188656,10.739417042979067,0.0,,,3.04,2.3027151515302653,3.325,2.8499958956887155,,,12.1,16.081172424039174,13.564761514101361,-7.63278224617333e-23,,,8.622,8.63546089769615,9.113708563008021,8.469995104020443,,,4.396000000000001,3.7247044445411017,4.416269318263581,4.109996938751972,,,22.474,22.577821657634416,22.73823586164087,22.344781817966673,,,17.874000000000002,17.382868502866323,18.495,1.793232454273004e-06,,,4.233999999999999,7.685565466725948,5.494029434082775,3.6366526498468104
1996-08-31,MONSOON,8.8,3.815,12.39,7.57,2.675,22.80666666666667,16.1,2.0,9.72,,9.8212,10.227538836421012,9.543310561248141,0.0,2.53,,3.3499999999999996,2.5349300364803415,3.815,3.0903470880980937,12.767500000000002,,12.216000000000001,14.858580243963111,12.521786347125987,7.63278224617333e-23,8.66125,,8.2012,8.205751458383395,7.466744799971591,8.743147615659879,3.783125,,3.7076000000000002,3.629901885407472,3.426233906013254,4.47247664012516,22.577166666666667,,22.607066666666668,22.733679093125634,22.696415535788628,22.654385054547664,16.861250000000002,,17.1644,17.307299198290213,16.1,2.167485810293505e-06,3.465833333333333,,3.3404,6.654166328953183,1.5421502775087292,4.263708635438566
1996-11-30,POMKH,9.77,0.7,13.2,9.755,4.025,22.491999999999997,16.17,3.1333333333333333,9.54,9.9,9.80072,10.058068274697684,9.39218407526141,0.0,2.381875,2.6725,2.2899999999999996,2.0439363162944364,0.7000000000000002,3.3414554247040575,12.918750000000001,12.585,12.6096,14.255650777955442,12.812367439644712,7.63278224617333e-23,8.661249999999999,8.66125,8.82272,8.777735579247384,8.004977748198183,7.92427335363262,3.6468750000000005,3.90875,3.83456,3.7156779792317014,3.7674795084595702,3.8458367453060633,22.577166666666667,22.57716666666667,22.56104,22.59856234601265,22.491236107841207,22.800866415167786,16.574375,17.05625,16.766640000000002,17.236267151003585,16.17,1.0334204023410705e-06,3.467083333333333,3.4749999999999996,3.257573333333333,5.91791657199383,2.9390100589057355,3.905278438937864
1997-02-28,POMRB,9.01,1.71,12.46,8.47,3.105,22.35,15.9,3.563333333333333,9.499375,9.54,9.484432,9.66452440081973,9.896695114689248,7.378271342604177,2.099375,2.3874999999999997,2.058,1.853309418398306,2.85,2.721634469421658,12.943750000000001,12.950000000000001,12.549760000000001,12.983504345274875,11.27634966836459,10.999999529761759,8.661249999999999,8.66125,8.681632,8.64821840421113,9.820590727627604,9.119611522037017,3.726875,3.6574999999999998,3.542736,3.671169023895877,3.921298895129486,3.925298312610103,22.577166666666667,22.57716666666667,22.476624,22.459101999270803,22.432874371116064,22.486613876732438,16.51375,16.666249999999998,16.419984000000003,17.151408362384856,17.46,17.45999768229488,3.56,3.4566666666666666,3.379877333333333,5.2779310387339855,3.5740574386862156,3.53320285803343
1997-05-31,PREMON,10.58,3.28,13.5,8.85,4.74,22.66,17.76,5.213333333333334,9.353750000000002,9.54,9.9226592,9.850416964227254,10.272213890026425,7.470058450215516,1.9962499999999999,2.3762499999999998,2.5468,2.0693961212587553,3.192368421052632,2.865510732451373,12.965000000000002,12.887500000000003,12.929856000000001,13.222789118269088,13.669133994876345,13.749999412202197,8.661249999999999,8.66125,8.7489792,8.712657124909649,9.667335506505458,8.715074289908827,3.75375,3.6362499999999995,4.0216416,3.846389357022774,4.299899430477491,3.8861944479482373,22.577166666666667,22.57716666666667,22.5499744,22.59759587810701,22.757806330335356,22.42077862879928,16.521250000000002,16.482499999999998,16.955990400000005,17.16896472181136,17.717160664819946,18.002771969249775,3.62,3.4775,4.113259733333333,5.4816778280531,5.6747441367564,4.4996222971107365
1997-08-31,MONSOON,8.475000000000001,1.6,12.84,7.57,3.4,22.80666666666667,16.35,2.66,9.35125,9.458749999999998,9.343595520000001,9.344518371722984,9.230738844623675,6.213281130614041,2.346875,1.8224999999999998,2.1680800000000002,1.8918144830870822,3.6799322058609127,3.2286613678389604,12.95625,13.000000000000004,12.893913600000001,12.81711521898683,12.447531677192499,12.389999470340744,8.66125,8.66125,8.277387520000001,8.258592955598706,7.690761511710988,8.156418385924358,3.854375,3.817499999999999,3.7729849599999996,3.832551206098797,3.316364011853543,3.6831459150972927,22.577166666666667,22.57716666666667,22.65265130666667,22.74123321860477,22.700466996781923,22.689857541752094,16.707500000000003,16.545,16.713594240000003,17.11039059468431,15.304629031391721,15.945384769143406,3.5925000000000002,3.6425,3.5319558399999997,4.310685329901889,1.7071293773184646,2.466198835605046
1997-11-30,POMKH,8.93,2.09,12.92,9.755,3.515,22.491999999999997,15.98,2.953333333333333,9.33625,9.248749999999998,9.178157312,9.067385739366946,9.075498937549709,6.898154164329452,2.77,2.17,2.136848,1.8582662446431633,0.3112850415108608,1.0686827891240716,12.95125,12.930000000000003,12.904348160000001,12.728538137730368,13.030778542354089,13.19999943571411,8.661249999999999,8.66125,8.868432512000002,8.814975288436617,8.095622700051852,8.897365730702592,3.9825,3.689999999999999,3.669790976,3.8296407333126465,3.8305987250924236,3.858646493976655,22.577166666666667,22.57716666666667,22.588390783999998,22.601448164537512,22.49207483689838,22.72143247305199,17.10125,16.497500000000002,16.420156544,17.0327241522883,15.858042683375409,16.522877299077766,3.48375,3.5975,3.3005068373333333,3.5398183946333726,3.1839783018903853,3.330438009575066
1998-02-28,POMRB,9.83,3.125,12.67,8.47,4.42,22.35,17.58,3.523333333333333,9.188541666666667,9.453749999999998,9.438894387200001,9.15243021589893,9.406807103001777,4.22436860688493,3.0006250000000003,2.5237499999999997,2.5321088,2.0890160716429724,2.2135200158845163,2.0799214723902537,12.883125,12.982500000000003,12.810608896000002,12.52925646113409,11.94327561328197,12.005484651621867,8.661249999999999,8.66125,8.709059507200001,8.675198085285164,9.857268825098146,8.865314263100236,3.82125,4.018749999999999,3.9698745855999995,3.9458823359924233,3.865665016989226,3.812895661575609,22.577166666666667,22.57716666666667,22.493034470399998,22.46020443642007,22.433048003333585,22.450023339305694,17.645,16.9175,16.8840939264,17.04346414522877,16.376037724169098,16.69630956340329,3.386666666666667,3.5875000000000004,3.3896374357333334,3.280554550037966,3.7503561656568354,3.642723918184452
1998-05-31,PREMON,9.64,5.25,13.25,8.85,4.45,22.66,19.23,4.383333333333334,9.024583333333334,9.218749999999998,9.519336632320002,9.198747905048691,10.21586290268772,5.844375958320523,2.8425,3.01625,3.61926528,2.8591363869617736,3.2318519179874317,3.070783089853787,12.665,12.920000000000002,12.986365337600002,13.024228400961546,13.57383581228811,13.577827357515025,8.661249999999999,8.66125,8.765435704320002,8.732916314776446,9.682176740398512,8.757351664182822,3.5831250000000003,3.9462499999999987,4.16192475136,4.060472154972998,4.5282675716450775,4.384634842945856,22.577166666666667,22.57716666666667,22.559820682239998,22.59801702990766,22.75784227497483,22.49216020220749,18.016875000000002,17.285,17.822456355839996,17.144966666917853,18.846229391530564,18.438874660660233,3.310833333333333,3.38,3.7871157947733334,3.578851424894303,5.816091713515865,4.800650599370178
