Date,Season,Dhuraiya,Bausi,Amarpur,Shambhuganj,Charian,Rajon,Barahat,Katoria,Banka,Dhuraiya_Trend,Dhuraiya_SMA,Dhuraiya_EWMA,Dhuraiya_DES,Dhuraiya_TES,Dhuraiya_ARIMA,Bausi_Trend,Bausi_SMA,Bausi_EWMA,Bausi_DES,Bausi_TES,Bausi_ARIMA,Amarpur_Trend,Amarpur_SMA,Amarpur_EWMA,Amarpur_DES,Amarpur_TES,Amarpur_ARIMA,Shambhuganj_Trend,Shambhuganj_SMA,Shambhuganj_EWMA,Shambhuganj_DES,Shambhuganj_TES,Shambhuganj_ARIMA,Charian_Trend,Charian_SMA,Charian_EWMA,Charian_DES,Charian_TES,Charian_ARIMA,Rajon_Trend,Rajon_SMA,Rajon_EWMA,Rajon_DES,Rajon_TES,Rajon_ARIMA,Barahat_Trend,Barahat_SMA,Barahat_EWMA,Barahat_DES,Barahat_TES,Barahat_ARIMA,Katoria_Trend,Katoria_SMA,Katoria_EWMA,Katoria_DES,Katoria_TES,Katoria_ARIMA,Banka_Trend,Banka_SMA,Banka_EWMA,Banka_DES,Banka_TES,Banka_ARIMA
1999-02-28,POMRB,3.63,4.73,2.64,3.58,4.552,6.36,2.69,6.063888888888887,4.12,3.1837500000000003,3.5525,3.49404157384704,3.457444294016466,3.055930504578811,3.292434782230847,4.47125,4.364999999999998,4.287950485176321,5.026255663391189,4.601994328475788,4.831939179434716,7.042395833333333,6.881458333333334,6.572444871925761,11.466086950521529,3.200882607510577,3.7940365993143867,3.1695833333333336,3.0275000000000003,2.9734899951089373,3.0304211890065718,2.3192323794345,2.3387074622033106,4.626083333333333,4.626083333333334,4.346562139660287,4.057244301411024,4.640513961866208,4.551999698344504,5.715857142857143,5.457107142857144,5.51724294033408,4.851159551733278,5.95285710915729,5.677157813841324,2.98875,2.6725000000000017,2.6554682392985605,2.450364900087088,2.9868703667019685,3.0201737308881107,5.169784226190476,5.169784226190476,5.220064561176461,4.900042686776003,6.0103596563102535,6.06388726555905,3.57,3.5775000000000006,3.62834830286848,3.1975468943087253,4.390950549742618,4.28822698708116
1999-05-31,PREMON,3.22,6.37,4.66,4.29,7.0840000000000005,7.435,4.73,7.419375,4.53,3.1262499999999998,3.2925,3.384424944308224,3.405827404211127,4.863622964081332,4.35646807359317,4.418750000000001,4.322499999999999,5.120770291105792,5.085190847881531,6.487048800155766,5.893573495173705,4.968333333333335,7.013958333333334,5.807466923155457,10.482569119352885,5.585552442689285,4.9304320313390715,3.174166666666667,3.1650000000000005,3.5000939970653624,4.182941935649699,4.220845448575102,4.385736855514754,4.626083333333333,4.626083333333334,5.441537283796173,5.892208034747631,7.175865263204746,7.08399951391508,5.715857142857144,5.715857142857143,6.284345764200449,5.378417224757616,6.803240303506564,6.582179355067114,2.94875,2.997500000000002,3.4852809435791365,4.557087451028347,4.8018768548721615,4.481716309000543,5.169784226190475,5.169784226190476,6.099788736705877,5.7558360374881135,7.316539828734867,7.419372764872694,3.77375,3.480000000000001,3.989008981721088,3.5473477154007766,4.622227664822619,4.487039170834558
1999-08-31,MONSOON,2.29,3.35,1.76,3.0766666666666667,3.108333333333333,4.552000000000001,2.05,2.6214285714285714,2.81,3.1399999999999997,3.075,2.9466549665849344,3.03729212349395,3.1906139035882206,3.3135857821685972,4.215,4.619999999999999,4.412462174663475,5.039894039828313,3.1138709814238563,2.3370881645319184,2.9952083333333337,7.070833333333335,4.188480153893274,8.174878705842668,2.379541040664554,2.724408542325792,3.1374999999999997,3.1741666666666672,3.330723064905884,3.9247746872471163,3.662894011193181,3.468848242417466,4.626083333333333,4.626083333333334,4.508255703611036,4.779364569534965,3.203117815144525,3.1083331522148065,5.698357142857144,5.715857142857143,5.591407458520269,5.327682610742304,4.635151730251805,4.997191579318427,2.9074999999999998,2.9800000000000013,2.9111685661474818,3.4259857433676917,2.147425117043404,2.2293743935822934,5.169784226190476,5.169784226190476,4.708444670594955,4.731587670582482,2.702890499364882,2.621427435754098,3.9125,3.660000000000001,3.517405389032653,3.427816235863003,1.9123436181717808,2.2917988105689484
1999-11-30,POMKH,3.5700000000000003,2.42,2.4033333333333333,1.75,3.76,4.516428571428572,2.2,4.574444444444444,4.09,3.375,3.1775,3.1959929799509608,3.1579100403760707,2.8271470745392966,3.1323287193321305,4.15625,4.217499999999999,3.6154773047980853,4.964481525846528,3.769237397387677,4.1347514397548215,3.175,2.8658333333333346,3.4744214256692976,6.539697465794581,7.13180736575417,4.589964572956777,3.2270833333333333,3.1741666666666672,2.6984338389435303,2.6837858219798427,1.9842052316387186,1.739727291204995,4.626083333333334,4.626083333333334,4.208953422166622,4.238268327160312,3.857309572782946,3.759999778415811,5.526482142857144,5.715857142857143,5.16141590368359,5.257316125903799,4.549102024196835,4.484081620407297,2.9975,2.9175000000000013,2.626701139688489,2.6508735820164486,2.349948701465363,2.609941202126111,5.169784226190476,5.169784226190476,4.654844580134751,4.560245997032339,4.655165239982877,4.57444289381918,3.9899999999999998,3.887500000000001,3.746443233419592,3.635629738816267,3.559975933591021,3.68794580910029
2000-02-29,POMRB,3.33,4.71,3.675,3.286666666666666,4.552,6.22,2.61,6.063888888888887,4.32,3.8075,3.1025,3.249595787970576,3.1927923678000574,2.9533190555369666,3.1898995354963002,3.9775,4.2124999999999995,4.053286382878851,4.969065736007176,4.5066171078091255,4.536241477336887,3.1616666666666666,3.1245833333333346,3.554652855401579,5.772161020484543,2.9247844876379365,3.3531607898167053,3.223333333333333,3.1008333333333336,2.933726970032785,2.933372960750377,2.8365695599154392,2.778153392302222,4.626083333333333,4.626083333333334,4.346172053299973,4.3138343984638166,4.6514337809704625,4.551999765806058,5.259357142857143,5.680857142857143,5.584849542210154,5.505186992758989,6.173177657639212,5.77335449065276,3.14125,2.8975000000000013,2.6200206838130935,2.495867404852772,2.907797979663709,2.902477132414217,5.169784226190476,5.169784226190476,5.2184623036364055,4.995532451920421,6.009198015833394,6.063887596095328,3.9625000000000004,3.937500000000001,3.9758659400517553,3.884327721930724,4.475344457347856,4.340143499797605
2000-05-31,PREMON,5.4,5.92,5.0633333333333335,5.3,7.0840000000000005,6.2,5.53,7.419375,4.95,3.9175000000000004,3.6475000000000004,4.109757472782346,3.9757504950817912,4.140844311216405,3.813054151344111,3.9925,4.099999999999999,4.79997182972731,5.0145308063871745,6.4019072339129135,5.947216118393327,3.175625,3.2254166666666677,4.1581250465742805,5.742058764027709,5.324767390605197,4.668993066437284,3.1162499999999995,3.3533333333333335,3.880236182019671,4.7904732119331825,4.25566612247388,4.271198883794372,4.626083333333333,4.626083333333334,5.441303231979984,6.025159231799881,7.185147915499573,7.083999619194377,5.054553571428571,5.372107142857143,5.830909725326093,5.731982999460683,6.997893469338247,6.61267761891622,3.185,3.097500000000001,3.7840124102878563,5.193251314281788,4.722685418854047,4.533190779487544,5.169784226190475,5.169784226190476,6.0988273821818435,5.928697955715458,7.315610112369311,7.41937324505949,3.7812500000000004,4.0425,4.365519564031053,4.273748479235887,4.781801233955037,4.464991433139559
2000-08-31,MONSOON,3.57,2.37,1.25,2.036666666666666,3.108333333333333,3.65,2.4,2.6214285714285714,2.17,3.8725,3.9675000000000002,3.8938544836694073,4.017788047695786,2.985297168108859,3.091134461547049,4.1525,3.854999999999999,3.827983097836386,4.938215502162867,2.979184409295634,1.9341915192363492,3.1839583333333334,3.0979166666666678,2.9948750279445684,4.124598651020089,2.1724609198462708,2.473063243682919,3.0620833333333337,3.0933333333333333,3.1428083758784693,3.500281241278464,3.509450456400817,3.5601502401892726,4.626083333333333,4.626083333333334,4.508115272521323,4.821381596916211,3.210823794590085,3.1083331913667616,4.97125,5.1466071428571425,4.958545835195656,5.448783911657497,4.569096486505009,4.496289518783685,3.2699999999999996,3.1850000000000014,3.2304074461727135,4.0203280130977115,2.1810682719580554,2.366079976630103,5.169784226190476,5.169784226190476,4.707867857880535,4.9318832047328485,2.702146402944681,2.6214276746564935,3.68375,3.8825000000000007,3.4873117384186316,3.897824893852568,2.4275291237576946,2.859921534911815
2000-11-30,POMKH,3.17,3.52,3.0250000000000004,1.9333333333333336,3.76,3.78,2.2,4.574444444444444,3.28,3.7974999999999994,3.8674999999999997,3.6043126902016445,3.8741794339345303,3.2435061126617555,3.4164577059624444,4.25,4.129999999999999,3.7047898587018313,4.9032743379082655,3.5197636780154133,3.85375871905884,2.9316666666666666,3.2533333333333347,3.006925016766741,3.673983244239212,6.461931561608932,7.6561604161020345,2.76,3.1391666666666667,2.659018358860415,2.4834011054037974,1.9132043652619672,1.4504426363188903,4.626083333333334,4.626083333333334,4.2088691635127935,4.225105037706891,3.8635005534921816,3.7599998279403275,4.9425,4.9624999999999995,4.487127501117394,5.188150866230501,4.3769465567283685,4.166417886240372,3.2625,3.1850000000000014,2.818244467703628,2.8919729564382783,2.424192792368444,2.5503951549184007,5.169784226190476,5.169784226190476,4.654498492506098,4.760893645871281,4.654569704072073,4.574443208601732,3.9937499999999995,3.6800000000000006,3.4043870430511793,3.8066924559854103,3.7737307862205376,3.9060503405186884
2001-02-28,POMRB,3.37,4.89,3.12,2.67,4.552,6.29,3.29,6.063888888888887,4.35,3.7737499999999997,3.8775,3.510587614120987,3.7861900290540427,3.211174358940511,3.3488708819425486,4.713749999999999,4.174999999999999,4.178873915221098,4.915873591710166,4.440391676492004,4.453515411477777,2.8081250000000004,3.114583333333335,3.0521550100600447,3.3964131854114914,2.8889069811334718,3.121927650288763,2.5766666666666667,2.9850000000000003,2.6634110153162487,2.375435765356387,3.031181815319765,3.04452848517267,4.626083333333333,4.626083333333334,4.346121498107676,4.271564997380986,4.656172388712414,4.551999808601257,4.983750000000001,4.9799999999999995,5.208276500670436,5.409648252486241,5.9338960845796285,5.661880527005243,3.3512500000000003,3.3550000000000013,3.0069466806221765,3.040661531536658,2.972513654717093,2.8355989861391455,5.169784226190476,5.169784226190476,5.218254651059214,5.182285915387106,6.008721379995046,6.063887814721958,4.510000000000001,3.6875,3.7826322258307075,3.9866532976507587,4.307928033975642,4.188444722935895
2001-05-31,PREMON,4.76,6.52,3.6,3.5,7.0840000000000005,5.9,4.79,7.419375,7.4,3.9825,3.7175,4.010352568472593,4.184585854377591,4.629373607355154,4.29121589194347,5.164999999999999,4.324999999999999,5.115324349132659,4.983343057586406,6.36911734722089,6.102794448952577,2.770208333333333,2.748750000000002,3.271293006036027,3.401321071494409,5.14290893631078,4.53016260695438,2.714166666666667,2.535,2.9980466091897493,2.997843020263204,4.624377237252874,4.442843186624622,4.626083333333333,4.626083333333334,5.4412728988646055,5.965243786276405,7.188497504364989,7.083999686988409,5.0825,4.905,5.484965900402262,5.5457798977167885,6.71616050529787,6.783676076791799,3.5625,3.170000000000001,3.7201680083733057,4.502644912972515,4.866366097762667,4.889988956455395,5.169784226190475,5.169784226190476,6.098702790635528,6.092596232856399,7.315228637938841,7.419373555330648,4.826250000000001,4.3,5.229579335498425,4.965487912941563,4.748584418592572,4.726665354494148
2001-08-31,MONSOON,4.02,5.48,1.725,2.37,3.108333333333333,4.28,3.85,2.6214285714285714,3.85,4.2162500000000005,3.83,4.014211541083555,4.262491092387722,3.1864177671663865,3.261068032745507,5.17375,5.102499999999999,5.261194609479595,5.013444214928754,3.032322586092562,2.4800574575190506,2.6962499999999996,2.867500000000002,2.652775803621616,2.6750323750498053,1.837858101373615,2.253970172309082,2.9275,2.618333333333334,2.7468279655138494,2.6260904013931627,2.828520643754181,2.6691188107853967,4.626083333333333,4.626083333333334,4.508097072652097,4.764959244196892,3.21284822838265,3.108333216600889,5.021875,5.062500000000001,5.002979540241357,5.361589232356692,4.272947348837141,4.239541827790799,3.5625,3.532500000000001,3.7721008050239835,4.5376369031957475,2.2113382147934098,2.1721141632232177,5.169784226190476,5.169784226190476,4.707793102952746,5.063585209277855,2.701841090734818,2.621427830278179,4.922499999999999,4.720000000000001,4.677747601299055,4.942581484368838,2.656620392074432,2.8812580358341577
2001-11-30,POMKH,4.39,4.02,2.2466666666666666,2.7,3.76,3.94,2.44,4.574444444444444,4.13,4.114999999999999,4.135,4.164526924650133,4.434685777410988,3.3092407840705116,3.435102657585409,5.0112499999999995,5.227499999999999,4.764716765687757,4.993104791700559,3.988000487621252,4.37705045308176,2.7133333333333334,2.6729166666666684,2.490332148839636,2.3891371762980587,5.8917694950064465,6.280774484701956,3.111666666666667,2.8100000000000005,2.7280967793083097,2.613369968755829,1.8303478097718355,1.7659270733306578,4.626083333333334,4.626083333333334,4.2088582435912585,4.1817792967880125,3.8642640019158825,3.759999859459812,4.97875,5.102500000000001,4.577787724144814,5.114905025153681,4.235743207621406,4.3886361580664905,3.5149999999999997,3.592500000000001,3.23926048301439,3.2663812770956073,2.6366695376148486,2.846018509978981,5.169784226190476,5.169784226190476,4.654453639549425,4.858816157952406,4.654325348125662,4.574443416502457,4.60625,4.9325,4.458648560779434,4.948949722091774,4.160063693776675,3.847530025638546
2002-02-28,POMRB,4.02,4.46,3.306666666666666,3.61,4.552,5.645,3.05,6.063888888888887,4.27,3.6174999999999997,4.297499999999999,4.10671615479008,4.428558556923489,3.4839693434236585,3.5551598314647226,4.482499999999999,5.119999999999999,4.642830059412654,4.988318678876861,4.9129416862582875,5.345528933404994,2.654791666666666,2.7195833333333352,2.8168659559704485,2.6268909021049764,2.679879026923087,3.144315817232426,2.9695833333333335,3.0450000000000004,3.0808580675849857,3.314922048174079,2.849577834687971,3.046643250510145,4.626083333333333,4.626083333333334,4.346114946154755,4.243347562334993,4.655739137997312,4.5519998381699445,4.9375,4.941250000000001,5.004672634486889,5.200247375640711,5.9269904659049955,5.844294870010891,3.1825,3.5325000000000015,3.163556289808634,2.94392036280333,3.1885227082905985,2.8876354156269377,5.169784226190476,5.169784226190476,5.21822773928521,5.247525957476638,6.008525810258177,6.063887970070855,4.14375,4.9125,4.38318913646766,4.954424419188376,4.938380313761684,4.566202855021014
2002-05-31,PREMON,3.3,5.65,3.55,4.033333333333334,7.0840000000000005,6.2,4.65,7.419375,4.95,3.12625,3.9324999999999997,3.7840296928740482,4.142408488306439,4.963051849406685,4.607668212260231,3.8912500000000003,4.902499999999999,5.045698035647593,5.024028097887401,6.7191079163700325,6.505873901712222,2.7179166666666665,2.7070833333333355,3.110119573582269,2.910325738788053,4.755006599132608,4.513302859956397,2.5920833333333335,3.1783333333333337,3.461848173884325,4.121630632805999,4.220758467118127,4.298063880629582,4.626083333333333,4.626083333333334,5.441268967692853,5.9526621977350525,7.186931773309249,7.083999734292253,4.83875,5.016250000000001,5.482803580692133,5.389431695386768,6.50850276118125,6.37597185602353,2.98125,3.4975000000000023,3.7581337738851808,4.163613310063642,5.023851384063535,4.824190259618572,5.169784226190475,5.169784226190476,6.098686643571126,6.126440031550926,7.315072114135998,7.419373772338843,4.0024999999999995,4.299999999999999,4.6099134818805965,5.106256567966972,6.092915433214819,6.171146177535914
