Date,Season,Model Town,Narela,Saraswati Vihar,Model Town_Trend,Model Town_SMA,Model Town_EWMA,Model Town_DES,Model Town_TES,Model Town_ARIMA,Narela_Trend,Narela_SMA,Narela_EWMA,Narela_DES,Narela_TES,Narela_ARIMA,Saraswati Vihar_Trend,Saraswati Vihar_SMA,Saraswati Vihar_EWMA,Saraswati Vihar_DES,Saraswati Vihar_TES,Saraswati Vihar_ARIMA
2008-08-31,MONSOON,4.94,6.079999999999999,5.758333333333333,5.13875,5.107500000000001,5.023542594895501,5.230199792858139,4.651040248288208,4.813631494552149,6.625864104431038,7.329880382775121,6.873009214659568,7.202201368992059,7.252032437921315,7.762029655426458,6.306562499999999,6.326571180555553,6.258846545328662,6.195286058536708,6.08543404387791,6.427159947115754
2008-11-30,POMKH,4.843333333333334,6.341818181818181,6.0683333333333325,5.13875,5.145833333333334,4.951458890270634,5.120336523056304,5.221001234623107,5.086119500379793,6.550815217391304,6.690334928229667,6.660532801523013,7.1635023589460145,6.8860681880407295,7.561506973004407,6.275208333333333,6.30083333333333,6.182641260530531,6.1197084601551275,5.979263077175114,5.853216036581914
2009-02-28,POMRB,5.39,6.587391304347825,6.3533333333333335,5.244583333333333,5.131666666666668,5.1268753341623805,5.339974884767705,5.284112250866203,5.120036546383679,6.7202371541501975,6.561393280632412,6.631276202652938,7.170184731131416,6.949986278298607,6.893869918308302,6.400208333333333,6.312291666666663,6.250918089651652,6.207880512611784,6.446216216052064,6.5230040971245895
2009-05-31,PREMON,5.41,7.151739130434782,6.7725,5.359166666666667,5.145833333333334,5.240125200497428,5.462457249924831,5.759447577980601,5.723607856658332,6.901531620553359,6.540237154150199,6.839461373765675,7.267043288000147,7.83468406092586,7.028656084426876,6.590208333333333,6.238124999999997,6.459550853790991,6.445909859274036,6.748319689827021,6.559710425437022
2009-08-31,MONSOON,5.73,7.52,7.055,5.4325,5.343333333333334,5.436075120298457,5.686608762198203,4.696497141847248,4.871511927956147,6.945815217391305,6.900237154150199,7.111676824259405,7.409091799451816,7.042936847196125,7.620250025696469,6.6494791666666675,6.562291666666663,6.697730512274594,6.703416003187079,5.896799444003921,6.165846881514487
2009-11-30,POMKH,4.97,6.352173913043478,6.291666666666668,5.4937499999999995,5.375,5.249645072179074,5.417801173132148,5.870526082721447,5.704417630175955,7.036684782608696,6.902826086956524,6.807875659773034,7.341526085609382,7.007272581822366,7.94762771583949,6.951041666666667,6.618124999999998,6.5353049740314235,6.497200264444893,6.704058677529079,6.825965236209411
2010-02-28,POMRB,5.849999999999999,6.931304347826088,6.604166666666668,5.3475,5.489999999999999,5.4897870433074445,5.724311766268115,5.509428118467216,5.372345478662966,7.215398550724638,6.98880434782609,6.857247134994255,7.377484397549285,7.048988617580693,6.820477448385619,6.842625000000001,6.680833333333332,6.562849651085521,6.52683297332073,6.862622677251725,6.554779653153007
2010-05-31,PREMON,5.44,7.534782608695653,8.934166666666666,5.1120833333333335,5.4975,5.469872225984467,5.674262836307329,6.175169026929836,6.110789058922417,7.208400621118012,7.084565217391306,7.128261324474814,7.505618391883123,7.982739954029855,7.005257584333811,6.186291666666668,7.2212499999999995,7.511376457317979,7.59964784331268,7.062902030412775,6.950482324734554
2010-08-31,MONSOON,4.53,8.566666666666666,4.026000000000002,4.966666666666666,5.1975,5.093923335590681,5.189453293445404,4.799272353987745,5.0497909206783405,6.850465838509317,7.346231884057974,7.7036234613515555,7.78152485302827,7.238058782198523,6.674828109699842,5.887645833333334,6.464,6.117225874390789,5.956835884213489,7.34730124006518,7.856434046974327
2010-11-30,POMKH,4.286666666666666,5.24952380952381,4.07,4.796666666666667,5.026666666666666,4.771020668021075,4.8185842259055285,4.916324524891994,4.711369649093014,6.478812111801243,7.070569358178057,6.721983600620456,7.4808656484746745,7.372951763177927,7.020546502010926,5.631301136363637,5.9085833333333335,5.2983355246344725,5.083804587806543,5.399757582949194,4.559620218508566
2011-02-28,POMRB,5.369999999999999,5.170476190476192,6.4366666666666665,4.485416666666667,4.906666666666667,5.0106124008126445,5.175474398524022,4.774989281875456,4.674927561613397,6.049191729323309,6.630362318840583,6.101380636562751,7.211818328334843,7.1205737899614086,6.825542732559232,5.4980189393939405,5.866708333333333,5.75366798144735,5.682585899672598,4.994160333356471,5.4903881191867905
2011-05-31,PREMON,4.56,6.322380952380952,7.050909090909091,4.2645833333333325,4.6866666666666665,4.830367440487587,4.949359133436352,5.64716329470431,5.526236809244507,5.910852130325815,6.327261904761907,6.189780762890031,7.16855992331428,7.687308141089797,6.804088886254164,5.694518939393939,5.39589393939394,6.272564425232046,6.286639290590606,6.2404970821459465,6.653364238168438
2011-08-31,MONSOON,2.92,6.342105263157897,4.843000000000001,4.13,4.284166666666666,4.0662204642925515,4.006086917158361,3.9856841551144635,4.201895440810551,6.2021679197995,5.771121553884715,6.2507105629971775,7.134873171404482,6.75896562543199,7.040389870143222,5.5904356060606055,5.60014393939394,5.700738655139228,5.613649297835119,5.872493408619318,5.924907770690268
2011-11-30,POMKH,4.13,6.367368421052631,4.824999999999998,4.154999999999999,4.244999999999999,4.091732278575531,4.1339933127810236,3.4565858922355712,3.2313813848472677,6.480494987468673,6.050582706766921,6.297373706219359,7.11023990500454,6.544255978859747,5.771358298199593,5.205738636363637,5.788893939393939,5.350443193083536,5.239667498614829,5.334365156791118,5.044138892602959
2012-02-29,POMRB,4.45,6.383157894736844,4.849,4.510416666666666,4.014999999999999,4.235039367145319,4.360920329207968,4.37246818047264,4.308082658890433,6.778781067251463,6.353753132832084,6.331687381626353,7.091793377576991,6.681753682223806,6.1534659372623155,5.0106875,5.391977272727273,5.149865915850122,5.047266071029754,5.433292635853185,5.603747539610077
2012-05-31,PREMON,5.68,7.336315789473685,5.561000000000003,4.913333333333334,4.294999999999999,4.813023620287192,5.097715953376198,4.824797560933817,4.634503389857652,7.077716739766082,6.607236842105268,6.733538744765285,7.230039251674661,7.579269963594735,6.679745455632325,5.078,5.019500000000001,5.314319549510074,5.2655900785327745,5.43318906311449,5.462647426570334
2012-08-31,MONSOON,4.6433333333333335,7.714459064327487,4.772500000000001,5.268333333333333,4.725833333333332,4.745147505505648,4.951620952324543,4.739212270010477,4.83350713609253,7.338338450292397,6.950325292397665,7.125906872590166,7.408962177799075,6.875649213339183,7.295746053226748,5.236500000000001,5.001875000000001,5.0975917297060445,5.026662385690691,4.645399553502263,4.860169918803689
2012-11-30,POMKH,5.63,7.3865,5.434,5.555833333333333,5.100833333333332,5.099088503303389,5.37474975790601,4.996943215614088,4.819487505050175,7.568542397660818,7.205108187134506,7.2301441235540995,7.508496667231869,6.9124397544388625,5.91271557605195,5.359750000000001,5.154125000000001,5.232155037823627,5.196793141606696,4.818553100513976,4.782904765714661
2013-02-28,POMRB,5.79,7.449,5.508000000000001,5.664166666666667,5.435833333333332,5.375453101982034,5.67200526315225,5.880082513388599,5.822183327880662,7.603313961988304,7.471568713450295,7.31768647413246,7.60343467294041,7.180316829597269,6.218986665513114,5.3868125000000004,5.318875000000001,5.3424930226941765,5.322832089186558,5.609217215683634,5.712034764033838
2013-05-31,PREMON,6.64,8.112105263157892,5.888000000000001,5.635000000000001,5.675833333333332,5.88127186118922,6.253034802406546,6.196421856068186,6.083271345736539,7.513354897660817,7.665516081871346,7.635453989742632,7.791474162446035,8.191454317096465,7.185445417605546,5.298875000000002,5.400625000000001,5.5606958136165066,5.563681849352951,5.906195243694067,5.778052649325325
2013-08-31,MONSOON,4.55,7.216842105263157,4.662000000000001,5.637500000000001,5.652499999999999,5.348763116713532,5.4957061622895615,5.776874638499697,5.865499353288008,7.475584064327484,7.5411118421052645,7.468009235950841,7.807139372561262,7.5206023008606895,7.474132989327294,5.1605,5.373000000000001,5.201217488169904,5.138582438472,5.028614889788731,5.051442416578421
2013-11-30,POMKH,5.49,7.164444444444443,4.840999999999998,5.59875,5.617499999999999,5.4052578700281195,5.582514906551024,5.116998188097802,5.016353118660302,7.4057931286549685,7.4855979532163754,7.346583319348282,7.812028091077251,7.328545666341177,7.3683308840688495,5.02,5.22475,5.057130492901942,4.988690901198326,4.898143503231142,4.782633137444024
2014-02-28,POMRB,5.95,7.368888888888887,4.994,5.77875,5.657499999999999,5.6231547220168725,5.8590580827474,5.789147850671268,5.735260440586018,7.535438596491227,7.465570175438598,7.355505547164523,7.8492203471661615,7.4686043640968105,7.339561156076786,5.0558749999999995,5.0962499999999995,5.031878295741166,4.97660302412342,5.275178141240677,5.33291748868956
2014-05-31,PREMON,6.17,7.633888888888887,5.278,6.2425,5.539999999999999,5.841892833210123,6.11158184467381,6.309077273751719,6.232360386108234,7.919305555555555,7.346016081871346,7.466858883854268,7.923729660342515,8.405954698886298,7.889818915397159,5.285375,4.943749999999999,5.1303269774447,5.0988327774192825,5.46148384441697,5.446813854597206
2014-08-31,MONSOON,6.46,8.732222222222225,5.559,6.64,6.017499999999999,6.089135699926073,6.387137768538618,5.416805951324867,5.4216874125936405,8.263958333333333,7.724861111111113,7.973004219201451,8.164661052723904,7.59635733953964,7.841934171695473,5.534333333333333,5.167999999999999,5.30179618646682,5.292713241988683,4.482254348278242,4.531129285823955
2014-11-30,POMKH,7.29,8.719999999999999,5.779999999999999,7.0075,6.467499999999999,6.569481419955644,6.946971229733428,6.598697624917229,6.500081349096938,8.523055555555556,8.113750000000003,8.27180253152087,8.36805372774771,7.692645505208005,7.890666460552311,5.831722222222222,5.40275,5.493077711880092,5.498329665591798,5.239420465381503,5.379692488761187
2015-02-28,POMRB,7.33,8.570555555555558,6.046666666666666,7.18125,6.812499999999999,6.8736888519733865,7.253625459867653,7.529093141515769,7.478366631232458,8.575972222222223,8.41416666666667,8.391303741134745,8.517282502406074,8.071342766209046,8.145419742220486,5.9707083333333335,5.665916666666667,5.714513293794722,5.731036285445259,5.984042667198608,5.8168979918317145
2015-05-31,PREMON,7.73,8.505,6.604444444444447,7.138749999999999,7.202499999999999,7.216213311184032,7.612387822948848,7.756989214583609,7.677627960133057,8.47673611111111,8.63194444444445,8.436782244680847,8.633893712657088,9.128653394511606,8.586594595557463,5.892763888888889,5.997527777777779,6.070485754054612,6.1104938038903285,6.381779724609826,6.259729317502781
