Date,Season,Tonto,Chakradharpur,Tantnagar,Chaibasa,Goilkera,Jhinkpani,Manoharpur,Bandgaon,Khuntpani,Tonto_Trend,Tonto_SMA,Tonto_EWMA,Tonto_DES,Tonto_TES,Tonto_ARIMA,Chakradharpur_Trend,Chakradharpur_SMA,Chakradharpur_EWMA,Chakradharpur_DES,Chakradharpur_TES,Chakradharpur_ARIMA,Tantnagar_Trend,Tantnagar_SMA,Tantnagar_EWMA,Tantnagar_DES,Tantnagar_TES,Tantnagar_ARIMA,Chaibasa_Trend,Chaibasa_SMA,Chaibasa_EWMA,Chaibasa_DES,Chaibasa_TES,Chaibasa_ARIMA,Goilkera_Trend,Goilkera_SMA,Goilkera_EWMA,Goilkera_DES,Goilkera_TES,Goilkera_ARIMA,Jhinkpani_Trend,Jhinkpani_SMA,Jhinkpani_EWMA,Jhinkpani_DES,Jhinkpani_TES,Jhinkpani_ARIMA,Manoharpur_Trend,Manoharpur_SMA,Manoharpur_EWMA,Manoharpur_DES,Manoharpur_TES,Manoharpur_ARIMA,Bandgaon_Trend,Bandgaon_SMA,Bandgaon_EWMA,Bandgaon_DES,Bandgaon_TES,Bandgaon_ARIMA,Khuntpani_Trend,Khuntpani_SMA,Khuntpani_EWMA,Khuntpani_DES,Khuntpani_TES,Khuntpani_ARIMA
1999-11-30,POMKH,4.37,4.28,3.43,1.05,5.02,5.27,4.8675,5.0,2.6,3.5620833333333337,3.769166666666667,3.7073934285037566,4.12930700618428,3.162722917171719,4.1560468506156925,4.612500000000001,4.928750000000003,4.54304860527657,5.016342533019087,4.371710892258674,4.40989025881882,4.5875,4.8275,4.153723893606646,3.5340168172405786,2.9688563959279395,3.2931123868880148,2.8187499999999996,2.5275000000000007,2.1846197890183987,2.3134193008608293,3.294111696708182,2.635042266445507,6.719999999999999,7.460833333333333,6.342468628705116,6.6661115960262824,5.8694750134817735,6.185121321617863,4.907500000000001,4.865833333333333,4.57575633977901,4.545763433109063,3.1131807886623806,3.5103069032569927,4.685,4.601874999999999,4.53970075074478,4.775258545428251,4.4969852899417475,4.182841755598205,5.5775,5.968333333333334,5.2435250106893925,5.35605505204828,5.0877232731551105,5.115860482742996,3.7074999999999996,3.7808333333333346,3.151746965034107,3.3465288440804155,3.804328014767286,3.230327555911169
2000-02-29,POMRB,3.59,4.99,3.72,5.87,5.51,5.52,4.2,5.83,7.01,3.625,3.521666666666667,3.660436057102254,4.1093243704788005,4.148824786857796,4.52144574212684,4.3149999999999995,4.8750000000000036,4.721829163165942,5.084478298913968,5.386570383284419,5.052939051986618,4.8575,4.6975,3.9802343361639876,3.590112289241385,4.913159528257891,4.026758413375243,2.91125,2.865000000000001,3.6587718734110393,3.654039650674773,2.503976643153653,2.9985408565839426,6.575833333333334,6.9799999999999995,6.009481177223069,5.711631761974268,7.428863674218028,7.693759484366101,5.04,4.935,4.953453803867406,4.917837122028013,4.589197268330577,4.703474497144023,4.599375,4.689374999999998,4.403820450446868,4.763236351374569,4.537306758527258,4.027197730925632,5.75125,5.8149999999999995,5.478115006413636,5.433399892628224,6.086380337950767,6.256326781051162,3.4762500000000003,3.9825000000000017,4.695048179020464,5.27826123822227,4.743358001131175,4.766161138292574
2000-05-31,PREMON,4.35,4.7,8.27,1.79,12.05,6.23,6.455,8.79,1.24,3.5237499999999997,3.6025,3.936261634261352,4.101000759079534,6.225791137575017,4.479055718689466,4.295000000000001,4.350000000000003,4.7130974978995654,5.044185073939919,6.783536549943425,5.7894930268146805,5.3375,4.477499999999999,5.696140601698392,4.189850243064637,7.890839474935666,7.936317142983641,3.35625,2.772500000000001,2.9112631240466236,2.983622270518536,3.7657294120075626,2.6573139044922924,7.205416666666667,6.459999999999999,8.425688706333842,9.27009200282157,13.1044885816064,13.829858496025286,5.19375,4.88,5.464072282320444,5.489538926925523,6.197221791286164,6.206130361739583,4.6384375,4.680624999999998,5.224292270268121,5.321863106242716,6.7778056146702825,6.2218960407469375,6.351249999999999,5.34,6.802869003848182,7.1022021075099016,8.964023368989665,9.34161297581355,3.6587500000000004,3.4325000000000014,3.3130289074122783,3.8178448903780344,4.523732834137604,3.627407652215902
2000-08-31,MONSOON,2.28,3.15,5.53,3.49,4.1866666666666665,3.78,2.55,5.03,3.23,3.605,3.6475000000000004,3.273756980556811,4.061794672133013,1.7245113042027507,1.7398430950714012,4.3775,4.280000000000003,4.087858498739739,4.536461238044223,2.3906591548270706,3.291029586403469,5.6525,5.237499999999999,5.629684361019035,4.45695002241486,2.212344860785389,2.110754394673033,3.1625,3.0500000000000007,3.142757874427974,3.1920671290420923,2.451777034888594,3.2654939341961473,8.311666666666667,6.691666666666666,6.730079890466972,7.119882039751412,2.339927138693091,3.3270771976277356,5.31875,5.2,4.790443369392266,5.143080759515031,1.538104203395866,1.8815600600276414,4.84625,4.518124999999999,4.154575362160872,4.811999949537518,3.4542367461177736,3.463640508762812,6.766249999999999,6.1625000000000005,6.093721402308908,6.482156489185044,3.8960547208997083,3.1737807360508503,3.87125,3.5200000000000014,3.279817344447367,3.5514609693447197,1.6625895866684175,1.724160223630208
2000-11-30,POMKH,3.38,4.4,4.23,3.5,9.13,5.22,5.83,6.51,3.71,3.50375,3.4000000000000004,3.316254188334087,4.039434996291249,3.162722913519584,4.342527313505081,4.62,4.310000000000002,4.212715099243844,4.444621366764494,3.820842808746595,3.912123638651898,5.22875,5.437499999999999,5.069810616611422,4.557835648509018,3.070049980965261,4.08135497976137,2.6824999999999997,3.6625000000000005,3.2856547246567844,3.327944361787097,3.375885133039905,3.6762090290266305,8.772916666666667,7.719166666666667,7.690047934280184,8.35345239827473,5.003861946118246,5.607845203336875,5.165,5.1875,4.96226602163536,5.274738404450966,3.1887562837365397,4.203558918363894,4.949375,4.758749999999999,4.824745217296524,5.152343073621942,4.877773041577599,4.733813812901568,6.93875,6.540000000000001,6.260232841385345,6.643158851433392,5.156231759692958,5.4989911514277345,3.965,3.7975000000000017,3.4518904066684204,3.58151219065092,3.573879787798839,2.9311207150145937
2001-02-28,POMRB,5.23,5.53,5.44,1.87,10.25,6.57,4.9,7.64,7.6,3.0475000000000003,3.8100000000000005,4.081752513000453,4.0451154622600285,4.148824777823771,3.7236364377687514,4.78875,4.445000000000002,4.739629059546306,4.709190663939932,5.054901581653741,4.7936711418626965,4.062500000000001,5.8675,5.217886369966854,4.793169935355213,4.994535743300824,4.276375866062698,2.36625,2.6625000000000005,2.719392834794071,2.8066935872801664,5.046910248539178,4.72473857805009,9.132083333333334,8.904166666666667,8.71402876056811,9.983114754890757,7.085952450206484,6.8711556947734405,4.6825,5.45,5.605359612981216,5.834328429210175,4.6522834668994655,4.920896210938363,5.005625,4.933749999999999,4.854847130377914,5.215727062293037,4.502333243447184,4.375823088327767,6.89875,6.9925000000000015,6.812139704831207,7.319288298435331,6.315251714165726,6.355359742868459,3.6562500000000004,3.9450000000000016,5.111134244001052,5.787103743293595,5.498774337592353,5.389026589654518
2001-05-31,PREMON,1.9,6.1,3.16,1.95,11.0,3.95,6.58,8.36,1.4,2.66,3.1975000000000002,3.2090515078002717,4.000942200777625,6.2257911374560715,5.193259162177622,4.7734375,4.795000000000003,5.283777435727783,5.13326594995844,6.736676610233035,5.617738075032839,3.407916666666667,4.59,4.394731821980113,4.74199538100093,7.991163286769989,8.496729304854915,1.7625,2.7025000000000006,2.4116357008764426,2.5060392814459833,1.6901549185358236,0.8519196666554907,9.618749999999999,8.641666666666666,9.628417256340867,11.561835644278894,14.038604031491715,13.044552272383076,4.145,4.88,4.943215767788729,5.422335802800272,6.251239048435649,6.1554952938576095,4.8925,4.965,5.544908278226749,5.693929446701383,6.853408938739286,6.266692118759353,6.818125,6.885000000000002,7.431283822898724,8.197292053485793,9.368791968804905,9.460032679428167,3.0325,3.9850000000000017,3.6266805464006313,4.277598956714202,3.8112613698382,2.6814937057275894
2001-08-31,MONSOON,1.08,3.1,1.31,0.8,8.11,2.2,2.875,5.14,0.6,2.1412500000000003,2.8975000000000004,2.357430904680163,3.9448200736398538,1.7245112907655864,1.2308390540487044,4.745625,4.782500000000003,4.41026646143667,4.619188463628327,2.81654589600064,3.7019958038617693,2.9845833333333336,3.5349999999999993,3.1608390931880677,4.456591169918729,2.3476761893335754,1.6726502496179698,1.4875,2.0300000000000007,1.7669814205258656,1.886898872641456,2.2095103193671495,1.988568307567526,9.54625,9.622499999999999,9.021050353804519,10.631363163518005,4.028974205614605,3.6888885518486525,3.4375,4.484999999999999,3.8459294606732373,4.455016449461507,1.614437704903553,2.5461698943892186,4.9575000000000005,5.04625,4.476944966936049,5.161688329891175,3.1430298287596363,2.9729018049795415,6.5737499999999995,6.912500000000001,6.514770293739234,7.143996939988246,4.207957075143672,3.581132965531893,2.05875,3.3275000000000015,2.4160083278403786,2.6477341648365815,2.276514413918496,2.107896237487188
2001-11-30,POMKH,1.48,4.3275,3.2133333333333334,1.36,9.1,2.5,4.6,5.755,1.35,2.68375,2.4225000000000003,2.006458542808098,3.8951273027308977,3.1627228935590757,3.6423333700030622,4.835624999999999,4.764375000000003,4.377159876862002,4.507923982097282,4.0912384265733,4.233496408377784,3.4258333333333333,3.280833333333333,3.181836789246174,4.388899683957319,3.1792766672835957,2.9000851749492487,1.479375,1.4950000000000006,1.6041888523155194,1.7030487716878144,1.6386391511233516,1.1120856257795277,9.543125,9.614999999999998,9.052630212282711,10.234991429073244,7.9732392497104705,7.160516468001106,3.49625,3.8049999999999997,3.3075576764039423,3.7211075135359195,3.2628239863891753,4.375665817468742,5.17625,4.73875,4.526166980161629,5.079354939641646,5.932391338668814,5.696308982743469,6.5625,6.723750000000003,6.21086217624354,6.523965382446534,5.445672902992011,5.770622112544265,2.1575,2.7375000000000016,1.989604996704227,1.8347487830473956,3.635290568693545,3.3075070874710675
2002-02-28,POMRB,2.98,5.38,3.07,1.81,9.7,3.63,6.65,6.44,2.17,3.6625,1.8600000000000003,2.3958751256848587,3.8683527768640746,4.148824747534758,4.388085796751164,4.921875,4.726875000000002,4.7782959261172016,4.727008136218127,5.213259564904234,5.025997284822369,4.383333333333333,2.6883333333333326,3.1371020735477044,4.297418561670867,5.095133756534115,4.098110492406431,1.8462500000000002,1.4800000000000006,1.6865133113893118,1.75417629551242,2.3871548565063847,2.929858869724476,8.743749999999999,9.4775,9.311578127369627,10.163654543348635,9.410887224147666,8.447248028356205,3.9775,3.0699999999999994,3.436534605842365,3.485335496167531,4.724990589189588,5.441044799649896,5.265625,5.17625,5.375700188096978,5.523217286418527,4.846127635486047,4.779080615024154,6.694375,6.423750000000002,6.302517305746124,6.375850661987909,6.48850098378886,6.550781679999937,3.0800000000000005,1.3800000000000017,2.061762998022536,1.6970841037334607,5.938042105308594,5.919976492137175
2002-05-31,PREMON,8.49,6.97,9.06,1.945,11.525,7.36,6.58,9.47,7.62,4.17,3.5075000000000003,4.833525075410916,3.9245970879143446,6.225791094935366,3.1953193133769267,4.905937499999999,4.944375000000003,5.654977555670321,5.420937142596331,6.794281777609213,5.713761221854374,4.449166666666667,4.163333333333333,5.506261244128623,4.919159119189913,8.02832183363793,6.78010262477758,2.2062500000000003,1.4787500000000007,1.789907986833587,1.8368960825035208,1.1477182948781874,0.7481725585133729,7.36375,9.608749999999999,10.196946876421777,11.160834759261757,14.012156797732498,12.498379331988987,3.91,3.9224999999999994,5.0059207635054195,4.573868990433339,6.280778843947524,5.241037480119205,5.303333333333333,5.17625,5.857420112858187,5.915666156289123,6.9267127316649475,6.511678638351473,6.679375,6.701250000000002,7.569510383447675,7.86629848964074,9.389270154403528,9.084141341473703,3.5437499999999997,2.935000000000002,4.285057798813522,4.9543953306763635,2.726032007062134,2.459280524190613
2002-08-31,MONSOON,2.32,2.92,3.07,3.74,1.19,2.64,3.59,5.085,1.76,4.9625,3.8175000000000003,3.828115045246549,3.8881494237139154,1.7245112840690764,2.443778425339603,5.1775,4.899375000000003,4.560986533402192,4.82937867189313,3.1395927624329416,3.8941795775465122,4.648750000000001,4.6033333333333335,4.531756746477174,4.815999014275837,2.4306420896945,2.990087618428986,2.2225,2.2137500000000006,2.569944792100152,2.5582188152944716,1.593765728086641,1.8364652656045737,6.883125000000001,7.878749999999998,6.5941681258530656,6.091231365462264,6.412936875399483,5.24038752462062,3.9087500000000004,4.0325,4.059552458103251,4.006269379612496,1.6736112996245827,2.0972704399897646,5.1954166666666675,5.3549999999999995,4.950452067714912,5.489222581583473,3.2076076503234487,3.2697623658077766,6.628750000000001,6.687500000000002,6.575706230068604,6.817014354241694,4.349642263969125,4.074623618857215,4.2787500000000005,3.225000000000002,3.2750346792881135,4.402288662330227,1.7612696484004209,1.295122784910166
2002-11-30,POMKH,4.3,4.38,1.98,1.3,4.98,1.52,4.1866666666666665,5.69,3.9,5.84125,4.5225,4.016869027147929,3.8817577130010132,3.1627228936032323,2.804216143939462,5.4575,4.912500000000002,4.488591920041316,4.705553726850626,4.249919876632486,4.353452128620438,4.907500000000001,4.295,3.5110540478863044,4.573287227274349,3.2751850320657465,3.593733985499675,2.265625,2.198750000000001,2.061966875260091,2.106297355536964,3.1522970070997633,3.2319568468476105,6.851875,6.848749999999997,5.948500875511839,4.760480245878983,7.79830976290926,7.448646635541229,3.9475,3.7874999999999996,3.043731474861951,3.1616143993160795,3.3082997804369088,3.402827328960154,5.256666666666666,5.251666666666667,4.644937907295614,5.2202280576633315,5.3673589858315625,4.74725558194844,6.665,6.6712500000000015,6.221423738041162,6.235644079214926,5.565477279518414,5.785493728451217,4.6925,3.862500000000002,3.525020807572868,4.838623993520698,3.044797275507186,2.458201620239875
2003-02-28,POMRB,6.5,7.5,5.9,2.0,9.975,4.6,6.2,6.1,5.5,6.198333333333333,5.4025,5.010121416288758,3.9085981972917874,4.148824762908749,3.8550310006526014,5.77,5.442500000000003,5.693155152024789,5.5426861492668325,5.337247312619159,5.1532304328075735,4.94375,5.0024999999999995,4.466632428731783,4.791050131313854,5.166267229629921,3.6674332161302736,2.011875,2.2462500000000007,2.0371801251560546,2.0806304216508873,3.001776635829321,1.6617160596641316,7.21875,6.917499999999998,7.5591005253071035,7.0322586478054845,8.093258279507477,8.489291434788367,3.8221875,4.03,3.6662388849171705,3.444280009529001,4.767009915271814,4.456652652047073,5.529791666666667,5.139166666666666,5.266962744377369,5.477121520459135,6.4521056651867665,6.378013999840926,6.744999999999999,6.586250000000001,6.172854242824696,6.007335020595485,6.587746263318868,6.543777965488381,4.751250000000001,4.695000000000002,4.315012484543721,5.939324820056228,5.128124533883545,4.161014434384547
2003-05-31,PREMON,12.0,7.09,8.3,2.1,11.0,6.7,7.52,10.1,7.6,5.972916666666666,6.279999999999999,7.806072849773255,4.018119936041067,6.225791129444717,7.316010263773184,6.0512500000000005,5.472500000000003,6.251893091214874,6.194437369377979,7.570446105366038,6.585281118389385,5.260416666666667,4.8125,5.9999794572390694,5.29136378138852,8.136271268234276,7.877366513953328,2.15875,2.2850000000000006,2.062308075093633,2.1016214639682897,1.832177180269428,1.7117212923076588,7.54375,6.786249999999997,8.935460315184262,9.678277813725803,11.853711130144612,12.487599900198292,4.029375,3.865,4.879743330950302,4.4585147244366885,6.344998361289513,6.385335869938368,5.6725,5.374166666666666,6.168177646626422,6.0608753923653715,6.765472831790163,6.335452907407369,6.69125,6.74375,7.743712545694818,7.973405417271458,9.439650323286243,9.125851144937197,4.75375,4.690000000000002,5.629007490726233,7.946443160863654,4.430433465347988,4.609943989306663
2003-08-31,MONSOON,1.6666666666666667,5.3,4.12,1.5550000000000002,4.65,2.2975000000000003,4.835,5.095,2.25,5.779166666666667,6.116666666666666,5.3503103765306195,3.972175696082594,1.7245113376589734,3.029212604577505,5.6975,6.067500000000003,5.871135854728925,6.210107196756229,3.701362110055308,4.2173901637163835,5.558333333333334,5.075,5.247987674343442,5.281285101660907,2.5338413954243664,2.9347478257762543,2.50375,1.7387500000000005,1.8593848450561798,1.911843447947937,2.286966123471553,2.0961057431852885,7.401875,7.6512499999999966,7.221276189110557,7.634045568335317,3.4736284093817504,3.154840117824561,4.216875,3.779375,3.8468459985701813,3.8968913176893225,1.7366291313626085,2.2820675580087912,5.63125,5.685416666666666,5.634906587975853,5.900382344475035,3.6858461636425246,3.983582976677483,6.64875,6.74625,6.6842275274168905,6.9750760886384375,4.464503916207147,4.384304329187816,5.1825,4.812500000000002,4.277404494435739,6.4030489116296225,2.0988682574959494,1.6042489392083237
