Date,Season,Kharar,Dera Bassi,Majari,Kharar_Trend,Kharar_SMA,Kharar_EWMA,Kharar_DES,Kharar_TES,Kharar_ARIMA,Dera Bassi_Trend,Dera Bassi_SMA,Dera Bassi_EWMA,Dera Bassi_DES,Dera Bassi_TES,Dera Bassi_ARIMA,Majari_Trend,Majari_SMA,Majari_EWMA,Majari_DES,Majari_TES,Majari_ARIMA
2010-08-31,MONSOON,7.313333333333333,6.963333333333333,15.006666666666668,6.693625,6.805916666666672,7.161201027043887,7.173148593460656,6.784829632668157,6.9610424507948645,9.534625,9.140833333333333,9.062046543287492,10.583861671902296,10.37693610821519,10.589801076196458,17.970255952380953,17.97025595238096,16.575478820016034,18.01539686086646,15.446487606660945,14.998744527473107
2010-11-30,POMKH,5.15,11.391666666666666,21.4175,6.293583333333332,6.8675833333333385,6.356720616226331,6.688176829410608,6.464128254135165,6.2308156273649615,9.234499999999999,9.65325,9.993894592639162,10.896978470860617,11.124656687742508,9.347490629095642,17.970255952380953,17.97025595238096,18.51228729200962,18.36865810263011,21.86008193334676,21.422434423746033
2011-02-28,POMRB,5.133333333333334,8.895,20.159000000000002,5.892708333333333,6.519666666666673,5.867365703069132,6.328222715807156,6.996839343128321,6.257760895229259,8.658208333333334,9.415999999999999,9.554336755583495,10.624130465177508,10.873601991526137,10.41859084312787,17.970255952380953,17.97025595238096,19.17097237520577,18.624654287715938,20.59924727090994,20.15592651983126
2011-05-31,PREMON,6.673333333333333,8.962,15.297857142857142,5.705,6.067500000000006,6.189752755174812,6.49292719841542,7.349364882956181,6.524636843368857,7.565708333333333,9.052999999999997,9.317402053350097,10.418971463086178,10.424342073690795,9.740315950588721,17.970255952380953,17.97025595238096,17.62172628226632,18.52590810039775,15.738198807592061,15.299771506283113
2011-08-31,MONSOON,5.914999999999999,3.805,15.006666666666668,5.6691666666666665,5.717916666666673,6.079851653104887,6.402631073654767,6.149752303213285,6.536475617205268,7.158683035714285,8.263416666666664,7.112441232010059,9.170874698604997,9.360923263356575,9.59428925349145,17.970255952380953,17.97025595238096,16.575702436026457,18.39828700106107,15.447030304221295,15.00547427656636
2011-11-30,POMKH,5.046666666666666,5.81,21.4175,5.720208333333333,5.69208333333334,5.666577658529599,6.094905302401532,5.138971326433555,4.738743106184474,6.98474107142857,6.8679999999999986,6.591464739206035,8.589191832721022,9.605060548474826,7.663577723982576,17.970255952380953,17.97025595238096,18.512421461615872,18.719817436111917,21.858311515583544,21.41824269813768
2012-02-29,POMRB,4.95,11.220464285714282,20.159000000000002,6.070208333333333,5.646250000000006,5.37994659511776,5.842555574666732,5.9445900189684,5.796284466633594,7.22784300595238,7.44936607142857,8.443064557809334,9.258304554934181,8.399157654094612,7.591396510724982,17.970255952380953,17.97025595238096,19.171052876969526,18.944303620229267,20.599579284368435,20.158537399275986
2012-05-31,PREMON,7.2650000000000015,5.245,15.297857142857142,7.27375,5.794166666666674,6.133967957070656,6.3017015558577665,6.866349416598362,6.66956421972813,9.57291369047619,6.52011607142857,7.163838734685601,8.540760596021148,9.078185408580055,9.12689067033309,17.970255952380953,17.97025595238096,17.621774583324573,18.814610083343126,15.738416727851302,15.29814528068731
2012-08-31,MONSOON,8.123333333333333,9.466815476190476,15.006666666666668,9.135000000000002,6.346250000000007,6.929714107575727,6.8768853824240095,6.126543717596953,6.485452914866396,11.927520833333334,7.93556994047619,8.085029431287552,8.851028024210922,7.457465716545657,7.456338977475133,17.970255952380953,17.97025595238096,16.575731416661412,18.656755447673483,15.447205957997628,15.006487195678268
2012-11-30,POMKH,12.466666666666667,18.90875,21.4175,10.706180555555555,8.201250000000007,9.144495131212103,8.506609794150508,5.88658130332104,6.249528951998931,14.327127976190477,11.210257440476191,12.414517658772532,11.083649730901334,9.479929415719514,8.489843381760105,17.970255952380953,17.97025595238096,18.512438849996848,18.948530192576218,21.85810215785883,21.41761178620891
